treeModel rep method clockModel mse
D995_11_10 rep058 lsd uniform 0.32687
D995_11_10 rep059 lsd uniform 0.732074
D995_11_10 rep060 lsd uniform 0.435864
D995_11_10 rep061 lsd uniform 0.301039
D995_11_10 rep062 lsd uniform 0.370591
D995_11_10 rep063 lsd uniform 0.2528
D995_11_10 rep064 lsd uniform 0.578042
D995_11_10 rep065 lsd uniform 0.276748
D995_11_10 rep066 lsd uniform 0.275133
D995_11_10 rep067 lsd uniform 0.319246
D995_11_10 rep068 lsd uniform 0.284435
D995_11_10 rep069 lsd uniform 0.389635
D995_11_10 rep070 lsd uniform 0.428722
D995_11_10 rep071 lsd uniform 0.241138
D995_11_10 rep072 lsd uniform 0.315187
D995_11_10 rep073 lsd uniform 0.251058
D995_11_10 rep074 lsd uniform 0.722669
D995_11_10 rep075 lsd uniform 0.269461
D995_11_10 rep076 lsd uniform 0.430679
D995_11_10 rep077 lsd uniform 0.348653
D995_11_10 rep078 lsd uniform 0.520892
D995_11_10 rep079 lsd uniform 0.406622
D995_11_10 rep080 lsd uniform 0.339826
D995_11_10 rep081 lsd uniform 0.267533
D995_11_10 rep082 lsd uniform 0.381407
D995_11_10 rep083 lsd uniform 0.406066
D995_11_10 rep084 lsd uniform 0.318455
D995_11_10 rep085 lsd uniform 0.396614
D995_11_10 rep086 lsd uniform 0.270748
D995_11_10 rep087 lsd uniform 0.327627
D995_11_10 rep088 lsd uniform 0.415241
D995_11_10 rep089 lsd uniform 0.751108
D995_11_10 rep090 lsd uniform 0.238706
D995_11_10 rep091 lsd uniform 0.313451
D995_11_10 rep092 lsd uniform 0.267494
D995_11_10 rep093 lsd uniform 0.239368
D995_11_10 rep094 lsd uniform 0.42056
D995_11_10 rep095 lsd uniform 0.3441
D995_11_10 rep096 lsd uniform 0.461052
D995_11_10 rep097 lsd uniform 0.396804
D995_11_10 rep098 lsd uniform 0.342392
D995_11_10 rep099 lsd uniform 0.255187
D995_11_10 rep100 lsd uniform 1.29613
D995_3_25 rep001 lsd uniform 5.49722
D995_3_25 rep002 lsd uniform 5.57102
D995_3_25 rep003 lsd uniform 5.18207
D995_3_25 rep004 lsd uniform 2.08388
D995_3_25 rep005 lsd uniform 4.64822
D995_3_25 rep006 lsd uniform 3.24731
D995_3_25 rep007 lsd uniform 4.49935
D995_3_25 rep008 lsd uniform 5.75245
D995_3_25 rep009 lsd uniform 12.1407
D995_3_25 rep010 lsd uniform 6.14801
D995_3_25 rep011 lsd uniform 5.07757
D995_3_25 rep012 lsd uniform 4.23715
D995_3_25 rep013 lsd uniform 3.2324
D995_3_25 rep014 lsd uniform 3.67389
D995_3_25 rep015 lsd uniform 9.70105
D995_3_25 rep016 lsd uniform 4.57945
D995_3_25 rep017 lsd uniform 6.14873
D995_3_25 rep018 lsd uniform 4.19362
D995_3_25 rep019 lsd uniform 16.6314
D995_3_25 rep020 lsd uniform 3.96461
D995_3_25 rep021 lsd uniform 5.95391
D995_3_25 rep022 lsd uniform 110.61
D995_3_25 rep023 lsd uniform 2.93829
D995_3_25 rep024 lsd uniform 6.92245
D995_3_25 rep025 lsd uniform 4.09289
D995_3_25 rep026 lsd uniform 5.91281
D995_3_25 rep027 lsd uniform 5.01596
D995_3_25 rep028 lsd uniform 3.08344
D995_3_25 rep029 lsd uniform 5.60164
D995_3_25 rep030 lsd uniform 5.85716
D995_3_25 rep031 lsd uniform 5.04238
D995_3_25 rep032 lsd uniform 3.55226
D995_3_25 rep033 lsd uniform 3.79664
D995_3_25 rep034 lsd uniform 14.2285
D995_3_25 rep035 lsd uniform 4.47614
D995_3_25 rep036 lsd uniform 7.34057
D995_3_25 rep037 lsd uniform 7.34032
D995_3_25 rep038 lsd uniform 3.75895
D995_3_25 rep039 lsd uniform 5.50397
D995_3_25 rep040 lsd uniform 3.71981
D995_3_25 rep041 lsd uniform 3.29752
D995_3_25 rep042 lsd uniform 5.85979
D995_3_25 rep043 lsd uniform 12.2266
D995_3_25 rep044 lsd uniform 3.21658
D995_3_25 rep045 lsd uniform 4.50818
D995_3_25 rep046 lsd uniform 5.19413
D995_3_25 rep047 lsd uniform 4.01101
D995_3_25 rep048 lsd uniform 26.1127
D995_3_25 rep049 lsd uniform 6.97461
D995_3_25 rep050 lsd uniform 5.15195
D995_3_25 rep051 lsd uniform 8.86251
D995_3_25 rep052 lsd uniform 4.17618
D995_3_25 rep053 lsd uniform 4.42567
D995_3_25 rep054 lsd uniform 18.2281
D995_3_25 rep055 lsd uniform 3.38973
D995_3_25 rep056 lsd uniform 5.19072
D995_3_25 rep057 lsd uniform 4.33605
D995_3_25 rep058 lsd uniform 3.45262
D995_3_25 rep059 lsd uniform 5.29473
D995_3_25 rep060 lsd uniform 3.04446
D995_3_25 rep061 lsd uniform 29.8908
D995_3_25 rep062 lsd uniform 81.8161
D995_3_25 rep063 lsd uniform 6.82644
D995_3_25 rep064 lsd uniform 4.58211
D995_3_25 rep065 lsd uniform 3.74686
D995_3_25 rep066 lsd uniform 4.29827
D995_3_25 rep067 lsd uniform 10.4888
D995_3_25 rep068 lsd uniform 10.1121
D995_3_25 rep069 lsd uniform 4.355
D995_3_25 rep070 lsd uniform 49.1843
D995_3_25 rep071 lsd uniform 7.03961
D995_3_25 rep072 lsd uniform 4.39078
D995_3_25 rep073 lsd uniform 3.42339
D995_3_25 rep074 lsd uniform 2.46298
D995_3_25 rep075 lsd uniform 81.0417
D995_3_25 rep076 lsd uniform 2.48257
D995_3_25 rep077 lsd uniform 3.55492
D995_3_25 rep078 lsd uniform 14.0158
D995_3_25 rep079 lsd uniform 7.62239
D995_3_25 rep080 lsd uniform 3.46584
D995_3_25 rep081 lsd uniform 5.40957
D995_3_25 rep082 lsd uniform 4.29359
D995_3_25 rep083 lsd uniform 34.4853
D995_3_25 rep084 lsd uniform 3.12926
D995_3_25 rep085 lsd uniform 13.0959
D995_3_25 rep086 lsd uniform 3.22498
D995_3_25 rep087 lsd uniform 49.1215
D995_3_25 rep088 lsd uniform 3.38366
D995_3_25 rep089 lsd uniform 9.74348
D995_3_25 rep090 lsd uniform 10.6749
D995_3_25 rep091 lsd uniform 3.40934
D995_3_25 rep092 lsd uniform 4.19678
D995_3_25 rep093 lsd uniform 11.2179
D995_3_25 rep094 lsd uniform 3.61761
D995_3_25 rep095 lsd uniform 3.84602
D995_3_25 rep096 lsd uniform 6.28598
D995_3_25 rep097 lsd uniform 4.19715
D995_3_25 rep098 lsd uniform 164.855
D995_3_25 rep099 lsd uniform 18.5783
D995_3_25 rep100 lsd uniform 111.779
D750_11_10 rep001 emd exp 7.54885
D750_11_10 rep001 emd gamma 2.30063
D750_11_10 rep001 emd lognorm 1.92263
D750_11_10 rep002 emd exp 4.72394
D750_11_10 rep002 emd gamma 1.871
D750_11_10 rep002 emd lognorm 0.961718
D750_11_10 rep003 emd exp 7.80265
D750_11_10 rep003 emd gamma 1.26985
D750_11_10 rep003 emd lognorm 1.6746
D750_11_10 rep004 emd exp 57.6319
D750_11_10 rep004 emd gamma 1.38151
D750_11_10 rep004 emd lognorm 1.2552
D750_11_10 rep005 emd exp 18.087
D750_11_10 rep005 emd gamma 1.48616
D750_11_10 rep005 emd lognorm 2.31282
D750_11_10 rep006 emd exp 7.23416
D750_11_10 rep006 emd gamma 1.80228
D750_11_10 rep006 emd lognorm 1.01108
D750_11_10 rep007 emd exp 5.7311
D750_11_10 rep007 emd gamma 0.930628
D750_11_10 rep007 emd lognorm 1.88535
D750_11_10 rep008 emd exp 7.03199
D750_11_10 rep008 emd gamma 1.6814
D750_11_10 rep008 emd lognorm 1.16659
D750_11_10 rep009 emd exp 6.20676
D750_11_10 rep009 emd gamma 1.32568
D750_11_10 rep009 emd lognorm 1.81237
D750_11_10 rep010 emd exp 10.8361
D750_11_10 rep010 emd gamma 1.60155
D750_11_10 rep010 emd lognorm 1.80462
D750_11_10 rep011 emd exp 5.46361
D750_11_10 rep011 emd gamma 1.87975
D750_11_10 rep011 emd lognorm 3.94656
D750_11_10 rep012 emd exp 6.00782
D750_11_10 rep012 emd gamma 1.87104
D750_11_10 rep012 emd lognorm 1.36269
D750_11_10 rep013 emd exp 11.1784
D750_11_10 rep013 emd gamma 0.757095
D750_11_10 rep013 emd lognorm 1.21232
D750_11_10 rep014 emd exp 7.8422
D750_11_10 rep014 emd gamma 1.44366
D750_11_10 rep014 emd lognorm 1.62543
D750_11_10 rep015 emd exp 8.65529
D750_11_10 rep015 emd gamma 3.59974
D750_11_10 rep015 emd lognorm 2.41342
D750_11_10 rep016 emd exp 7.5424
D750_11_10 rep016 emd gamma 1.17213
D750_11_10 rep016 emd lognorm 1.28545
D750_11_10 rep017 emd exp 10.3066
D750_11_10 rep017 emd gamma 2.31787
D750_11_10 rep017 emd lognorm 0.867136
D750_11_10 rep018 emd exp 5.4226
D750_11_10 rep018 emd gamma 1.63474
D750_11_10 rep018 emd lognorm 1.73111
D750_11_10 rep019 emd exp 5.24237
D750_11_10 rep019 emd gamma 0.937032
D750_11_10 rep019 emd lognorm 3.79126
D750_11_10 rep020 emd exp 6.03381
D750_11_10 rep020 emd gamma 2.44406
D750_11_10 rep020 emd lognorm 3.53765
D750_11_10 rep021 emd exp 7.28599
D750_11_10 rep021 emd gamma 2.43187
D750_11_10 rep021 emd lognorm 1.79437
D750_11_10 rep022 emd exp 11.7219
D750_11_10 rep022 emd gamma 1.60941
D750_11_10 rep022 emd lognorm 2.91718
D750_11_10 rep023 emd exp 8.10226
D750_11_10 rep023 emd gamma 2.56938
D750_11_10 rep023 emd lognorm 3.02555
D750_11_10 rep024 emd exp 11.3683
D750_11_10 rep024 emd gamma 1.57185
D750_11_10 rep024 emd lognorm 1.36489
D750_11_10 rep025 emd exp 5.15614
D750_11_10 rep025 emd gamma 1.79183
D750_11_10 rep025 emd lognorm 0.908137
D750_11_10 rep026 emd exp 6.44153
D750_11_10 rep026 emd gamma 1.82712
D750_11_10 rep026 emd lognorm 1.29615
D750_11_10 rep027 emd exp 4.2656
D750_11_10 rep027 emd gamma 2.32044
D750_11_10 rep027 emd lognorm 1.17521
D750_11_10 rep028 emd exp 7.57489
D750_11_10 rep028 emd gamma 2.25405
D750_11_10 rep028 emd lognorm 1.42549
D750_11_10 rep029 emd exp 6.37619
D750_11_10 rep029 emd gamma 1.73895
D750_11_10 rep029 emd lognorm 2.43072
D750_11_10 rep030 emd exp 10.8043
D750_11_10 rep030 emd gamma 1.72946
D750_11_10 rep030 emd lognorm 1.31635
D750_11_10 rep031 emd exp 7.90975
D750_11_10 rep031 emd gamma 1.61872
D750_11_10 rep031 emd lognorm 1.9268
D750_11_10 rep032 emd exp 9.80388
D750_11_10 rep032 emd gamma 1.47582
D750_11_10 rep032 emd lognorm 1.64305
D750_11_10 rep033 emd exp 29.4505
D750_11_10 rep033 emd gamma 1.94919
D750_11_10 rep033 emd lognorm 1.63543
D750_11_10 rep034 emd exp 6.41357
D750_11_10 rep034 emd gamma 2.21008
D750_11_10 rep034 emd lognorm 1.53136
D750_11_10 rep035 emd exp 4.7641
D750_11_10 rep035 emd gamma 2.11888
D750_11_10 rep035 emd lognorm 2.2548
D750_11_10 rep036 emd exp 6.25694
D750_11_10 rep036 emd gamma 1.53332
D750_11_10 rep036 emd lognorm 2.4983
D750_11_10 rep037 emd exp 8.78003
D750_11_10 rep037 emd gamma 1.21682
D750_11_10 rep037 emd lognorm 1.07223
D750_11_10 rep038 emd exp 5.7928
D750_11_10 rep038 emd gamma 1.50727
D750_11_10 rep038 emd lognorm 1.28048
D750_11_10 rep039 emd exp 9.49372
D750_11_10 rep039 emd gamma 2.47074
D750_11_10 rep039 emd lognorm 3.52893
D750_11_10 rep040 emd exp 18.9627
D750_11_10 rep040 emd gamma 4.91114
D750_11_10 rep040 emd lognorm 2.51843
D750_11_10 rep041 emd exp 17.1293
D750_11_10 rep041 emd gamma 2.95711
D750_11_10 rep041 emd lognorm 1.35621
D750_11_10 rep042 emd exp 10.2956
D750_11_10 rep042 emd gamma 5.76918
D750_11_10 rep042 emd lognorm 0.9179
D750_11_10 rep043 emd exp 13.0588
D750_11_10 rep043 emd gamma 2.00483
D750_11_10 rep043 emd lognorm 2.06008
D750_11_10 rep044 emd exp 5.43708
D750_11_10 rep044 emd gamma 1.14665
D750_11_10 rep044 emd lognorm 1.24056
D750_11_10 rep045 emd exp 23.6293
D750_11_10 rep045 emd gamma 4.07816
D750_11_10 rep045 emd lognorm 0.878146
D750_11_10 rep046 emd exp 4.35212
D750_11_10 rep046 emd gamma 1.08588
D750_11_10 rep046 emd lognorm 1.25265
D750_11_10 rep047 emd exp 5.49981
D750_11_10 rep047 emd gamma 1.68554
D750_11_10 rep047 emd lognorm 1.27886
D750_11_10 rep048 emd exp 6.41963
D750_11_10 rep048 emd gamma 1.37304
D750_11_10 rep048 emd lognorm 1.22376
D750_11_10 rep049 emd exp 8.91283
D750_11_10 rep049 emd gamma 2.51022
D750_11_10 rep049 emd lognorm 1.37143
D750_11_10 rep050 emd exp 5.9406
D750_11_10 rep050 emd gamma 3.09313
D750_11_10 rep050 emd lognorm 1.48286
D750_11_10 rep051 emd exp 5.96195
D750_11_10 rep051 emd gamma 1.3504
D750_11_10 rep051 emd lognorm 1.50652
D750_11_10 rep052 emd exp 6.43064
D750_11_10 rep052 emd gamma 3.14921
D750_11_10 rep052 emd lognorm 2.09212
D750_11_10 rep053 emd exp 6.64125
D750_11_10 rep053 emd gamma 1.35371
D750_11_10 rep053 emd lognorm 1.62934
D750_11_10 rep054 emd exp 4.99271
D750_11_10 rep054 emd gamma 1.60041
D750_11_10 rep054 emd lognorm 1.98477
D750_11_10 rep055 emd exp 9.9901
D750_11_10 rep055 emd gamma 1.47649
D750_11_10 rep055 emd lognorm 2.1005
D750_11_10 rep056 emd exp 6.56231
D750_11_10 rep056 emd gamma 1.9399
D750_11_10 rep056 emd lognorm 1.28097
D750_11_10 rep057 emd exp 4.64792
D750_11_10 rep057 emd gamma 2.49615
D750_11_10 rep057 emd lognorm 1.95272
D750_11_10 rep058 emd exp 11.2314
D750_11_10 rep058 emd gamma 1.2453
D750_11_10 rep058 emd lognorm 2.72136
D750_11_10 rep059 emd exp 7.41953
D750_11_10 rep059 emd gamma 1.69415
D750_11_10 rep059 emd lognorm 1.86922
D750_11_10 rep060 emd exp 9.42553
D750_11_10 rep060 emd gamma 1.57589
D750_11_10 rep060 emd lognorm 4.68626
D750_11_10 rep061 emd exp 7.13318
D750_11_10 rep061 emd gamma 1.9025
D750_11_10 rep061 emd lognorm 1.54914
D750_11_10 rep062 emd exp 11.8772
D750_11_10 rep062 emd gamma 1.80931
D750_11_10 rep062 emd lognorm 1.79047
D750_11_10 rep063 emd exp 7.72401
D750_11_10 rep063 emd gamma 1.18139
D750_11_10 rep063 emd lognorm 1.3064
D750_11_10 rep064 emd exp 17.8016
D750_11_10 rep064 emd gamma 1.73136
D750_11_10 rep064 emd lognorm 2.00754
D750_11_10 rep065 emd exp 26.88
D750_11_10 rep065 emd gamma 2.55592
D750_11_10 rep065 emd lognorm 1.11564
D750_11_10 rep066 emd exp 9.42454
D750_11_10 rep066 emd gamma 1.25965
D750_11_10 rep066 emd lognorm 1.34653
D750_11_10 rep067 emd exp 22.1227
D750_11_10 rep067 emd gamma 1.58838
D750_11_10 rep067 emd lognorm 1.34646
D750_11_10 rep068 emd exp 21.6618
D750_11_10 rep068 emd gamma 1.46758
D750_11_10 rep068 emd lognorm 1.23853
D750_11_10 rep069 emd exp 8.77243
D750_11_10 rep069 emd gamma 4.85456
D750_11_10 rep069 emd lognorm 1.13166
D750_11_10 rep070 emd exp 8.1166
D750_11_10 rep070 emd gamma 1.78405
D750_11_10 rep070 emd lognorm 2.47425
D750_11_10 rep071 emd exp 4.54725
D750_11_10 rep071 emd gamma 2.75611
D750_11_10 rep071 emd lognorm 1.43175
D750_11_10 rep072 emd exp 7.69788
D750_11_10 rep072 emd gamma 1.92628
D750_11_10 rep072 emd lognorm 1.87481
D750_11_10 rep073 emd exp 7.42938
D750_11_10 rep073 emd gamma 7.68743
D750_11_10 rep073 emd lognorm 2.18533
D750_11_10 rep074 emd exp 8.70611
D750_11_10 rep074 emd gamma 2.81034
D750_11_10 rep074 emd lognorm 5.6984
D750_11_10 rep075 emd exp 16.2955
D750_11_10 rep075 emd gamma 1.24053
D750_11_10 rep075 emd lognorm 1.53934
D750_11_10 rep076 emd exp 6.70467
D750_11_10 rep076 emd gamma 1.5358
D750_11_10 rep076 emd lognorm 5.4032
D750_11_10 rep077 emd exp 8.5129
D750_11_10 rep077 emd gamma 3.88831
D750_11_10 rep077 emd lognorm 2.51307
D750_11_10 rep078 emd exp 9.12177
D750_11_10 rep078 emd gamma 2.78437
D750_11_10 rep078 emd lognorm 1.67049
D750_11_10 rep079 emd exp 27.3824
D750_11_10 rep079 emd gamma 1.63362
D750_11_10 rep079 emd lognorm 10.6821
D750_11_10 rep080 emd exp 6.18022
D750_11_10 rep080 emd gamma 2.23214
D750_11_10 rep080 emd lognorm 1.84899
D750_11_10 rep081 emd exp 11.8724
D750_11_10 rep081 emd gamma 3.18199
D750_11_10 rep081 emd lognorm 2.10624
D750_11_10 rep082 emd exp 24.5126
D750_11_10 rep082 emd gamma 1.59933
D750_11_10 rep082 emd lognorm 1.67089
D750_11_10 rep083 emd exp 8.37021
D750_11_10 rep083 emd gamma 4.55401
D750_11_10 rep083 emd lognorm 1.23212
D750_11_10 rep084 emd exp 5.49338
D750_11_10 rep084 emd gamma 1.73469
D750_11_10 rep084 emd lognorm 2.67834
D750_11_10 rep085 emd exp 6.87493
D750_11_10 rep085 emd gamma 1.3929
D750_11_10 rep085 emd lognorm 1.1365
D750_11_10 rep086 emd exp 7.43171
D750_11_10 rep086 emd gamma 6.83496
D750_11_10 rep086 emd lognorm 1.96568
D750_11_10 rep087 emd exp 6.35772
D750_11_10 rep087 emd gamma 1.96727
D750_11_10 rep087 emd lognorm 1.68931
D750_11_10 rep088 emd exp 6.48158
D750_11_10 rep088 emd gamma 1.68429
D750_11_10 rep088 emd lognorm 2.05388
D750_11_10 rep089 emd exp 8.35239
D750_11_10 rep089 emd gamma 2.74185
D750_11_10 rep089 emd lognorm 1.10437
D750_11_10 rep090 emd exp 4.88652
D750_11_10 rep090 emd gamma 1.33395
D750_11_10 rep090 emd lognorm 1.20372
D750_11_10 rep091 emd exp 5.00589
D750_11_10 rep091 emd gamma 1.31487
D750_11_10 rep091 emd lognorm 2.25065
D750_11_10 rep092 emd exp 7.62334
D750_11_10 rep092 emd gamma 1.06999
D750_11_10 rep092 emd lognorm 1.57079
D750_11_10 rep093 emd exp 7.78283
D750_11_10 rep093 emd gamma 1.92447
D750_11_10 rep093 emd lognorm 0.78362
D750_11_10 rep094 emd exp 9.01379
D750_11_10 rep094 emd gamma 1.11303
D750_11_10 rep094 emd lognorm 2.08969
D750_11_10 rep095 emd exp 5.60944
D750_11_10 rep095 emd gamma 1.83559
D750_11_10 rep095 emd lognorm 1.27113
D750_11_10 rep096 emd exp 8.05584
D750_11_10 rep096 emd gamma 1.90299
D750_11_10 rep096 emd lognorm 1.50412
D750_11_10 rep097 emd exp 5.57554
D750_11_10 rep097 emd gamma 1.99754
D750_11_10 rep097 emd lognorm 1.69769
D750_11_10 rep098 emd exp 5.28822
D750_11_10 rep098 emd gamma 1.896
D750_11_10 rep098 emd lognorm 3.17885
D750_11_10 rep099 emd exp 6.53802
D750_11_10 rep099 emd gamma 1.60478
D750_11_10 rep099 emd lognorm 2.0271
D750_11_10 rep100 emd exp 8.08506
D750_11_10 rep100 emd gamma 1.20731
D750_11_10 rep100 emd lognorm 1.33479
D750_3_25 rep001 emd exp 4352.2
D750_3_25 rep001 emd gamma 12.8504
D750_3_25 rep001 emd lognorm 31.0871
D750_3_25 rep002 emd exp 124.841
D750_3_25 rep002 emd gamma 65.2322
D750_3_25 rep002 emd lognorm 71.62
D750_3_25 rep003 emd exp 136.29
D750_3_25 rep003 emd gamma 15.5428
D750_3_25 rep003 emd lognorm 14.8829
D750_3_25 rep004 emd exp 98.975
D750_3_25 rep004 emd gamma 15.917
D750_3_25 rep004 emd lognorm 32.2698
D750_3_25 rep005 emd exp 137.905
D750_3_25 rep005 emd gamma 21.4303
D750_3_25 rep005 emd lognorm 13.0041
D750_3_25 rep006 emd exp 123.316
D750_3_25 rep006 emd gamma 42.3904
D750_3_25 rep006 emd lognorm 31.0785
D750_3_25 rep007 emd exp 87.1809
D750_3_25 rep007 emd gamma 34.9865
D750_3_25 rep007 emd lognorm 12.5492
D750_3_25 rep008 emd exp 129.057
D750_3_25 rep008 emd gamma 7.57463
D750_3_25 rep008 emd lognorm 27.8408
D750_3_25 rep009 emd exp 183.639
D750_3_25 rep009 emd gamma 52.4867
D750_3_25 rep009 emd lognorm 21.1606
D750_3_25 rep010 emd exp 64.1832
D750_3_25 rep010 emd gamma 23.8946
D750_3_25 rep010 emd lognorm 100.419
D750_3_25 rep011 emd exp 84.7205
D750_3_25 rep011 emd gamma 20.9486
D750_3_25 rep011 emd lognorm 17.2024
D750_3_25 rep012 emd exp 69.4896
D750_3_25 rep012 emd gamma 66.1
D750_3_25 rep012 emd lognorm 23.6721
D750_3_25 rep013 emd exp 74.3909
D750_3_25 rep013 emd gamma 31.0463
D750_3_25 rep013 emd lognorm 13.8478
D750_3_25 rep014 emd exp 165.948
D750_3_25 rep014 emd gamma 31.2725
D750_3_25 rep014 emd lognorm 11.4048
D750_3_25 rep015 emd exp 111.105
D750_3_25 rep015 emd gamma 60.2725
D750_3_25 rep015 emd lognorm 14.1457
D750_3_25 rep016 emd exp 149.836
D750_3_25 rep016 emd gamma 197.256
D750_3_25 rep016 emd lognorm 182.96
D750_3_25 rep017 emd exp 71.3798
D750_3_25 rep017 emd gamma 17.4491
D750_3_25 rep017 emd lognorm 16.1456
D750_3_25 rep018 emd exp 98.8387
D750_3_25 rep018 emd gamma 13.8607
D750_3_25 rep018 emd lognorm 250.661
D750_3_25 rep019 emd exp 1479.35
D750_3_25 rep019 emd gamma 12.2246
D750_3_25 rep019 emd lognorm 36.3471
D750_3_25 rep020 emd exp 149.797
D750_3_25 rep020 emd gamma 16.0923
D750_3_25 rep020 emd lognorm 17.0492
D750_3_25 rep021 emd exp 178.396
D750_3_25 rep021 emd gamma 11.6484
D750_3_25 rep021 emd lognorm 12.4403
D750_3_25 rep022 emd exp 128.185
D750_3_25 rep022 emd gamma 24.4146
D750_3_25 rep022 emd lognorm 15.3228
D750_3_25 rep023 emd exp 216.347
D750_3_25 rep023 emd gamma 124.173
D750_3_25 rep023 emd lognorm 16.3744
D750_3_25 rep024 emd exp 699.115
D750_3_25 rep024 emd gamma 14.1464
D750_3_25 rep024 emd lognorm 17.6198
D750_3_25 rep025 emd exp 166.087
D750_3_25 rep025 emd gamma 17.0021
D750_3_25 rep025 emd lognorm 97.1632
D750_3_25 rep026 emd exp 105.792
D750_3_25 rep026 emd gamma 14.2266
D750_3_25 rep026 emd lognorm 9.22748
D750_3_25 rep027 emd exp 104.315
D750_3_25 rep027 emd gamma 92.7897
D750_3_25 rep027 emd lognorm 8.93132
D750_3_25 rep028 emd exp 281.903
D750_3_25 rep028 emd gamma 30.2022
D750_3_25 rep028 emd lognorm 46.7522
D750_3_25 rep029 emd exp 47.2118
D750_3_25 rep029 emd gamma 15.3997
D750_3_25 rep029 emd lognorm 187.227
D750_3_25 rep030 emd exp 136.289
D750_3_25 rep030 emd gamma 11.2415
D750_3_25 rep030 emd lognorm 29.3761
D750_3_25 rep031 emd exp 77.7714
D750_3_25 rep031 emd gamma 22.5975
D750_3_25 rep031 emd lognorm 81.3742
D750_3_25 rep032 emd exp 86.7899
D750_3_25 rep032 emd gamma 20.4395
D750_3_25 rep032 emd lognorm 35.1456
D750_3_25 rep033 emd exp 82.9645
D750_3_25 rep033 emd gamma 16.7575
D750_3_25 rep033 emd lognorm 14.6335
D750_3_25 rep034 emd exp 86.6849
D750_3_25 rep034 emd gamma 10.3844
D750_3_25 rep034 emd lognorm 38.4124
D750_3_25 rep035 emd exp 188.476
D750_3_25 rep035 emd gamma 45.9154
D750_3_25 rep035 emd lognorm 16.5051
D750_3_25 rep036 emd exp 967.101
D750_3_25 rep036 emd gamma 67.4357
D750_3_25 rep036 emd lognorm 42.1647
D750_3_25 rep037 emd exp 4095.82
D750_3_25 rep037 emd gamma 17.9
D750_3_25 rep037 emd lognorm 22.4299
D750_3_25 rep038 emd exp 105.774
D750_3_25 rep038 emd gamma 22.4781
D750_3_25 rep038 emd lognorm 18.8143
D750_3_25 rep039 emd exp 294.184
D750_3_25 rep039 emd gamma 39.6245
D750_3_25 rep039 emd lognorm 7.62994
D750_3_25 rep040 emd exp 103.28
D750_3_25 rep040 emd gamma 9.68398
D750_3_25 rep040 emd lognorm 28.7338
D750_3_25 rep041 emd exp 81.3255
D750_3_25 rep041 emd gamma 33.5186
D750_3_25 rep041 emd lognorm 44.4095
D750_3_25 rep042 emd exp 149.927
D750_3_25 rep042 emd gamma 11.3575
D750_3_25 rep042 emd lognorm 19.9772
D750_3_25 rep043 emd exp 75.1093
D750_3_25 rep043 emd gamma 18.569
D750_3_25 rep043 emd lognorm 217.806
D750_3_25 rep044 emd exp 51.5484
D750_3_25 rep044 emd gamma 15.6344
D750_3_25 rep044 emd lognorm 7.52276
D750_3_25 rep045 emd exp 73.4985
D750_3_25 rep045 emd gamma 96.717
D750_3_25 rep045 emd lognorm 60.5942
D750_3_25 rep046 emd exp 50.1567
D750_3_25 rep046 emd gamma 9.72529
D750_3_25 rep046 emd lognorm 11.6861
D750_3_25 rep047 emd exp 69.5823
D750_3_25 rep047 emd gamma 33.5658
D750_3_25 rep047 emd lognorm 27.5519
D750_3_25 rep048 emd exp 47.7979
D750_3_25 rep048 emd gamma 66.5007
D750_3_25 rep048 emd lognorm 5.77529
D750_3_25 rep049 emd exp 134.592
D750_3_25 rep049 emd gamma 10.801
D750_3_25 rep049 emd lognorm 17.1753
D750_3_25 rep050 emd exp 117.373
D750_3_25 rep050 emd gamma 39.5509
D750_3_25 rep050 emd lognorm 47.9835
D750_3_25 rep051 emd exp 82.1091
D750_3_25 rep051 emd gamma 14.9015
D750_3_25 rep051 emd lognorm 16.1393
D750_3_25 rep052 emd exp 73.021
D750_3_25 rep052 emd gamma 36.8439
D750_3_25 rep052 emd lognorm 15.7205
D750_3_25 rep053 emd exp 97.2553
D750_3_25 rep053 emd gamma 125.012
D750_3_25 rep053 emd lognorm 44.1637
D750_3_25 rep054 emd exp 75.998
D750_3_25 rep054 emd gamma 56.4299
D750_3_25 rep054 emd lognorm 29.8198
D750_3_25 rep055 emd exp 116.144
D750_3_25 rep055 emd gamma 52.6477
D750_3_25 rep055 emd lognorm 50.1529
D750_3_25 rep056 emd exp 153.332
D750_3_25 rep056 emd gamma 47.8921
D750_3_25 rep056 emd lognorm 14.7784
D750_3_25 rep057 emd exp 123.516
D750_3_25 rep057 emd gamma 17.8798
D750_3_25 rep057 emd lognorm 13.5821
D750_3_25 rep058 emd exp 86.3284
D750_3_25 rep058 emd gamma 28.0698
D750_3_25 rep058 emd lognorm 13.5096
D750_3_25 rep059 emd exp 205.375
D750_3_25 rep059 emd gamma 16.0927
D750_3_25 rep059 emd lognorm 15.5491
D750_3_25 rep060 emd exp 167.432
D750_3_25 rep060 emd gamma 21.6686
D750_3_25 rep060 emd lognorm 23.6211
D750_3_25 rep061 emd exp 163.047
D750_3_25 rep061 emd gamma 57.0698
D750_3_25 rep061 emd lognorm 80.6865
D750_3_25 rep062 emd exp 106.417
D750_3_25 rep062 emd gamma 38.3814
D750_3_25 rep062 emd lognorm 21.9737
D750_3_25 rep063 emd exp 71.4554
D750_3_25 rep063 emd gamma 13.1074
