treeModel rep method clockModel mse
D750_11_10 rep038 Bstrict clock2 6.49096
D750_11_10 rep039 Bstrict clock1 2.84452
D750_11_10 rep039 Bstrict clock2 5.71355
D750_11_10 rep040 Bstrict clock1 3.61965
D750_11_10 rep040 Bstrict clock2 5.45974
D750_11_10 rep041 Bstrict clock1 3.43974
D750_11_10 rep041 Bstrict clock2 5.14668
D750_11_10 rep042 Bstrict clock1 3.20491
D750_11_10 rep042 Bstrict clock2 3.64994
D750_11_10 rep043 Bstrict clock1 1.78314
D750_11_10 rep043 Bstrict clock2 3.35524
D750_11_10 rep044 Bstrict clock1 3.52975
D750_11_10 rep044 Bstrict clock2 7.12229
D750_11_10 rep045 Bstrict clock1 3.51209
D750_11_10 rep045 Bstrict clock2 21.9787
D750_11_10 rep046 Bstrict clock1 37.0871
D750_11_10 rep046 Bstrict clock2 14.1692
D750_11_10 rep047 Bstrict clock1 4.09721
D750_11_10 rep047 Bstrict clock2 15.5877
D750_11_10 rep048 Bstrict clock1 2.65663
D750_11_10 rep048 Bstrict clock2 15.9608
D750_11_10 rep049 Bstrict clock1 5.51815
D750_11_10 rep049 Bstrict clock2 6.0895
D750_11_10 rep050 Bstrict clock1 3.4983
D750_11_10 rep050 Bstrict clock2 4.74026
D750_11_10 rep051 Bstrict clock1 3.02101
D750_11_10 rep051 Bstrict clock2 12.9383
D750_11_10 rep052 Bstrict clock1 7.52113
D750_11_10 rep052 Bstrict clock2 9.0017
D750_11_10 rep053 Bstrict clock1 7.98729
D750_11_10 rep053 Bstrict clock2 5.178
D750_11_10 rep054 Bstrict clock1 7.23678
D750_11_10 rep054 Bstrict clock2 4.56605
D750_11_10 rep055 Bstrict clock1 3.84473
D750_11_10 rep055 Bstrict clock2 12.7044
D750_11_10 rep056 Bstrict clock1 4.66987
D750_11_10 rep056 Bstrict clock2 8.60415
D750_11_10 rep057 Bstrict clock1 5.11147
D750_11_10 rep057 Bstrict clock2 6.57826
D750_11_10 rep058 Bstrict clock1 2.25765
D750_11_10 rep058 Bstrict clock2 7.54026
D750_11_10 rep059 Bstrict clock1 39.6254
D750_11_10 rep059 Bstrict clock2 5.9096
D750_11_10 rep060 Bstrict clock1 2.79951
D750_11_10 rep060 Bstrict clock2 4.01842
D750_11_10 rep061 Bstrict clock1 13.5856
D750_11_10 rep061 Bstrict clock2 4.55513
D750_11_10 rep062 Bstrict clock1 6.50125
D750_11_10 rep062 Bstrict clock2 9.37714
D750_11_10 rep063 Bstrict clock1 1.94822
D750_11_10 rep063 Bstrict clock2 11.0943
D750_11_10 rep064 Bstrict clock1 6.14144
D750_11_10 rep064 Bstrict clock2 13.6272
D750_11_10 rep065 Bstrict clock1 4.14228
D750_11_10 rep065 Bstrict clock2 8.54386
D750_11_10 rep066 Bstrict clock1 3.63861
D750_11_10 rep066 Bstrict clock2 6.2456
D750_11_10 rep067 Bstrict clock1 21.9539
D750_11_10 rep067 Bstrict clock2 3.1891
D750_11_10 rep068 Bstrict clock1 6.14696
D750_11_10 rep068 Bstrict clock2 7.60569
D750_11_10 rep069 Bstrict clock1 4.65135
D750_11_10 rep069 Bstrict clock2 5.06785
D750_11_10 rep070 Bstrict clock1 8.3944
D750_11_10 rep070 Bstrict clock2 4.24476
D750_11_10 rep071 Bstrict clock1 3.19078
D750_11_10 rep071 Bstrict clock2 5.9858
D750_11_10 rep072 Bstrict clock1 5.82066
D750_11_10 rep072 Bstrict clock2 7.38965
D750_11_10 rep073 Bstrict clock1 3.92262
D750_11_10 rep073 Bstrict clock2 16.9572
D750_11_10 rep074 Bstrict clock1 6.66542
D750_11_10 rep074 Bstrict clock2 18.3803
D750_11_10 rep075 Bstrict clock1 7.04531
D750_11_10 rep075 Bstrict clock2 5.97655
D750_11_10 rep076 Bstrict clock1 5.7027
D750_11_10 rep076 Bstrict clock2 10.1441
D750_11_10 rep077 Bstrict clock1 5.25798
D750_11_10 rep077 Bstrict clock2 24.0709
D750_11_10 rep078 Bstrict clock1 2.92358
D750_11_10 rep078 Bstrict clock2 25.285
D750_11_10 rep079 Bstrict clock1 5.65471
D750_11_10 rep079 Bstrict clock2 7.60406
D750_11_10 rep080 Bstrict clock1 3.54643
D750_11_10 rep080 Bstrict clock2 19.4238
D750_11_10 rep081 Bstrict clock1 7.47844
D750_11_10 rep081 Bstrict clock2 22.5292
D750_11_10 rep082 Bstrict clock1 2.8748
D750_11_10 rep082 Bstrict clock2 6.39388
D750_11_10 rep083 Bstrict clock1 3.35438
D750_11_10 rep083 Bstrict clock2 20.9598
D750_11_10 rep084 Bstrict clock1 3.04426
D750_11_10 rep084 Bstrict clock2 3.50299
D750_11_10 rep085 Bstrict clock1 3.92764
D750_11_10 rep085 Bstrict clock2 4.14765
D750_11_10 rep086 Bstrict clock1 4.78719
D750_11_10 rep086 Bstrict clock2 17.1602
D750_11_10 rep087 Bstrict clock1 3.14559
D750_11_10 rep087 Bstrict clock2 46.7894
D750_11_10 rep088 Bstrict clock1 3.14169
D750_11_10 rep088 Bstrict clock2 3.98353
D750_11_10 rep089 Bstrict clock1 6.29066
D750_11_10 rep089 Bstrict clock2 10.88
D750_11_10 rep090 Bstrict clock1 3.96812
D750_11_10 rep090 Bstrict clock2 6.26754
D750_11_10 rep091 Bstrict clock1 2.10197
D750_11_10 rep091 Bstrict clock2 11.1712
D750_11_10 rep092 Bstrict clock1 3.15722
D750_11_10 rep092 Bstrict clock2 8.03737
D750_11_10 rep093 Bstrict clock1 3.26976
D750_11_10 rep093 Bstrict clock2 8.98215
D750_11_10 rep094 Bstrict clock1 2.62471
D750_11_10 rep094 Bstrict clock2 3.5231
D750_11_10 rep095 Bstrict clock1 3.96443
D750_11_10 rep095 Bstrict clock2 8.36061
D750_11_10 rep096 Bstrict clock1 1.94394
D750_11_10 rep096 Bstrict clock2 7.08718
D750_11_10 rep097 Bstrict clock1 3.80415
D750_11_10 rep097 Bstrict clock2 24.5302
D750_11_10 rep098 Bstrict clock1 5.60299
D750_11_10 rep098 Bstrict clock2 5.98432
D750_11_10 rep099 Bstrict clock1 5.89546
D750_11_10 rep099 Bstrict clock2 4.78684
D750_11_10 rep100 Bstrict clock1 4.85704
D750_11_10 rep100 Bstrict clock2 9.93959
D750_3_25 rep001 Bstrict clock1 49.5871
D750_3_25 rep001 Bstrict clock2 238.75
D750_3_25 rep002 Bstrict clock1 129.594
D750_3_25 rep002 Bstrict clock2 46.0448
D750_3_25 rep003 Bstrict clock1 57.3342
D750_3_25 rep003 Bstrict clock2 134.971
D750_3_25 rep004 Bstrict clock1 169.995
D750_3_25 rep004 Bstrict clock2 40.162
D750_3_25 rep005 Bstrict clock1 76.159
D750_3_25 rep005 Bstrict clock2 57.4548
D750_3_25 rep006 Bstrict clock1 47.7061
D750_3_25 rep006 Bstrict clock2 1648.47
D750_3_25 rep007 Bstrict clock1 361.806
D750_3_25 rep007 Bstrict clock2 1117.5
D750_3_25 rep008 Bstrict clock1 20.7986
D750_3_25 rep008 Bstrict clock2 202.311
D750_3_25 rep009 Bstrict clock1 197.747
D750_3_25 rep009 Bstrict clock2 45.7034
D750_3_25 rep010 Bstrict clock1 133.418
D750_3_25 rep010 Bstrict clock2 382.796
D750_3_25 rep011 Bstrict clock1 730.87
D750_3_25 rep011 Bstrict clock2 172.735
D750_3_25 rep012 Bstrict clock1 339.451
D750_3_25 rep012 Bstrict clock2 53.6648
D750_3_25 rep013 Bstrict clock1 38.1878
D750_3_25 rep013 Bstrict clock2 182.714
D750_3_25 rep014 Bstrict clock1 24.3884
D750_3_25 rep014 Bstrict clock2 66.5613
D750_3_25 rep015 Bstrict clock1 50.8424
D750_3_25 rep015 Bstrict clock2 109.664
D750_3_25 rep016 Bstrict clock1 47.2019
D750_3_25 rep016 Bstrict clock2 121.819
D750_3_25 rep017 Bstrict clock1 356.173
D750_3_25 rep017 Bstrict clock2 3508.41
D750_3_25 rep018 Bstrict clock1 29.4889
D750_3_25 rep018 Bstrict clock2 46.2798
D750_3_25 rep019 Bstrict clock1 199.519
D750_3_25 rep019 Bstrict clock2 1512.25
D750_3_25 rep020 Bstrict clock1 715.927
D750_3_25 rep020 Bstrict clock2 72.3465
D750_3_25 rep021 Bstrict clock1 121.82
D750_3_25 rep021 Bstrict clock2 3159.09
D750_3_25 rep022 Bstrict clock1 72.8583
D750_3_25 rep022 Bstrict clock2 183.919
D750_3_25 rep023 Bstrict clock1 32.8797
D750_3_25 rep023 Bstrict clock2 1045.98
D750_3_25 rep024 Bstrict clock1 158.061
D750_3_25 rep024 Bstrict clock2 283.611
D750_3_25 rep025 Bstrict clock1 54.3218
D750_3_25 rep025 Bstrict clock2 102.418
D750_3_25 rep026 Bstrict clock1 279.533
D750_3_25 rep026 Bstrict clock2 213.825
D750_3_25 rep027 Bstrict clock1 23.4383
D750_3_25 rep027 Bstrict clock2 705.935
D750_3_25 rep028 Bstrict clock1 124.168
D750_3_25 rep028 Bstrict clock2 83.2585
D750_3_25 rep029 Bstrict clock1 31.4864
D750_3_25 rep029 Bstrict clock2 113.355
D750_3_25 rep030 Bstrict clock1 158.69
D750_3_25 rep030 Bstrict clock2 12314.3
D750_3_25 rep031 Bstrict clock1 191.7
D750_3_25 rep031 Bstrict clock2 728.989
D750_3_25 rep032 Bstrict clock1 139.919
D750_3_25 rep032 Bstrict clock2 84.0251
D750_3_25 rep033 Bstrict clock1 116.028
D750_3_25 rep033 Bstrict clock2 48.7201
D750_3_25 rep034 Bstrict clock1 65.5659
D750_3_25 rep034 Bstrict clock2 194.281
D750_3_25 rep035 Bstrict clock1 2521.61
D750_3_25 rep035 Bstrict clock2 923.28
D750_3_25 rep036 Bstrict clock1 37.5358
D750_3_25 rep036 Bstrict clock2 76.6102
D750_3_25 rep037 Bstrict clock1 232.854
D750_3_25 rep037 Bstrict clock2 1412.51
D750_3_25 rep038 Bstrict clock1 694.963
D750_3_25 rep038 Bstrict clock2 185.295
D750_3_25 rep039 Bstrict clock1 124.145
D750_3_25 rep039 Bstrict clock2 406.168
D750_3_25 rep040 Bstrict clock1 36.3214
D750_3_25 rep040 Bstrict clock2 143.395
D750_3_25 rep041 Bstrict clock1 44.9092
D750_3_25 rep041 Bstrict clock2 306.136
D750_3_25 rep042 Bstrict clock1 49.5731
D750_3_25 rep042 Bstrict clock2 106.799
D750_3_25 rep043 Bstrict clock1 62.9824
D750_3_25 rep043 Bstrict clock2 57.3185
D750_3_25 rep044 Bstrict clock1 30.5255
D750_3_25 rep044 Bstrict clock2 232.775
D750_3_25 rep045 Bstrict clock1 24.5024
D750_3_25 rep045 Bstrict clock2 54.3543
D750_3_25 rep046 Bstrict clock1 68.1111
D750_3_25 rep046 Bstrict clock2 45.4178
D750_3_25 rep047 Bstrict clock1 14.5192
D750_3_25 rep047 Bstrict clock2 57.9376
D750_3_25 rep048 Bstrict clock1 71.9331
D750_3_25 rep048 Bstrict clock2 128.589
D750_3_25 rep049 Bstrict clock1 61.0483
D750_3_25 rep049 Bstrict clock2 80.0492
D750_3_25 rep050 Bstrict clock1 56.1959
D750_3_25 rep050 Bstrict clock2 97.6835
D750_3_25 rep051 Bstrict clock1 467.411
D750_3_25 rep051 Bstrict clock2 1722.03
D750_3_25 rep052 Bstrict clock1 62.1826
D750_3_25 rep052 Bstrict clock2 43.2076
D750_3_25 rep053 Bstrict clock1 105.484
D750_3_25 rep053 Bstrict clock2 5285.21
D750_3_25 rep054 Bstrict clock1 107.327
D750_3_25 rep054 Bstrict clock2 96.787
D750_3_25 rep055 Bstrict clock1 56.9368
D750_3_25 rep055 Bstrict clock2 333.467
D750_3_25 rep056 Bstrict clock1 64.27
D750_3_25 rep056 Bstrict clock2 72.6305
D750_3_25 rep057 Bstrict clock1 55.6168
D750_3_25 rep057 Bstrict clock2 66.4796
D750_3_25 rep058 Bstrict clock1 566.476
D750_3_25 rep058 Bstrict clock2 89.7625
D750_3_25 rep059 Bstrict clock1 301.578
D750_3_25 rep059 Bstrict clock2 52.7133
D750_3_25 rep060 Bstrict clock1 86.6713
D750_3_25 rep060 Bstrict clock2 68.9546
D750_3_25 rep061 Bstrict clock1 2255.53
D750_3_25 rep061 Bstrict clock2 107.571
D750_3_25 rep062 Bstrict clock1 177
D750_3_25 rep062 Bstrict clock2 105.958
D750_3_25 rep063 Bstrict clock1 613.8
D750_3_25 rep063 Bstrict clock2 396.068
D750_3_25 rep064 Bstrict clock1 853.312
D750_3_25 rep064 Bstrict clock2 189.295
D750_3_25 rep065 Bstrict clock1 272.838
D750_3_25 rep065 Bstrict clock2 211.138
D750_3_25 rep066 Bstrict clock1 1369.87
D750_3_25 rep066 Bstrict clock2 114.523
D750_3_25 rep067 Bstrict clock1 447.684
D750_3_25 rep067 Bstrict clock2 4870.29
D750_3_25 rep068 Bstrict clock1 31.7061
D750_3_25 rep068 Bstrict clock2 38.3975
D750_3_25 rep069 Bstrict clock1 707.55
D750_3_25 rep069 Bstrict clock2 309.683
D750_3_25 rep070 Bstrict clock1 55.6087
D750_3_25 rep070 Bstrict clock2 277.414
D750_3_25 rep071 Bstrict clock1 63.3673
D750_3_25 rep071 Bstrict clock2 175.218
D750_3_25 rep072 Bstrict clock1 116.885
D750_3_25 rep072 Bstrict clock2 983.651
D750_3_25 rep073 Bstrict clock1 507.221
D750_3_25 rep073 Bstrict clock2 288.917
D750_3_25 rep074 Bstrict clock1 563.966
D750_3_25 rep074 Bstrict clock2 70.2909
D750_3_25 rep075 Bstrict clock1 32.5334
D750_3_25 rep075 Bstrict clock2 45.3125
D750_3_25 rep076 Bstrict clock1 29.359
D750_3_25 rep076 Bstrict clock2 77.0429
D750_3_25 rep077 Bstrict clock1 601.789
D750_3_25 rep077 Bstrict clock2 200.894
D750_3_25 rep078 Bstrict clock1 36.9319
D750_3_25 rep078 Bstrict clock2 132.391
D750_3_25 rep079 Bstrict clock1 39.2397
D750_3_25 rep079 Bstrict clock2 69576
D750_3_25 rep080 Bstrict clock1 503.156
D750_3_25 rep080 Bstrict clock2 679.754
D750_3_25 rep081 Bstrict clock1 993.744
D750_3_25 rep081 Bstrict clock2 68.3308
D750_3_25 rep082 Bstrict clock1 98.3268
D750_3_25 rep082 Bstrict clock2 98.3423
D750_3_25 rep083 Bstrict clock1 218.206
D750_3_25 rep083 Bstrict clock2 51.867
D750_3_25 rep084 Bstrict clock1 804.562
D750_3_25 rep084 Bstrict clock2 812.048
D750_3_25 rep085 Bstrict clock1 50.2149
D750_3_25 rep085 Bstrict clock2 55.3913
D750_3_25 rep086 Bstrict clock1 55.1225
D750_3_25 rep086 Bstrict clock2 62.6263
D750_3_25 rep087 Bstrict clock1 1014.49
D750_3_25 rep087 Bstrict clock2 71.2128
D750_3_25 rep088 Bstrict clock1 36.4555
D750_3_25 rep088 Bstrict clock2 53.7672
D750_3_25 rep089 Bstrict clock1 42.5053
D750_3_25 rep089 Bstrict clock2 104.212
D750_3_25 rep090 Bstrict clock1 25.8143
D750_3_25 rep090 Bstrict clock2 44.9456
D750_3_25 rep091 Bstrict clock1 31.9548
D750_3_25 rep091 Bstrict clock2 62.1933
D750_3_25 rep092 Bstrict clock1 1877.52
D750_3_25 rep092 Bstrict clock2 840.012
D750_3_25 rep093 Bstrict clock1 349.387
D750_3_25 rep093 Bstrict clock2 2500.89
D750_3_25 rep094 Bstrict clock1 44.55
D750_3_25 rep094 Bstrict clock2 288.806
D750_3_25 rep095 Bstrict clock1 196.184
D750_3_25 rep095 Bstrict clock2 61.4095
D750_3_25 rep096 Bstrict clock1 37.1279
D750_3_25 rep096 Bstrict clock2 1495.86
D750_3_25 rep097 Bstrict clock1 136.901
D750_3_25 rep097 Bstrict clock2 58.8475
D750_3_25 rep098 Bstrict clock1 32.0484
D750_3_25 rep098 Bstrict clock2 68.8552
D750_3_25 rep099 Bstrict clock1 81.6683
D750_3_25 rep099 Bstrict clock2 212.197
D750_3_25 rep100 Bstrict clock1 26.3072
D750_3_25 rep100 Bstrict clock2 227.343
D995_11_10 rep001 Bstrict clock1 0.237751
D995_11_10 rep001 Bstrict clock2 0.37564
D995_11_10 rep002 Bstrict clock1 0.275436
D995_11_10 rep002 Bstrict clock2 0.38862
D995_11_10 rep003 Bstrict clock1 0.229025
D995_11_10 rep003 Bstrict clock2 0.366032
D995_11_10 rep004 Bstrict clock1 0.153973
D995_11_10 rep004 Bstrict clock2 0.263609
D995_11_10 rep005 Bstrict clock1 0.287683
D995_11_10 rep005 Bstrict clock2 0.261835
D995_11_10 rep006 Bstrict clock1 0.266309
D995_11_10 rep006 Bstrict clock2 0.314283
D995_11_10 rep007 Bstrict clock1 0.194905
D995_11_10 rep007 Bstrict clock2 0.470003
D995_11_10 rep008 Bstrict clock1 0.289319
D995_11_10 rep008 Bstrict clock2 0.387203
D995_11_10 rep009 Bstrict clock1 0.283055
D995_11_10 rep009 Bstrict clock2 0.209579
D995_11_10 rep010 Bstrict clock1 0.262435
D995_11_10 rep010 Bstrict clock2 0.243852
D995_11_10 rep011 Bstrict clock1 0.283816
D995_11_10 rep011 Bstrict clock2 0.252963
D995_11_10 rep012 Bstrict clock1 0.320124
D995_11_10 rep012 Bstrict clock2 0.544754
D995_11_10 rep013 Bstrict clock1 0.373387
D995_11_10 rep013 Bstrict clock2 0.27217
D995_11_10 rep014 Bstrict clock1 0.236866
D995_11_10 rep014 Bstrict clock2 0.246378
D995_11_10 rep015 Bstrict clock1 0.343926
D995_11_10 rep015 Bstrict clock2 0.299493
D995_11_10 rep016 Bstrict clock1 0.294283
D995_11_10 rep016 Bstrict clock2 0.368676
D995_11_10 rep017 Bstrict clock1 0.260953
D995_11_10 rep017 Bstrict clock2 0.327357
D995_11_10 rep018 Bstrict clock1 0.199443
D995_11_10 rep018 Bstrict clock2 0.321743
D995_11_10 rep019 Bstrict clock1 0.287222
D995_11_10 rep019 Bstrict clock2 0.298442
D995_11_10 rep020 Bstrict clock1 0.144892
D995_11_10 rep020 Bstrict clock2 0.385432
D995_11_10 rep021 Bstrict clock1 0.238445
D995_11_10 rep021 Bstrict clock2 0.497515
D995_11_10 rep022 Bstrict clock1 0.228843
D995_11_10 rep022 Bstrict clock2 0.322188
D995_11_10 rep023 Bstrict clock1 0.194313
D995_11_10 rep023 Bstrict clock2 0.270223
D995_11_10 rep024 Bstrict clock1 0.163216
D995_11_10 rep024 Bstrict clock2 0.247055
D995_11_10 rep025 Bstrict clock1 0.478442
D995_11_10 rep025 Bstrict clock2 0.30538
D995_11_10 rep026 Bstrict clock1 0.170549
D995_11_10 rep026 Bstrict clock2 0.236195
D995_11_10 rep027 Bstrict clock1 0.270962
D995_11_10 rep027 Bstrict clock2 0.214268
D995_11_10 rep028 Bstrict clock1 0.272636
D995_11_10 rep028 Bstrict clock2 0.244573
D995_11_10 rep029 Bstrict clock1 0.251026
D995_11_10 rep029 Bstrict clock2 0.185056
D995_11_10 rep030 Bstrict clock1 0.332823
D995_11_10 rep030 Bstrict clock2 0.25814
D995_11_10 rep031 Bstrict clock1 0.172736
D995_11_10 rep031 Bstrict clock2 0.365966
D995_11_10 rep032 Bstrict clock1 0.265638
D995_11_10 rep032 Bstrict clock2 0.22188
D995_11_10 rep033 Bstrict clock1 0.282027
D995_11_10 rep033 Bstrict clock2 0.282148
D995_11_10 rep034 Bstrict clock1 0.197289
D995_11_10 rep034 Bstrict clock2 0.334166
D995_11_10 rep035 Bstrict clock1 0.296476
D995_11_10 rep035 Bstrict clock2 0.234679
D995_11_10 rep036 Bstrict clock1 0.20899
D995_11_10 rep036 Bstrict clock2 0.40584
D995_11_10 rep037 Bstrict clock1 0.227918
D995_11_10 rep037 Bstrict clock2 0.224589
D995_11_10 rep038 Bstrict clock1 0.232569
D995_11_10 rep038 Bstrict clock2 0.26598
D995_11_10 rep039 Bstrict clock1 0.245967
D995_11_10 rep039 Bstrict clock2 0.297884
D995_11_10 rep040 Bstrict clock1 0.175257
D995_11_10 rep040 Bstrict clock2 0.235156
D995_11_10 rep041 Bstrict clock1 0.384146
D995_11_10 rep041 Bstrict clock2 0.394371
D995_11_10 rep042 Bstrict clock1 0.383209
D995_11_10 rep042 Bstrict clock2 0.532336
D995_11_10 rep043 Bstrict clock1 0.251837
D995_11_10 rep043 Bstrict clock2 0.239886
D995_11_10 rep044 Bstrict clock1 0.277353
D995_11_10 rep044 Bstrict clock2 0.307915
D995_11_10 rep045 Bstrict clock1 0.194962
D995_11_10 rep045 Bstrict clock2 0.186477
D995_11_10 rep046 Bstrict clock1 0.163596
D995_11_10 rep046 Bstrict clock2 0.377748
D995_11_10 rep047 Bstrict clock1 0.155889
D995_11_10 rep047 Bstrict clock2 0.404217
D995_11_10 rep048 Bstrict clock1 0.213147
D995_11_10 rep048 Bstrict clock2 0.450237
D995_11_10 rep049 Bstrict clock1 0.328423
D995_11_10 rep049 Bstrict clock2 0.217519
D995_11_10 rep050 Bstrict clock1 0.170647
D995_11_10 rep050 Bstrict clock2 0.261147
D995_11_10 rep051 Bstrict clock1 0.192185
D995_11_10 rep051 Bstrict clock2 0.348134
D995_11_10 rep052 Bstrict clock1 0.289333
D995_11_10 rep052 Bstrict clock2 0.390195
D995_11_10 rep053 Bstrict clock1 0.310509
D995_11_10 rep053 Bstrict clock2 0.346204
D995_11_10 rep054 Bstrict clock1 0.16624
D995_11_10 rep054 Bstrict clock2 0.208231
D995_11_10 rep055 Bstrict clock1 0.276732
D995_11_10 rep055 Bstrict clock2 0.315319
D995_11_10 rep056 Bstrict clock1 0.320829
D995_11_10 rep056 Bstrict clock2 0.387622
D995_11_10 rep057 Bstrict clock1 0.213758
D995_11_10 rep057 Bstrict clock2 0.341117
D995_11_10 rep058 Bstrict clock1 0.237904
D995_11_10 rep058 Bstrict clock2 0.23236
D995_11_10 rep059 Bstrict clock1 0.211259
D995_11_10 rep059 Bstrict clock2 0.281043
D995_11_10 rep060 Bstrict clock1 0.353907
D995_11_10 rep060 Bstrict clock2 0.544416
D995_11_10 rep061 Bstrict clock1 0.161152
D995_11_10 rep061 Bstrict clock2 0.332716
D995_11_10 rep062 Bstrict clock1 0.27726
D995_11_10 rep062 Bstrict clock2 0.356749
D995_11_10 rep063 Bstrict clock1 0.264194
D995_11_10 rep063 Bstrict clock2 0.358539
D995_11_10 rep064 Bstrict clock1 0.323757
D995_11_10 rep064 Bstrict clock2 0.287392
D995_11_10 rep065 Bstrict clock1 0.188763
D995_11_10 rep065 Bstrict clock2 0.294014
D995_11_10 rep066 Bstrict clock1 0.185702
D995_11_10 rep066 Bstrict clock2 0.534079
D995_11_10 rep067 Bstrict clock1 0.398756
D995_11_10 rep067 Bstrict clock2 0.362043
D995_11_10 rep068 Bstrict clock1 0.183392
D995_11_10 rep068 Bstrict clock2 0.321815
D995_11_10 rep069 Bstrict clock1 0.317036
D995_11_10 rep069 Bstrict clock2 0.24323
D995_11_10 rep070 Bstrict clock1 0.241844
D995_11_10 rep070 Bstrict clock2 0.260908
D995_11_10 rep071 Bstrict clock1 0.279533
D995_11_10 rep071 Bstrict clock2 0.210853
D995_11_10 rep072 Bstrict clock1 0.321841
D995_11_10 rep072 Bstrict clock2 0.250344
D995_11_10 rep073 Bstrict clock1 0.354231
D995_11_10 rep073 Bstrict clock2 0.397687
D995_11_10 rep074 Bstrict clock1 0.193273
D995_11_10 rep074 Bstrict clock2 0.340334
D995_11_10 rep075 Bstrict clock1 0.383644
D995_11_10 rep075 Bstrict clock2 0.23693
D995_11_10 rep076 Bstrict clock1 0.291591
D995_11_10 rep076 Bstrict clock2 0.341711
D995_11_10 rep077 Bstrict clock1 0.176586
D995_11_10 rep077 Bstrict clock2 0.393182
D995_11_10 rep078 Bstrict clock1 0.202445
D995_11_10 rep078 Bstrict clock2 0.33571
D995_11_10 rep079 Bstrict clock1 0.353934
D995_11_10 rep079 Bstrict clock2 0.397097
D995_11_10 rep080 Bstrict clock1 0.233632
D995_11_10 rep080 Bstrict clock2 0.222813
D995_11_10 rep081 Bstrict clock1 0.230656
D995_11_10 rep081 Bstrict clock2 0.250155
D995_11_10 rep082 Bstrict clock1 0.217395
D995_11_10 rep082 Bstrict clock2 0.322444
D995_11_10 rep083 Bstrict clock1 0.201899
D995_11_10 rep083 Bstrict clock2 0.295686
D995_11_10 rep084 Bstrict clock1 0.194879
D995_11_10 rep084 Bstrict clock2 0.447356
D995_11_10 rep085 Bstrict clock1 0.315118
D995_11_10 rep085 Bstrict clock2 0.410943
D995_11_10 rep086 Bstrict clock1 0.201751
D995_11_10 rep086 Bstrict clock2 0.262744
D995_11_10 rep087 Bstrict clock1 0.292154
D995_11_10 rep087 Bstrict clock2 0.308649
D995_11_10 rep088 Bstrict clock1 0.270157
D995_11_10 rep088 Bstrict clock2 0.341654
D995_11_10 rep089 Bstrict clock1 0.24521
D995_11_10 rep089 Bstrict clock2 0.406232
D995_11_10 rep090 Bstrict clock1 0.196791
D995_11_10 rep090 Bstrict clock2 0.227921
D995_11_10 rep091 Bstrict clock1 0.179944
D995_11_10 rep091 Bstrict clock2 0.44706
D995_11_10 rep092 Bstrict clock1 0.168751
D995_11_10 rep092 Bstrict clock2 0.33708
D995_11_10 rep093 Bstrict clock1 0.318536
D995_11_10 rep093 Bstrict clock2 0.385351
D995_11_10 rep094 Bstrict clock1 0.270524
D995_11_10 rep094 Bstrict clock2 0.424896
D995_11_10 rep095 Bstrict clock1 0.230583
D995_11_10 rep095 Bstrict clock2 0.256975
D995_11_10 rep096 Bstrict clock1 0.287446
D995_11_10 rep096 Bstrict clock2 0.334618
D995_11_10 rep097 Bstrict clock1 0.218045
D995_11_10 rep097 Bstrict clock2 0.351425
D995_11_10 rep098 Bstrict clock1 0.322955
D995_11_10 rep098 Bstrict clock2 0.350654
D995_11_10 rep099 Bstrict clock1 0.256929
D995_11_10 rep099 Bstrict clock2 0.360836
D995_11_10 rep100 Bstrict clock1 0.245174
D995_11_10 rep100 Bstrict clock2 0.23761
D995_3_25 rep001 Bstrict clock1 4.01997
D995_3_25 rep001 Bstrict clock2 7.01929
D995_3_25 rep002 Bstrict clock1 3.87049
D995_3_25 rep002 Bstrict clock2 4.67446
D995_3_25 rep003 Bstrict clock1 4.276
D995_3_25 rep003 Bstrict clock2 5.60526
D995_3_25 rep004 Bstrict clock1 2.86771
D995_3_25 rep004 Bstrict clock2 6.28956
D995_3_25 rep005 Bstrict clock1 7.97219
D995_3_25 rep005 Bstrict clock2 6.49392
D995_3_25 rep006 Bstrict clock1 2.70181
D995_3_25 rep006 Bstrict clock2 4.01977
D995_3_25 rep007 Bstrict clock1 2.97428
D995_3_25 rep007 Bstrict clock2 3.54982
D995_3_25 rep008 Bstrict clock1 4.85561
D995_3_25 rep008 Bstrict clock2 7.10314
D995_3_25 rep009 Bstrict clock1 2.84173
D995_3_25 rep009 Bstrict clock2 3.76031
D995_3_25 rep010 Bstrict clock1 2.35521
D995_3_25 rep010 Bstrict clock2 4.88296
D995_3_25 rep011 Bstrict clock1 3.85631
D995_3_25 rep011 Bstrict clock2 9.16064
D995_3_25 rep012 Bstrict clock1 2.90503
D995_3_25 rep012 Bstrict clock2 4.58305
D995_3_25 rep013 Bstrict clock1 2.4396
D995_3_25 rep013 Bstrict clock2 4.84877
D995_3_25 rep014 Bstrict clock1 4.60879
D995_3_25 rep014 Bstrict clock2 6.9268
D995_3_25 rep015 Bstrict clock1 17.3314
D995_3_25 rep015 Bstrict clock2 5.88275
D995_3_25 rep016 Bstrict clock1 2.41425
D995_3_25 rep016 Bstrict clock2 4.06268
D995_3_25 rep017 Bstrict clock1 2.91121
D995_3_25 rep017 Bstrict clock2 8.42344
D995_3_25 rep018 Bstrict clock1 3.64305
D995_3_25 rep018 Bstrict clock2 6.11449
D995_3_25 rep019 Bstrict clock1 4.63756
D995_3_25 rep019 Bstrict clock2 3.41308
