treeModel rep method clockModel tmrca
D995_3_25 rep033 emd trilnormvex -0.0554
D995_3_25 rep034 emd quartlnorm -4.5139
D995_3_25 rep034 emd trilnormcave 0.8431
D995_3_25 rep034 emd trilnorm -3.7057
D995_3_25 rep034 emd trilnormvex 2.1698
D995_3_25 rep035 emd quartlnorm -3.3305
D995_3_25 rep035 emd trilnormcave -0.2434
D995_3_25 rep035 emd trilnorm -0.6197
D995_3_25 rep035 emd trilnormvex -1.2817
D995_3_25 rep036 emd quartlnorm -15.9436
D995_3_25 rep036 emd trilnormcave -0.4042
D995_3_25 rep036 emd trilnorm 0.2572
D995_3_25 rep036 emd trilnormvex 1.9305
D995_3_25 rep037 emd quartlnorm 4.275
D995_3_25 rep037 emd trilnormcave -3.6333
D995_3_25 rep037 emd trilnorm 2.665
D995_3_25 rep037 emd trilnormvex -2.0851
D995_3_25 rep038 emd quartlnorm 3.2341
D995_3_25 rep038 emd trilnormcave -4.0284
D995_3_25 rep038 emd trilnorm -0.8617
D995_3_25 rep038 emd trilnormvex -1.0318
D995_3_25 rep039 emd quartlnorm -2.5642
D995_3_25 rep039 emd trilnormcave 1.3284
D995_3_25 rep039 emd trilnorm 1.1998
D995_3_25 rep039 emd trilnormvex 0.7338
D995_3_25 rep040 emd quartlnorm -0.153
D995_3_25 rep040 emd trilnormcave -0.4734
D995_3_25 rep040 emd trilnorm -2.503
D995_3_25 rep040 emd trilnormvex -8.348
D995_3_25 rep041 emd quartlnorm -2.3477
D995_3_25 rep041 emd trilnormcave -0.2647
D995_3_25 rep041 emd trilnorm -0.5738
D995_3_25 rep041 emd trilnormvex -0.5461
D995_3_25 rep042 emd quartlnorm 3.0567
D995_3_25 rep042 emd trilnormcave 1.3799
D995_3_25 rep042 emd trilnorm -9.2412
D995_3_25 rep042 emd trilnormvex 3.1583
D995_3_25 rep043 emd quartlnorm -1.2363
D995_3_25 rep043 emd trilnormcave 1.4895
D995_3_25 rep043 emd trilnorm -3.8847
D995_3_25 rep043 emd trilnormvex 0.3256
D995_3_25 rep044 emd quartlnorm 4.2449
D995_3_25 rep044 emd trilnormcave -2.0532
D995_3_25 rep044 emd trilnorm -1.7925
D995_3_25 rep044 emd trilnormvex -4.2202
D995_3_25 rep045 emd quartlnorm 1.6826
D995_3_25 rep045 emd trilnormcave -3.9404
D995_3_25 rep045 emd trilnorm -0.6947
D995_3_25 rep045 emd trilnormvex -0.0359
D995_3_25 rep046 emd quartlnorm 1.3244
D995_3_25 rep046 emd trilnormcave -1.4311
D995_3_25 rep046 emd trilnorm -2.0493
D995_3_25 rep046 emd trilnormvex -2.4396
D995_3_25 rep047 emd quartlnorm 5.2218
D995_3_25 rep047 emd trilnormcave -0.895
D995_3_25 rep047 emd trilnorm 1.8317
D995_3_25 rep047 emd trilnormvex 2.0426
D995_3_25 rep048 emd quartlnorm 0.6939
D995_3_25 rep048 emd trilnormcave -0.4352
D995_3_25 rep048 emd trilnorm 2.7248
D995_3_25 rep048 emd trilnormvex -5.8807
D995_3_25 rep049 emd quartlnorm -7.4996
D995_3_25 rep049 emd trilnormcave 0.205
D995_3_25 rep049 emd trilnorm -6.7159
D995_3_25 rep049 emd trilnormvex 0.0751
D995_3_25 rep050 emd quartlnorm 1.0348
D995_3_25 rep050 emd trilnormcave 1.4839
D995_3_25 rep050 emd trilnorm 0.0383
D995_3_25 rep050 emd trilnormvex -2.4342
D995_3_25 rep051 emd quartlnorm 1.4522
D995_3_25 rep051 emd trilnormcave 1.4632
D995_3_25 rep051 emd trilnorm 0.4864
D995_3_25 rep051 emd trilnormvex 2.7834
D995_3_25 rep052 emd quartlnorm 3.8246
D995_3_25 rep052 emd trilnormcave 0.4014
D995_3_25 rep052 emd trilnorm 0.8313
D995_3_25 rep052 emd trilnormvex -1.4782
D995_3_25 rep053 emd quartlnorm 1.1673
D995_3_25 rep053 emd trilnormcave 2.6837
D995_3_25 rep053 emd trilnorm 2.225
D995_3_25 rep053 emd trilnormvex 0.0059
D995_3_25 rep054 emd quartlnorm -2.423
D995_3_25 rep054 emd trilnormcave 1.0063
D995_3_25 rep054 emd trilnorm 0.4127
D995_3_25 rep054 emd trilnormvex 1.0941
D995_3_25 rep055 emd quartlnorm -4.522
D995_3_25 rep055 emd trilnormcave -0.4063
D995_3_25 rep055 emd trilnorm -0.8834
D995_3_25 rep055 emd trilnormvex 0.468
D995_3_25 rep056 emd quartlnorm 0.4557
D995_3_25 rep056 emd trilnormcave -1.1862
D995_3_25 rep056 emd trilnorm -3.8649
D995_3_25 rep056 emd trilnormvex -5.0694
D995_3_25 rep057 emd quartlnorm 0.107
D995_3_25 rep057 emd trilnormcave -3.0771
D995_3_25 rep057 emd trilnorm 1.6527
D995_3_25 rep057 emd trilnormvex -0.1523
D995_3_25 rep058 emd quartlnorm -6.5487
D995_3_25 rep058 emd trilnormcave -0.4331
D995_3_25 rep058 emd trilnorm 1.204
D995_3_25 rep058 emd trilnormvex 0.9192
D995_3_25 rep059 emd quartlnorm 3.0852
D995_3_25 rep059 emd trilnormcave -2.0992
D995_3_25 rep059 emd trilnorm 0.5297
D995_3_25 rep059 emd trilnormvex -3.8394
D995_3_25 rep060 emd quartlnorm 2.1726
D995_3_25 rep060 emd trilnormcave -2.4849
D995_3_25 rep060 emd trilnorm 2.2717
D995_3_25 rep060 emd trilnormvex 2.3389
D995_3_25 rep061 emd quartlnorm 1.1392
D995_3_25 rep061 emd trilnormcave 2.1188
D995_3_25 rep061 emd trilnorm -3.5874
D995_3_25 rep061 emd trilnormvex 0.2888
D995_3_25 rep062 emd quartlnorm 3.7805
D995_3_25 rep062 emd trilnormcave 0.6747
D995_3_25 rep062 emd trilnorm 1.4758
D995_3_25 rep062 emd trilnormvex 0.6449
D995_3_25 rep063 emd quartlnorm -7.8048
D995_3_25 rep063 emd trilnormcave -3.6521
D995_3_25 rep063 emd trilnorm -7.6029
D995_3_25 rep063 emd trilnormvex -1.7697
D995_3_25 rep064 emd quartlnorm 2.7614
D995_3_25 rep064 emd trilnormcave -6.2901
D995_3_25 rep064 emd trilnorm -7.0432
D995_3_25 rep064 emd trilnormvex 0.9828
D995_3_25 rep065 emd quartlnorm -4.1097
D995_3_25 rep065 emd trilnormcave 0.5183
D995_3_25 rep065 emd trilnorm -4.0242
D995_3_25 rep065 emd trilnormvex -1.6553
D995_3_25 rep066 emd quartlnorm -3.5972
D995_3_25 rep066 emd trilnormcave -1.0152
D995_3_25 rep066 emd trilnorm -1.9981
D995_3_25 rep066 emd trilnormvex 2.1806
D995_3_25 rep067 emd quartlnorm 0.2844
D995_3_25 rep067 emd trilnormcave -2.1573
D995_3_25 rep067 emd trilnorm 3.1651
D995_3_25 rep067 emd trilnormvex -7.4897
D995_3_25 rep068 emd quartlnorm -3.3352
D995_3_25 rep068 emd trilnormcave -6.2461
D995_3_25 rep068 emd trilnorm -1.8715
D995_3_25 rep068 emd trilnormvex -7.0201
D995_3_25 rep069 emd quartlnorm -2.9745
D995_3_25 rep069 emd trilnormcave -1.9557
D995_3_25 rep069 emd trilnorm 0.9257
D995_3_25 rep069 emd trilnormvex -1.6004
D995_3_25 rep070 emd quartlnorm 2.6635
D995_3_25 rep070 emd trilnormcave -0.9252
D995_3_25 rep070 emd trilnorm -4.7647
D995_3_25 rep070 emd trilnormvex -1.3134
D995_3_25 rep071 emd quartlnorm -1.9672
D995_3_25 rep071 emd trilnormcave 2.6276
D995_3_25 rep071 emd trilnorm 4.7618
D995_3_25 rep071 emd trilnormvex 2.0136
D995_3_25 rep072 emd quartlnorm 2.4193
D995_3_25 rep072 emd trilnormcave -4.6941
D995_3_25 rep072 emd trilnorm -2.0066
D995_3_25 rep072 emd trilnormvex -0.399
D995_3_25 rep073 emd quartlnorm 4.556
D995_3_25 rep073 emd trilnormcave -2.4269
D995_3_25 rep073 emd trilnorm 1.5863
D995_3_25 rep073 emd trilnormvex -3.1792
D995_3_25 rep074 emd quartlnorm -2.8005
D995_3_25 rep074 emd trilnormcave -2.8498
D995_3_25 rep074 emd trilnorm -0.9187
D995_3_25 rep074 emd trilnormvex -0.5771
D995_3_25 rep075 emd quartlnorm 1.5056
D995_3_25 rep075 emd trilnormcave -0.0648
D995_3_25 rep075 emd trilnorm 2.0553
D995_3_25 rep075 emd trilnormvex 2.2906
D995_3_25 rep076 emd quartlnorm 0.6761
D995_3_25 rep076 emd trilnormcave 1.1362
D995_3_25 rep076 emd trilnorm 0.3132
D995_3_25 rep076 emd trilnormvex 4.3882
D995_3_25 rep077 emd quartlnorm -2.327
D995_3_25 rep077 emd trilnormcave -5.9424
D995_3_25 rep077 emd trilnorm -1.5448
D995_3_25 rep077 emd trilnormvex 3.5802
D995_3_25 rep078 emd quartlnorm -0.4905
D995_3_25 rep078 emd trilnormcave -2.3067
D995_3_25 rep078 emd trilnorm -3.0837
D995_3_25 rep078 emd trilnormvex 3.2595
D995_3_25 rep079 emd quartlnorm -18.5695
D995_3_25 rep079 emd trilnormcave -0.4011
D995_3_25 rep079 emd trilnorm 0.8645
D995_3_25 rep079 emd trilnormvex 4.6848
D995_3_25 rep080 emd quartlnorm -2.6096
D995_3_25 rep080 emd trilnormcave -5.7835
D995_3_25 rep080 emd trilnorm -3.9226
D995_3_25 rep080 emd trilnormvex -4.801
D995_3_25 rep081 emd quartlnorm 2.6856
D995_3_25 rep081 emd trilnormcave -0.4436
D995_3_25 rep081 emd trilnorm -2.4619
D995_3_25 rep081 emd trilnormvex -2.2995
D995_3_25 rep082 emd quartlnorm 3.2283
D995_3_25 rep082 emd trilnormcave 3.8984
D995_3_25 rep082 emd trilnorm 0.3295
D995_3_25 rep082 emd trilnormvex 1.3546
D995_3_25 rep083 emd quartlnorm -5.6243
D995_3_25 rep083 emd trilnormcave 1.168
D995_3_25 rep083 emd trilnorm 0.5907
D995_3_25 rep083 emd trilnormvex -5.6632
D995_3_25 rep084 emd quartlnorm 1.9483
D995_3_25 rep084 emd trilnormcave -0.278
D995_3_25 rep084 emd trilnorm 1.3137
D995_3_25 rep084 emd trilnormvex 2.5926
D995_3_25 rep085 emd quartlnorm -8.3675
D995_3_25 rep085 emd trilnormcave -1.0324
D995_3_25 rep085 emd trilnorm -1.1199
D995_3_25 rep085 emd trilnormvex -7.9867
D995_3_25 rep086 emd quartlnorm 0.6326
D995_3_25 rep086 emd trilnormcave -1.8645
D995_3_25 rep086 emd trilnorm 1.3806
D995_3_25 rep086 emd trilnormvex 1.0265
D995_3_25 rep087 emd quartlnorm 4.7254
D995_3_25 rep087 emd trilnormcave -1.9415
D995_3_25 rep087 emd trilnorm -3.256
D995_3_25 rep087 emd trilnormvex 2.539
D995_3_25 rep088 emd quartlnorm -0.2453
D995_3_25 rep088 emd trilnormcave -10.8525
D995_3_25 rep088 emd trilnorm -5.0484
D995_3_25 rep088 emd trilnormvex 1.6263
D995_3_25 rep089 emd quartlnorm 2.8238
D995_3_25 rep089 emd trilnormcave -0.9033
D995_3_25 rep089 emd trilnorm -3.3531
D995_3_25 rep089 emd trilnormvex 0.676
D995_3_25 rep090 emd quartlnorm -2.8371
D995_3_25 rep090 emd trilnormcave -4.3141
D995_3_25 rep090 emd trilnorm -4.1431
D995_3_25 rep090 emd trilnormvex 4.1927
D995_3_25 rep091 emd quartlnorm -1.8638
D995_3_25 rep091 emd trilnormcave -2.398
D995_3_25 rep091 emd trilnorm -1.2693
D995_3_25 rep091 emd trilnormvex -3.0801
D995_3_25 rep092 emd quartlnorm -0.3719
D995_3_25 rep092 emd trilnormcave 4.3238
D995_3_25 rep092 emd trilnorm -0.2075
D995_3_25 rep092 emd trilnormvex -1.5583
D995_3_25 rep093 emd quartlnorm 2.2615
D995_3_25 rep093 emd trilnormcave -6.2435
D995_3_25 rep093 emd trilnorm -1.2832
D995_3_25 rep093 emd trilnormvex 0.0526
D995_3_25 rep094 emd quartlnorm -6.0586
D995_3_25 rep094 emd trilnormcave -0.5174
D995_3_25 rep094 emd trilnorm -3.5886
D995_3_25 rep094 emd trilnormvex -2.2794
D995_3_25 rep095 emd quartlnorm 2.2984
D995_3_25 rep095 emd trilnormcave -1.167
D995_3_25 rep095 emd trilnorm 1.8494
D995_3_25 rep095 emd trilnormvex -4.3426
D995_3_25 rep096 emd quartlnorm -1.2458
D995_3_25 rep096 emd trilnormcave 0.2268
D995_3_25 rep096 emd trilnorm 3.4375
D995_3_25 rep096 emd trilnormvex 0.8532
D995_3_25 rep097 emd quartlnorm -7.5422
D995_3_25 rep097 emd trilnormcave 0.979
D995_3_25 rep097 emd trilnorm -2.9408
D995_3_25 rep097 emd trilnormvex -1.341
D995_3_25 rep098 emd quartlnorm -4.0272
D995_3_25 rep098 emd trilnormcave 2.3247
D995_3_25 rep098 emd trilnorm -6.6267
D995_3_25 rep098 emd trilnormvex -2.0836
D995_3_25 rep099 emd quartlnorm -1.163
D995_3_25 rep099 emd trilnormcave 0.7736
D995_3_25 rep099 emd trilnorm 1.9762
D995_3_25 rep099 emd trilnormvex -1.4183
D995_3_25 rep100 emd quartlnorm -13.0636
D995_3_25 rep100 emd trilnormcave 0.7159
D995_3_25 rep100 emd trilnorm -2.6829
D995_3_25 rep100 emd trilnormvex -0.1707
D750_11_10 rep001 wlogdate uniform 1.1349014177051373
D750_11_10 rep002 wlogdate uniform 2.722241406335112
D750_11_10 rep003 wlogdate uniform -0.4802195684328048
D750_11_10 rep004 wlogdate uniform -0.9478438558657851
D750_11_10 rep005 wlogdate uniform 1.5286277402318817
D750_11_10 rep006 wlogdate uniform -0.8335621627728427
D750_11_10 rep007 wlogdate uniform -1.5437871493241495
D750_11_10 rep008 wlogdate uniform 0.7252310416388746
D750_11_10 rep009 wlogdate uniform -1.8680239937121386
D750_11_10 rep010 wlogdate uniform -0.6296514482353839
D750_11_10 rep011 wlogdate uniform -0.15095730564651855
D750_11_10 rep012 wlogdate uniform -2.0292175306577556
D750_11_10 rep013 wlogdate uniform -2.3540653898233166
D750_11_10 rep014 wlogdate uniform 1.8712806278549743
D750_11_10 rep015 wlogdate uniform -2.820765756612679
D750_11_10 rep016 wlogdate uniform -1.0262902432546364
D750_11_10 rep017 wlogdate uniform -1.4351610744498284
D750_11_10 rep018 wlogdate uniform 1.292902178935225
D750_11_10 rep019 wlogdate uniform 2.068343416979399
D750_11_10 rep020 wlogdate uniform -1.2950293546651777
D750_11_10 rep021 wlogdate uniform -1.777910694452695
D750_11_10 rep022 wlogdate uniform -1.1150274135469496
D750_11_10 rep023 wlogdate uniform -1.0308892642724095
D750_11_10 rep024 wlogdate uniform -1.2059152881490527
D750_11_10 rep025 wlogdate uniform 0.03355707346390169
D750_11_10 rep026 wlogdate uniform 0.29637357026330746
D750_11_10 rep027 wlogdate uniform -0.7054440231973973
D750_11_10 rep028 wlogdate uniform -0.47471069261453647
D750_11_10 rep029 wlogdate uniform -0.41680192946775674
D750_11_10 rep030 wlogdate uniform 1.607566331194473
D750_11_10 rep031 wlogdate uniform -2.5182375763080005
D750_11_10 rep032 wlogdate uniform 2.2877668899604298
D750_11_10 rep033 wlogdate uniform 0.9073530232038152
D750_11_10 rep034 wlogdate uniform 2.7147797835930136
D750_11_10 rep035 wlogdate uniform 1.6710657335945007
D750_11_10 rep036 wlogdate uniform -5.072219331230208
D750_11_10 rep037 wlogdate uniform 1.5946997305081712
D750_11_10 rep038 wlogdate uniform 3.3400396657033493
D750_11_10 rep039 wlogdate uniform -0.14876553436268947
D750_11_10 rep040 wlogdate uniform 0.8312745215379382
D750_11_10 rep041 wlogdate uniform 1.4267015675729535
D750_11_10 rep042 wlogdate uniform 1.6202607579318407
D750_11_10 rep043 wlogdate uniform -0.10819499664479004
D750_11_10 rep044 wlogdate uniform -1.9197496993059568
D750_11_10 rep045 wlogdate uniform -0.7451512095565045
D750_11_10 rep046 wlogdate uniform -0.5994398764183342
D750_11_10 rep047 wlogdate uniform -0.9533257498787722
D750_11_10 rep048 wlogdate uniform 1.2557528427803404
D750_11_10 rep049 wlogdate uniform 0.7299174037548037
D750_11_10 rep050 wlogdate uniform -3.4473262716753146
D750_11_10 rep051 wlogdate uniform 2.4015473780254197
D750_11_10 rep052 wlogdate uniform -0.23682541415424377
D750_11_10 rep053 wlogdate uniform -1.1502502173277316
D750_11_10 rep054 wlogdate uniform -3.327124482840926
D750_11_10 rep055 wlogdate uniform 0.9414328686521515
D750_11_10 rep056 wlogdate uniform 2.568299371854542
D750_11_10 rep057 wlogdate uniform -1.0197473733299227
D750_11_10 rep058 wlogdate uniform 3.3106720500348916
D750_11_10 rep059 wlogdate uniform 0.9200226790933286
D750_11_10 rep060 wlogdate uniform -1.7175511837894528
D750_11_10 rep061 wlogdate uniform -1.4739108588709366
D750_11_10 rep062 wlogdate uniform -0.7377737508465227
D750_11_10 rep063 wlogdate uniform 0.4592395888997989
D750_11_10 rep064 wlogdate uniform 0.6980889665983996
D750_11_10 rep065 wlogdate uniform -0.4080385908558837
D750_11_10 rep066 wlogdate uniform -1.80426693347245
D750_11_10 rep067 wlogdate uniform -0.20460087414576544
D750_11_10 rep068 wlogdate uniform 0.27318431957018574
D750_11_10 rep069 wlogdate uniform 0.34779545070026413
D750_11_10 rep070 wlogdate uniform -0.13912515198454403
D750_11_10 rep071 wlogdate uniform 0.7800729161626403
D750_11_10 rep072 wlogdate uniform -0.8935108002509327
D750_11_10 rep073 wlogdate uniform 2.0788252120341455
D750_11_10 rep074 wlogdate uniform 0.7741566030665976
D750_11_10 rep075 wlogdate uniform 1.2100619497040832
D750_11_10 rep076 wlogdate uniform 0.7738039552194707
D750_11_10 rep077 wlogdate uniform 2.2892106468815268
D750_11_10 rep078 wlogdate uniform -0.8089478641059593
D750_11_10 rep079 wlogdate uniform 0.6808018338341704
D750_11_10 rep080 wlogdate uniform -0.40904937265320185
D750_11_10 rep081 wlogdate uniform -0.3219111946250006
D750_11_10 rep082 wlogdate uniform 1.848672193945901
D750_11_10 rep083 wlogdate uniform -0.3173768013096423
D750_11_10 rep084 wlogdate uniform -0.43321120413334624
D750_11_10 rep085 wlogdate uniform -0.10514671057763403
D750_11_10 rep086 wlogdate uniform 2.936898800740657
D750_11_10 rep087 wlogdate uniform -0.009901980437718283
D750_11_10 rep088 wlogdate uniform -1.1033774768420217
D750_11_10 rep089 wlogdate uniform -0.8086132355149274
D750_11_10 rep090 wlogdate uniform 1.3082401689455847
D750_11_10 rep091 wlogdate uniform -0.22716805104341498
D750_11_10 rep092 wlogdate uniform -0.16597784234243665
D750_11_10 rep093 wlogdate uniform -0.9010280249508098
D750_11_10 rep094 wlogdate uniform -2.710280230415646
D750_11_10 rep095 wlogdate uniform 0.38548325245764353
D750_11_10 rep096 wlogdate uniform 0.1802460420709608
D750_11_10 rep097 wlogdate uniform -4.191533874184711
D750_11_10 rep098 wlogdate uniform -0.5728346871328966
D750_11_10 rep099 wlogdate uniform -1.5165174632215632
D750_11_10 rep100 wlogdate uniform 0.5319308654855113
D750_3_25 rep001 wlogdate uniform -4.069387617349401
D750_3_25 rep002 wlogdate uniform -1.2014055823147398
D750_3_25 rep003 wlogdate uniform 1.5185900390028368
D750_3_25 rep004 wlogdate uniform -15.040646274873149
D750_3_25 rep005 wlogdate uniform -43.908401655680464
D750_3_25 rep006 wlogdate uniform 6.58599199956373
D750_3_25 rep007 wlogdate uniform 1.7279341065979115
D750_3_25 rep008 wlogdate uniform 4.9528995033946295
D750_3_25 rep009 wlogdate uniform -20.741047675193748
D750_3_25 rep010 wlogdate uniform -11.196896622431725
D750_3_25 rep011 wlogdate uniform -45.40283676644832
D750_3_25 rep012 wlogdate uniform 6.5894804088610535
D750_3_25 rep013 wlogdate uniform 1.1232293759580585
D750_3_25 rep014 wlogdate uniform 15.290948046334947
D750_3_25 rep015 wlogdate uniform -4.557013439254169
D750_3_25 rep016 wlogdate uniform 14.59855743768278
D750_3_25 rep017 wlogdate uniform -10.160321150100902
D750_3_25 rep018 wlogdate uniform 2.2261058199618002
D750_3_25 rep019 wlogdate uniform 11.3941266874463
D750_3_25 rep020 wlogdate uniform 12.118313984928093
D750_3_25 rep021 wlogdate uniform 5.9613669000068334
D750_3_25 rep022 wlogdate uniform 5.609731843287592
D750_3_25 rep023 wlogdate uniform 0.32854129085458794
D750_3_25 rep024 wlogdate uniform -7.554253073309029
D750_3_25 rep025 wlogdate uniform 0.727398780840578
D750_3_25 rep026 wlogdate uniform -76.75214055019939
D750_3_25 rep027 wlogdate uniform 4.039850926491277
D750_3_25 rep028 wlogdate uniform 6.066840525581821
D750_3_25 rep029 wlogdate uniform -2.82944684228553
D750_3_25 rep030 wlogdate uniform -112.27299325268531
D750_3_25 rep031 wlogdate uniform 14.721220507315028
D750_3_25 rep032 wlogdate uniform 6.770888061790803
D750_3_25 rep033 wlogdate uniform -67.50778057690422
D750_3_25 rep034 wlogdate uniform -4.435210629894429
D750_3_25 rep035 wlogdate uniform -3.319809543098332
D750_3_25 rep036 wlogdate uniform 0.15680763127354957
D750_3_25 rep037 wlogdate uniform 9.65301243840003
D750_3_25 rep038 wlogdate uniform 1.9265518529537857
D750_3_25 rep039 wlogdate uniform 18.345573640904966
D750_3_25 rep040 wlogdate uniform -2.798904362901457
D750_3_25 rep041 wlogdate uniform 5.0151505493333595
D750_3_25 rep042 wlogdate uniform 5.275204790972346
D750_3_25 rep043 wlogdate uniform 2.880551603618443
D750_3_25 rep044 wlogdate uniform 11.881288407411489
D750_3_25 rep045 wlogdate uniform 6.062235417234689
D750_3_25 rep046 wlogdate uniform -14.89660486035925
D750_3_25 rep047 wlogdate uniform -7.957661031532182
D750_3_25 rep048 wlogdate uniform -6.482511428738895
D750_3_25 rep049 wlogdate uniform 15.511078496298715
D750_3_25 rep050 wlogdate uniform 3.670989720972482
D750_3_25 rep051 wlogdate uniform -9.872088836275829
D750_3_25 rep052 wlogdate uniform 13.168861308523333
D750_3_25 rep053 wlogdate uniform 1.071796344544107
D750_3_25 rep054 wlogdate uniform -2.3041375007570117
D750_3_25 rep055 wlogdate uniform 6.73410979828571
D750_3_25 rep056 wlogdate uniform 7.098109643814374
D750_3_25 rep057 wlogdate uniform 13.870438831285005
D750_3_25 rep058 wlogdate uniform 0.5843140611182704
D750_3_25 rep059 wlogdate uniform -61.40830214853178
D750_3_25 rep060 wlogdate uniform 16.570088911813706
D750_3_25 rep061 wlogdate uniform -33.4975727330935
D750_3_25 rep062 wlogdate uniform -18.23100870805402
D750_3_25 rep063 wlogdate uniform -14.173547693694623
D750_3_25 rep064 wlogdate uniform -53.39808459018988
D750_3_25 rep065 wlogdate uniform 8.324402417408288
D750_3_25 rep066 wlogdate uniform -20.737818990669627
D750_3_25 rep067 wlogdate uniform -25.87197854474109
D750_3_25 rep068 wlogdate uniform -5.313828053117699
D750_3_25 rep069 wlogdate uniform 0.3412150912468128
D750_3_25 rep070 wlogdate uniform -16.068233678360873
D750_3_25 rep071 wlogdate uniform 7.217862793528653
D750_3_25 rep072 wlogdate uniform -22.31507257578453
D750_3_25 rep073 wlogdate uniform -12.509882094547644
D750_3_25 rep074 wlogdate uniform -2.5314181353351373
D750_3_25 rep075 wlogdate uniform 2.269642534864148
D750_3_25 rep076 wlogdate uniform 14.174785987602483
D750_3_25 rep077 wlogdate uniform 1.2486988663375198
D750_3_25 rep078 wlogdate uniform -5.474187071014592
D750_3_25 rep079 wlogdate uniform 6.356984297424881
D750_3_25 rep080 wlogdate uniform -8.733135592810221
D750_3_25 rep081 wlogdate uniform -8.391188112474621
D750_3_25 rep082 wlogdate uniform -58.71141309223077
D750_3_25 rep083 wlogdate uniform -15.146745189559729
D750_3_25 rep084 wlogdate uniform 1.9932685019566088
D750_3_25 rep085 wlogdate uniform 2.7151461783464415
D750_3_25 rep086 wlogdate uniform -41.57512958332461
D750_3_25 rep087 wlogdate uniform -7.882911181732075
D750_3_25 rep088 wlogdate uniform 11.268169611975697
D750_3_25 rep089 wlogdate uniform -59.37411529767279
D750_3_25 rep090 wlogdate uniform 7.125447709043792
D750_3_25 rep091 wlogdate uniform 11.206575506297838
D750_3_25 rep092 wlogdate uniform -1.006730456117297
D750_3_25 rep093 wlogdate uniform -10.282578391982943
D750_3_25 rep094 wlogdate uniform 5.306607770709052
D750_3_25 rep095 wlogdate uniform -0.5395194209484375
D750_3_25 rep096 wlogdate uniform -3.0912478501283145
D750_3_25 rep097 wlogdate uniform 7.082896781853459
D750_3_25 rep098 wlogdate uniform -8.86718582207206
D750_3_25 rep099 wlogdate uniform -9.068097356348918
D750_3_25 rep100 wlogdate uniform -9.63925626823626
D995_11_10 rep001 wlogdate uniform 0.43175125286099086
D995_11_10 rep002 wlogdate uniform -1.5576077533215036
D995_11_10 rep003 wlogdate uniform 0.24129923992192295
D995_11_10 rep004 wlogdate uniform 0.021148891720257024
D995_11_10 rep005 wlogdate uniform 0.5733496354474973
D995_11_10 rep006 wlogdate uniform -0.626804365780002
D995_11_10 rep007 wlogdate uniform -0.5991300735622489
D995_11_10 rep008 wlogdate uniform -0.3131491080503628
D995_11_10 rep009 wlogdate uniform 0.15849920955014973
D995_11_10 rep010 wlogdate uniform 0.10453935661507696
D995_11_10 rep011 wlogdate uniform -0.9607032075310848
D995_11_10 rep012 wlogdate uniform -0.10563003789025505
D995_11_10 rep013 wlogdate uniform -0.6729738213022572
D995_11_10 rep014 wlogdate uniform -0.2534071219724993
D995_11_10 rep015 wlogdate uniform -0.49511529360406403
D995_11_10 rep016 wlogdate uniform 0.8415832284862657
D995_11_10 rep017 wlogdate uniform -0.5916951564558831
D995_11_10 rep018 wlogdate uniform 0.25540416065573757
D995_11_10 rep019 wlogdate uniform -0.36579866668882755
D995_11_10 rep020 wlogdate uniform -0.14926936252318446
D995_11_10 rep021 wlogdate uniform 0.8408516629445684
D995_11_10 rep022 wlogdate uniform -0.09936994728101134
D995_11_10 rep023 wlogdate uniform 0.5232148332416611
D995_11_10 rep024 wlogdate uniform -0.11939194640043815
D995_11_10 rep025 wlogdate uniform 0.043767318615237194
D995_11_10 rep026 wlogdate uniform 0.07990747281624921
D995_11_10 rep027 wlogdate uniform -0.014203196853486897
D995_11_10 rep028 wlogdate uniform -0.13115694799852864
D995_11_10 rep029 wlogdate uniform 0.5032641472467607
D995_11_10 rep030 wlogdate uniform -0.7584308328303075
D995_11_10 rep031 wlogdate uniform -0.6260516935046252
D995_11_10 rep032 wlogdate uniform -1.3101685207157105
D995_11_10 rep033 wlogdate uniform 0.4385651077854842
D995_11_10 rep034 wlogdate uniform -0.0766367158856118
D995_11_10 rep035 wlogdate uniform 0.4827041012041327
D995_11_10 rep036 wlogdate uniform -1.1801629873172432
D995_11_10 rep037 wlogdate uniform -0.3061095094988906
D995_11_10 rep038 wlogdate uniform -0.41432250702148865
D995_11_10 rep039 wlogdate uniform 0.37972871416409254
D995_11_10 rep040 wlogdate uniform 0.6959421321415582
D995_11_10 rep041 wlogdate uniform -0.8468947867852565
D995_11_10 rep042 wlogdate uniform 0.4279769645481837
D995_11_10 rep043 wlogdate uniform -0.8362935449722455
D995_11_10 rep044 wlogdate uniform 0.22144645970241797
D995_11_10 rep045 wlogdate uniform -0.9692026085406464
D995_11_10 rep046 wlogdate uniform -0.12046165107043957
D995_11_10 rep047 wlogdate uniform 0.7019127174564802
D995_11_10 rep048 wlogdate uniform -0.8818627339126694
D995_11_10 rep049 wlogdate uniform -0.3439351317717964
D995_11_10 rep050 wlogdate uniform -0.24290657142786454
D995_11_10 rep051 wlogdate uniform -0.6487742939595569
D995_11_10 rep052 wlogdate uniform 0.47661276974665023
D995_11_10 rep053 wlogdate uniform -0.28730127425104857
D995_11_10 rep054 wlogdate uniform 0.4941861552925754
D995_11_10 rep055 wlogdate uniform -0.16509315196472274
D995_11_10 rep056 wlogdate uniform 0.4424803336839601
