treeModel rep method clockModel tmrca
D995_11_10 rep008 wlogdate clock3 -0.1877473386415547
D995_11_10 rep008 wlogdate clock4 0.7176596853908591
D995_11_10 rep009 wlogdate clock1 -0.8690138605209885
D995_11_10 rep009 wlogdate clock2 0.43129849312943747
D995_11_10 rep009 wlogdate clock3 0.45413332000333795
D995_11_10 rep009 wlogdate clock4 0.21641628889502468
D995_11_10 rep010 wlogdate clock1 0.2402046504872004
D995_11_10 rep010 wlogdate clock2 0.2919344915947961
D995_11_10 rep010 wlogdate clock3 -0.8266099565716347
D995_11_10 rep010 wlogdate clock4 0.8973071168574145
D995_11_10 rep011 wlogdate clock1 0.17119392068770695
D995_11_10 rep011 wlogdate clock2 0.2790226285579799
D995_11_10 rep011 wlogdate clock3 0.25141216878411826
D995_11_10 rep011 wlogdate clock4 0.2140296383738742
D995_11_10 rep012 wlogdate clock1 0.5320212449251216
D995_11_10 rep012 wlogdate clock2 -1.022645883487523
D995_11_10 rep012 wlogdate clock3 -0.19005990966116304
D995_11_10 rep012 wlogdate clock4 -1.596277220991396
D995_11_10 rep013 wlogdate clock1 1.6331544505168625
D995_11_10 rep013 wlogdate clock2 0.7520342777551465
D995_11_10 rep013 wlogdate clock3 0.9913975027007477
D995_11_10 rep013 wlogdate clock4 -0.12420141372222149
D995_11_10 rep014 wlogdate clock1 -0.4161603961043656
D995_11_10 rep014 wlogdate clock2 0.048233627818197025
D995_11_10 rep014 wlogdate clock3 -0.6644584910077462
D995_11_10 rep014 wlogdate clock4 -0.40379094415079486
D995_11_10 rep015 wlogdate clock1 0.7247017505367089
D995_11_10 rep015 wlogdate clock2 -0.1217362237346214
D995_11_10 rep015 wlogdate clock3 -1.2012756292465718
D995_11_10 rep015 wlogdate clock4 0.2814993195582053
D995_11_10 rep016 wlogdate clock1 0.16181998869558678
D995_11_10 rep016 wlogdate clock2 0.5371638557970051
D995_11_10 rep016 wlogdate clock3 -1.0194294348048958
D995_11_10 rep016 wlogdate clock4 0.7063948416116105
D995_11_10 rep017 wlogdate clock1 -1.0724309272234354
D995_11_10 rep017 wlogdate clock2 -0.1772485291646227
D995_11_10 rep017 wlogdate clock3 -0.8606110386834409
D995_11_10 rep017 wlogdate clock4 -0.1709302075050797
D995_11_10 rep018 wlogdate clock1 0.7703153107964086
D995_11_10 rep018 wlogdate clock2 0.48949848294391474
D995_11_10 rep018 wlogdate clock3 -0.5008396554502186
D995_11_10 rep018 wlogdate clock4 0.6014249025921927
D995_11_10 rep019 wlogdate clock1 0.44761848408813965
D995_11_10 rep019 wlogdate clock2 -1.386145846153632
D995_11_10 rep019 wlogdate clock3 0.3560047309727845
D995_11_10 rep019 wlogdate clock4 -0.05435984086080525
D995_11_10 rep020 wlogdate clock1 -0.1877670605147893
D995_11_10 rep020 wlogdate clock2 -0.10571653688285942
D995_11_10 rep020 wlogdate clock3 1.1700015862115203
D995_11_10 rep020 wlogdate clock4 0.9325441765743938
D995_11_10 rep021 wlogdate clock1 -0.13851362878964207
D995_11_10 rep021 wlogdate clock2 1.3706764763985368
D995_11_10 rep021 wlogdate clock3 0.8668643522401951
D995_11_10 rep021 wlogdate clock4 0.040436335448673644
D995_11_10 rep022 wlogdate clock1 -0.5092461016885305
D995_11_10 rep022 wlogdate clock2 0.724196821226357
D995_11_10 rep022 wlogdate clock3 -1.028293711249098
D995_11_10 rep022 wlogdate clock4 0.5230813049457753
D995_11_10 rep023 wlogdate clock1 -0.7931217847993528
D995_11_10 rep023 wlogdate clock2 0.3446607036895778
D995_11_10 rep023 wlogdate clock3 -0.032650900913456016
D995_11_10 rep023 wlogdate clock4 0.5525994338882179
D995_11_10 rep024 wlogdate clock1 0.3336261351246437
D995_11_10 rep024 wlogdate clock2 -0.08996069662967918
D995_11_10 rep024 wlogdate clock3 0.5930606230839851
D995_11_10 rep024 wlogdate clock4 0.5434421091028986
D995_11_10 rep025 wlogdate clock1 -1.1580367896558479
D995_11_10 rep025 wlogdate clock2 -0.7063884023119518
D995_11_10 rep025 wlogdate clock3 0.2530535213897931
D995_11_10 rep025 wlogdate clock4 0.48886197364157713
D995_11_10 rep026 wlogdate clock1 -0.6524235693050771
D995_11_10 rep026 wlogdate clock2 -0.6657030386149985
D995_11_10 rep026 wlogdate clock3 -0.5823250855162032
D995_11_10 rep026 wlogdate clock4 -0.1555459574392376
D995_11_10 rep027 wlogdate clock1 -0.4472612496515326
D995_11_10 rep027 wlogdate clock2 -0.10498774470747718
D995_11_10 rep027 wlogdate clock3 -1.525647631638466
D995_11_10 rep027 wlogdate clock4 -0.30309489707837006
D995_11_10 rep028 wlogdate clock1 -0.1563906042256049
D995_11_10 rep028 wlogdate clock2 0.010857693127111304
D995_11_10 rep028 wlogdate clock3 -1.1167887235037846
D995_11_10 rep028 wlogdate clock4 -1.4963013862931653
D995_11_10 rep029 wlogdate clock1 -0.3326909604652837
D995_11_10 rep029 wlogdate clock2 0.36080919593829847
D995_11_10 rep029 wlogdate clock3 -0.06377051140414457
D995_11_10 rep029 wlogdate clock4 0.05529121380693205
D995_11_10 rep030 wlogdate clock1 0.12854483214399348
D995_11_10 rep030 wlogdate clock2 0.38810640278610764
D995_11_10 rep030 wlogdate clock3 0.35459417986191344
D995_11_10 rep030 wlogdate clock4 0.247502292757114
D995_11_10 rep031 wlogdate clock1 0.29737664004180875
D995_11_10 rep031 wlogdate clock2 0.44832188709752485
D995_11_10 rep031 wlogdate clock3 0.06557937341596229
D995_11_10 rep031 wlogdate clock4 0.5793006363867629
D995_11_10 rep032 wlogdate clock1 -0.7973650012744713
D995_11_10 rep032 wlogdate clock2 0.23287927493487304
D995_11_10 rep032 wlogdate clock3 0.3095276122285793
D995_11_10 rep032 wlogdate clock4 -0.25678031798622947
D995_11_10 rep033 wlogdate clock1 0.12633418867791013
D995_11_10 rep033 wlogdate clock2 0.38564300022328024
D995_11_10 rep033 wlogdate clock3 -0.3659590797686948
D995_11_10 rep033 wlogdate clock4 -0.2004941386243223
D995_11_10 rep034 wlogdate clock1 0.17003495510037214
D995_11_10 rep034 wlogdate clock2 0.18658691309839504
D995_11_10 rep034 wlogdate clock3 0.4118795259557308
D995_11_10 rep034 wlogdate clock4 0.5618242767061077
D995_11_10 rep035 wlogdate clock1 0.35537332738457605
D995_11_10 rep035 wlogdate clock2 0.2473363854134621
D995_11_10 rep035 wlogdate clock3 -0.15958734912117048
D995_11_10 rep035 wlogdate clock4 -0.0012311416078788868
D995_11_10 rep036 wlogdate clock1 0.8021852828448753
D995_11_10 rep036 wlogdate clock2 -3.4969805420064843
D995_11_10 rep036 wlogdate clock3 -1.4084106381406514
D995_11_10 rep036 wlogdate clock4 -0.11288821177882857
D995_11_10 rep037 wlogdate clock1 -0.8414376430731373
D995_11_10 rep037 wlogdate clock2 -0.10644324156327797
D995_11_10 rep037 wlogdate clock3 -0.4580160420712137
D995_11_10 rep037 wlogdate clock4 -0.5471005898323567
D995_11_10 rep038 wlogdate clock1 -0.9301513160032274
D995_11_10 rep038 wlogdate clock2 0.5037510611105929
D995_11_10 rep038 wlogdate clock3 -0.4323021814560375
D995_11_10 rep038 wlogdate clock4 0.6275340866387792
D995_11_10 rep039 wlogdate clock1 -0.6238342838061853
D995_11_10 rep039 wlogdate clock2 -0.22897197657608892
D995_11_10 rep039 wlogdate clock3 0.808652157562098
D995_11_10 rep039 wlogdate clock4 0.42219691930423225
D995_11_10 rep040 wlogdate clock1 0.23327118858405277
D995_11_10 rep040 wlogdate clock2 -0.9053745077613762
D995_11_10 rep040 wlogdate clock3 0.18622458667074338
D995_11_10 rep040 wlogdate clock4 0.5389299053459927
D995_11_10 rep041 wlogdate clock1 0.18901063578095717
D995_11_10 rep041 wlogdate clock2 0.1252414945543856
D995_11_10 rep041 wlogdate clock3 0.3720970666377763
D995_11_10 rep041 wlogdate clock4 0.004353089679459051
D995_11_10 rep042 wlogdate clock1 0.23951057337713064
D995_11_10 rep042 wlogdate clock2 0.7242899562784249
D995_11_10 rep042 wlogdate clock3 0.7348549034881149
D995_11_10 rep042 wlogdate clock4 -0.08382020751420705
D995_11_10 rep043 wlogdate clock1 -0.5105707665585771
D995_11_10 rep043 wlogdate clock2 -0.6282466542259432
D995_11_10 rep043 wlogdate clock3 -0.2631325174108414
D995_11_10 rep043 wlogdate clock4 0.12843938019193846
D995_11_10 rep044 wlogdate clock1 -1.3336841386043794
D995_11_10 rep044 wlogdate clock2 -0.32561843279362446
D995_11_10 rep044 wlogdate clock3 0.6924034470575428
D995_11_10 rep044 wlogdate clock4 -0.4903463954745396
D995_11_10 rep045 wlogdate clock1 0.7803602530685452
D995_11_10 rep045 wlogdate clock2 0.3564435292137267
D995_11_10 rep045 wlogdate clock3 -1.0834810613256645
D995_11_10 rep045 wlogdate clock4 0.4795059285436435
D995_11_10 rep046 wlogdate clock1 0.17417882984909946
D995_11_10 rep046 wlogdate clock2 0.7931670157322164
D995_11_10 rep046 wlogdate clock3 0.055907384933315915
D995_11_10 rep046 wlogdate clock4 -0.19244274493371377
D995_11_10 rep047 wlogdate clock1 -1.2545342469524903
D995_11_10 rep047 wlogdate clock2 0.6025195696733764
D995_11_10 rep047 wlogdate clock3 0.5683746610383555
D995_11_10 rep047 wlogdate clock4 0.866145899939321
D995_11_10 rep048 wlogdate clock1 0.17428985125015317
D995_11_10 rep048 wlogdate clock2 -0.11510009812381261
D995_11_10 rep048 wlogdate clock3 0.41882099676744566
D995_11_10 rep048 wlogdate clock4 -1.0597087017872546
D995_11_10 rep049 wlogdate clock1 0.3216104438516313
D995_11_10 rep049 wlogdate clock2 0.41588674463182196
D995_11_10 rep049 wlogdate clock3 -0.4464992274833626
D995_11_10 rep049 wlogdate clock4 0.43386810359795597
D995_11_10 rep050 wlogdate clock1 0.6476000986411968
D995_11_10 rep050 wlogdate clock2 0.023499731326379503
D995_11_10 rep050 wlogdate clock3 0.6917340149007694
D995_11_10 rep050 wlogdate clock4 0.049243181025254656
D995_11_10 rep051 wlogdate clock1 0.1976869730758969
D995_11_10 rep051 wlogdate clock2 0.14731547567834755
D995_11_10 rep051 wlogdate clock3 -2.199059466416806
D995_11_10 rep051 wlogdate clock4 -0.35854311772063613
D995_11_10 rep052 wlogdate clock1 0.3764754559245045
D995_11_10 rep052 wlogdate clock2 -0.14339183926220356
D995_11_10 rep052 wlogdate clock3 -0.8022626473251102
D995_11_10 rep052 wlogdate clock4 -2.0365915097228995
D995_11_10 rep053 wlogdate clock1 0.13403511602537638
D995_11_10 rep053 wlogdate clock2 0.13147594174591232
D995_11_10 rep053 wlogdate clock3 -0.7892260466778452
D995_11_10 rep053 wlogdate clock4 0.5720621529832508
D995_11_10 rep054 wlogdate clock1 0.5278608879688635
D995_11_10 rep054 wlogdate clock2 -0.08722453554579879
D995_11_10 rep054 wlogdate clock3 0.22772047364542755
D995_11_10 rep054 wlogdate clock4 -0.40539961371284455
D995_11_10 rep055 wlogdate clock1 -1.3041251307719501
D995_11_10 rep055 wlogdate clock2 0.9305642396101363
D995_11_10 rep055 wlogdate clock3 -0.5250713769926643
D995_11_10 rep055 wlogdate clock4 0.10922949835279594
D995_11_10 rep056 wlogdate clock1 1.0146758399369566
D995_11_10 rep056 wlogdate clock2 0.6815547724403503
D995_11_10 rep056 wlogdate clock3 -0.15402791581731667
D995_11_10 rep056 wlogdate clock4 0.34130865744927824
D995_11_10 rep057 wlogdate clock1 -0.3741800210649853
D995_11_10 rep057 wlogdate clock2 0.5736769029449544
D995_11_10 rep057 wlogdate clock3 -0.7794932640901339
D995_11_10 rep057 wlogdate clock4 0.26590078969934944
D995_11_10 rep058 wlogdate clock1 -0.12846363237337244
D995_11_10 rep058 wlogdate clock2 -0.022809540811299538
D995_11_10 rep058 wlogdate clock3 0.4715933773843602
D995_11_10 rep058 wlogdate clock4 -0.20654676839509797
D995_11_10 rep059 wlogdate clock1 0.20111113352647558
D995_11_10 rep059 wlogdate clock2 1.035355534382273
D995_11_10 rep059 wlogdate clock3 0.4229489595926804
D995_11_10 rep059 wlogdate clock4 0.3964096400297026
D995_11_10 rep060 wlogdate clock1 -1.2671365175403981
D995_11_10 rep060 wlogdate clock2 -0.6385925279490814
D995_11_10 rep060 wlogdate clock3 0.5752329114364594
D995_11_10 rep060 wlogdate clock4 0.06123167111321187
D995_11_10 rep061 wlogdate clock1 -0.008035270907599368
D995_11_10 rep061 wlogdate clock2 -0.6240079123966227
D995_11_10 rep061 wlogdate clock3 -0.3484298595397625
D995_11_10 rep061 wlogdate clock4 0.45886649619524283
D995_11_10 rep062 wlogdate clock1 0.10879605538460657
D995_11_10 rep062 wlogdate clock2 -0.563231684060566
D995_11_10 rep062 wlogdate clock3 -0.004076128993057537
D995_11_10 rep062 wlogdate clock4 0.17628803703594498
D995_11_10 rep063 wlogdate clock1 -1.0539358021162593
D995_11_10 rep063 wlogdate clock2 -0.8520820033992078
D995_11_10 rep063 wlogdate clock3 0.18753440181171976
D995_11_10 rep063 wlogdate clock4 0.052295567479741845
D995_11_10 rep064 wlogdate clock1 -2.425240867621344
D995_11_10 rep064 wlogdate clock2 -1.1396502766913195
D995_11_10 rep064 wlogdate clock3 -0.8773738064871983
D995_11_10 rep064 wlogdate clock4 -0.006020629024937926
D995_11_10 rep065 wlogdate clock1 0.3506949175768161
D995_11_10 rep065 wlogdate clock2 0.2707956532741145
D995_11_10 rep065 wlogdate clock3 0.6747411671362378
D995_11_10 rep065 wlogdate clock4 -0.14835506031218104
D995_11_10 rep066 wlogdate clock1 -0.18723838422149347
D995_11_10 rep066 wlogdate clock2 -1.448205263483065
D995_11_10 rep066 wlogdate clock3 -0.7445143431046444
D995_11_10 rep066 wlogdate clock4 -0.5196966337694665
D995_11_10 rep067 wlogdate clock1 0.14386026199667273
D995_11_10 rep067 wlogdate clock2 0.25948382679052107
D995_11_10 rep067 wlogdate clock3 0.6023956220450939
D995_11_10 rep067 wlogdate clock4 -0.5973218034459368
D995_11_10 rep068 wlogdate clock1 0.32997629782502447
D995_11_10 rep068 wlogdate clock2 0.7209558590780112
D995_11_10 rep068 wlogdate clock3 -0.5723436517926173
D995_11_10 rep068 wlogdate clock4 0.6043836275733729
D995_11_10 rep069 wlogdate clock1 0.4397805720891639
D995_11_10 rep069 wlogdate clock2 -0.42800687579075447
D995_11_10 rep069 wlogdate clock3 -0.09984570520751612
D995_11_10 rep069 wlogdate clock4 -0.46992212760562824
D995_11_10 rep070 wlogdate clock1 0.3905397732826891
D995_11_10 rep070 wlogdate clock2 0.37009177254671854
D995_11_10 rep070 wlogdate clock3 0.48504134898549883
D995_11_10 rep070 wlogdate clock4 -0.7552397854671785
D995_11_10 rep071 wlogdate clock1 0.29120123973284784
D995_11_10 rep071 wlogdate clock2 -0.7353485875751118
D995_11_10 rep071 wlogdate clock3 -0.0802693146056579
D995_11_10 rep071 wlogdate clock4 0.19943642640398584
D995_11_10 rep072 wlogdate clock1 -0.9638219007200748
D995_11_10 rep072 wlogdate clock2 -0.47066843668037706
D995_11_10 rep072 wlogdate clock3 0.9077738695169049
D995_11_10 rep072 wlogdate clock4 -0.08816629200178605
D995_11_10 rep073 wlogdate clock1 0.5994650442309026
D995_11_10 rep073 wlogdate clock2 0.6879558795649339
D995_11_10 rep073 wlogdate clock3 0.3125403803258098
D995_11_10 rep073 wlogdate clock4 0.1470464818593471
D995_11_10 rep074 wlogdate clock1 0.3645938235231899
D995_11_10 rep074 wlogdate clock2 0.6134426141418582
D995_11_10 rep074 wlogdate clock3 0.1383651623626821
D995_11_10 rep074 wlogdate clock4 0.05943251499182641
D995_11_10 rep075 wlogdate clock1 -2.4867356734233232
D995_11_10 rep075 wlogdate clock2 0.09901411837697702
D995_11_10 rep075 wlogdate clock3 0.4906163216310192
D995_11_10 rep075 wlogdate clock4 -0.17889408373048882
D995_11_10 rep076 wlogdate clock1 0.7659922677622153
D995_11_10 rep076 wlogdate clock2 0.43302671970222767
D995_11_10 rep076 wlogdate clock3 1.4332099427248233
D995_11_10 rep076 wlogdate clock4 0.24166223097430534
D995_11_10 rep077 wlogdate clock1 0.47664319906980135
D995_11_10 rep077 wlogdate clock2 0.1088190184506459
D995_11_10 rep077 wlogdate clock3 -0.2132822587435058
D995_11_10 rep077 wlogdate clock4 0.9896612557460731
D995_11_10 rep078 wlogdate clock1 0.33605704454028296
D995_11_10 rep078 wlogdate clock2 0.18875899468611368
D995_11_10 rep078 wlogdate clock3 -0.21706726260895326
D995_11_10 rep078 wlogdate clock4 -1.507530658179828
D995_11_10 rep079 wlogdate clock1 0.42306896650904924
D995_11_10 rep079 wlogdate clock2 -0.29484807154152554
D995_11_10 rep079 wlogdate clock3 0.5736904807359802
D995_11_10 rep079 wlogdate clock4 -0.15221845727257183
D995_11_10 rep080 wlogdate clock1 0.6544367606247843
D995_11_10 rep080 wlogdate clock2 -0.741706145948768
D995_11_10 rep080 wlogdate clock3 -0.6337990948205745
D995_11_10 rep080 wlogdate clock4 -2.0021002627028515
D995_11_10 rep081 wlogdate clock1 0.14186386490655423
D995_11_10 rep081 wlogdate clock2 -0.6992377493048382
D995_11_10 rep081 wlogdate clock3 0.03858658607172483
D995_11_10 rep081 wlogdate clock4 -0.066073165057282
D995_11_10 rep082 wlogdate clock1 -0.053876644070733004
D995_11_10 rep082 wlogdate clock2 -0.2118258229190444
D995_11_10 rep082 wlogdate clock3 -0.4933386955708934
D995_11_10 rep082 wlogdate clock4 0.22947820805359265
D995_11_10 rep083 wlogdate clock1 -0.07051439940898607
D995_11_10 rep083 wlogdate clock2 0.24081521833993721
D995_11_10 rep083 wlogdate clock3 -1.1416505521530271
D995_11_10 rep083 wlogdate clock4 0.9981074453261889
D995_11_10 rep084 wlogdate clock1 -0.013223997718603053
D995_11_10 rep084 wlogdate clock2 0.7205147967946428
D995_11_10 rep084 wlogdate clock3 1.067888164520765
D995_11_10 rep084 wlogdate clock4 -0.0926044405181885
D995_11_10 rep085 wlogdate clock1 0.6760016825473678
D995_11_10 rep085 wlogdate clock2 0.5753387385168864
D995_11_10 rep085 wlogdate clock3 -1.3152781555056736
D995_11_10 rep085 wlogdate clock4 -0.5222720264428066
D995_11_10 rep086 wlogdate clock1 -0.8428845893900725
D995_11_10 rep086 wlogdate clock2 0.4845042605632228
D995_11_10 rep086 wlogdate clock3 -0.7704431074645117
D995_11_10 rep086 wlogdate clock4 0.4861330994622587
D995_11_10 rep087 wlogdate clock1 -0.293725057763094
D995_11_10 rep087 wlogdate clock2 -0.40367998139093747
D995_11_10 rep087 wlogdate clock3 -0.8839438730946747
D995_11_10 rep087 wlogdate clock4 -0.2257470098935327
D995_11_10 rep088 wlogdate clock1 0.34293867136470496
D995_11_10 rep088 wlogdate clock2 -0.39879717083674343
D995_11_10 rep088 wlogdate clock3 0.962276035309462
D995_11_10 rep088 wlogdate clock4 0.34584901789473094
D995_11_10 rep089 wlogdate clock1 -0.11341073358426007
D995_11_10 rep089 wlogdate clock2 -0.5239832241241039
D995_11_10 rep089 wlogdate clock3 0.11241480438080947
D995_11_10 rep089 wlogdate clock4 -0.5113085317907906
D995_11_10 rep090 wlogdate clock1 -1.1866018405074077
D995_11_10 rep090 wlogdate clock2 -0.8654786120594251
D995_11_10 rep090 wlogdate clock3 0.16049646785471694
D995_11_10 rep090 wlogdate clock4 0.21127484222906245
D995_11_10 rep091 wlogdate clock1 -1.5635664769860296
D995_11_10 rep091 wlogdate clock2 0.23257967474823316
D995_11_10 rep091 wlogdate clock3 0.28848381788212407
D995_11_10 rep091 wlogdate clock4 -0.7911329101712838
D995_11_10 rep092 wlogdate clock1 0.492311129301682
D995_11_10 rep092 wlogdate clock2 0.1499432925391768
D995_11_10 rep092 wlogdate clock3 -3.1737777210661564
D995_11_10 rep092 wlogdate clock4 0.14569336292782925
D995_11_10 rep093 wlogdate clock1 0.15534871595727529
D995_11_10 rep093 wlogdate clock2 -0.5660701876918566
D995_11_10 rep093 wlogdate clock3 -0.6980106263692716
D995_11_10 rep093 wlogdate clock4 -0.11397542663333038
D995_11_10 rep094 wlogdate clock1 0.5781076047768142
D995_11_10 rep094 wlogdate clock2 0.28354151527721894
D995_11_10 rep094 wlogdate clock3 -0.008130081293404923
D995_11_10 rep094 wlogdate clock4 -0.877362806583977
D995_11_10 rep095 wlogdate clock1 -1.502048201939877
D995_11_10 rep095 wlogdate clock2 0.4034923037399545
D995_11_10 rep095 wlogdate clock3 0.5021708185298168
D995_11_10 rep095 wlogdate clock4 -0.28346024456544505
D995_11_10 rep096 wlogdate clock1 -0.23227050970149332
D995_11_10 rep096 wlogdate clock2 0.6355295958189371
D995_11_10 rep096 wlogdate clock3 -0.0012452271909637602
D995_11_10 rep096 wlogdate clock4 -0.5218045260637711
D995_11_10 rep097 wlogdate clock1 0.40615375396229364
D995_11_10 rep097 wlogdate clock2 -0.2492227488716939
D995_11_10 rep097 wlogdate clock3 -0.18582951932724967
D995_11_10 rep097 wlogdate clock4 0.22738796154273055
D995_11_10 rep098 wlogdate clock1 -0.9277918576454591
D995_11_10 rep098 wlogdate clock2 1.2899361311308881
D995_11_10 rep098 wlogdate clock3 -1.7004241400039064
D995_11_10 rep098 wlogdate clock4 0.12128699056072251
D995_11_10 rep099 wlogdate clock1 -1.0216154993395568
D995_11_10 rep099 wlogdate clock2 0.832947388792762
D995_11_10 rep099 wlogdate clock3 0.31582764497438637
D995_11_10 rep099 wlogdate clock4 -0.793379000246366
D995_11_10 rep100 wlogdate clock1 -1.0790458215514693
D995_11_10 rep100 wlogdate clock2 -0.015486805910237123
D995_11_10 rep100 wlogdate clock3 -0.03663738343431322
D995_11_10 rep100 wlogdate clock4 -0.33227867476909423
D995_3_25 rep001 wlogdate clock1 -1.4516581712707852
D995_3_25 rep001 wlogdate clock2 1.865583297304383
D995_3_25 rep001 wlogdate clock3 3.093651685468491
D995_3_25 rep001 wlogdate clock4 0.7401951510811948
D995_3_25 rep002 wlogdate clock1 -1.282942861588432
D995_3_25 rep002 wlogdate clock2 -1.5668681874271115
D995_3_25 rep002 wlogdate clock3 1.416358434093504
D995_3_25 rep002 wlogdate clock4 0.7520929221151463
D995_3_25 rep003 wlogdate clock1 -1.1261340226547614
D995_3_25 rep003 wlogdate clock2 4.320978513222405
D995_3_25 rep003 wlogdate clock3 2.844864754189376
D995_3_25 rep003 wlogdate clock4 0.30697669940214733
D995_3_25 rep004 wlogdate clock1 -0.023532564848220416
D995_3_25 rep004 wlogdate clock2 5.183321431596081
D995_3_25 rep004 wlogdate clock3 0.3847624310000586
D995_3_25 rep004 wlogdate clock4 1.7002593706873854
D995_3_25 rep005 wlogdate clock1 -4.743788750690637
D995_3_25 rep005 wlogdate clock2 -2.861353569831473
D995_3_25 rep005 wlogdate clock3 -0.42905114012059586
D995_3_25 rep005 wlogdate clock4 0.3477289357188591
D995_3_25 rep006 wlogdate clock1 1.415729156554855
D995_3_25 rep006 wlogdate clock2 -3.798254393041163
D995_3_25 rep006 wlogdate clock3 -2.972063326510396
D995_3_25 rep006 wlogdate clock4 -1.4054558434722244
D995_3_25 rep007 wlogdate clock1 -4.096735459485684
D995_3_25 rep007 wlogdate clock2 -5.725645153937442
D995_3_25 rep007 wlogdate clock3 0.3728275529195755
D995_3_25 rep007 wlogdate clock4 -0.4464620226215472
D995_3_25 rep008 wlogdate clock1 0.6599470377103014
D995_3_25 rep008 wlogdate clock2 -2.755037151564892
D995_3_25 rep008 wlogdate clock3 1.180678798268767
D995_3_25 rep008 wlogdate clock4 2.496010353866401
D995_3_25 rep009 wlogdate clock1 0.40822995289083086
D995_3_25 rep009 wlogdate clock2 -2.3616278016229986
D995_3_25 rep009 wlogdate clock3 -1.951025999253872
D995_3_25 rep009 wlogdate clock4 -4.3289618679079735
D995_3_25 rep010 wlogdate clock1 1.9292924506506246
D995_3_25 rep010 wlogdate clock2 1.3548124625128537
D995_3_25 rep010 wlogdate clock3 -4.824179990868904
D995_3_25 rep010 wlogdate clock4 -9.748458170935262
D995_3_25 rep011 wlogdate clock1 -0.7933875490303043
D995_3_25 rep011 wlogdate clock2 -4.776329616389268
D995_3_25 rep011 wlogdate clock3 -1.3090764961964576
D995_3_25 rep011 wlogdate clock4 2.8355435987425173
D995_3_25 rep012 wlogdate clock1 -6.04255037836
D995_3_25 rep012 wlogdate clock2 -5.918136794750964
D995_3_25 rep012 wlogdate clock3 3.632218086910391
D995_3_25 rep012 wlogdate clock4 0.6088975857186458
D995_3_25 rep013 wlogdate clock1 1.1122708430981767
D995_3_25 rep013 wlogdate clock2 1.1000480917266418
D995_3_25 rep013 wlogdate clock3 -0.8299510571160899
D995_3_25 rep013 wlogdate clock4 -2.1074056851882745
D995_3_25 rep014 wlogdate clock1 -1.2693478485385914
D995_3_25 rep014 wlogdate clock2 5.072870351971486
D995_3_25 rep014 wlogdate clock3 -1.3624907216969306
D995_3_25 rep014 wlogdate clock4 -5.870070031244253
D995_3_25 rep015 wlogdate clock1 -17.438518192852992
D995_3_25 rep015 wlogdate clock2 0.5756194711571079
D995_3_25 rep015 wlogdate clock3 -3.6009139875715963
D995_3_25 rep015 wlogdate clock4 -3.9278025723375007
D995_3_25 rep016 wlogdate clock1 1.2792372460338595
D995_3_25 rep016 wlogdate clock2 3.116092135147222
D995_3_25 rep016 wlogdate clock3 1.3174412827633586
D995_3_25 rep016 wlogdate clock4 -5.880224973621786
D995_3_25 rep017 wlogdate clock1 0.6645751510426114
D995_3_25 rep017 wlogdate clock2 3.106285979355993
D995_3_25 rep017 wlogdate clock3 2.299870964682175
D995_3_25 rep017 wlogdate clock4 3.0965242977940433
D995_3_25 rep018 wlogdate clock1 -4.077596407055059
D995_3_25 rep018 wlogdate clock2 -3.2837535750310645
D995_3_25 rep018 wlogdate clock3 2.169143585731627
D995_3_25 rep018 wlogdate clock4 -0.8145002538380108
D995_3_25 rep019 wlogdate clock1 -3.530088195016759
D995_3_25 rep019 wlogdate clock2 -0.07896026022855712
D995_3_25 rep019 wlogdate clock3 -7.568430255293306
D995_3_25 rep019 wlogdate clock4 -6.7347111339147725
D995_3_25 rep020 wlogdate clock1 2.2622222743673417
D995_3_25 rep020 wlogdate clock2 -7.246049824296529
D995_3_25 rep020 wlogdate clock3 2.61615939599245
D995_3_25 rep020 wlogdate clock4 -1.1143316614315584
D995_3_25 rep021 wlogdate clock1 0.5567173336161142
D995_3_25 rep021 wlogdate clock2 0.8657211482232787
D995_3_25 rep021 wlogdate clock3 -6.836226453989362
D995_3_25 rep021 wlogdate clock4 -4.7499677940105105
D995_3_25 rep022 wlogdate clock1 1.457643641654446
D995_3_25 rep022 wlogdate clock2 0.6891806097780595
D995_3_25 rep022 wlogdate clock3 -4.184664740623425
D995_3_25 rep022 wlogdate clock4 -1.072511030355761
D995_3_25 rep023 wlogdate clock1 -3.9262113892138224
D995_3_25 rep023 wlogdate clock2 -4.524245359864675
D995_3_25 rep023 wlogdate clock3 -1.4447639837278685
D995_3_25 rep023 wlogdate clock4 -2.141583180964494
D995_3_25 rep024 wlogdate clock1 -1.9789560726226458
D995_3_25 rep024 wlogdate clock2 -6.290952192155793
D995_3_25 rep024 wlogdate clock3 -2.1834414704797256
D995_3_25 rep024 wlogdate clock4 0.4103567861104954
D995_3_25 rep025 wlogdate clock1 0.61833959006501
D995_3_25 rep025 wlogdate clock2 -4.68670795108459
D995_3_25 rep025 wlogdate clock3 -2.5523091659379555
D995_3_25 rep025 wlogdate clock4 2.134296795824942
D995_3_25 rep026 wlogdate clock1 1.5983518778134682
D995_3_25 rep026 wlogdate clock2 -11.484928702172574
D995_3_25 rep026 wlogdate clock3 -0.0873386758881694
D995_3_25 rep026 wlogdate clock4 1.5216253197610325
D995_3_25 rep027 wlogdate clock1 -1.5684857947772648
D995_3_25 rep027 wlogdate clock2 1.4949567489800037
