treeModel clockModel method rep error
D750_11_10 clock1 wLogDate rep043 1.0428813907159085
D750_11_10 clock1 MD-Cat rep043 0.9965084570353332
D750_11_10 clock2 wLogDate rep043 1.4369531035202634
D750_11_10 clock2 MD-Cat rep043 1.7000881641330436
D750_11_10 clock3 wLogDate rep043 0.728005929033814
D750_11_10 clock3 MD-Cat rep043 0.8585766433819084
D750_11_10 clock4 wLogDate rep043 0.435901022528637
D750_11_10 clock4 MD-Cat rep043 0.5653776678497789
D750_11_10 clock1 wLogDate rep044 1.0254310581031254
D750_11_10 clock1 MD-Cat rep044 1.0445032285707516
D750_11_10 clock2 wLogDate rep044 1.734011317301294
D750_11_10 clock2 MD-Cat rep044 1.4080634175965774
D750_11_10 clock3 wLogDate rep044 0.6750523791977349
D750_11_10 clock3 MD-Cat rep044 0.689863635876088
D750_11_10 clock4 wLogDate rep044 0.49870521408298296
D750_11_10 clock4 MD-Cat rep044 0.6200791777942124
D750_11_10 clock1 wLogDate rep045 1.1117099982417726
D750_11_10 clock1 MD-Cat rep045 1.2296037216980331
D750_11_10 clock2 wLogDate rep045 1.3512066707038088
D750_11_10 clock2 MD-Cat rep045 1.384594045212575
D750_11_10 clock3 wLogDate rep045 0.7090115921681958
D750_11_10 clock3 MD-Cat rep045 0.867304842018431
D750_11_10 clock4 wLogDate rep045 0.4895087419822389
D750_11_10 clock4 MD-Cat rep045 0.6374615791932046
D750_11_10 clock1 wLogDate rep046 0.7561758886992804
D750_11_10 clock1 MD-Cat rep046 0.8982682507730742
D750_11_10 clock2 wLogDate rep046 1.325595073213489
D750_11_10 clock2 MD-Cat rep046 1.4309340463142581
D750_11_10 clock3 wLogDate rep046 0.6669465397895813
D750_11_10 clock3 MD-Cat rep046 0.8363830198632612
D750_11_10 clock4 wLogDate rep046 0.49096495785803784
D750_11_10 clock4 MD-Cat rep046 0.6005819933860083
D750_11_10 clock1 wLogDate rep047 1.0799712162055963
D750_11_10 clock1 MD-Cat rep047 0.7912831671879911
D750_11_10 clock2 wLogDate rep047 1.523813485205369
D750_11_10 clock2 MD-Cat rep047 1.095893325079611
D750_11_10 clock3 wLogDate rep047 0.8461359101012208
D750_11_10 clock3 MD-Cat rep047 0.8971556151317854
D750_11_10 clock4 wLogDate rep047 0.6396300714278644
D750_11_10 clock4 MD-Cat rep047 0.5510399758352065
D750_11_10 clock1 wLogDate rep048 0.794155786591257
D750_11_10 clock1 MD-Cat rep048 0.9894482870545565
D750_11_10 clock2 wLogDate rep048 1.3742519888710707
D750_11_10 clock2 MD-Cat rep048 1.373921081359172
D750_11_10 clock3 wLogDate rep048 0.7939362902766647
D750_11_10 clock3 MD-Cat rep048 0.9542498621634539
D750_11_10 clock4 wLogDate rep048 0.4647148800838023
D750_11_10 clock4 MD-Cat rep048 0.564128012329347
D750_11_10 clock1 wLogDate rep049 0.9985171229862158
D750_11_10 clock1 MD-Cat rep049 0.9297648526518224
D750_11_10 clock2 wLogDate rep049 1.4845592571698496
D750_11_10 clock2 MD-Cat rep049 1.5075614273934697
D750_11_10 clock3 wLogDate rep049 0.7612387229101061
D750_11_10 clock3 MD-Cat rep049 0.7938548491329398
D750_11_10 clock4 wLogDate rep049 0.5087206603815062
D750_11_10 clock4 MD-Cat rep049 0.7049841380878156
D750_11_10 clock1 wLogDate rep050 1.0931434069426538
D750_11_10 clock1 MD-Cat rep050 0.8828613032550026
D750_11_10 clock2 wLogDate rep050 1.4532796906562961
D750_11_10 clock2 MD-Cat rep050 1.395397317679337
D750_11_10 clock3 wLogDate rep050 0.9892237994077421
D750_11_10 clock3 MD-Cat rep050 0.7568124916686529
D750_11_10 clock4 wLogDate rep050 0.587064389538039
D750_11_10 clock4 MD-Cat rep050 0.7085871259032792
D750_11_10 clock1 wLogDate rep051 1.4789026563487597
D750_11_10 clock1 MD-Cat rep051 1.0463624267697798
D750_11_10 clock2 wLogDate rep051 1.1837173452458782
D750_11_10 clock2 MD-Cat rep051 1.3647756618100217
D750_11_10 clock3 wLogDate rep051 1.0001357258463002
D750_11_10 clock3 MD-Cat rep051 0.8566339838948025
D750_11_10 clock4 wLogDate rep051 0.4771229631116859
D750_11_10 clock4 MD-Cat rep051 0.5313614396509296
D750_11_10 clock1 wLogDate rep052 0.7791008431592724
D750_11_10 clock1 MD-Cat rep052 0.9648450794621694
D750_11_10 clock2 wLogDate rep052 1.204318627565256
D750_11_10 clock2 MD-Cat rep052 1.3689842180734684
D750_11_10 clock3 wLogDate rep052 0.674900132555626
D750_11_10 clock3 MD-Cat rep052 0.7610083660197535
D750_11_10 clock4 wLogDate rep052 0.48464280139198934
D750_11_10 clock4 MD-Cat rep052 0.5538366024812688
D750_11_10 clock1 wLogDate rep053 0.9021328827664604
D750_11_10 clock1 MD-Cat rep053 0.9713523357672718
D750_11_10 clock2 wLogDate rep053 1.4399307671915325
D750_11_10 clock2 MD-Cat rep053 1.260813039917844
D750_11_10 clock3 wLogDate rep053 1.1166224239801685
D750_11_10 clock3 MD-Cat rep053 0.8464794575854776
D750_11_10 clock4 wLogDate rep053 0.5066269626498157
D750_11_10 clock4 MD-Cat rep053 0.6791112028720443
D750_11_10 clock1 wLogDate rep054 1.0082840174672403
D750_11_10 clock1 MD-Cat rep054 1.206062345666526
D750_11_10 clock2 wLogDate rep054 1.3899962093613685
D750_11_10 clock2 MD-Cat rep054 1.3844215724175277
D750_11_10 clock3 wLogDate rep054 0.6690210848725963
D750_11_10 clock3 MD-Cat rep054 0.6827225563370213
D750_11_10 clock4 wLogDate rep054 0.4901813190219124
D750_11_10 clock4 MD-Cat rep054 0.5444581920753446
D750_11_10 clock1 wLogDate rep055 0.8702465358405214
D750_11_10 clock1 MD-Cat rep055 1.1206076311381064
D750_11_10 clock2 wLogDate rep055 1.5046554375648244
D750_11_10 clock2 MD-Cat rep055 1.5940510906563115
D750_11_10 clock3 wLogDate rep055 0.769952132323697
D750_11_10 clock3 MD-Cat rep055 0.8153467840621532
D750_11_10 clock4 wLogDate rep055 0.46972728223967186
D750_11_10 clock4 MD-Cat rep055 0.564564458720966
D750_11_10 clock1 wLogDate rep056 0.8016605330952814
D750_11_10 clock1 MD-Cat rep056 0.8493176602726822
D750_11_10 clock2 wLogDate rep056 1.3834827046605689
D750_11_10 clock2 MD-Cat rep056 1.1437467190577126
D750_11_10 clock3 wLogDate rep056 0.7073421475493517
D750_11_10 clock3 MD-Cat rep056 0.835415492695453
D750_11_10 clock4 wLogDate rep056 0.47950440747516704
D750_11_10 clock4 MD-Cat rep056 0.5578226562686791
D750_11_10 clock1 wLogDate rep057 0.9479138083860368
D750_11_10 clock1 MD-Cat rep057 0.9022048592344853
D750_11_10 clock2 wLogDate rep057 1.3784758773718868
D750_11_10 clock2 MD-Cat rep057 1.3368301422961986
D750_11_10 clock3 wLogDate rep057 0.9248122282481289
D750_11_10 clock3 MD-Cat rep057 0.9248777273542327
D750_11_10 clock4 wLogDate rep057 0.5092899425211608
D750_11_10 clock4 MD-Cat rep057 0.665147626949417
D750_11_10 clock1 wLogDate rep058 0.8221257136969446
D750_11_10 clock1 MD-Cat rep058 0.981548427426867
D750_11_10 clock2 wLogDate rep058 1.2922565011408402
D750_11_10 clock2 MD-Cat rep058 1.3997815344066227
D750_11_10 clock3 wLogDate rep058 0.8271918729947159
D750_11_10 clock3 MD-Cat rep058 1.0145081875770523
D750_11_10 clock4 wLogDate rep058 0.45505549526073347
D750_11_10 clock4 MD-Cat rep058 0.5554776977756775
D750_11_10 clock1 wLogDate rep059 0.7091342570226082
D750_11_10 clock1 MD-Cat rep059 0.8572813230228409
D750_11_10 clock2 wLogDate rep059 1.4470880600641258
D750_11_10 clock2 MD-Cat rep059 1.4968468919515248
D750_11_10 clock3 wLogDate rep059 1.0047520161055692
D750_11_10 clock3 MD-Cat rep059 0.98958386435903
D750_11_10 clock4 wLogDate rep059 0.4460231423358424
D750_11_10 clock4 MD-Cat rep059 0.5986362695424257
D750_11_10 clock1 wLogDate rep060 0.8402271294514286
D750_11_10 clock1 MD-Cat rep060 1.021358757634687
D750_11_10 clock2 wLogDate rep060 1.0639292326686804
D750_11_10 clock2 MD-Cat rep060 1.2477410992040832
D750_11_10 clock3 wLogDate rep060 0.7338326733591412
D750_11_10 clock3 MD-Cat rep060 0.8416927413065924
D750_11_10 clock4 wLogDate rep060 0.4727054762776868
D750_11_10 clock4 MD-Cat rep060 0.5747846672329702
D750_11_10 clock1 wLogDate rep061 0.7298548586951393
D750_11_10 clock1 MD-Cat rep061 0.8607372497314985
D750_11_10 clock2 wLogDate rep061 1.2355594770169418
D750_11_10 clock2 MD-Cat rep061 1.5023349323367807
D750_11_10 clock3 wLogDate rep061 0.6971085082235274
D750_11_10 clock3 MD-Cat rep061 0.8015986807268404
D750_11_10 clock4 wLogDate rep061 0.4885631282032162
D750_11_10 clock4 MD-Cat rep061 0.5682303565299089
D750_11_10 clock1 wLogDate rep062 1.0883994106538457
D750_11_10 clock1 MD-Cat rep062 0.8022546201440639
D750_11_10 clock2 wLogDate rep062 1.2118405936188548
D750_11_10 clock2 MD-Cat rep062 1.279565316727683
D750_11_10 clock3 wLogDate rep062 0.9759558387629989
D750_11_10 clock3 MD-Cat rep062 0.9150968271339833
D750_11_10 clock4 wLogDate rep062 0.4631981078406878
D750_11_10 clock4 MD-Cat rep062 0.5637690170800189
D750_11_10 clock1 wLogDate rep063 1.1453499434905168
D750_11_10 clock1 MD-Cat rep063 0.8930117710257032
D750_11_10 clock2 wLogDate rep063 1.456783426093915
D750_11_10 clock2 MD-Cat rep063 1.147564333701488
D750_11_10 clock3 wLogDate rep063 0.7108593531574225
D750_11_10 clock3 MD-Cat rep063 0.8168952671391287
D750_11_10 clock4 wLogDate rep063 0.536325206364496
D750_11_10 clock4 MD-Cat rep063 0.6283781263386891
D750_11_10 clock1 wLogDate rep064 0.8092112067725961
D750_11_10 clock1 MD-Cat rep064 1.0391228829910981
D750_11_10 clock2 wLogDate rep064 1.5465928265860036
D750_11_10 clock2 MD-Cat rep064 1.3558298188136195
D750_11_10 clock3 wLogDate rep064 1.2778358909743395
D750_11_10 clock3 MD-Cat rep064 0.8231347346484099
D750_11_10 clock4 wLogDate rep064 0.7415460599654384
D750_11_10 clock4 MD-Cat rep064 0.6123801026081788
D750_11_10 clock1 wLogDate rep065 0.9977394667164887
D750_11_10 clock1 MD-Cat rep065 0.839571088718102
D750_11_10 clock2 wLogDate rep065 1.548259452930383
D750_11_10 clock2 MD-Cat rep065 1.4264752622630719
D750_11_10 clock3 wLogDate rep065 0.7070718058112617
D750_11_10 clock3 MD-Cat rep065 0.8820262071444873
D750_11_10 clock4 wLogDate rep065 0.48183757885294526
D750_11_10 clock4 MD-Cat rep065 0.5802908765485387
D750_11_10 clock1 wLogDate rep066 0.7669787833279503
D750_11_10 clock1 MD-Cat rep066 0.8444337316838197
D750_11_10 clock2 wLogDate rep066 1.7374302853769632
D750_11_10 clock2 MD-Cat rep066 1.3860527216715868
D750_11_10 clock3 wLogDate rep066 0.8117707706353874
D750_11_10 clock3 MD-Cat rep066 0.777686079378611
D750_11_10 clock4 wLogDate rep066 0.5291955802174042
D750_11_10 clock4 MD-Cat rep066 0.6210210861512225
D750_11_10 clock1 wLogDate rep067 0.9609556575341736
D750_11_10 clock1 MD-Cat rep067 0.8149911338027257
D750_11_10 clock2 wLogDate rep067 1.6692931783627685
D750_11_10 clock2 MD-Cat rep067 1.397466828277737
D750_11_10 clock3 wLogDate rep067 0.6732826587583512
D750_11_10 clock3 MD-Cat rep067 0.8467228617328034
D750_11_10 clock4 wLogDate rep067 0.8613419228537442
D750_11_10 clock4 MD-Cat rep067 0.5468123413561855
D750_11_10 clock1 wLogDate rep068 0.6914220235643356
D750_11_10 clock1 MD-Cat rep068 0.8445911367403592
D750_11_10 clock2 wLogDate rep068 1.604897291039058
D750_11_10 clock2 MD-Cat rep068 1.3949952756006812
D750_11_10 clock3 wLogDate rep068 0.6758561287371192
D750_11_10 clock3 MD-Cat rep068 0.7929034480081305
D750_11_10 clock4 wLogDate rep068 0.4762140701360279
D750_11_10 clock4 MD-Cat rep068 0.6357008456019583
D750_11_10 clock1 wLogDate rep069 0.8379567460243548
D750_11_10 clock1 MD-Cat rep069 1.0548032973082448
D750_11_10 clock2 wLogDate rep069 1.4439657836357906
D750_11_10 clock2 MD-Cat rep069 1.5278789501882435
D750_11_10 clock3 wLogDate rep069 0.989969866121286
D750_11_10 clock3 MD-Cat rep069 0.9060390908025033
D750_11_10 clock4 wLogDate rep069 0.4941817497378864
D750_11_10 clock4 MD-Cat rep069 0.6053734158867292
D750_11_10 clock1 wLogDate rep070 0.8736183082527358
D750_11_10 clock1 MD-Cat rep070 0.8006943051107701
D750_11_10 clock2 wLogDate rep070 1.5685081810654289
D750_11_10 clock2 MD-Cat rep070 1.4643983252562625
D750_11_10 clock3 wLogDate rep070 0.6820852474259306
D750_11_10 clock3 MD-Cat rep070 0.847275413005086
D750_11_10 clock4 wLogDate rep070 0.4569701076808611
D750_11_10 clock4 MD-Cat rep070 0.6237242092053301
D750_11_10 clock1 wLogDate rep071 0.9015715839653253
D750_11_10 clock1 MD-Cat rep071 0.9774156329158966
D750_11_10 clock2 wLogDate rep071 1.4339612472687713
D750_11_10 clock2 MD-Cat rep071 1.4705130639710762
D750_11_10 clock3 wLogDate rep071 0.748462013021109
D750_11_10 clock3 MD-Cat rep071 0.7735500478259241
D750_11_10 clock4 wLogDate rep071 0.7202528755628299
D750_11_10 clock4 MD-Cat rep071 0.5812936666293405
D750_11_10 clock1 wLogDate rep072 0.7616898508297504
D750_11_10 clock1 MD-Cat rep072 1.0616253006646492
D750_11_10 clock2 wLogDate rep072 1.174866466784317
D750_11_10 clock2 MD-Cat rep072 1.2226981085693172
D750_11_10 clock3 wLogDate rep072 0.8692780007218665
D750_11_10 clock3 MD-Cat rep072 0.8108686225697561
D750_11_10 clock4 wLogDate rep072 0.6246064605170688
D750_11_10 clock4 MD-Cat rep072 0.5368885992723883
D750_11_10 clock1 wLogDate rep073 1.1434252246241794
D750_11_10 clock1 MD-Cat rep073 0.9665545916897764
D750_11_10 clock2 wLogDate rep073 1.472178457484901
D750_11_10 clock2 MD-Cat rep073 1.4218012874965416
D750_11_10 clock3 wLogDate rep073 0.6862126284124817
D750_11_10 clock3 MD-Cat rep073 1.0022035257266257
D750_11_10 clock4 wLogDate rep073 0.49492798149437417
D750_11_10 clock4 MD-Cat rep073 0.540641767291004
D750_11_10 clock1 wLogDate rep074 0.9534858220314094
D750_11_10 clock1 MD-Cat rep074 1.1835919580308434
D750_11_10 clock2 wLogDate rep074 1.5634186960346934
D750_11_10 clock2 MD-Cat rep074 1.3620775974361103
D750_11_10 clock3 wLogDate rep074 0.7588909510060731
D750_11_10 clock3 MD-Cat rep074 0.908492065405055
D750_11_10 clock4 wLogDate rep074 0.4839782511661367
D750_11_10 clock4 MD-Cat rep074 0.5933954789398462
D750_11_10 clock1 wLogDate rep075 0.8803043261098945
D750_11_10 clock1 MD-Cat rep075 0.9391382806911562
D750_11_10 clock2 wLogDate rep075 1.5325947342352502
D750_11_10 clock2 MD-Cat rep075 1.2738318740434789
D750_11_10 clock3 wLogDate rep075 0.9646556565625708
D750_11_10 clock3 MD-Cat rep075 0.8907496683733492
D750_11_10 clock4 wLogDate rep075 0.549380941530065
D750_11_10 clock4 MD-Cat rep075 0.5961240779103519
D750_11_10 clock1 wLogDate rep076 1.010551438827616
D750_11_10 clock1 MD-Cat rep076 0.9481461756133169
D750_11_10 clock2 wLogDate rep076 1.571459168601789
D750_11_10 clock2 MD-Cat rep076 1.1609821011038204
D750_11_10 clock3 wLogDate rep076 0.7782818388357672
D750_11_10 clock3 MD-Cat rep076 1.0187714727466446
D750_11_10 clock4 wLogDate rep076 0.6380555622201024
D750_11_10 clock4 MD-Cat rep076 0.5976566276629679
D750_11_10 clock1 wLogDate rep077 0.6386169898418214
D750_11_10 clock1 MD-Cat rep077 0.8245227054503348
D750_11_10 clock2 wLogDate rep077 1.4736565938927684
D750_11_10 clock2 MD-Cat rep077 1.5632821830229298
D750_11_10 clock3 wLogDate rep077 0.7398882396136957
D750_11_10 clock3 MD-Cat rep077 0.8218084610417078
D750_11_10 clock4 wLogDate rep077 0.451223796885276
D750_11_10 clock4 MD-Cat rep077 0.5069285085000634
D750_11_10 clock1 wLogDate rep078 0.7807037586855621
D750_11_10 clock1 MD-Cat rep078 0.8820282807986127
D750_11_10 clock2 wLogDate rep078 1.7152846993524304
D750_11_10 clock2 MD-Cat rep078 1.4503925865059362
D750_11_10 clock3 wLogDate rep078 0.7689216245851438
D750_11_10 clock3 MD-Cat rep078 1.0205168618233253
D750_11_10 clock4 wLogDate rep078 0.4582922829699879
D750_11_10 clock4 MD-Cat rep078 0.5822605219020461
D750_11_10 clock1 wLogDate rep079 0.919288271835971
D750_11_10 clock1 MD-Cat rep079 0.8877185368126077
D750_11_10 clock2 wLogDate rep079 1.36942538011373
D750_11_10 clock2 MD-Cat rep079 1.5488504133118473
D750_11_10 clock3 wLogDate rep079 1.086724294492242
D750_11_10 clock3 MD-Cat rep079 0.8279172717912504
D750_11_10 clock4 wLogDate rep079 0.4876116067938606
D750_11_10 clock4 MD-Cat rep079 0.6169958265640011
D750_11_10 clock1 wLogDate rep080 0.8730521315799202
D750_11_10 clock1 MD-Cat rep080 0.9229867577988076
D750_11_10 clock2 wLogDate rep080 1.448138201776306
D750_11_10 clock2 MD-Cat rep080 1.356544127975124
D750_11_10 clock3 wLogDate rep080 0.7028809973146751
D750_11_10 clock3 MD-Cat rep080 0.8466987863690427
D750_11_10 clock4 wLogDate rep080 0.4655534620504686
D750_11_10 clock4 MD-Cat rep080 0.5714452786266934
D750_11_10 clock1 wLogDate rep081 1.0167893827316705
D750_11_10 clock1 MD-Cat rep081 0.9668390990318682
D750_11_10 clock2 wLogDate rep081 1.7290855597074763
D750_11_10 clock2 MD-Cat rep081 1.3825373360874507
D750_11_10 clock3 wLogDate rep081 0.8328109327910442
D750_11_10 clock3 MD-Cat rep081 0.9303224816949655
D750_11_10 clock4 wLogDate rep081 0.4922450056652207
D750_11_10 clock4 MD-Cat rep081 0.5880904481976971
D750_11_10 clock1 wLogDate rep082 1.3177123311240495
D750_11_10 clock1 MD-Cat rep082 0.9298364861821938
D750_11_10 clock2 wLogDate rep082 1.6957402254867933
D750_11_10 clock2 MD-Cat rep082 1.2781164824155526
D750_11_10 clock3 wLogDate rep082 0.8329759786192608
D750_11_10 clock3 MD-Cat rep082 0.9651932571446993
D750_11_10 clock4 wLogDate rep082 0.7379376359545745
D750_11_10 clock4 MD-Cat rep082 0.6112064291262927
D750_11_10 clock1 wLogDate rep083 1.1159918728343519
D750_11_10 clock1 MD-Cat rep083 0.9620537439159595
D750_11_10 clock2 wLogDate rep083 1.966115566451441
D750_11_10 clock2 MD-Cat rep083 1.4031096923712547
D750_11_10 clock3 wLogDate rep083 0.9254123822253968
D750_11_10 clock3 MD-Cat rep083 0.8251720435077781
D750_11_10 clock4 wLogDate rep083 0.6189876834735817
D750_11_10 clock4 MD-Cat rep083 0.6357998174532835
D750_11_10 clock1 wLogDate rep084 0.9689053083111048
D750_11_10 clock1 MD-Cat rep084 0.927257079914887
D750_11_10 clock2 wLogDate rep084 1.788876914295277
D750_11_10 clock2 MD-Cat rep084 1.3918224733661835
D750_11_10 clock3 wLogDate rep084 0.7048084267657378
D750_11_10 clock3 MD-Cat rep084 0.8819569628429109
D750_11_10 clock4 wLogDate rep084 0.4930893351702062
D750_11_10 clock4 MD-Cat rep084 0.6059669678262235
D750_11_10 clock1 wLogDate rep085 0.8836649429133347
D750_11_10 clock1 MD-Cat rep085 0.8697088694154664
D750_11_10 clock2 wLogDate rep085 1.7293561303971126
D750_11_10 clock2 MD-Cat rep085 1.5667651309424468
D750_11_10 clock3 wLogDate rep085 0.6696547573954382
D750_11_10 clock3 MD-Cat rep085 0.7642164311844368
D750_11_10 clock4 wLogDate rep085 0.5261322978494825
D750_11_10 clock4 MD-Cat rep085 0.6487496988399779
D750_11_10 clock1 wLogDate rep086 0.8333108380510234
D750_11_10 clock1 MD-Cat rep086 0.9974632025115641
D750_11_10 clock2 wLogDate rep086 1.5773079326444708
D750_11_10 clock2 MD-Cat rep086 1.2205346369973156
D750_11_10 clock3 wLogDate rep086 0.9382139156011905
D750_11_10 clock3 MD-Cat rep086 0.869969041310121
D750_11_10 clock4 wLogDate rep086 0.4653186178241517
D750_11_10 clock4 MD-Cat rep086 0.5762176010990656
D750_11_10 clock1 wLogDate rep087 1.100445040934648
D750_11_10 clock1 MD-Cat rep087 0.909392595738887
D750_11_10 clock2 wLogDate rep087 1.8029770076951384
D750_11_10 clock2 MD-Cat rep087 1.3224718366536274
D750_11_10 clock3 wLogDate rep087 1.1490855017652943
D750_11_10 clock3 MD-Cat rep087 0.8926142502359776
D750_11_10 clock4 wLogDate rep087 0.4920794224431489
D750_11_10 clock4 MD-Cat rep087 0.5995757602415054
D750_11_10 clock1 wLogDate rep088 1.3187781126748312
D750_11_10 clock1 MD-Cat rep088 0.9278575663299192
D750_11_10 clock2 wLogDate rep088 1.5083568402982828
D750_11_10 clock2 MD-Cat rep088 1.4299611527259164
D750_11_10 clock3 wLogDate rep088 0.9988160877621197
D750_11_10 clock3 MD-Cat rep088 0.937740691534429
D750_11_10 clock4 wLogDate rep088 0.5331080558022862
D750_11_10 clock4 MD-Cat rep088 0.558934303770236
D750_11_10 clock1 wLogDate rep089 1.4001353106195757
D750_11_10 clock1 MD-Cat rep089 0.7913243599135888
D750_11_10 clock2 wLogDate rep089 1.2518382131338945
D750_11_10 clock2 MD-Cat rep089 1.3764694383667444
D750_11_10 clock3 wLogDate rep089 0.8065511633115583
D750_11_10 clock3 MD-Cat rep089 0.9303283308844552
D750_11_10 clock4 wLogDate rep089 0.4962527964496961
D750_11_10 clock4 MD-Cat rep089 0.6143731756559235
D750_11_10 clock1 wLogDate rep090 0.9434804494914212
D750_11_10 clock1 MD-Cat rep090 0.9206173403198411
D750_11_10 clock2 wLogDate rep090 1.761853003853612
D750_11_10 clock2 MD-Cat rep090 1.2548933887969975
D750_11_10 clock3 wLogDate rep090 0.742617427830931
D750_11_10 clock3 MD-Cat rep090 0.8748438968985561
D750_11_10 clock4 wLogDate rep090 0.7228425980319927
D750_11_10 clock4 MD-Cat rep090 0.620525092335549
D750_11_10 clock1 wLogDate rep091 0.7197639551300208
D750_11_10 clock1 MD-Cat rep091 0.8550685384079
D750_11_10 clock2 wLogDate rep091 1.6542450714469608
D750_11_10 clock2 MD-Cat rep091 1.354413411160963
D750_11_10 clock3 wLogDate rep091 1.0714485169243555
D750_11_10 clock3 MD-Cat rep091 0.9097610762119697
D750_11_10 clock4 wLogDate rep091 0.6834554627353473
D750_11_10 clock4 MD-Cat rep091 0.6958085899245942
D750_11_10 clock1 wLogDate rep092 0.789482881239422
D750_11_10 clock1 MD-Cat rep092 0.9238644365732358
D750_11_10 clock2 wLogDate rep092 1.8342036742380297
D750_11_10 clock2 MD-Cat rep092 1.606854567813255
D750_11_10 clock3 wLogDate rep092 0.7239565079997438
D750_11_10 clock3 MD-Cat rep092 0.8975400761467375
D750_11_10 clock4 wLogDate rep092 0.47977528294427607
D750_11_10 clock4 MD-Cat rep092 0.611949278279881
D750_11_10 clock1 wLogDate rep093 1.0467529513591463
D750_11_10 clock1 MD-Cat rep093 0.902531242925643
D750_11_10 clock2 wLogDate rep093 1.9248795555787328
D750_11_10 clock2 MD-Cat rep093 1.3141209753838397
D750_11_10 clock3 wLogDate rep093 0.7105642009173497
D750_11_10 clock3 MD-Cat rep093 0.903352735794049
D750_11_10 clock4 wLogDate rep093 0.6219742587578947
D750_11_10 clock4 MD-Cat rep093 0.5874619528069001
D750_11_10 clock1 wLogDate rep094 0.8809121212942037
D750_11_10 clock1 MD-Cat rep094 0.8285861145358574
D750_11_10 clock2 wLogDate rep094 1.9054191816945527
D750_11_10 clock2 MD-Cat rep094 1.5477793679832836
D750_11_10 clock3 wLogDate rep094 0.6879486759590989
D750_11_10 clock3 MD-Cat rep094 0.8248031599822342
D750_11_10 clock4 wLogDate rep094 0.4460572932835594
D750_11_10 clock4 MD-Cat rep094 0.563185049751173
D750_11_10 clock1 wLogDate rep095 1.4472178718221913
D750_11_10 clock1 MD-Cat rep095 1.0537911692242534
D750_11_10 clock2 wLogDate rep095 1.7706532269501398
D750_11_10 clock2 MD-Cat rep095 1.4594258262134219
D750_11_10 clock3 wLogDate rep095 1.1631551244123601
D750_11_10 clock3 MD-Cat rep095 0.9986550587691003
D750_11_10 clock4 wLogDate rep095 0.7061653858505786
D750_11_10 clock4 MD-Cat rep095 0.6307329523923192
D750_11_10 clock1 wLogDate rep096 1.5052991049319873
D750_11_10 clock1 MD-Cat rep096 0.9606412567891393
D750_11_10 clock2 wLogDate rep096 1.461852155489215
D750_11_10 clock2 MD-Cat rep096 1.2282059598494024
D750_11_10 clock3 wLogDate rep096 0.7399100447807092
D750_11_10 clock3 MD-Cat rep096 0.9402252615777779
D750_11_10 clock4 wLogDate rep096 0.47135259409086655
D750_11_10 clock4 MD-Cat rep096 0.613433631971005
D750_11_10 clock1 wLogDate rep097 0.9242173715711821
D750_11_10 clock1 MD-Cat rep097 0.9628957220642402
D750_11_10 clock2 wLogDate rep097 1.570062101589595
D750_11_10 clock2 MD-Cat rep097 1.1064903137031346
D750_11_10 clock3 wLogDate rep097 0.6979612870311653
D750_11_10 clock3 MD-Cat rep097 0.8619925151288331
D750_11_10 clock4 wLogDate rep097 0.468678280916984
D750_11_10 clock4 MD-Cat rep097 0.6140008908084343
D750_11_10 clock1 wLogDate rep098 1.110721781958106
D750_11_10 clock1 MD-Cat rep098 0.9719616551473244
D750_11_10 clock2 wLogDate rep098 1.3584117248225334
D750_11_10 clock2 MD-Cat rep098 1.1978484991538827
D750_11_10 clock3 wLogDate rep098 0.9897645840870969
D750_11_10 clock3 MD-Cat rep098 0.8068996452924813
D750_11_10 clock4 wLogDate rep098 0.5173151727472322
D750_11_10 clock4 MD-Cat rep098 0.6119794895022428
D750_11_10 clock1 wLogDate rep099 0.7665253348672426
D750_11_10 clock1 MD-Cat rep099 0.991997002328132
D750_11_10 clock2 wLogDate rep099 1.4840133058921063
D750_11_10 clock2 MD-Cat rep099 1.253057339768132
D750_11_10 clock3 wLogDate rep099 1.4406056433144494
D750_11_10 clock3 MD-Cat rep099 0.8750215351142832
D750_11_10 clock4 wLogDate rep099 0.47650811401193605
D750_11_10 clock4 MD-Cat rep099 0.5867166052080056
D750_11_10 clock1 wLogDate rep100 0.7679906376112957
D750_11_10 clock1 MD-Cat rep100 1.005746777154752
D750_11_10 clock2 wLogDate rep100 1.7613675536783582
D750_11_10 clock2 MD-Cat rep100 1.304579147264205
D750_11_10 clock3 wLogDate rep100 1.0476467414351942
D750_11_10 clock3 MD-Cat rep100 0.8837000358136676
D750_11_10 clock4 wLogDate rep100 0.7346963238804695
D750_11_10 clock4 MD-Cat rep100 0.5706022800399279
D750_3_25 clock1 wLogDate rep001 0.7034505183789769
D750_3_25 clock1 MD-Cat rep001 0.9359681321080641
D750_3_25 clock2 wLogDate rep001 1.832667083548502
D750_3_25 clock2 MD-Cat rep001 1.286909480614635
D750_3_25 clock3 wLogDate rep001 1.1897191016353121
D750_3_25 clock3 MD-Cat rep001 1.063669385658296
D750_3_25 clock4 wLogDate rep001 0.5738435066645581
D750_3_25 clock4 MD-Cat rep001 0.6732936371126438
D750_3_25 clock1 wLogDate rep002 0.8003740676527844
D750_3_25 clock1 MD-Cat rep002 0.7873449625118917
D750_3_25 clock2 wLogDate rep002 1.1816768174807322
D750_3_25 clock2 MD-Cat rep002 1.513937582393007
