treeModel clockModel method rep error
D995_3_25 exp MD-Cat rep013 1.457110040559584
D995_3_25 unif wLogDate rep014 0.8762490818454587
D995_3_25 unif MD-Cat rep014 0.8883150378504635
D995_3_25 lognorm wLogDate rep014 0.3824377260065824
D995_3_25 lognorm MD-Cat rep014 0.4138910487540943
D995_3_25 gamma wLogDate rep014 0.40720791599476774
D995_3_25 gamma MD-Cat rep014 0.4025984126993969
D995_3_25 exp wLogDate rep014 1.6193912811958677
D995_3_25 exp MD-Cat rep014 1.8665325010550355
D995_3_25 unif wLogDate rep015 0.7829649604329586
D995_3_25 unif MD-Cat rep015 1.1154286826047792
D995_3_25 lognorm wLogDate rep015 0.3853024599590171
D995_3_25 lognorm MD-Cat rep015 0.4438326431672126
D995_3_25 gamma wLogDate rep015 0.3592174135547855
D995_3_25 gamma MD-Cat rep015 0.37545913247662277
D995_3_25 exp wLogDate rep015 1.9981921260901403
D995_3_25 exp MD-Cat rep015 1.554979931564644
D995_3_25 unif wLogDate rep016 0.9201935744948964
D995_3_25 unif MD-Cat rep016 1.0915121138127188
D995_3_25 lognorm wLogDate rep016 0.7252118523125599
D995_3_25 lognorm MD-Cat rep016 0.469137416930124
D995_3_25 gamma wLogDate rep016 0.4393214562823319
D995_3_25 gamma MD-Cat rep016 0.5699425320489095
D995_3_25 exp wLogDate rep016 1.880332014013508
D995_3_25 exp MD-Cat rep016 1.5783951491134338
D995_3_25 unif wLogDate rep017 0.8071144036111181
D995_3_25 unif MD-Cat rep017 1.082278257472338
D995_3_25 lognorm wLogDate rep017 0.30965916695526957
D995_3_25 lognorm MD-Cat rep017 0.38377008068934315
D995_3_25 gamma wLogDate rep017 0.768318761525002
D995_3_25 gamma MD-Cat rep017 0.4710654464451981
D995_3_25 exp wLogDate rep017 1.6086208155880644
D995_3_25 exp MD-Cat rep017 1.32368867388823
D995_3_25 unif wLogDate rep018 1.1470747699806192
D995_3_25 unif MD-Cat rep018 1.0558038931596885
D995_3_25 lognorm wLogDate rep018 0.35063583295126155
D995_3_25 lognorm MD-Cat rep018 0.3462082045188027
D995_3_25 gamma wLogDate rep018 0.39857217839537123
D995_3_25 gamma MD-Cat rep018 0.5579043817457715
D995_3_25 exp wLogDate rep018 1.8430246753557085
D995_3_25 exp MD-Cat rep018 1.7884637763154698
D995_3_25 unif wLogDate rep019 0.6475769468487088
D995_3_25 unif MD-Cat rep019 0.9107682922877874
D995_3_25 lognorm wLogDate rep019 0.36498464384784807
D995_3_25 lognorm MD-Cat rep019 0.41374835815740096
D995_3_25 gamma wLogDate rep019 0.41899058777239956
D995_3_25 gamma MD-Cat rep019 0.5241985681129884
D995_3_25 exp wLogDate rep019 1.298574873569924
D995_3_25 exp MD-Cat rep019 1.564503935516044
D995_3_25 unif wLogDate rep020 0.9690985245379924
D995_3_25 unif MD-Cat rep020 0.9010098428378407
D995_3_25 lognorm wLogDate rep020 0.32708051575679653
D995_3_25 lognorm MD-Cat rep020 0.3683371394841544
D995_3_25 gamma wLogDate rep020 0.4151350725304635
D995_3_25 gamma MD-Cat rep020 0.4901237752719573
D995_3_25 exp wLogDate rep020 1.7590779335235212
D995_3_25 exp MD-Cat rep020 1.6657615315023946
D995_3_25 unif wLogDate rep021 1.1078319766380285
D995_3_25 unif MD-Cat rep021 1.041982018925588
D995_3_25 lognorm wLogDate rep021 0.3985174261887561
D995_3_25 lognorm MD-Cat rep021 0.42230696635081066
D995_3_25 gamma wLogDate rep021 0.35408925350804116
D995_3_25 gamma MD-Cat rep021 0.41666924071677414
D995_3_25 exp wLogDate rep021 1.6443720205904446
D995_3_25 exp MD-Cat rep021 1.3856790521914684
D995_3_25 unif wLogDate rep022 1.3623752980931614
D995_3_25 unif MD-Cat rep022 1.5999376778430132
D995_3_25 lognorm wLogDate rep022 0.34619762301767526
D995_3_25 lognorm MD-Cat rep022 0.37323590094735204
D995_3_25 gamma wLogDate rep022 0.7600471717776065
D995_3_25 gamma MD-Cat rep022 0.42312589485286595
D995_3_25 exp wLogDate rep022 1.6833427769893636
D995_3_25 exp MD-Cat rep022 1.6731522029291561
D995_3_25 unif wLogDate rep023 1.0804587081155517
D995_3_25 unif MD-Cat rep023 0.8837447484285041
D995_3_25 lognorm wLogDate rep023 0.6140398954526343
D995_3_25 lognorm MD-Cat rep023 0.5115452942462487
D995_3_25 gamma wLogDate rep023 0.4485910065606882
D995_3_25 gamma MD-Cat rep023 0.4755875234568236
D995_3_25 exp wLogDate rep023 1.8702935995175154
D995_3_25 exp MD-Cat rep023 1.7579651075286022
D995_3_25 unif wLogDate rep024 0.9632725793234284
D995_3_25 unif MD-Cat rep024 0.8763237290024042
D995_3_25 lognorm wLogDate rep024 0.3767604217105878
D995_3_25 lognorm MD-Cat rep024 0.46512011287391264
D995_3_25 gamma wLogDate rep024 0.3920818739463773
D995_3_25 gamma MD-Cat rep024 0.5159044928866334
D995_3_25 exp wLogDate rep024 1.9034349083538353
D995_3_25 exp MD-Cat rep024 1.1147102582028139
D995_3_25 unif wLogDate rep025 1.0952213978345178
D995_3_25 unif MD-Cat rep025 1.3303629902125187
D995_3_25 lognorm wLogDate rep025 0.3417600223781169
D995_3_25 lognorm MD-Cat rep025 0.4084606022611198
D995_3_25 gamma wLogDate rep025 0.3847635530343262
D995_3_25 gamma MD-Cat rep025 0.48157205044137
D995_3_25 exp wLogDate rep025 1.5177353063637862
D995_3_25 exp MD-Cat rep025 1.3064427714992546
D995_3_25 unif wLogDate rep026 1.315148944085135
D995_3_25 unif MD-Cat rep026 1.4471344963693225
D995_3_25 lognorm wLogDate rep026 0.31392418391452304
D995_3_25 lognorm MD-Cat rep026 0.465398859085656
D995_3_25 gamma wLogDate rep026 0.40508769256899607
D995_3_25 gamma MD-Cat rep026 0.4869028536626128
D995_3_25 exp wLogDate rep026 1.4332961967610587
D995_3_25 exp MD-Cat rep026 1.5968958495589554
D995_3_25 unif wLogDate rep027 1.057350866061906
D995_3_25 unif MD-Cat rep027 0.9437657044459533
D995_3_25 lognorm wLogDate rep027 0.3431788295368636
D995_3_25 lognorm MD-Cat rep027 0.44590516589399426
D995_3_25 gamma wLogDate rep027 0.7709017003822515
D995_3_25 gamma MD-Cat rep027 0.5280421070515011
D995_3_25 exp wLogDate rep027 1.7197678381325474
D995_3_25 exp MD-Cat rep027 1.667944992796959
D995_3_25 unif wLogDate rep028 1.4062815279326382
D995_3_25 unif MD-Cat rep028 1.1043345863603915
D995_3_25 lognorm wLogDate rep028 0.3555686969419341
D995_3_25 lognorm MD-Cat rep028 0.4224712861238723
D995_3_25 gamma wLogDate rep028 0.335939267094484
D995_3_25 gamma MD-Cat rep028 0.40821627856881215
D995_3_25 exp wLogDate rep028 1.7110046850895653
D995_3_25 exp MD-Cat rep028 1.6972253060234466
D995_3_25 unif wLogDate rep029 0.9068863720456402
D995_3_25 unif MD-Cat rep029 1.1922844635465843
D995_3_25 lognorm wLogDate rep029 0.6085353972349704
D995_3_25 lognorm MD-Cat rep029 0.369647619223684
D995_3_25 gamma wLogDate rep029 0.29866019052827897
D995_3_25 gamma MD-Cat rep029 0.42988973597742136
D995_3_25 exp wLogDate rep029 1.205031481800812
D995_3_25 exp MD-Cat rep029 1.1792160398648464
D995_3_25 unif wLogDate rep030 1.5987970853728035
D995_3_25 unif MD-Cat rep030 0.9930882690816814
D995_3_25 lognorm wLogDate rep030 0.6387344684636184
D995_3_25 lognorm MD-Cat rep030 0.4654833295481948
D995_3_25 gamma wLogDate rep030 0.6083312716136662
D995_3_25 gamma MD-Cat rep030 0.4357455884250846
D995_3_25 exp wLogDate rep030 1.6036558661329836
D995_3_25 exp MD-Cat rep030 1.351701041603698
D995_3_25 unif wLogDate rep031 0.720911357295253
D995_3_25 unif MD-Cat rep031 1.0453537845069192
D995_3_25 lognorm wLogDate rep031 0.7330263444425431
D995_3_25 lognorm MD-Cat rep031 0.3930665143000384
D995_3_25 gamma wLogDate rep031 0.3619299763711145
D995_3_25 gamma MD-Cat rep031 0.4844103249322758
D995_3_25 exp wLogDate rep031 1.6280262606163156
D995_3_25 exp MD-Cat rep031 1.1242374889580344
D995_3_25 unif wLogDate rep032 1.2029652781261424
D995_3_25 unif MD-Cat rep032 1.222665532436198
D995_3_25 lognorm wLogDate rep032 0.31367816134593024
D995_3_25 lognorm MD-Cat rep032 0.3319745849045544
D995_3_25 gamma wLogDate rep032 0.4080476520665682
D995_3_25 gamma MD-Cat rep032 0.4819159345303999
D995_3_25 exp wLogDate rep032 1.5827781590495422
D995_3_25 exp MD-Cat rep032 1.7355590746317044
D995_3_25 unif wLogDate rep033 1.3542387358530108
D995_3_25 unif MD-Cat rep033 0.9552034646170997
D995_3_25 lognorm wLogDate rep033 0.3118167635421748
D995_3_25 lognorm MD-Cat rep033 0.3615813172267251
D995_3_25 gamma wLogDate rep033 0.36338329187775714
D995_3_25 gamma MD-Cat rep033 0.4724872477873121
D995_3_25 exp wLogDate rep033 1.5677914900377832
D995_3_25 exp MD-Cat rep033 1.6120806778624728
D995_3_25 unif wLogDate rep034 1.235010053181333
D995_3_25 unif MD-Cat rep034 1.4293398643498176
D995_3_25 lognorm wLogDate rep034 0.3747012401614499
D995_3_25 lognorm MD-Cat rep034 0.3577633618288311
D995_3_25 gamma wLogDate rep034 0.3805593537754528
D995_3_25 gamma MD-Cat rep034 0.46999042058363505
D995_3_25 exp wLogDate rep034 1.5949255742574522
D995_3_25 exp MD-Cat rep034 1.1191856180759434
D995_3_25 unif wLogDate rep035 1.2083425550921616
D995_3_25 unif MD-Cat rep035 1.2496687827784363
D995_3_25 lognorm wLogDate rep035 0.7508259410620979
D995_3_25 lognorm MD-Cat rep035 0.3815498573055025
D995_3_25 gamma wLogDate rep035 0.383724875708646
D995_3_25 gamma MD-Cat rep035 0.41490591266829935
D995_3_25 exp wLogDate rep035 1.6494008418045332
D995_3_25 exp MD-Cat rep035 1.9281782442380915
D995_3_25 unif wLogDate rep036 1.2774001915655226
D995_3_25 unif MD-Cat rep036 1.1344766257352252
D995_3_25 lognorm wLogDate rep036 0.3718530464834094
D995_3_25 lognorm MD-Cat rep036 0.38669580868570563
D995_3_25 gamma wLogDate rep036 1.0804617431026649
D995_3_25 gamma MD-Cat rep036 0.4965126106892382
D995_3_25 exp wLogDate rep036 1.874151939439903
D995_3_25 exp MD-Cat rep036 1.8404450803563221
D995_3_25 unif wLogDate rep037 1.0957665348825705
D995_3_25 unif MD-Cat rep037 0.9940834815117123
D995_3_25 lognorm wLogDate rep037 0.4161152909646917
D995_3_25 lognorm MD-Cat rep037 0.5341779549399432
D995_3_25 gamma wLogDate rep037 0.41852109697340284
D995_3_25 gamma MD-Cat rep037 0.5185358832806983
D995_3_25 exp wLogDate rep037 1.207655027805044
D995_3_25 exp MD-Cat rep037 1.3713560023222973
D995_3_25 unif wLogDate rep038 1.3249795604655266
D995_3_25 unif MD-Cat rep038 1.429172470098164
D995_3_25 lognorm wLogDate rep038 0.34406581510794215
D995_3_25 lognorm MD-Cat rep038 0.4301220886812801
D995_3_25 gamma wLogDate rep038 0.3797307994188419
D995_3_25 gamma MD-Cat rep038 0.464524674301398
D995_3_25 exp wLogDate rep038 1.218709204697509
D995_3_25 exp MD-Cat rep038 1.0878509367083415
D995_3_25 unif wLogDate rep039 0.8299734375058383
D995_3_25 unif MD-Cat rep039 1.0559141755515085
D995_3_25 lognorm wLogDate rep039 0.3053922788258674
D995_3_25 lognorm MD-Cat rep039 0.34862708120432784
D995_3_25 gamma wLogDate rep039 0.4325591624684703
D995_3_25 gamma MD-Cat rep039 0.5420096149151087
D995_3_25 exp wLogDate rep039 1.4968165308836556
D995_3_25 exp MD-Cat rep039 1.1298692225862237
D995_3_25 unif wLogDate rep040 1.573049659484234
D995_3_25 unif MD-Cat rep040 1.5259427457501782
D995_3_25 lognorm wLogDate rep040 0.33577966594077097
D995_3_25 lognorm MD-Cat rep040 0.42088671222277263
D995_3_25 gamma wLogDate rep040 0.377476228171912
D995_3_25 gamma MD-Cat rep040 0.46057228950275053
D995_3_25 exp wLogDate rep040 0.964547598998239
D995_3_25 exp MD-Cat rep040 1.2381216158602721
D995_3_25 unif wLogDate rep041 0.8449334807569276
D995_3_25 unif MD-Cat rep041 0.7944399557367892
D995_3_25 lognorm wLogDate rep041 0.36456710406141507
D995_3_25 lognorm MD-Cat rep041 0.45729816901806336
D995_3_25 gamma wLogDate rep041 0.44989628720957536
D995_3_25 gamma MD-Cat rep041 0.500787781341597
D995_3_25 exp wLogDate rep041 1.9878607557299501
D995_3_25 exp MD-Cat rep041 1.3539855249345834
D995_3_25 unif wLogDate rep042 0.6006238568024982
D995_3_25 unif MD-Cat rep042 0.7069362668005987
D995_3_25 lognorm wLogDate rep042 0.35331889118484183
D995_3_25 lognorm MD-Cat rep042 0.40260081207345894
D995_3_25 gamma wLogDate rep042 0.34446240952265605
D995_3_25 gamma MD-Cat rep042 0.3909423724044589
D995_3_25 exp wLogDate rep042 1.6760738841469633
D995_3_25 exp MD-Cat rep042 1.3793689619857838
D995_3_25 unif wLogDate rep043 0.9536064170489513
D995_3_25 unif MD-Cat rep043 0.8828593924348438
D995_3_25 lognorm wLogDate rep043 0.39567610573836837
D995_3_25 lognorm MD-Cat rep043 0.4934586702838441
D995_3_25 gamma wLogDate rep043 0.38558199478654975
D995_3_25 gamma MD-Cat rep043 0.4704713971786194
D995_3_25 exp wLogDate rep043 1.7526475394899257
D995_3_25 exp MD-Cat rep043 1.3987627782642977
D995_3_25 unif wLogDate rep044 1.0705249835054291
D995_3_25 unif MD-Cat rep044 1.0700318554121508
D995_3_25 lognorm wLogDate rep044 0.33964303595621353
D995_3_25 lognorm MD-Cat rep044 0.310700122634771
D995_3_25 gamma wLogDate rep044 0.3951163926020496
D995_3_25 gamma MD-Cat rep044 0.4417112647355856
D995_3_25 exp wLogDate rep044 1.5220713357585525
D995_3_25 exp MD-Cat rep044 1.5290812758592198
D995_3_25 unif wLogDate rep045 1.1267930986915313
D995_3_25 unif MD-Cat rep045 1.1056698851891167
D995_3_25 lognorm wLogDate rep045 0.32189628003469684
D995_3_25 lognorm MD-Cat rep045 0.3298131336360806
D995_3_25 gamma wLogDate rep045 0.35137359833215753
D995_3_25 gamma MD-Cat rep045 0.430249832966026
D995_3_25 exp wLogDate rep045 1.372021299329909
D995_3_25 exp MD-Cat rep045 1.375612416177484
D995_3_25 unif wLogDate rep046 1.0925288534193258
D995_3_25 unif MD-Cat rep046 1.032235773437571
D995_3_25 lognorm wLogDate rep046 0.3395884756812206
D995_3_25 lognorm MD-Cat rep046 0.47682252005702835
D995_3_25 gamma wLogDate rep046 0.3685346730800921
D995_3_25 gamma MD-Cat rep046 0.45339378277265135
D995_3_25 exp wLogDate rep046 1.7514866533381395
D995_3_25 exp MD-Cat rep046 1.5120018647862592
D995_3_25 unif wLogDate rep047 1.1228622286599999
D995_3_25 unif MD-Cat rep047 1.0431033656592332
D995_3_25 lognorm wLogDate rep047 0.34970909544559453
D995_3_25 lognorm MD-Cat rep047 0.36283791290545647
D995_3_25 gamma wLogDate rep047 0.36619419927685865
D995_3_25 gamma MD-Cat rep047 0.38433705284906505
D995_3_25 exp wLogDate rep047 1.2691498085799513
D995_3_25 exp MD-Cat rep047 1.0722569144296825
D995_3_25 unif wLogDate rep048 1.7936914744719799
D995_3_25 unif MD-Cat rep048 1.1968107038162017
D995_3_25 lognorm wLogDate rep048 0.2975097229322065
D995_3_25 lognorm MD-Cat rep048 0.4133552330208346
D995_3_25 gamma wLogDate rep048 0.34812348087642964
D995_3_25 gamma MD-Cat rep048 0.4534338263070313
D995_3_25 exp wLogDate rep048 1.5698632260168055
D995_3_25 exp MD-Cat rep048 1.2193388759155
D995_3_25 unif wLogDate rep049 0.873932529413366
D995_3_25 unif MD-Cat rep049 1.1107416513622335
D995_3_25 lognorm wLogDate rep049 0.3455514003079181
D995_3_25 lognorm MD-Cat rep049 0.3856344488001388
D995_3_25 gamma wLogDate rep049 0.42556828885194925
D995_3_25 gamma MD-Cat rep049 0.590157624306764
D995_3_25 exp wLogDate rep049 1.7393948005577065
D995_3_25 exp MD-Cat rep049 1.5864065608739684
D995_3_25 unif wLogDate rep050 1.3497855704976351
D995_3_25 unif MD-Cat rep050 1.193867617756073
D995_3_25 lognorm wLogDate rep050 0.3556327160391762
D995_3_25 lognorm MD-Cat rep050 0.37429841189056623
D995_3_25 gamma wLogDate rep050 0.33172550801228984
D995_3_25 gamma MD-Cat rep050 0.3773674615318382
D995_3_25 exp wLogDate rep050 1.1805155530335956
D995_3_25 exp MD-Cat rep050 1.6050613114350616
D995_3_25 unif wLogDate rep051 1.1108619667975081
D995_3_25 unif MD-Cat rep051 1.1698614250219683
D995_3_25 lognorm wLogDate rep051 0.4182010531791977
D995_3_25 lognorm MD-Cat rep051 0.39944945791914477
D995_3_25 gamma wLogDate rep051 0.39075509244011153
D995_3_25 gamma MD-Cat rep051 0.42480413097843667
D995_3_25 exp wLogDate rep051 1.4944769185852111
D995_3_25 exp MD-Cat rep051 1.8194084742030956
D995_3_25 unif wLogDate rep052 1.22077990045912
D995_3_25 unif MD-Cat rep052 1.0700328005340158
D995_3_25 lognorm wLogDate rep052 0.6797895119460691
D995_3_25 lognorm MD-Cat rep052 0.4391032595894961
D995_3_25 gamma wLogDate rep052 0.5715293660383991
D995_3_25 gamma MD-Cat rep052 0.3479009609038398
D995_3_25 exp wLogDate rep052 1.3780978528336674
D995_3_25 exp MD-Cat rep052 1.152052572043592
D995_3_25 unif wLogDate rep053 0.704797460118176
D995_3_25 unif MD-Cat rep053 0.9427597111977721
D995_3_25 lognorm wLogDate rep053 0.3937885056807386
D995_3_25 lognorm MD-Cat rep053 0.4755074286082949
D995_3_25 gamma wLogDate rep053 0.389051418134238
D995_3_25 gamma MD-Cat rep053 0.476500785069798
D995_3_25 exp wLogDate rep053 1.0644683412335423
D995_3_25 exp MD-Cat rep053 1.1903103367914216
D995_3_25 unif wLogDate rep054 0.9467392258316809
D995_3_25 unif MD-Cat rep054 1.296403278768867
D995_3_25 lognorm wLogDate rep054 0.34300832476946863
D995_3_25 lognorm MD-Cat rep054 0.4111031337678474
D995_3_25 gamma wLogDate rep054 0.3466044579997303
D995_3_25 gamma MD-Cat rep054 0.4567054264542074
D995_3_25 exp wLogDate rep054 1.3550670203926665
D995_3_25 exp MD-Cat rep054 1.2520949580655065
D995_3_25 unif wLogDate rep055 1.4696440298889615
D995_3_25 unif MD-Cat rep055 1.0866799771839608
D995_3_25 lognorm wLogDate rep055 0.6624615759387873
D995_3_25 lognorm MD-Cat rep055 0.4103061508686156
D995_3_25 gamma wLogDate rep055 0.9931623490759272
D995_3_25 gamma MD-Cat rep055 0.575688476461718
D995_3_25 exp wLogDate rep055 1.5603907948922249
D995_3_25 exp MD-Cat rep055 1.3777473291461495
D995_3_25 unif wLogDate rep056 1.2346298940035036
D995_3_25 unif MD-Cat rep056 1.2385422069626781
D995_3_25 lognorm wLogDate rep056 0.3823192676984093
D995_3_25 lognorm MD-Cat rep056 0.46059818945614805
D995_3_25 gamma wLogDate rep056 0.430360892708547
D995_3_25 gamma MD-Cat rep056 0.49183359010347716
D995_3_25 exp wLogDate rep056 1.3428943170610235
D995_3_25 exp MD-Cat rep056 1.0713150564333154
D995_3_25 unif wLogDate rep057 1.0972603656407738
D995_3_25 unif MD-Cat rep057 0.9378632161026633
D995_3_25 lognorm wLogDate rep057 0.6124750721363291
D995_3_25 lognorm MD-Cat rep057 0.48550141808393515
D995_3_25 gamma wLogDate rep057 0.33802803283779953
D995_3_25 gamma MD-Cat rep057 0.5017521403775204
D995_3_25 exp wLogDate rep057 1.6962393160962128
D995_3_25 exp MD-Cat rep057 1.3936371487127033
D995_3_25 unif wLogDate rep058 1.5049978593534523
D995_3_25 unif MD-Cat rep058 1.0860926958760233
D995_3_25 lognorm wLogDate rep058 0.338973863767975
D995_3_25 lognorm MD-Cat rep058 0.3661481482212249
D995_3_25 gamma wLogDate rep058 0.37037909303439726
D995_3_25 gamma MD-Cat rep058 0.42374431573280097
D995_3_25 exp wLogDate rep058 1.8310907392880884
D995_3_25 exp MD-Cat rep058 1.353456227066937
D995_3_25 unif wLogDate rep059 0.9808089515527929
D995_3_25 unif MD-Cat rep059 1.1593883203552937
D995_3_25 lognorm wLogDate rep059 0.36249404452146095
D995_3_25 lognorm MD-Cat rep059 0.4435448735096746
D995_3_25 gamma wLogDate rep059 0.3417088497154221
D995_3_25 gamma MD-Cat rep059 0.37267780484375196
D995_3_25 exp wLogDate rep059 1.662324069251893
D995_3_25 exp MD-Cat rep059 1.5339147150407784
D995_3_25 unif wLogDate rep060 0.7799258717577432
D995_3_25 unif MD-Cat rep060 1.064028630995421
D995_3_25 lognorm wLogDate rep060 0.35483248848663995
D995_3_25 lognorm MD-Cat rep060 0.41443217235583624
D995_3_25 gamma wLogDate rep060 0.6539011653131426
D995_3_25 gamma MD-Cat rep060 0.42567617455920903
D995_3_25 exp wLogDate rep060 1.44002051340219
D995_3_25 exp MD-Cat rep060 1.7362924760034029
D995_3_25 unif wLogDate rep061 0.7364858597239188
D995_3_25 unif MD-Cat rep061 0.8211564109098657
D995_3_25 lognorm wLogDate rep061 0.3734561644617243
D995_3_25 lognorm MD-Cat rep061 0.3837916142586834
D995_3_25 gamma wLogDate rep061 0.36465563356608893
D995_3_25 gamma MD-Cat rep061 0.4012513811713731
D995_3_25 exp wLogDate rep061 1.549334706355239
D995_3_25 exp MD-Cat rep061 1.0646564167679127
D995_3_25 unif wLogDate rep062 1.2398029994885178
D995_3_25 unif MD-Cat rep062 0.8323962823313013
D995_3_25 lognorm wLogDate rep062 0.5561881547216064
D995_3_25 lognorm MD-Cat rep062 0.36206882385735956
D995_3_25 gamma wLogDate rep062 0.40857247912539046
D995_3_25 gamma MD-Cat rep062 0.49498796014171376
D995_3_25 exp wLogDate rep062 1.280439425958943
D995_3_25 exp MD-Cat rep062 1.2619649592181104
D995_3_25 unif wLogDate rep063 1.352197434695475
D995_3_25 unif MD-Cat rep063 1.1871514908776162
D995_3_25 lognorm wLogDate rep063 0.3288643597484401
D995_3_25 lognorm MD-Cat rep063 0.40160845225557046
D995_3_25 gamma wLogDate rep063 0.39897235877697107
D995_3_25 gamma MD-Cat rep063 0.4692917714729635
D995_3_25 exp wLogDate rep063 1.5301664453943098
D995_3_25 exp MD-Cat rep063 1.6916885945528568
D995_3_25 unif wLogDate rep064 1.3005283717998533
D995_3_25 unif MD-Cat rep064 1.128149242287003
D995_3_25 lognorm wLogDate rep064 0.43223686749772616
D995_3_25 lognorm MD-Cat rep064 0.5437608405385153
D995_3_25 gamma wLogDate rep064 0.6223686195915772
D995_3_25 gamma MD-Cat rep064 0.41599686051170315
D995_3_25 exp wLogDate rep064 1.1782236063875178
D995_3_25 exp MD-Cat rep064 1.1919671117587636
D995_3_25 unif wLogDate rep065 0.9155529455546342
D995_3_25 unif MD-Cat rep065 1.2188328536267907
D995_3_25 lognorm wLogDate rep065 0.3757506048829162
D995_3_25 lognorm MD-Cat rep065 0.7336063585826109
D995_3_25 gamma wLogDate rep065 0.3648485017880005
D995_3_25 gamma MD-Cat rep065 0.4223930355314671
D995_3_25 exp wLogDate rep065 1.5678688430528958
D995_3_25 exp MD-Cat rep065 1.8227177052634898
D995_3_25 unif wLogDate rep066 1.4212158342842387
D995_3_25 unif MD-Cat rep066 1.092966494761826
D995_3_25 lognorm wLogDate rep066 0.36824814576093146
D995_3_25 lognorm MD-Cat rep066 0.36536838909293995
D995_3_25 gamma wLogDate rep066 0.38804514487175595
D995_3_25 gamma MD-Cat rep066 0.4731627353659041
D995_3_25 exp wLogDate rep066 1.5119107355333918
D995_3_25 exp MD-Cat rep066 1.5849050497612363
D995_3_25 unif wLogDate rep067 0.936483222012345
D995_3_25 unif MD-Cat rep067 1.0051998208708397
D995_3_25 lognorm wLogDate rep067 0.3759684713988732
D995_3_25 lognorm MD-Cat rep067 0.41176547895436666
D995_3_25 gamma wLogDate rep067 0.8085968892624331
D995_3_25 gamma MD-Cat rep067 0.5854970260196762
D995_3_25 exp wLogDate rep067 1.4527135590986522
D995_3_25 exp MD-Cat rep067 1.2608652856876972
D995_3_25 unif wLogDate rep068 1.132535433056238
D995_3_25 unif MD-Cat rep068 0.8196448270228902
D995_3_25 lognorm wLogDate rep068 0.7161485462442144
D995_3_25 lognorm MD-Cat rep068 0.3195813823696941
D995_3_25 gamma wLogDate rep068 0.6363202774281906
D995_3_25 gamma MD-Cat rep068 0.5682499201962354
D995_3_25 exp wLogDate rep068 1.6047070465813857
D995_3_25 exp MD-Cat rep068 1.4327165585771071
D995_3_25 unif wLogDate rep069 1.560471025386464
D995_3_25 unif MD-Cat rep069 1.2909718656977027
D995_3_25 lognorm wLogDate rep069 0.37532319230855776
D995_3_25 lognorm MD-Cat rep069 0.3743662104553559
D995_3_25 gamma wLogDate rep069 0.38023366782423346
D995_3_25 gamma MD-Cat rep069 0.45908478969569977
D995_3_25 exp wLogDate rep069 2.0935457735937657
D995_3_25 exp MD-Cat rep069 1.5629866150490768
D995_3_25 unif wLogDate rep070 0.8633483882194827
D995_3_25 unif MD-Cat rep070 1.1758171761361025
D995_3_25 lognorm wLogDate rep070 0.3663393737316371
D995_3_25 lognorm MD-Cat rep070 0.3705186932584224
D995_3_25 gamma wLogDate rep070 0.3628328201889654
D995_3_25 gamma MD-Cat rep070 0.41281058954437905
D995_3_25 exp wLogDate rep070 1.3284708699819117
D995_3_25 exp MD-Cat rep070 1.161047407722751
D995_3_25 unif wLogDate rep071 1.3483125203258643
D995_3_25 unif MD-Cat rep071 1.6155535278122435
D995_3_25 lognorm wLogDate rep071 0.3403695149775715
D995_3_25 lognorm MD-Cat rep071 0.40579655063859055
D995_3_25 gamma wLogDate rep071 0.3634955782887378
D995_3_25 gamma MD-Cat rep071 0.438135946918835
D995_3_25 exp wLogDate rep071 1.4400245615151557
D995_3_25 exp MD-Cat rep071 1.127101644739002
D995_3_25 unif wLogDate rep072 1.2279323435312353
D995_3_25 unif MD-Cat rep072 1.132147140872857
D995_3_25 lognorm wLogDate rep072 0.34480785771403
D995_3_25 lognorm MD-Cat rep072 0.3526912308701812
D995_3_25 gamma wLogDate rep072 0.6650397769100067
D995_3_25 gamma MD-Cat rep072 0.35984612999803167
D995_3_25 exp wLogDate rep072 1.4555631001691376
D995_3_25 exp MD-Cat rep072 1.6041978924565803
D995_3_25 unif wLogDate rep073 0.9783635945407112
D995_3_25 unif MD-Cat rep073 0.9940242185006323
D995_3_25 lognorm wLogDate rep073 0.30842572724472456
D995_3_25 lognorm MD-Cat rep073 0.39123560625302783
D995_3_25 gamma wLogDate rep073 0.3471292487555599
D995_3_25 gamma MD-Cat rep073 0.3844275838898192
D995_3_25 exp wLogDate rep073 1.3670970088185592
D995_3_25 exp MD-Cat rep073 1.1723480233043913
D995_3_25 unif wLogDate rep074 0.6280937895797298
D995_3_25 unif MD-Cat rep074 0.879514418166825
D995_3_25 lognorm wLogDate rep074 0.3338349374583101
D995_3_25 lognorm MD-Cat rep074 0.4052354997954145
D995_3_25 gamma wLogDate rep074 0.35972760553489014
D995_3_25 gamma MD-Cat rep074 0.3713349104007093
D995_3_25 exp wLogDate rep074 1.3797383928982752
D995_3_25 exp MD-Cat rep074 1.4204488702621958
D995_3_25 unif wLogDate rep075 0.5658207905080197
D995_3_25 unif MD-Cat rep075 0.7758266704805117
D995_3_25 lognorm wLogDate rep075 0.6136006219372475
D995_3_25 lognorm MD-Cat rep075 0.4087992827348889
D995_3_25 gamma wLogDate rep075 0.3745426002235511
D995_3_25 gamma MD-Cat rep075 0.4343850442683238
D995_3_25 exp wLogDate rep075 1.6931797670020845
D995_3_25 exp MD-Cat rep075 1.6081924657415203
