"scenario" "rep" "k" "nodeName" "trueNodeAge" "estNodeAge" "error"
"3746" "scenario1" "rep007" 50 "I72" 35.6755 41.986 0.045075
"3747" "scenario1" "rep007" 50 "I73" 36.3187 42.629 0.0450735714285714
"3748" "scenario1" "rep007" 50 "I74" 37.3101 43.2626 0.0425178571428571
"3749" "scenario1" "rep007" 50 "I8" 7.23236 9.496 0.0161688571428571
"3750" "scenario1" "rep007" 50 "I9" 16.9771 44.7747 0.198554285714286
"3751" "scenario1" "rep007" 5 "I0" 0 -11.0025 0.0785892857142857
"3752" "scenario1" "rep007" 5 "I1" 1.89772 -10.6994 0.0899794285714286
"3753" "scenario1" "rep007" 5 "I10" 24.4452 65.7157 0.294789285714286
"3754" "scenario1" "rep007" 5 "I11" 8.33087 8.5825 0.00179735714285713
"3755" "scenario1" "rep007" 5 "I12" 52.2788 53.8449 0.0111864285714286
"3756" "scenario1" "rep007" 5 "I13" 8.5159 9.0905 0.00410428571428572
"3757" "scenario1" "rep007" 5 "I14" 36.5605 34.5625 0.0142714285714286
"3758" "scenario1" "rep007" 5 "I15" 9.61193 9.3852 0.0016195
"3759" "scenario1" "rep007" 5 "I16" 18.552 19.611 0.00756428571428572
"3760" "scenario1" "rep007" 5 "I17" 64.4724 101.6578 0.26561
"3761" "scenario1" "rep007" 5 "I18" 7.12688 8.4827 0.00968442857142857
"3762" "scenario1" "rep007" 5 "I19" 12.9639 15.5348 0.0183635714285714
"3763" "scenario1" "rep007" 5 "I2" 45.1116 36.2383 0.0633807142857143
"3764" "scenario1" "rep007" 5 "I20" 16.3031 18.4139 0.0150771428571429
"3765" "scenario1" "rep007" 5 "I21" 24.8599 23.8951 0.00689142857142857
"3766" "scenario1" "rep007" 5 "I22" 30.0471 25.9924 0.0289621428571429
"3767" "scenario1" "rep007" 5 "I23" 32.4873 31.9927 0.00353285714285713
"3768" "scenario1" "rep007" 5 "I24" 31.6844 27.9873 0.0264078571428571
"3769" "scenario1" "rep007" 5 "I25" 33.9221 46.649 0.0909064285714286
"3770" "scenario1" "rep007" 5 "I26" 37.7111 49.9052 0.0871007142857143
"3771" "scenario1" "rep007" 5 "I27" 39.3061 51.2567 0.0853614285714286
"3772" "scenario1" "rep007" 5 "I28" 49.2904 52.3226 0.0216585714285715
"3773" "scenario1" "rep007" 5 "I29" 54.541 64.9618 0.0744342857142857
"3774" "scenario1" "rep007" 5 "I3" 53.1728 41.1506 0.0858728571428572
"3775" "scenario1" "rep007" 5 "I30" 8.64398 13.2127 0.0326337142857143
"3776" "scenario1" "rep007" 5 "I31" 18.7662 15.7685 0.0214121428571429
"3777" "scenario1" "rep007" 5 "I32" 20.3792 55.2433 0.249029285714286
"3778" "scenario1" "rep007" 5 "I33" 39.6276 101.394 0.441188571428571
"3779" "scenario1" "rep007" 5 "I34" 15.3699 13.7962 0.0112407142857143
"3780" "scenario1" "rep007" 5 "I35" 16.5318 14.0545 0.017695
"3781" "scenario1" "rep007" 5 "I36" 17.1885 14.1341 0.0218171428571429
"3782" "scenario1" "rep007" 5 "I37" 18.0794 14.5989 0.0248607142857143
"3783" "scenario1" "rep007" 5 "I38" 24.2807 40.801 0.118002142857143
"3784" "scenario1" "rep007" 5 "I39" 25.3912 41.0771 0.112042142857143
"3785" "scenario1" "rep007" 5 "I4" 4.29313 5.5781 0.00917835714285715
"3786" "scenario1" "rep007" 5 "I40" 26.2688 41.363 0.107815714285714
"3787" "scenario1" "rep007" 5 "I41" 27.3794 41.6373 0.101842142857143
"3788" "scenario1" "rep007" 5 "I42" 33.9127 41.8923 0.0569971428571428
"3789" "scenario1" "rep007" 5 "I43" 41.7203 49.0734 0.0525221428571428
"3790" "scenario1" "rep007" 5 "I44" 43.2265 49.6429 0.0458314285714285
"3791" "scenario1" "rep007" 5 "I45" 48.2767 56.819 0.0610164285714286
"3792" "scenario1" "rep007" 5 "I46" 56.6923 59.7231 0.0216485714285714
"3793" "scenario1" "rep007" 5 "I47" 76.9586 97.3235 0.145463571428571
"3794" "scenario1" "rep007" 5 "I48" 79.3105 99.8157 0.146465714285714
"3795" "scenario1" "rep007" 5 "I49" 52.3546 68.6587 0.116457857142857
"3796" "scenario1" "rep007" 5 "I5" 9.33696 13.2128 0.0276845714285714
"3797" "scenario1" "rep007" 5 "I50" 58.469 86.2271 0.198272142857143
"3798" "scenario1" "rep007" 5 "I51" 83.0134 86.5595 0.0253292857142857
"3799" "scenario1" "rep007" 5 "I52" 83.4521 87.2002 0.0267721428571428
"3800" "scenario1" "rep007" 5 "I53" 83.7694 87.4739 0.0264607142857143
"3801" "scenario1" "rep007" 5 "I54" 87.5096 89.5721 0.0147321428571429
"3802" "scenario1" "rep007" 5 "I55" 26.0402 41.3581 0.109413571428571
"3803" "scenario1" "rep007" 5 "I56" 26.8496 41.648 0.105702857142857
"3804" "scenario1" "rep007" 5 "I57" 28.4881 43.495 0.107192142857143
"3805" "scenario1" "rep007" 5 "I58" 45.7523 80.954 0.251440714285714
"3806" "scenario1" "rep007" 5 "I59" 89.2963 110.9817 0.154895714285714
"3807" "scenario1" "rep007" 5 "I6" 33.1967 37.0287 0.0273714285714286
"3808" "scenario1" "rep007" 5 "I60" 31.2313 42.211 0.0784264285714285
"3809" "scenario1" "rep007" 5 "I61" 31.807 42.5722 0.0768942857142857
"3810" "scenario1" "rep007" 5 "I62" 34.9944 45.7423 0.0767707142857143
"3811" "scenario1" "rep007" 5 "I63" 32.6694 42.8896 0.0730014285714286
"3812" "scenario1" "rep007" 5 "I64" 33.8687 62.7456 0.206263571428571
"3813" "scenario1" "rep007" 5 "I65" 41.6289 64.3028 0.161956428571429
"3814" "scenario1" "rep007" 5 "I66" 44.4088 64.5334 0.143747142857143
"3815" "scenario1" "rep007" 5 "I67" 55.5269 64.774 0.0660507142857143
"3816" "scenario1" "rep007" 5 "I68" 33.642 42.4897 0.0631978571428571
"3817" "scenario1" "rep007" 5 "I69" 33.6432 42.7625 0.0651378571428572
"3818" "scenario1" "rep007" 5 "I7" 6.9627 8.1475 0.00846285714285715
"3819" "scenario1" "rep007" 5 "I70" 39.5374 47.9144 0.0598357142857143
"3820" "scenario1" "rep007" 5 "I71" 41.25 55.2264 0.0998314285714286
"3821" "scenario1" "rep007" 5 "I72" 35.6755 43.515 0.0559964285714286
"3822" "scenario1" "rep007" 5 "I73" 36.3187 43.8045 0.05347
"3823" "scenario1" "rep007" 5 "I74" 37.3101 44.1144 0.0486021428571429
"3824" "scenario1" "rep007" 5 "I8" 7.23236 8.3874 0.00825028571428571
"3825" "scenario1" "rep007" 5 "I9" 16.9771 48.7532 0.226972142857143
"3826" "scenario1" "rep008" 100 "I0" 0 -1.3325 0.00951785714285714
"3827" "scenario1" "rep008" 100 "I1" 1.89772 -0.5483 0.0174715714285714
"3828" "scenario1" "rep008" 100 "I10" 24.4452 27.2903 0.0203221428571428
"3829" "scenario1" "rep008" 100 "I11" 8.33087 5.7297 0.0185797857142857
"3830" "scenario1" "rep008" 100 "I12" 52.2788 100.9031 0.347316428571429
"3831" "scenario1" "rep008" 100 "I13" 8.5159 6.9363 0.0112828571428571
"3832" "scenario1" "rep008" 100 "I14" 36.5605 38.2132 0.011805
"3833" "scenario1" "rep008" 100 "I15" 9.61193 8.1232 0.0106337857142857
"3834" "scenario1" "rep008" 100 "I16" 18.552 18.0005 0.00393928571428572
"3835" "scenario1" "rep008" 100 "I17" 64.4724 69.4341 0.0354407142857143
"3836" "scenario1" "rep008" 100 "I18" 7.12688 3.8802 0.0231905714285714
"3837" "scenario1" "rep008" 100 "I19" 12.9639 6.8723 0.0435114285714286
"3838" "scenario1" "rep008" 100 "I2" 45.1116 55.4201 0.0736321428571428
"3839" "scenario1" "rep008" 100 "I20" 16.3031 10.3991 0.0421714285714286
"3840" "scenario1" "rep008" 100 "I21" 24.8599 19.017 0.041735
"3841" "scenario1" "rep008" 100 "I22" 30.0471 37.3864 0.0524235714285714
"3842" "scenario1" "rep008" 100 "I23" 32.4873 43.0098 0.0751607142857143
"3843" "scenario1" "rep008" 100 "I24" 31.6844 41.2314 0.0681928571428572
"3844" "scenario1" "rep008" 100 "I25" 33.9221 44.9376 0.0786821428571429
"3845" "scenario1" "rep008" 100 "I26" 37.7111 45.3198 0.0543478571428571
"3846" "scenario1" "rep008" 100 "I27" 39.3061 46.8562 0.0539292857142857
"3847" "scenario1" "rep008" 100 "I28" 49.2904 61.7649 0.0891035714285714
"3848" "scenario1" "rep008" 100 "I29" 54.541 70.6859 0.115320714285714
"3849" "scenario1" "rep008" 100 "I3" 53.1728 73.607 0.145958571428571
"3850" "scenario1" "rep008" 100 "I30" 8.64398 6.5544 0.0149255714285714
"3851" "scenario1" "rep008" 100 "I31" 18.7662 14.3495 0.0315478571428571
"3852" "scenario1" "rep008" 100 "I32" 20.3792 15.1887 0.037075
"3853" "scenario1" "rep008" 100 "I33" 39.6276 16.738 0.163497142857143
"3854" "scenario1" "rep008" 100 "I34" 15.3699 14.4085 0.00686714285714285
"3855" "scenario1" "rep008" 100 "I35" 16.5318 16.5444 8.99999999999933e-05
"3856" "scenario1" "rep008" 100 "I36" 17.1885 15.2687 0.0137128571428571
"3857" "scenario1" "rep008" 100 "I37" 18.0794 17.1646 0.00653428571428571
"3858" "scenario1" "rep008" 100 "I38" 24.2807 32.9936 0.062235
"3859" "scenario1" "rep008" 100 "I39" 25.3912 33.8954 0.0607442857142857
"3860" "scenario1" "rep008" 100 "I4" 4.29313 1.941 0.0168009285714286
"3861" "scenario1" "rep008" 100 "I40" 26.2688 35.899 0.0687871428571429
"3862" "scenario1" "rep008" 100 "I41" 27.3794 36.785 0.0671828571428571
"3863" "scenario1" "rep008" 100 "I42" 33.9127 44.4395 0.0751914285714286
"3864" "scenario1" "rep008" 100 "I43" 41.7203 46.2452 0.0323207142857143
"3865" "scenario1" "rep008" 100 "I44" 43.2265 48.9561 0.0409257142857143
"3866" "scenario1" "rep008" 100 "I45" 48.2767 59.6509 0.0812442857142857
"3867" "scenario1" "rep008" 100 "I46" 56.6923 62.8593 0.04405
"3868" "scenario1" "rep008" 100 "I47" 76.9586 95.9504 0.135655714285714
"3869" "scenario1" "rep008" 100 "I48" 79.3105 96.9117 0.125722857142857
"3870" "scenario1" "rep008" 100 "I49" 52.3546 63.1955 0.077435
"3871" "scenario1" "rep008" 100 "I5" 9.33696 5.9214 0.0243968571428571
"3872" "scenario1" "rep008" 100 "I50" 58.469 76.525 0.128971428571429
"3873" "scenario1" "rep008" 100 "I51" 83.0134 95.6194 0.0900428571428571
"3874" "scenario1" "rep008" 100 "I52" 83.4521 96.5829 0.0937914285714285
"3875" "scenario1" "rep008" 100 "I53" 83.7694 97.4364 0.0976214285714286
"3876" "scenario1" "rep008" 100 "I54" 87.5096 100.5116 0.0928714285714285
"3877" "scenario1" "rep008" 100 "I55" 26.0402 35.9808 0.0710042857142857
"3878" "scenario1" "rep008" 100 "I56" 26.8496 36.7304 0.0705771428571429
"3879" "scenario1" "rep008" 100 "I57" 28.4881 39.2541 0.0769
"3880" "scenario1" "rep008" 100 "I58" 45.7523 42.815 0.0209807142857143
"3881" "scenario1" "rep008" 100 "I59" 89.2963 94.1568 0.0347178571428572
"3882" "scenario1" "rep008" 100 "I6" 33.1967 73.9704 0.291240714285714
"3883" "scenario1" "rep008" 100 "I60" 31.2313 39.1667 0.0566814285714286
"3884" "scenario1" "rep008" 100 "I61" 31.807 40.7301 0.0637364285714286
"3885" "scenario1" "rep008" 100 "I62" 34.9944 42.1314 0.0509785714285714
"3886" "scenario1" "rep008" 100 "I63" 32.6694 41.6164 0.0639071428571428
"3887" "scenario1" "rep008" 100 "I64" 33.8687 42.4738 0.061465
"3888" "scenario1" "rep008" 100 "I65" 41.6289 58.5343 0.120752857142857
"3889" "scenario1" "rep008" 100 "I66" 44.4088 63.8258 0.138692857142857
"3890" "scenario1" "rep008" 100 "I67" 55.5269 109.9378 0.388649285714286
"3891" "scenario1" "rep008" 100 "I68" 33.642 39.3732 0.0409371428571428
"3892" "scenario1" "rep008" 100 "I69" 33.6432 39.6 0.0425485714285714
"3893" "scenario1" "rep008" 100 "I7" 6.9627 3.1293 0.0273814285714286
"3894" "scenario1" "rep008" 100 "I70" 39.5374 44.6465 0.0364935714285715
"3895" "scenario1" "rep008" 100 "I71" 41.25 49.5508 0.0592914285714286
"3896" "scenario1" "rep008" 100 "I72" 35.6755 41.347 0.0405107142857143
"3897" "scenario1" "rep008" 100 "I73" 36.3187 41.7885 0.03907
"3898" "scenario1" "rep008" 100 "I74" 37.3101 42.6627 0.0382328571428572
"3899" "scenario1" "rep008" 100 "I8" 7.23236 4.407 0.0201811428571429
"3900" "scenario1" "rep008" 100 "I9" 16.9771 23.0843 0.0436228571428571
"3901" "scenario1" "rep008" 10 "I0" 0 5.4954 0.0392528571428571
"3902" "scenario1" "rep008" 10 "I1" 1.89772 5.7507 0.0275212857142857
"3903" "scenario1" "rep008" 10 "I10" 24.4452 98.8835 0.531702142857143
"3904" "scenario1" "rep008" 10 "I11" 8.33087 7.3156 0.00725192857142858
"3905" "scenario1" "rep008" 10 "I12" 52.2788 113.574 0.437822857142857
"3906" "scenario1" "rep008" 10 "I13" 8.5159 7.592 0.00659928571428572
"3907" "scenario1" "rep008" 10 "I14" 36.5605 38.6124 0.0146564285714286
"3908" "scenario1" "rep008" 10 "I15" 9.61193 7.8574 0.0125323571428571
"3909" "scenario1" "rep008" 10 "I16" 18.552 51.1562 0.232887142857143
"3910" "scenario1" "rep008" 10 "I17" 64.4724 62.4247 0.0146264285714285
"3911" "scenario1" "rep008" 10 "I18" 7.12688 7.0242 0.000733428571428567
"3912" "scenario1" "rep008" 10 "I19" 12.9639 9.0782 0.027755
"3913" "scenario1" "rep008" 10 "I2" 45.1116 44.2433 0.00620214285714289
"3914" "scenario1" "rep008" 10 "I20" 16.3031 17.0902 0.00562214285714285
"3915" "scenario1" "rep008" 10 "I21" 24.8599 19.6715 0.03706
"3916" "scenario1" "rep008" 10 "I22" 30.0471 25.2691 0.0341285714285714
"3917" "scenario1" "rep008" 10 "I23" 32.4873 53.0903 0.147164285714286
"3918" "scenario1" "rep008" 10 "I24" 31.6844 34.7871 0.0221621428571429
"3919" "scenario1" "rep008" 10 "I25" 33.9221 44.0576 0.0723964285714286
"3920" "scenario1" "rep008" 10 "I26" 37.7111 44.3344 0.0473092857142857
"3921" "scenario1" "rep008" 10 "I27" 39.3061 58.7347 0.138775714285714
"3922" "scenario1" "rep008" 10 "I28" 49.2904 92.7965 0.310757857142857
"3923" "scenario1" "rep008" 10 "I29" 54.541 69.8771 0.109543571428571
"3924" "scenario1" "rep008" 10 "I3" 53.1728 65.0198 0.0846214285714286
"3925" "scenario1" "rep008" 10 "I30" 8.64398 10.9287 0.0163194285714286
"3926" "scenario1" "rep008" 10 "I31" 18.7662 13.8538 0.0350885714285714
"3927" "scenario1" "rep008" 10 "I32" 20.3792 14.1922 0.0441928571428572
"3928" "scenario1" "rep008" 10 "I33" 39.6276 50.2058 0.0755585714285714
"3929" "scenario1" "rep008" 10 "I34" 15.3699 13.76 0.0114992857142857
"3930" "scenario1" "rep008" 10 "I35" 16.5318 16.962 0.00307285714285714
"3931" "scenario1" "rep008" 10 "I36" 17.1885 14.0067 0.0227271428571429
"3932" "scenario1" "rep008" 10 "I37" 18.0794 14.6197 0.0247121428571429
"3933" "scenario1" "rep008" 10 "I38" 24.2807 24.9905 0.00507000000000001
"3934" "scenario1" "rep008" 10 "I39" 25.3912 25.7248 0.00238285714285712
"3935" "scenario1" "rep008" 10 "I4" 4.29313 6.4226 0.0152105
"3936" "scenario1" "rep008" 10 "I40" 26.2688 30.0651 0.0271164285714286
"3937" "scenario1" "rep008" 10 "I41" 27.3794 30.3486 0.0212085714285714
"3938" "scenario1" "rep008" 10 "I42" 33.9127 33.3902 0.00373214285714286
"3939" "scenario1" "rep008" 10 "I43" 41.7203 34.6645 0.0503985714285715
"3940" "scenario1" "rep008" 10 "I44" 43.2265 35.8154 0.0529364285714286
"3941" "scenario1" "rep008" 10 "I45" 48.2767 69.4554 0.151276428571429
"3942" "scenario1" "rep008" 10 "I46" 56.6923 73.4382 0.119613571428571
"3943" "scenario1" "rep008" 10 "I47" 76.9586 93.7484 0.119927142857143
"3944" "scenario1" "rep008" 10 "I48" 79.3105 94.0481 0.105268571428571
"3945" "scenario1" "rep008" 10 "I49" 52.3546 70.9707 0.132972142857143
"3946" "scenario1" "rep008" 10 "I5" 9.33696 9.0727 0.00188757142857143
"3947" "scenario1" "rep008" 10 "I50" 58.469 90.5351 0.229043571428571
"3948" "scenario1" "rep008" 10 "I51" 83.0134 118.3557 0.252445
"3949" "scenario1" "rep008" 10 "I52" 83.4521 118.6223 0.251215714285714
"3950" "scenario1" "rep008" 10 "I53" 83.7694 118.8861 0.250833571428571
"3951" "scenario1" "rep008" 10 "I54" 87.5096 119.7277 0.230129285714286
"3952" "scenario1" "rep008" 10 "I55" 26.0402 27.0999 0.00756928571428574
"3953" "scenario1" "rep008" 10 "I56" 26.8496 27.3893 0.003855
"3954" "scenario1" "rep008" 10 "I57" 28.4881 28.0354 0.00323357142857143
"3955" "scenario1" "rep008" 10 "I58" 45.7523 32.5345 0.0944128571428571
"3956" "scenario1" "rep008" 10 "I59" 89.2963 98.9813 0.0691785714285715
"3957" "scenario1" "rep008" 10 "I6" 33.1967 104.7384 0.511012142857143
"3958" "scenario1" "rep008" 10 "I60" 31.2313 33.4642 0.0159492857142857
"3959" "scenario1" "rep008" 10 "I61" 31.807 50.9364 0.136638571428571
"3960" "scenario1" "rep008" 10 "I62" 34.9944 51.2204 0.1159
"3961" "scenario1" "rep008" 10 "I63" 32.6694 51.3329 0.133310714285714
"3962" "scenario1" "rep008" 10 "I64" 33.8687 51.638 0.126923571428571
"3963" "scenario1" "rep008" 10 "I65" 41.6289 76.2736 0.247462142857143
"3964" "scenario1" "rep008" 10 "I66" 44.4088 84.7249 0.287972142857143
"3965" "scenario1" "rep008" 10 "I67" 55.5269 114.6925 0.422611428571429
"3966" "scenario1" "rep008" 10 "I68" 33.642 33.7681 0.000900714285714242
"3967" "scenario1" "rep008" 10 "I69" 33.6432 34.0781 0.00310642857142856
"3968" "scenario1" "rep008" 10 "I7" 6.9627 6.7211 0.00172571428571429
"3969" "scenario1" "rep008" 10 "I70" 39.5374 43.5282 0.0285057142857143
"3970" "scenario1" "rep008" 10 "I71" 41.25 51.9732 0.0765942857142857
"3971" "scenario1" "rep008" 10 "I72" 35.6755 36.4897 0.00581571428571428
"3972" "scenario1" "rep008" 10 "I73" 36.3187 37.2854 0.00690500000000002
"3973" "scenario1" "rep008" 10 "I74" 37.3101 39.4685 0.0154171428571429
"3974" "scenario1" "rep008" 10 "I8" 7.23236 7.0197 0.001519
"3975" "scenario1" "rep008" 10 "I9" 16.9771 94.8955 0.55656
"4051" "scenario1" "rep008" 25 "I0" 0 -3.2882 0.0234871428571429
"4052" "scenario1" "rep008" 25 "I1" 1.89772 -2.4502 0.0310565714285714
"4053" "scenario1" "rep008" 25 "I10" 24.4452 29.3202 0.0348214285714286
"4054" "scenario1" "rep008" 25 "I11" 8.33087 5.156 0.0226776428571429
"4055" "scenario1" "rep008" 25 "I12" 52.2788 98.549 0.330501428571429
"4056" "scenario1" "rep008" 25 "I13" 8.5159 6.3823 0.01524
"4057" "scenario1" "rep008" 25 "I14" 36.5605 38.5556 0.0142507142857143
"4058" "scenario1" "rep008" 25 "I15" 9.61193 7.4576 0.0153880714285714
"4059" "scenario1" "rep008" 25 "I16" 18.552 28.6557 0.0721692857142857
"4060" "scenario1" "rep008" 25 "I17" 64.4724 42.0438 0.160204285714286
"4061" "scenario1" "rep008" 25 "I18" 7.12688 2.7615 0.0311812857142857
"4062" "scenario1" "rep008" 25 "I19" 12.9639 6.7453 0.0444185714285714
"4063" "scenario1" "rep008" 25 "I2" 45.1116 30.9386 0.101235714285714
"4064" "scenario1" "rep008" 25 "I20" 16.3031 11.6231 0.0334285714285714
"4065" "scenario1" "rep008" 25 "I21" 24.8599 27.337 0.0176935714285714
"4066" "scenario1" "rep008" 25 "I22" 30.0471 33.0823 0.02168
"4067" "scenario1" "rep008" 25 "I23" 32.4873 40.4638 0.056975
"4068" "scenario1" "rep008" 25 "I24" 31.6844 38.9001 0.0515407142857143
"4069" "scenario1" "rep008" 25 "I25" 33.9221 43.9563 0.0716728571428571
"4070" "scenario1" "rep008" 25 "I26" 37.7111 44.2416 0.0466464285714285
"4071" "scenario1" "rep008" 25 "I27" 39.3061 45.447 0.0438635714285714
"4072" "scenario1" "rep008" 25 "I28" 49.2904 61.345 0.0861042857142857
"4073" "scenario1" "rep008" 25 "I29" 54.541 56.3499 0.0129207142857143
"4074" "scenario1" "rep008" 25 "I3" 53.1728 50.445 0.0194842857142857
"4075" "scenario1" "rep008" 25 "I30" 8.64398 5.413 0.0230784285714286
"4076" "scenario1" "rep008" 25 "I31" 18.7662 14.6408 0.0294671428571429
"4077" "scenario1" "rep008" 25 "I32" 20.3792 15.752 0.0330514285714286
"4078" "scenario1" "rep008" 25 "I33" 39.6276 18.1061 0.153725
"4079" "scenario1" "rep008" 25 "I34" 15.3699 14.4012 0.00691928571428572
"4080" "scenario1" "rep008" 25 "I35" 16.5318 17.0296 0.00355571428571427
"4081" "scenario1" "rep008" 25 "I36" 17.1885 15.1606 0.014485
"4082" "scenario1" "rep008" 25 "I37" 18.0794 16.9354 0.00817142857142856
"4083" "scenario1" "rep008" 25 "I38" 24.2807 29.7413 0.0390042857142857
"4084" "scenario1" "rep008" 25 "I39" 25.3912 31.0125 0.0401521428571428
"4085" "scenario1" "rep008" 25 "I4" 4.29313 0.5947 0.0264173571428571
"4086" "scenario1" "rep008" 25 "I40" 26.2688 33.142 0.0490942857142857
"4087" "scenario1" "rep008" 25 "I41" 27.3794 34.017 0.0474114285714286
"4088" "scenario1" "rep008" 25 "I42" 33.9127 42.7106 0.0628421428571428
"4089" "scenario1" "rep008" 25 "I43" 41.7203 44.2341 0.0179557142857143
"4090" "scenario1" "rep008" 25 "I44" 43.2265 46.2899 0.0218814285714286
"4091" "scenario1" "rep008" 25 "I45" 48.2767 64.2006 0.113742142857143
"4092" "scenario1" "rep008" 25 "I46" 56.6923 67.5652 0.0776635714285714
"4093" "scenario1" "rep008" 25 "I47" 76.9586 93.4349 0.117687857142857
"4094" "scenario1" "rep008" 25 "I48" 79.3105 94.4784 0.108342142857143
"4095" "scenario1" "rep008" 25 "I49" 52.3546 67.2387 0.106315
"4096" "scenario1" "rep008" 25 "I5" 9.33696 4.7101 0.033049
"4097" "scenario1" "rep008" 25 "I50" 58.469 83.425 0.178257142857143
"4098" "scenario1" "rep008" 25 "I51" 83.0134 99.9137 0.120716428571429
"4099" "scenario1" "rep008" 25 "I52" 83.4521 100.6996 0.123196428571429
"4100" "scenario1" "rep008" 25 "I53" 83.7694 101.3696 0.125715714285714
"4101" "scenario1" "rep008" 25 "I54" 87.5096 104.6123 0.122162142857143
"4102" "scenario1" "rep008" 25 "I55" 26.0402 34.7388 0.0621328571428571
"4103" "scenario1" "rep008" 25 "I56" 26.8496 35.7529 0.063595
"4104" "scenario1" "rep008" 25 "I57" 28.4881 39.027 0.0752778571428572
"4105" "scenario1" "rep008" 25 "I58" 45.7523 43.0167 0.01954
"4106" "scenario1" "rep008" 25 "I59" 89.2963 94.6661 0.0383557142857143
"4107" "scenario1" "rep008" 25 "I6" 33.1967 45.3815 0.0870342857142857
"4108" "scenario1" "rep008" 25 "I60" 31.2313 39.1486 0.0565521428571429
"4109" "scenario1" "rep008" 25 "I61" 31.807 40.9161 0.065065
"4110" "scenario1" "rep008" 25 "I62" 34.9944 42.4261 0.0530835714285714
"4111" "scenario1" "rep008" 25 "I63" 32.6694 41.855 0.0656114285714285
"4112" "scenario1" "rep008" 25 "I64" 33.8687 42.6673 0.0628471428571429
"4113" "scenario1" "rep008" 25 "I65" 41.6289 67.3631 0.183815714285714
"4114" "scenario1" "rep008" 25 "I66" 44.4088 74.1746 0.212612857142857
"4115" "scenario1" "rep008" 25 "I67" 55.5269 110.2383 0.390795714285714
"4116" "scenario1" "rep008" 25 "I68" 33.642 39.4044 0.04116
"4117" "scenario1" "rep008" 25 "I69" 33.6432 39.6948 0.0432257142857143
"4118" "scenario1" "rep008" 25 "I7" 6.9627 2.0341 0.0352042857142857
"4119" "scenario1" "rep008" 25 "I70" 39.5374 49.734 0.0728328571428572
"4120" "scenario1" "rep008" 25 "I71" 41.25 59.3526 0.129304285714286
"4121" "scenario1" "rep008" 25 "I72" 35.6755 40.7178 0.0360164285714286
"4122" "scenario1" "rep008" 25 "I73" 36.3187 41.219 0.0350021428571429
"4123" "scenario1" "rep008" 25 "I74" 37.3101 42.2555 0.0353242857142857
"4124" "scenario1" "rep008" 25 "I8" 7.23236 3.5766 0.0261125714285714
"4125" "scenario1" "rep008" 25 "I9" 16.9771 24.2972 0.0522864285714286
"4201" "scenario1" "rep008" 3 "I0" 0 -55.1109 0.393649285714286
"4202" "scenario1" "rep008" 3 "I1" 1.89772 -54.6235 0.403723
"4203" "scenario1" "rep008" 3 "I10" 24.4452 96.2353 0.512786428571429
"4204" "scenario1" "rep008" 3 "I11" 8.33087 -31.2604 0.282794785714286
"4205" "scenario1" "rep008" 3 "I12" 52.2788 122.6472 0.502631428571429
"4206" "scenario1" "rep008" 3 "I13" 8.5159 -30.8578 0.281240714285714
"4207" "scenario1" "rep008" 3 "I14" 36.5605 38.5168 0.0139735714285715
"4208" "scenario1" "rep008" 3 "I15" 9.61193 -30.4554 0.286195214285714
"4209" "scenario1" "rep008" 3 "I16" 18.552 -27.0258 0.325555714285714
"4210" "scenario1" "rep008" 3 "I17" 64.4724 -8.7354 0.522912857142857
"4211" "scenario1" "rep008" 3 "I18" 7.12688 -31.7437 0.277647
"4212" "scenario1" "rep008" 3 "I19" 12.9639 -7.2642 0.144486428571429
"4213" "scenario1" "rep008" 3 "I2" 45.1116 17.8336 0.194842857142857
"4214" "scenario1" "rep008" 3 "I20" 16.3031 11.3053 0.0356985714285714
"4215" "scenario1" "rep008" 3 "I21" 24.8599 25.1856 0.00232642857142858
"4216" "scenario1" "rep008" 3 "I22" 30.0471 35.2434 0.0371164285714286
"4217" "scenario1" "rep008" 3 "I23" 32.4873 92.5535 0.429044285714286
"4218" "scenario1" "rep008" 3 "I24" 31.6844 36.7908 0.0364742857142857
"4219" "scenario1" "rep008" 3 "I25" 33.9221 38.3049 0.0313057142857143
"4220" "scenario1" "rep008" 3 "I26" 37.7111 38.585 0.00624214285714285
"4221" "scenario1" "rep008" 3 "I27" 39.3061 48.5461 0.066
"4222" "scenario1" "rep008" 3 "I28" 49.2904 58.9535 0.0690221428571429
"4223" "scenario1" "rep008" 3 "I29" 54.541 64.5899 0.0717778571428572
"4224" "scenario1" "rep008" 3 "I3" 53.1728 34.7202 0.131804285714286
"4225" "scenario1" "rep008" 3 "I30" 8.64398 -30.8122 0.281829857142857
"4226" "scenario1" "rep008" 3 "I31" 18.7662 14.0009 0.0340378571428572
"4227" "scenario1" "rep008" 3 "I32" 20.3792 24.6124 0.0302371428571429
"4228" "scenario1" "rep008" 3 "I33" 39.6276 44.1172 0.0320685714285714
"4229" "scenario1" "rep008" 3 "I34" 15.3699 13.8946 0.0105378571428571
"4230" "scenario1" "rep008" 3 "I35" 16.5318 29.1334 0.0900114285714286
"4231" "scenario1" "rep008" 3 "I36" 17.1885 14.2469 0.0210114285714286
"4232" "scenario1" "rep008" 3 "I37" 18.0794 14.4239 0.0261107142857143
"4233" "scenario1" "rep008" 3 "I38" 24.2807 15.7157 0.0611785714285714
"4234" "scenario1" "rep008" 3 "I39" 25.3912 16.1252 0.0661857142857143
