treeModel rep clockModel nodeID trueTime estTime p0025 p0975
D750_11_10 rep001 trilnorm 000003 2.56413 2.3315 1.2411593363236393 4.721388458723123
D750_11_10 rep001 trilnorm 000004 1.73716 3.0408 2.1333209554562518 5.734787041248169
D750_11_10 rep001 trilnorm 000005 4.10056 4.9694 1.612775728323422 8.873446069171715 
D750_11_10 rep001 trilnorm 000006 3.27655 5.6912 3.1971494615384697 7.042975098301674 
D750_11_10 rep001 trilnorm 000007 2.09532 0.4435 0.013907707194442875 2.229676693910613
D750_11_10 rep001 trilnorm 000008 3.55249 4.3198 3.3242441876578264 6.08940698995591
D750_11_10 rep001 trilnorm 000009 5.48045 6.3304 4.893002620818075 8.092885070875932
D750_11_10 rep001 trilnorm 000010 3.43883 4.2012 2.967772661262783 6.838362687631135
D750_11_10 rep001 trilnorm 000011 7.61488 9.0559 6.5901752732597325 10.528540609571719
D750_11_10 rep001 trilnorm 000012 6.82191 7.6539 4.069448843501406 12.289210357566855
D750_11_10 rep001 trilnorm 000013 5.93732 9.247 4.756041815440747 14.64695489786449
D750_11_10 rep001 trilnorm 000014 2.65546 3.9822 1.8027349568764148 5.341178081431137
D750_11_10 rep001 trilnorm 000015 5.15613 5.1861 3.3429706261686523 8.84308769108821
D750_11_10 rep001 trilnorm 000016 5.29058 6.8422 3.9296394062511597 7.980938897445235 
D750_11_10 rep001 trilnorm 000017 4.53044 9.0748 7.855105674718256 13.141832062142454
D750_11_10 rep001 trilnorm 000018 3.77613 5.5926 2.587456398262668 9.792421742637885
D750_11_10 rep001 trilnorm 000019 2.37726 0.7285 0.15730847896921907 2.1451204223716815
D750_11_10 rep001 trilnorm 000020 5.63952 6.5198 4.5542108841205815 9.054291856152
D750_11_10 rep001 trilnorm 000021 1.40769 0.3218 0.001 1.661778515988554
D750_11_10 rep001 trilnorm 000022 7.55249 8.3198 1.6214298938272027 9.980709189058524
D750_11_10 rep001 trilnorm 000023 4.37726 2.7285 0.934853081369225 5.651247558566215
D750_11_10 rep001 trilnorm 000024 6.73584 6.9001 4.621026086061229 10.843173636319973
D750_11_10 rep001 trilnorm 000025 8.17658 9.7517 7.46837455707173 12.913014770955137
D750_11_10 rep001 trilnorm 000026 5.73715 7.0408 4.52082569129648 12.750589314574343
D750_11_10 rep001 trilnorm 000027 0.95212 0.7391 0.08029618377899658 2.2949425215643426
