treeModel rep clockModel nodeID trueAge estAge p0025 p0975
D750_11_10 rep004 trilnormcave I401 5.29061 1.7651 -1.0957 3.5305
D750_11_10 rep004 trilnormcave I402 10.6674 10.6745 9.7636 11.3657
D750_11_10 rep004 trilnormcave I403 0.722128 -2.9001 -10.9105 -3.4732
D750_11_10 rep004 trilnormcave I404 1.56461 -2.1007 -10.7485 -2.9465
D750_11_10 rep004 trilnormcave I405 1.85346 -1.308 -10.3725 -2.1727
D750_11_10 rep004 trilnormcave I406 5.24123 -1.0044 -6.1739 4.2167
D750_11_10 rep004 trilnormcave I407 5.89628 0.1497 -2.6581 6.4567
D750_11_10 rep004 trilnormcave I408 15.5403 16.0628 10.3108 17.9588
D750_11_10 rep004 trilnormcave I409 19.8641 17.2214 13.4889 19.4543
D750_11_10 rep004 trilnormcave I410 24.3431 25.188 20.2876 25.3532
D750_11_10 rep004 trilnormcave I411 22.2771 22.1972 19.854 23.1689
D750_11_10 rep004 trilnormcave I412 16.9668 16.5074 14.3706 17.3657
D750_11_10 rep004 trilnormcave I413 5.65356 4.8155 -3.8158 6.4326
D750_11_10 rep004 trilnormcave I414 16.686 15.7466 12.7274 17.4528
D750_11_10 rep004 trilnormcave I415 17.6391 17.1363 14.976 18.1307
D750_11_10 rep004 trilnormcave I416 18.0694 18.0632 16.5582 18.4057
D750_11_10 rep004 trilnormcave I417 2.48103 0.3592 -6.1068 1.8591
D750_11_10 rep004 trilnormcave I418 2.91722 1.5765 -4.3754 6.0068
D750_11_10 rep004 trilnormcave I419 4.50349 3.8431 1.0019 6.9347
D750_11_10 rep004 trilnormcave I420 5.70912 4.9279 2.3626 7.0058
D750_11_10 rep004 trilnormcave I421 6.06195 5.1218 2.9559 7.7528
D750_11_10 rep004 trilnormcave I422 15.0301 15.1126 13.8882 15.3657
D750_11_10 rep004 trilnormcave I423 7.52489 7.0468 4.9903 8.2762
D750_11_10 rep004 trilnormcave I424 7.77567 7.6156 5.8987 8.2953
D750_11_10 rep004 trilnormcave I425 8.45854 8.2089 7.171 9.3657
D750_11_10 rep004 trilnormcave I426 9.63432 10.4085 9.6154 13.3657
D750_11_10 rep004 trilnormcave I427 6.58205 9.5902 6.6918 11.3657
D750_11_10 rep004 trilnormcave I428 18.1884 16.8372 12.482 19.5815
D750_11_10 rep004 trilnormcave I429 5.84759 3.4942 -3.4763 6.0401
D750_11_10 rep004 trilnormcave I44 21.4232 21.1537 18.6446 22.7598
D750_11_10 rep004 trilnorm I1 0 -1.2442 -8.7523 0.5978
D750_11_10 rep004 trilnorm I128 19.9163 18.0778 14.538 19.3667
D750_11_10 rep004 trilnorm I286 25.3017 25.1885 19.5373 25.3657
D750_11_10 rep004 trilnorm I325 1.20355 -0.3275 -8.4077 0.6108
D750_11_10 rep004 trilnorm I326 3.94902 3.7895 -5.7096 4.3177
D750_11_10 rep004 trilnorm I327 4.27739 4.4112 -2.7265 4.6716
D750_11_10 rep004 trilnorm I328 4.77028 4.8123 -0.6948 5.1606
D750_11_10 rep004 trilnorm I329 5.33835 5.5469 1.5775 6.8216
D750_11_10 rep004 trilnorm I330 6.90134 7.5929 3.2452 8.1256
D750_11_10 rep004 trilnorm I331 7.16929 7.794 3.2463 8.1267
D750_11_10 rep004 trilnorm I332 7.97421 8.4684 5.6519 9.3657
D750_11_10 rep004 trilnorm I333 14.6767 15.2008 15.3656 15.3657
D750_11_10 rep004 trilnorm I334 10.7626 8.4612 5.7245 11.1234
D750_11_10 rep004 trilnorm I335 5.864 5.7274 3.3716 9.1246
D750_11_10 rep004 trilnorm I336 6.61152 7.3867 5.9122 11.3657
D750_11_10 rep004 trilnorm I337 8.79295 10.1883 1.9366 11.3384
D750_11_10 rep004 trilnorm I338 4.99539 4.606 -5.7085 5.4362
D750_11_10 rep004 trilnorm I339 20.6125 20.4415 21.3652 21.3657
D750_11_10 rep004 trilnorm I340 2.09417 0.6401 -6.119 2.0105
D750_11_10 rep004 trilnorm I341 3.7518 2.5137 -1.747 4.9623
D750_11_10 rep004 trilnorm I342 3.88622 2.614 -0.5242 5.0739
D750_11_10 rep004 trilnorm I343 4.12251 2.7236 -0.2113 5.0749
D750_11_10 rep004 trilnorm I344 4.46102 3.1892 0.3267 5.5614
D750_11_10 rep004 trilnorm I345 4.9653 3.2845 0.7725 5.5624
D750_11_10 rep004 trilnorm I346 5.21589 3.4659 1.0043 6.4538
D750_11_10 rep004 trilnorm I347 8.52984 5.9179 1.6571 8.5285
D750_11_10 rep004 trilnorm I348 12.0153 10.0257 2.5854 11.118
D750_11_10 rep004 trilnorm I349 10.4558 7.4478 1.9852 12.4731
D750_11_10 rep004 trilnorm I350 15.6768 15.3137 13.0185 17.3657
D750_11_10 rep004 trilnorm I351 22.78 22.6888 19.2566 22.7093
D750_11_10 rep004 trilnorm I352 11.9044 5.3122 3.0352 10.8402
D750_11_10 rep004 trilnorm I353 20.6674 20.641 19.0246 21.3657
D750_11_10 rep004 trilnorm I354 13.78 13.8776 7.2821 15.543
D750_11_10 rep004 trilnorm I355 16.48 14.9912 8.5594 17.3647
D750_11_10 rep004 trilnorm I356 16.7843 15.7471 12.153 17.3657
D750_11_10 rep004 trilnorm I357 4.17601 2.8399 0.2314 5.0759
D750_11_10 rep004 trilnorm I358 4.90318 3.7069 1.1342 5.4923
D750_11_10 rep004 trilnorm I359 5.45124 4.1404 1.5113 6.9848
D750_11_10 rep004 trilnorm I360 9.51972 9.5154 9.0135 11.3657
D750_11_10 rep004 trilnorm I361 7.10854 9.5719 2.1581 10.4292
D750_11_10 rep004 trilnorm I362 4.93457 3.8252 1.4553 5.7062
D750_11_10 rep004 trilnorm I363 11.9475 12.0747 12.0604 15.2165
D750_11_10 rep004 trilnorm I364 14.0975 13.599 12.6995 15.3666
D750_11_10 rep004 trilnorm I365 15.6999 15.1446 13.0168 16.3989
D750_11_10 rep004 trilnorm I366 16.2079 15.4529 13.0185 17.2582
D750_11_10 rep004 trilnorm I367 19.9436 15.9587 15.016 21.3657
D750_11_10 rep004 trilnorm I368 11.4988 11.0964 2.2214 12.637
D750_11_10 rep004 trilnorm I369 20.4229 20.9617 20.072 21.3657
D750_11_10 rep004 trilnorm I370 6.6965 4.5574 -0.3703 10.0745
D750_11_10 rep004 trilnorm I371 6.794 4.703 3.6371 12.9902
D750_11_10 rep004 trilnorm I372 6.90928 4.8482 5.6286 13.3517
D750_11_10 rep004 trilnorm I373 7.16267 5.2289 5.9272 13.3527
D750_11_10 rep004 trilnorm I374 18.2079 15.5308 10.1726 18.6773
D750_11_10 rep004 trilnorm I375 20.0079 17.4711 11.8264 19.711
D750_11_10 rep004 trilnorm I376 9.8015 8.5525 9.2514 13.3643
D750_11_10 rep004 trilnorm I377 9.85593 8.677 9.604 13.3654
D750_11_10 rep004 trilnorm I378 13.6295 14.108 15.222 15.3657
D750_11_10 rep004 trilnorm I379 11.9241 13.2749 11.5805 14.4822
D750_11_10 rep004 trilnorm I380 18.5221 19.3393 17.8475 20.7435
D750_11_10 rep004 trilnorm I381 23.6861 22.7428 19.3763 24.0067
D750_11_10 rep004 trilnorm I382 15.8269 15.8255 10.3423 19.3638
D750_11_10 rep004 trilnorm I383 16.434 16.8426 12.7142 19.3648
D750_11_10 rep004 trilnorm I384 7.10163 4.8741 -0.3692 10.5997
D750_11_10 rep004 trilnorm I385 12.9534 12.7013 10.0565 13.3657
D750_11_10 rep004 trilnorm I386 2.78592 0.7772 -5.1881 3.1175
D750_11_10 rep004 trilnorm I387 3.34812 0.9186 -4.8772 8.4851
D750_11_10 rep004 trilnorm I388 10.094 10.3552 3.9673 11.3657
D750_11_10 rep004 trilnorm I389 21.3724 20.0313 18.452 25.3656
D750_11_10 rep004 trilnorm I390 3.14867 1.5408 -3.587 3.1309
D750_11_10 rep004 trilnorm I391 3.67959 2.181 -3.0708 3.8637
D750_11_10 rep004 trilnorm I392 4.87108 2.6275 -1.6891 6.4972
D750_11_10 rep004 trilnorm I393 6.60176 5.7203 -2.116 6.6781
D750_11_10 rep004 trilnorm I394 9.26967 9.2201 2.8407 9.3657
D750_11_10 rep004 trilnorm I395 12.4585 13.1571 6.9729 18.2243
D750_11_10 rep004 trilnorm I396 13.3782 14.289 7.2146 18.2253
D750_11_10 rep004 trilnorm I397 15.4398 14.4122 7.6252 18.2263
D750_11_10 rep004 trilnorm I398 21.9044 17.8581 10.4483 19.7816
D750_11_10 rep004 trilnorm I399 4.0092 2.472 -2.8928 3.2239
D750_11_10 rep004 trilnorm I400 4.62391 3.7376 -0.3128 6.127
D750_11_10 rep004 trilnorm I401 5.29061 4.4808 2.5914 9.3705
D750_11_10 rep004 trilnorm I402 10.6674 10.5632 4.6607 11.3657
D750_11_10 rep004 trilnorm I403 0.722128 -1.0799 -5.9231 3.6673
D750_11_10 rep004 trilnorm I404 1.56461 -0.7602 -4.5501 5.9134
D750_11_10 rep004 trilnorm I405 1.85346 -0.2199 -3.4021 7.2474
D750_11_10 rep004 trilnorm I406 5.24123 4.0948 0.9201 9.3577
D750_11_10 rep004 trilnorm I407 5.89628 4.2343 3.583 14.0007
D750_11_10 rep004 trilnorm I408 15.5403 17.6922 9.854 19.1948
D750_11_10 rep004 trilnorm I409 19.8641 18.1549 11.6671 20.0212
D750_11_10 rep004 trilnorm I410 24.3431 25.19 16.8942 24.7942
D750_11_10 rep004 trilnorm I411 22.2771 22.2285 19.8213 23.3657
D750_11_10 rep004 trilnorm I412 16.9668 17.2181 11.8773 17.3657
D750_11_10 rep004 trilnorm I413 5.65356 1.7231 -1.3993 9.6739
D750_11_10 rep004 trilnorm I414 16.686 15.0087 14.3329 19.3636
D750_11_10 rep004 trilnorm I415 17.6391 15.2977 16.0057 19.3647
D750_11_10 rep004 trilnorm I416 18.0694 18.2883 17.2495 19.3657
D750_11_10 rep004 trilnorm I417 2.48103 3.1123 1.1324 8.2759
D750_11_10 rep004 trilnorm I418 2.91722 4.4009 4.5603 9.3607
D750_11_10 rep004 trilnorm I419 4.50349 4.5497 5.2262 9.3617
D750_11_10 rep004 trilnorm I420 5.70912 5.9357 6.3824 9.3627
D750_11_10 rep004 trilnorm I421 6.06195 6.6924 7.1828 11.9012
D750_11_10 rep004 trilnorm I422 15.0301 14.8886 14.8682 15.3657
D750_11_10 rep004 trilnorm I423 7.52489 7.6454 7.9569 9.3637
D750_11_10 rep004 trilnorm I424 7.77567 8.1637 8.0093 9.3647
D750_11_10 rep004 trilnorm I425 8.45854 8.3918 8.4899 9.3657
D750_11_10 rep004 trilnorm I426 9.63432 9.3824 9.3745 13.3657
D750_11_10 rep004 trilnorm I427 6.58205 5.4844 6.8349 11.3657
D750_11_10 rep004 trilnorm I428 18.1884 17.8356 11.9526 22.449
D750_11_10 rep004 trilnorm I429 5.84759 4.6187 2.9793 9.3657
D750_11_10 rep004 trilnorm I44 21.4232 20.1536 20.0999 26.6084
D750_11_10 rep004 trilnormvex I1 0 -1.5567 -18.6479 -0.3065
D750_11_10 rep004 trilnormvex I128 19.9163 18.5525 15.3615 22.0619
D750_11_10 rep004 trilnormvex I286 25.3017 25.2345 22.0966 25.3657
D750_11_10 rep004 trilnormvex I325 1.20355 -1.1054 -15.8403 1.0034
D750_11_10 rep004 trilnormvex I326 3.94902 4.6144 -6.9297 7.5367
D750_11_10 rep004 trilnormvex I327 4.27739 4.7195 -5.4147 7.5377
D750_11_10 rep004 trilnormvex I328 4.77028 5.2478 -3.2268 7.5387
D750_11_10 rep004 trilnormvex I329 5.33835 5.6688 1.2376 8.0992
D750_11_10 rep004 trilnormvex I330 6.90134 7.496 4.2621 9.3636
D750_11_10 rep004 trilnormvex I331 7.16929 7.6239 4.6064 9.3647
D750_11_10 rep004 trilnormvex I332 7.97421 7.951 4.6454 9.3657
D750_11_10 rep004 trilnormvex I333 14.6767 14.9487 9.3169 15.0323
D750_11_10 rep004 trilnormvex I334 10.7626 10.7449 6.8227 12.4426
D750_11_10 rep004 trilnormvex I335 5.864 5.9428 2.9788 9.3657
D750_11_10 rep004 trilnormvex I336 6.61152 6.4367 3.9569 11.3657
D750_11_10 rep004 trilnormvex I337 8.79295 11.6668 0.9991 13.851
D750_11_10 rep004 trilnormvex I338 4.99539 9.5948 0.0951 11.3657
D750_11_10 rep004 trilnormvex I339 20.6125 20.0415 10.8639 21.3657
D750_11_10 rep004 trilnormvex I340 2.09417 -0.5449 -15.6934 1.0255
D750_11_10 rep004 trilnormvex I341 3.7518 1.3652 -12.0244 2.5606
D750_11_10 rep004 trilnormvex I342 3.88622 1.7848 -9.905 4.6132
D750_11_10 rep004 trilnormvex I343 4.12251 3.0656 -5.5919 5.496
D750_11_10 rep004 trilnormvex I344 4.46102 3.4875 -4.3971 8.1244
D750_11_10 rep004 trilnormvex I345 4.9653 4.1131 -2.1664 8.6077
D750_11_10 rep004 trilnormvex I346 5.21589 4.2411 0.404 11.0366
D750_11_10 rep004 trilnormvex I347 8.52984 11.2284 2.7001 13.8962
D750_11_10 rep004 trilnormvex I348 12.0153 11.3437 2.7531 13.9012
D750_11_10 rep004 trilnormvex I349 10.4558 13.9368 7.6406 17.3647
D750_11_10 rep004 trilnormvex I350 15.6768 15.6088 10.8966 17.3657
D750_11_10 rep004 trilnormvex I351 22.78 22.8136 20.0661 23.3657
D750_11_10 rep004 trilnormvex I352 11.9044 12.3299 2.4105 13.3632
D750_11_10 rep004 trilnormvex I353 20.6674 20.6447 18.0543 21.3657
D750_11_10 rep004 trilnormvex I354 13.78 14.5343 5.054 17.2595
D750_11_10 rep004 trilnormvex I355 16.48 15.3802 5.4095 17.2605
D750_11_10 rep004 trilnormvex I356 16.7843 15.9683 10.2324 17.3322
D750_11_10 rep004 trilnormvex I357 4.17601 3.1837 -4.8695 5.5433
D750_11_10 rep004 trilnormvex I358 4.90318 8.0422 0.0854 8.5751
D750_11_10 rep004 trilnormvex I359 5.45124 9.0341 1.985 9.6583
D750_11_10 rep004 trilnormvex I360 9.51972 10.6308 2.5908 10.5637
D750_11_10 rep004 trilnormvex I361 7.10854 10.3908 6.0428 11.3657
D750_11_10 rep004 trilnormvex I362 4.93457 8.1825 2.6142 9.3657
D750_11_10 rep004 trilnormvex I363 11.9475 11.7716 7.18 14.2702
D750_11_10 rep004 trilnormvex I364 14.0975 12.3238 8.2527 15.216
D750_11_10 rep004 trilnormvex I365 15.6999 14.136 9.3001 15.3964
D750_11_10 rep004 trilnormvex I366 16.2079 14.7038 9.6247 15.56
D750_11_10 rep004 trilnormvex I367 19.9436 17.4917 12.3876 19.3594
D750_11_10 rep004 trilnormvex I368 11.4988 12.242 3.8084 15.3657
D750_11_10 rep004 trilnormvex I369 20.4229 20.7157 8.7499 20.4938
D750_11_10 rep004 trilnormvex I370 6.6965 4.6253 -9.6621 6.4258
D750_11_10 rep004 trilnormvex I371 6.794 4.7647 -9.6611 6.4268
D750_11_10 rep004 trilnormvex I372 6.90928 4.8589 -9.3652 6.4278
D750_11_10 rep004 trilnormvex I373 7.16267 4.9671 -7.5832 6.4288
D750_11_10 rep004 trilnormvex I374 18.2079 17.9263 11.3247 20.0014
D750_11_10 rep004 trilnormvex I375 20.0079 20.7935 13.7277 20.698
D750_11_10 rep004 trilnormvex I376 9.8015 8.5934 0.8548 11.7314
D750_11_10 rep004 trilnormvex I377 9.85593 8.7924 2.8738 11.7441
D750_11_10 rep004 trilnormvex I378 13.6295 13.6884 6.7823 14.1953
D750_11_10 rep004 trilnormvex I379 11.9241 11.0952 2.3899 13.5315
D750_11_10 rep004 trilnormvex I380 18.5221 18.899 16.0289 21.3656
D750_11_10 rep004 trilnormvex I381 23.6861 23.5911 20.7367 24.579
D750_11_10 rep004 trilnormvex I382 15.8269 14.6913 4.2778 16.0716
D750_11_10 rep004 trilnormvex I383 16.434 15.4324 6.2444 17.2523
D750_11_10 rep004 trilnormvex I384 7.10163 4.8008 -6.6043 13.3647
D750_11_10 rep004 trilnormvex I385 12.9534 13.2122 10.4574 13.3657
D750_11_10 rep004 trilnormvex I386 2.78592 1.8171 -15.2302 2.2681
D750_11_10 rep004 trilnormvex I387 3.34812 2.3938 -14.9063 2.4909
D750_11_10 rep004 trilnormvex I388 10.094 10.0617 2.9532 11.3657
D750_11_10 rep004 trilnormvex I389 21.3724 21.6487 10.9028 25.0705
D750_11_10 rep004 trilnormvex I390 3.14867 1.9611 -9.4232 5.6112
D750_11_10 rep004 trilnormvex I391 3.67959 2.3194 -6.883 5.7928
D750_11_10 rep004 trilnormvex I392 4.87108 4.1536 -4.7562 10.1281
D750_11_10 rep004 trilnormvex I393 6.60176 2.7678 -6.5796 5.9509
D750_11_10 rep004 trilnormvex I394 9.26967 9.1762 -1.8367 9.3656
D750_11_10 rep004 trilnormvex I395 12.4585 13.634 0.7593 15.7416
D750_11_10 rep004 trilnormvex I396 13.3782 14.1931 5.3116 20.0342
D750_11_10 rep004 trilnormvex I397 15.4398 15.9054 6.8442 22.6333
D750_11_10 rep004 trilnormvex I398 21.9044 20.969 14.9266 27.2459
D750_11_10 rep004 trilnormvex I399 4.0092 3.5103 -2.9354 9.4085
D750_11_10 rep004 trilnormvex I400 4.62391 5.4981 1.9731 9.9264
D750_11_10 rep004 trilnormvex I401 5.29061 6.0966 5.4173 10.322
D750_11_10 rep004 trilnormvex I402 10.6674 11.1538 10.8029 11.3657
D750_11_10 rep004 trilnormvex I403 0.722128 -0.3925 -16.7025 2.4693
D750_11_10 rep004 trilnormvex I404 1.56461 1.7805 -16.08 5.3615
D750_11_10 rep004 trilnormvex I405 1.85346 1.9241 -12.4763 8.9663
D750_11_10 rep004 trilnormvex I406 5.24123 4.465 -3.7987 9.3365
D750_11_10 rep004 trilnormvex I407 5.89628 10.6032 -0.0859 12.239
D750_11_10 rep004 trilnormvex I408 15.5403 12.1665 4.5396 17.8734
D750_11_10 rep004 trilnormvex I409 19.8641 22.9863 12.0027 23.9574
D750_11_10 rep004 trilnormvex I410 24.3431 24.9695 18.2569 25.3657
D750_11_10 rep004 trilnormvex I411 22.2771 20.9708 17.6474 23.3657
D750_11_10 rep004 trilnormvex I412 16.9668 17.2814 14.6268 17.3657
D750_11_10 rep004 trilnormvex I413 5.65356 6.2521 -14.4545 7.4204
D750_11_10 rep004 trilnormvex I414 16.686 17.0204 14.3623 19.3637
D750_11_10 rep004 trilnormvex I415 17.6391 17.1308 16.3872 19.3647
D750_11_10 rep004 trilnormvex I416 18.0694 17.8276 17.1644 19.3657
D750_11_10 rep004 trilnormvex I417 2.48103 0.6723 -14.5169 4.1648
D750_11_10 rep004 trilnormvex I418 2.91722 1.5302 -13.3003 6.8418
D750_11_10 rep004 trilnormvex I419 4.50349 2.9071 -5.1088 8.7851
D750_11_10 rep004 trilnormvex I420 5.70912 3.8055 -1.1462 9.0557
D750_11_10 rep004 trilnormvex I421 6.06195 4.3762 -0.7038 10.8643
D750_11_10 rep004 trilnormvex I422 15.0301 14.5193 15.3417 15.3657
D750_11_10 rep004 trilnormvex I423 7.52489 7.4402 2.6365 9.3636
D750_11_10 rep004 trilnormvex I424 7.77567 7.5618 3.0064 9.3646
D750_11_10 rep004 trilnormvex I425 8.45854 8.5689 5.4619 9.3657
D750_11_10 rep004 trilnormvex I426 9.63432 10.7119 5.5878 11.3465
D750_11_10 rep004 trilnormvex I427 6.58205 9.9411 3.3873 11.3657
D750_11_10 rep004 trilnormvex I428 18.1884 22.1006 12.0483 23.2556
D750_11_10 rep004 trilnormvex I429 5.84759 4.8282 -10.569 7.0207
D750_11_10 rep004 trilnormvex I44 21.4232 21.7448 12.1969 26.1087
D750_11_10 rep005 trilnormcave I1 0 2.2319 -6.0118 1.1173
D750_11_10 rep005 trilnormcave I430 0.722128 2.3423 -6.0107 1.1184
D750_11_10 rep005 trilnormcave I431 1.56461 2.5625 -6.0096 2.1123
D750_11_10 rep005 trilnormcave I432 3.14867 4.3917 -3.5529 9.0863
D750_11_10 rep005 trilnormcave I433 4.66192 5.4389 0.8574 9.0873
D750_11_10 rep005 trilnormcave I434 7.18899 7.9491 5.5277 10.4758
D750_11_10 rep005 trilnormcave I435 8.16872 8.1897 5.7886 11.3864
D750_11_10 rep005 trilnormcave I436 6.30977 8.1525 3.1698 9.3836
D750_11_10 rep005 trilnormcave I437 8.8703 9.2138 5.6485 11.2879
D750_11_10 rep005 trilnormcave I438 1.20355 2.8099 -4.1168 1.4808
D750_11_10 rep005 trilnormcave I439 3.60358 3.3302 -3.873 2.8264
D750_11_10 rep005 trilnormcave I440 4.0092 4.2322 -3.7604 4.7195
D750_11_10 rep005 trilnormcave I441 4.37212 4.3551 -1.354 4.7652
D750_11_10 rep005 trilnormcave I442 4.77028 4.5814 -0.5759 5.1113
D750_11_10 rep005 trilnormcave I443 4.83826 4.6966 -0.4414 5.1722
D750_11_10 rep005 trilnormcave I444 5.05375 5.2915 1.9195 7.5144
D750_11_10 rep005 trilnormcave I445 6.80255 5.8326 3.9318 7.6316
D750_11_10 rep005 trilnormcave I446 8.54522 7.4924 5.7738 10.5826
D750_11_10 rep005 trilnormcave I447 5.51497 5.534 1.025 10.0127
D750_11_10 rep005 trilnormcave I448 7.01602 6.4815 3.781 10.0992
D750_11_10 rep005 trilnormcave I449 10.7691 10.4431 5.6356 11.2753
D750_11_10 rep005 trilnormcave I450 9.33457 11.4219 8.8156 15.1334
D750_11_10 rep005 trilnormcave I451 12.98 12.2119 11.3423 15.1345
D750_11_10 rep005 trilnormcave I452 13.4669 12.4454 12.6204 16.7845
D750_11_10 rep005 trilnormcave I453 6.4026 6.3543 2.8038 8.358
D750_11_10 rep005 trilnormcave I454 4.50349 4.3999 -1.906 5.0825
D750_11_10 rep005 trilnormcave I455 1.85346 3.2076 -2.4324 2.2807
D750_11_10 rep005 trilnormcave I456 4.06697 5.458 -0.7915 4.7828
D750_11_10 rep005 trilnormcave I457 10.9591 13.5781 10.5983 14.5647
D750_11_10 rep005 trilnormcave I458 13.3667 15.9546 13.5801 16.074
D750_11_10 rep005 trilnormcave I459 2.09417 3.3277 -1.2796 3.6315
D750_11_10 rep005 trilnormcave I460 2.30049 3.8049 -0.1051 4.2784
D750_11_10 rep005 trilnormcave I461 2.6415 4.426 0.5307 6.5255
D750_11_10 rep005 trilnormcave I462 15.9202 15.5504 12.8624 17.7359
D750_11_10 rep005 trilnormcave I463 22.7471 22.4688 20.7466 23.3657
D750_11_10 rep005 trilnormcave I464 3.03758 4.8511 2.0351 7.3032
D750_11_10 rep005 trilnormcave I465 3.52334 5.039 2.3208 9.2849
D750_11_10 rep005 trilnormcave I466 3.88622 5.4025 4.5995 9.2859
D750_11_10 rep005 trilnormcave I467 6.4138 5.8398 5.1083 9.287
D750_11_10 rep005 trilnormcave I468 7.75379 8.129 5.8155 10.0001
D750_11_10 rep005 trilnormcave I469 12.6674 14.8308 13.062 15.3657
D750_11_10 rep005 trilnormcave I470 15.6004 17.5763 16.084 22.5465
D750_11_10 rep005 trilnormcave I471 19.4065 18.8738 17.516 22.5475
D750_11_10 rep005 trilnormcave I472 24.3134 24.8065 22.3807 25.3464
D750_11_10 rep005 trilnormcave I473 22.6721 22.2358 20.2325 22.9934
D750_11_10 rep005 trilnormcave I474 9.43975 9.7764 8.3775 11.3657
D750_11_10 rep005 trilnormcave I475 20.829 19.5586 17.2641 22.4231
D750_11_10 rep005 trilnormcave I476 22.8248 22.9528 21.4859 23.3657
D750_11_10 rep005 trilnormcave I477 5.21589 6.5822 4.8302 8.9652
D750_11_10 rep005 trilnormcave I478 6.07611 7.2109 5.5233 11.3657
D750_11_10 rep005 trilnormcave I479 4.69895 6.7753 2.7126 7.5777
D750_11_10 rep005 trilnormcave I480 5.5356 7.8084 3.0741 7.7999
D750_11_10 rep005 trilnormcave I481 7.51452 8.2398 3.0752 7.9603
D750_11_10 rep005 trilnormcave I482 10.1044 8.9022 5.0939 11.1349
D750_11_10 rep005 trilnormcave I483 16.073 17.6353 13.0966 18.2453
D750_11_10 rep005 trilnormcave I484 13.9967 10.8371 8.6524 14.6816
D750_11_10 rep005 trilnormcave I485 19.3782 20.5802 18.3775 21.1511
D750_11_10 rep005 trilnormcave I486 19.9666 20.9065 19.0337 21.2547
D750_11_10 rep005 trilnormcave I487 21.6004 22.3352 20.216 23.2411
D750_11_10 rep005 trilnormcave I488 23.8269 24.6212 22.3487 25.8517
D750_11_10 rep005 trilnormcave I489 6.00388 8.0302 4.3851 8.5834
D750_11_10 rep005 trilnormcave I490 8.43121 8.1491 5.3561 8.9537
D750_11_10 rep005 trilnormcave I491 12.0444 12.0606 10.0189 13.7327
D750_11_10 rep005 trilnormcave I492 12.2175 12.6374 11.6522 16.2881
D750_11_10 rep005 trilnormcave I493 20.6556 19.5684 16.0574 21.4326
D750_11_10 rep005 trilnormcave I494 22.2079 21.2468 19.6111 22.9427
D750_11_10 rep005 trilnormcave I495 13.9163 13.4474 12.3893 16.4924
D750_11_10 rep005 trilnormcave I496 18.048 17.1199 15.1815 18.9808
D750_11_10 rep005 trilnormcave I497 23.5093 25.1538 22.8354 25.5356
D750_11_10 rep005 trilnormcave I498 18.2832 20.5921 18.9661 22.1201
D750_11_10 rep005 trilnormcave I499 26.1521 25.0586 25.2391 27.0598
D750_11_10 rep005 trilnormcave I500 26.9762 26.1067 25.9183 27.3573
D750_11_10 rep005 trilnormcave I501 13.8641 13.8629 12.8404 14.9187
D750_11_10 rep005 trilnormcave I502 11.159 10.6246 9.8198 11.3657
D750_11_10 rep005 trilnormcave I503 10.9321 11.7397 10.2997 14.8141
D750_11_10 rep005 trilnormcave I504 17.6721 14.7825 13.8822 17.7181
D750_11_10 rep005 trilnormcave I505 20.658 19.9812 17.5924 21.19
D750_11_10 rep005 trilnormcave I506 13.5656 13.9759 12.3896 17.0482
D750_11_10 rep005 trilnormcave I507 6.04765 7.4855 6.3513 9.3647
D750_11_10 rep005 trilnormcave I508 7.78864 8.617 7.9117 9.3657
D750_11_10 rep005 trilnormcave I509 15.5352 16.6099 11.9536 18.9466
D750_11_10 rep005 trilnormcave I510 23.5145 23.0232 19.7227 24.634
D750_11_10 rep005 trilnormcave I511 2.48103 4.0488 -1.0845 4.4274
D750_11_10 rep005 trilnormcave I512 2.78592 4.1795 0.6141 4.5142
D750_11_10 rep005 trilnormcave I513 3.82058 4.6115 1.4265 6.873
D750_11_10 rep005 trilnormcave I514 3.94902 4.7327 1.6095 8.9907
D750_11_10 rep005 trilnormcave I515 4.41725 4.989 2.6521 8.9917
D750_11_10 rep005 trilnormcave I516 4.73506 5.0959 2.8282 8.9927
D750_11_10 rep005 trilnormcave I517 8.6366 8.2111 4.7245 9.3411
D750_11_10 rep005 trilnormcave I518 12.0335 10.7806 8.4136 12.1786
D750_11_10 rep005 trilnormcave I519 11.6247 12.3207 6.8576 12.1791
D750_11_10 rep005 trilnormcave I520 12.0042 13.1805 6.8586 12.1808
D750_11_10 rep005 trilnormcave I521 4.90318 5.2077 3.8669 10.1437
D750_11_10 rep005 trilnormcave I522 17.4343 18.0409 18.2589 19.3657
D750_11_10 rep005 trilnormcave I523 6.78541 7.4366 7.8416 11.3657
D750_11_10 rep005 trilnormcave I524 9.6391 10.9035 8.1833 11.3655
D750_11_10 rep005 trilnormcave I525 10.8227 11.956 10.0564 13.3656
D750_11_10 rep005 trilnormcave I526 3.7518 4.5924 1.2976 4.6485
D750_11_10 rep005 trilnormcave I527 4.12251 4.7142 1.4901 4.7754
D750_11_10 rep005 trilnormcave I528 4.17601 5.029 1.4945 5.0436
D750_11_10 rep005 trilnormcave I529 7.79294 8.3094 7.7984 9.3657
D750_11_10 rep005 trilnormcave I530 4.87108 6.2002 2.8147 6.9193
D750_11_10 rep005 trilnormcave I531 4.99539 6.3076 2.9203 7.3084
D750_11_10 rep005 trilnormcave I532 14.2175 14.4069 14.338 15.3657
