treeModel rep clockModel nodeID trueAge estAge p0025 p0975
D750_3_25 rep005 trilnormvex I345 33.2495 43.2457 41.1113 46.8324
D750_3_25 rep005 trilnormvex I346 32.1245 28.9455 9.2039 42.2403
D750_3_25 rep005 trilnormvex I347 11.5025 23.0157 0.6526 31.128
D750_3_25 rep005 trilnormvex I348 22.9244 28.7599 4.9409 31.7091
D750_3_25 rep005 trilnormvex I349 23.6753 29.6882 6.8011 35.6183
D750_3_25 rep005 trilnormvex I350 24.8265 29.9517 20.4371 46.8314
D750_3_25 rep005 trilnormvex I351 25.2687 30.07 28.5779 58.985
D750_3_25 rep005 trilnormvex I352 58.4994 65.3057 52.0577 66.5928
D750_3_25 rep005 trilnormvex I353 44.8528 45.3786 31.8578 46.8324
D750_3_25 rep005 trilnormvex I354 47.7778 47.6532 36.3948 49.6767
D750_3_25 rep005 trilnormvex I355 25.1243 31.5854 14.7734 35.039
D750_3_25 rep005 trilnormvex I356 36.2638 37.8576 17.7813 41.8981
D750_3_25 rep005 trilnormvex I357 25.8192 32.5184 19.3812 38.372
D750_3_25 rep005 trilnormvex I358 32.4491 34.1864 20.4242 39.3422
D750_3_25 rep005 trilnormvex I359 37.1988 38.5653 30.5227 43.8232
D750_3_25 rep005 trilnormvex I360 26.3306 32.7633 28.7975 46.8304
D750_3_25 rep005 trilnormvex I361 28.725 33.2746 33.3479 46.8314
D750_3_25 rep005 trilnormvex I362 29.5607 33.5406 39.7021 46.8324
D750_3_25 rep005 trilnormvex I363 28.9001 36.6071 26.8645 46.8314
D750_3_25 rep005 trilnormvex I364 39.3206 37.0858 29.533 46.8324
D750_3_25 rep005 trilnormvex I82 21.6276 22.4485 26.341 51.042
D750_3_25 rep006 trilnormcave I1 0 8.0697 -4.7675 10.9494
D750_3_25 rep006 trilnormcave I117 52.1561 51.4613 48.311 55.2451
D750_3_25 rep006 trilnormcave I365 3.61064 10.1721 -1.9299 12.1202
D750_3_25 rep006 trilnormcave I366 13.9296 17.9924 8.983 21.5218
D750_3_25 rep006 trilnormcave I367 14.5861 19.0535 11.1504 24.3384
D750_3_25 rep006 trilnormcave I368 20.88 20.4609 15.5795 25.5315
D750_3_25 rep006 trilnormcave I369 23.3096 21.5303 16.7413 27.907
D750_3_25 rep006 trilnormcave I370 32.7089 22.7713 20.7014 32.9151
D750_3_25 rep006 trilnormcave I371 24.0233 25.0028 19.9839 32.6475
D750_3_25 rep006 trilnormcave I372 29.8697 34.8798 31.8661 42.2811
D750_3_25 rep006 trilnormcave I373 34.1394 35.0076 32.0652 42.8388
D750_3_25 rep006 trilnormcave I374 24.5159 25.1444 19.9995 37.6016
D750_3_25 rep006 trilnormcave I375 27.678 29.8341 26.4918 37.7707
D750_3_25 rep006 trilnormcave I376 50.4876 49.4748 47.7603 54.6339
D750_3_25 rep006 trilnormcave I377 29.4012 30.1295 28.4014 40.3239
D750_3_25 rep006 trilnormcave I378 36.9194 37.2947 38.9051 46.6007
D750_3_25 rep006 trilnormcave I379 37.7525 38.54 40.4061 46.8324
D750_3_25 rep006 trilnormcave I380 48.4994 39.0953 42.0673 50.0622
D750_3_25 rep006 trilnormcave I381 49.3001 40.6505 43.5622 52.4091
D750_3_25 rep006 trilnormcave I382 19.1029 24.2181 11.8828 33.9393
D750_3_25 rep006 trilnormcave I383 30.3805 35.1598 22.9262 37.36
D750_3_25 rep006 trilnormcave I384 49.3613 51.4753 46.1495 54.0482
D750_3_25 rep006 trilnormcave I385 45.652 50.5124 44.0492 52.4178
D750_3_25 rep006 trilnormcave I386 61.6859 62.883 59.0441 63.9455
D750_3_25 rep006 trilnormcave I387 20.3348 22.4867 14.2239 29.2006
D750_3_25 rep006 trilnormcave I388 45.3481 42.0079 34.6882 48.9213
D750_3_25 rep006 trilnormcave I389 6.01774 11.1466 -1.7515 12.4189
D750_3_25 rep006 trilnormcave I390 7.82306 12.1395 4.6152 17.7081
D750_3_25 rep006 trilnormcave I391 12.4051 15.1824 11.3784 28.5846
D750_3_25 rep006 trilnormcave I392 21.6276 19.5986 19.7387 42.3408
D750_3_25 rep006 trilnormcave I393 28.1728 29.0698 28.7623 40.6422
D750_3_25 rep006 trilnormcave I394 34.5067 37.7552 33.5309 45.0589
D750_3_25 rep006 trilnormcave I395 11.5025 15.6413 9.497 20.3733
D750_3_25 rep006 trilnormcave I396 25.2687 26.6935 24.0806 37.4789
D750_3_25 rep006 trilnormcave I397 30.0194 32.8343 29.0088 38.7804
D750_3_25 rep006 trilnormcave I398 19.7451 21.6488 11.9086 22.5999
D750_3_25 rep006 trilnormcave I399 21.1379 21.768 11.9096 22.6308
D750_3_25 rep006 trilnormcave I400 45.8366 45.6355 38.6718 46.8324
D750_3_25 rep006 trilnormcave I401 22.3051 23.4651 12.0365 22.8422
D750_3_25 rep006 trilnormcave I402 23.1196 23.6024 12.0375 23.251
D750_3_25 rep006 trilnormcave I403 26.9229 27.0725 17.9572 30.0354
D750_3_25 rep006 trilnormcave I404 35.4035 34.6039 21.6038 40.7257
D750_3_25 rep006 trilnormcave I405 30.3097 30.1202 22.8755 34.2333
D750_3_25 rep006 trilnormcave I406 30.5888 30.4716 26.8779 36.572
D750_3_25 rep006 trilnormcave I407 31.5488 31.8202 28.9008 38.8763
D750_3_25 rep006 trilnormcave I408 38.6802 38.9387 32.276 50.3666
D750_3_25 rep006 trilnormcave I409 29.9449 32.1282 24.4111 39.6458
D750_3_25 rep006 trilnormcave I410 9.26731 15.9576 -1.6906 18.0619
D750_3_25 rep006 trilnormcave I411 10.4709 16.9657 2.934 18.1733
D750_3_25 rep006 trilnormcave I412 13.2075 19.6035 8.56 20.8913
D750_3_25 rep006 trilnormcave I413 16.2592 21.7183 9.1126 25.7661
D750_3_25 rep006 trilnormcave I414 17.6167 23.7933 12.0082 26.3851
D750_3_25 rep006 trilnormcave I415 19.4311 25.0989 12.8587 35.0892
D750_3_25 rep006 trilnormcave I416 34.8182 38.7538 28.4144 41.4031
D750_3_25 rep006 trilnormcave I417 28.986 29.38 16.9378 31.0961
D750_3_25 rep006 trilnormcave I418 33.97 30.8082 16.9896 32.0383
D750_3_25 rep006 trilnormcave I419 33.7082 35.0492 22.7988 40.2625
D750_3_25 rep006 trilnormcave I420 50.258 50.1347 43.2699 53.3855
D750_3_25 rep006 trilnormcave I421 50.6423 51.4625 46.678 55.3004
D750_3_25 rep006 trilnormcave I422 18.3979 21.9813 13.4727 25.1389
D750_3_25 rep006 trilnormcave I423 22.5175 24.2158 14.7452 30.6231
D750_3_25 rep006 trilnormcave I424 24.6729 24.9556 20.8587 42.5945
D750_3_25 rep006 trilnormcave I425 28.8131 32.008 30.5135 42.5955
D750_3_25 rep006 trilnormcave I426 29.7937 32.5604 30.5571 42.5965
D750_3_25 rep006 trilnormcave I427 40.6762 38.9335 36.019 45.0229
D750_3_25 rep006 trilnormcave I428 29.238 33.3422 34.5577 43.206
D750_3_25 rep006 trilnormcave I429 48.8783 49.7255 48.2114 55.3724
D750_3_25 rep006 trilnormcave I430 23.4948 24.6864 14.8896 30.9285
D750_3_25 rep006 trilnormcave I431 35.5082 36.2289 29.2152 40.2976
D750_3_25 rep006 trilnormcave I432 54.0076 53.126 53.0319 56.8324
D750_3_25 rep006 trilnormcave I433 18.0179 17.208 3.2583 19.2481
D750_3_25 rep006 trilnormcave I434 24.1913 24.7321 15.7442 29.9234
D750_3_25 rep006 trilnormcave I435 37.0324 36.3092 32.1489 41.3391
D750_3_25 rep006 trilnormcave I436 41.9319 52.6097 47.1908 53.1424
D750_3_25 rep006 trilnorm I1 0 11.2947 -17.5135 8.9989
D750_3_25 rep006 trilnorm I117 52.1561 53.501 38.127 53.5888
D750_3_25 rep006 trilnorm I365 3.61064 13.9852 -9.2168 15.1979
D750_3_25 rep006 trilnorm I366 13.9296 25.7725 10.0237 30.867
D750_3_25 rep006 trilnorm I367 14.5861 27.7668 16.1328 33.3037
D750_3_25 rep006 trilnorm I368 20.88 29.2256 18.2372 33.6367
D750_3_25 rep006 trilnorm I369 23.3096 31.6088 25.2799 41.1584
D750_3_25 rep006 trilnorm I370 32.7089 36.372 30.7023 41.9616
D750_3_25 rep006 trilnorm I371 24.0233 35.9891 18.902 34.6165
D750_3_25 rep006 trilnorm I372 29.8697 37.2385 21.5771 37.5263
D750_3_25 rep006 trilnorm I373 34.1394 41.3002 23.1825 43.6919
D750_3_25 rep006 trilnorm I374 24.5159 36.0754 18.903 34.6815
D750_3_25 rep006 trilnorm I375 27.678 38.8098 24.3887 40.1994
D750_3_25 rep006 trilnorm I376 50.4876 51.2464 43.6093 52.3008
D750_3_25 rep006 trilnorm I377 29.4012 39.5882 30.6681 46.8302
D750_3_25 rep006 trilnorm I378 36.9194 42.618 35.2335 46.8313
D750_3_25 rep006 trilnorm I379 37.7525 42.9319 38.3593 46.8324
D750_3_25 rep006 trilnorm I380 48.4994 50.5336 43.9873 53.6251
D750_3_25 rep006 trilnorm I381 49.3001 51.2448 44.0671 55.1676
D750_3_25 rep006 trilnorm I382 19.1029 29.1672 19.8955 44.8366
D750_3_25 rep006 trilnorm I383 30.3805 38.589 33.4338 50.0486
D750_3_25 rep006 trilnorm I384 49.3613 50.0951 43.3153 53.2228
D750_3_25 rep006 trilnorm I385 45.652 44.1755 39.3676 54.634
D750_3_25 rep006 trilnorm I386 61.6859 62.7413 58.192 66.1295
D750_3_25 rep006 trilnorm I387 20.3348 35.5731 26.4229 45.9109
D750_3_25 rep006 trilnorm I388 45.3481 62.5058 50.2049 63.6359
D750_3_25 rep006 trilnorm I389 6.01774 15.5211 -7.689 15.969
D750_3_25 rep006 trilnorm I390 7.82306 15.6101 1.8771 23.8801
D750_3_25 rep006 trilnorm I391 12.4051 27.0368 13.4028 38.4156
D750_3_25 rep006 trilnorm I392 21.6276 29.5318 16.0475 46.8324
D750_3_25 rep006 trilnorm I393 28.1728 31.1774 23.8853 39.4062
D750_3_25 rep006 trilnorm I394 34.5067 40.0713 32.8097 46.8324
D750_3_25 rep006 trilnorm I395 11.5025 19.1796 8.4628 26.6386
D750_3_25 rep006 trilnorm I396 25.2687 29.9941 15.9072 36.0841
D750_3_25 rep006 trilnorm I397 30.0194 32.8194 20.5323 40.0512
D750_3_25 rep006 trilnorm I398 19.7451 25.3347 15.9798 30.22
D750_3_25 rep006 trilnorm I399 21.1379 26.5304 16.5146 30.8127
D750_3_25 rep006 trilnorm I400 45.8366 46.6721 37.0238 46.8324
D750_3_25 rep006 trilnorm I401 22.3051 28.8622 16.7774 31.2466
D750_3_25 rep006 trilnorm I402 23.1196 30.3324 16.7784 31.3218
D750_3_25 rep006 trilnorm I403 26.9229 33.1212 26.2231 41.7066
D750_3_25 rep006 trilnorm I404 35.4035 48.6603 38.1031 56.761
D750_3_25 rep006 trilnorm I405 30.3097 35.0431 30.4693 42.3849
D750_3_25 rep006 trilnorm I406 30.5888 35.7374 33.6313 42.4098
D750_3_25 rep006 trilnorm I407 31.5488 36.906 35.7071 44.828
D750_3_25 rep006 trilnorm I408 38.6802 47.7634 41.9633 54.0283
D750_3_25 rep006 trilnorm I409 29.9449 33.9529 24.8629 46.8324
D750_3_25 rep006 trilnorm I410 9.26731 21.0385 -2.1455 20.6282
D750_3_25 rep006 trilnorm I411 10.4709 21.9494 2.9787 23.5335
D750_3_25 rep006 trilnorm I412 13.2075 25.7262 5.7003 24.0468
D750_3_25 rep006 trilnorm I413 16.2592 26.4199 5.748 25.9635
D750_3_25 rep006 trilnorm I414 17.6167 27.5014 12.2458 36.8303
D750_3_25 rep006 trilnorm I415 19.4311 37.4089 22.1734 51.7894
D750_3_25 rep006 trilnorm I416 34.8182 51.6083 46.8464 56.8324
D750_3_25 rep006 trilnorm I417 28.986 36.7165 19.4527 38.6906
D750_3_25 rep006 trilnorm I418 33.97 39.9378 22.2749 41.5408
D750_3_25 rep006 trilnorm I419 33.7082 40.2051 20.8922 41.8088
D750_3_25 rep006 trilnorm I420 50.258 54.9132 42.2352 56.8314
D750_3_25 rep006 trilnorm I421 50.6423 55.0125 46.2376 56.8324
D750_3_25 rep006 trilnorm I422 18.3979 25.8486 8.0011 25.8811
D750_3_25 rep006 trilnorm I423 22.5175 30.5327 15.0036 34.3155
D750_3_25 rep006 trilnorm I424 24.6729 32.8755 15.1972 35.3561
D750_3_25 rep006 trilnorm I425 28.8131 35.0479 22.3504 36.389
D750_3_25 rep006 trilnorm I426 29.7937 35.1834 23.0575 37.1409
D750_3_25 rep006 trilnorm I427 40.6762 41.3275 35.77 46.8324
D750_3_25 rep006 trilnorm I428 29.238 35.1501 24.5783 41.6791
D750_3_25 rep006 trilnorm I429 48.8783 49.1865 36.5696 56.3936
D750_3_25 rep006 trilnorm I430 23.4948 31.9429 18.0001 42.9239
D750_3_25 rep006 trilnorm I431 35.5082 40.0966 32.2075 46.8324
D750_3_25 rep006 trilnorm I432 54.0076 55.3467 46.4062 55.589
D750_3_25 rep006 trilnorm I433 18.0179 24.6037 9.7169 35.5027
D750_3_25 rep006 trilnorm I434 24.1913 25.896 15.8799 35.5038
D750_3_25 rep006 trilnorm I435 37.0324 37.3058 26.1075 39.9896
D750_3_25 rep006 trilnorm I436 41.9319 44.6257 34.0981 46.0149
D750_3_25 rep006 trilnormvex I1 0 9.1569 -46.3856 14.7318
D750_3_25 rep006 trilnormvex I117 52.1561 55.7323 33.0418 55.4479
D750_3_25 rep006 trilnormvex I365 3.61064 18.5501 -18.599 26.5289
D750_3_25 rep006 trilnormvex I366 13.9296 28.156 6.5577 37.214
D750_3_25 rep006 trilnormvex I367 14.5861 29.1356 7.5299 37.2221
D750_3_25 rep006 trilnormvex I368 20.88 30.5449 11.9063 37.562
D750_3_25 rep006 trilnormvex I369 23.3096 33.2817 21.9596 45.9154
D750_3_25 rep006 trilnormvex I370 32.7089 43.614 30.5977 45.9912
D750_3_25 rep006 trilnormvex I371 24.0233 31.0013 11.9074 37.6417
D750_3_25 rep006 trilnormvex I372 29.8697 36.6383 16.6153 39.2222
D750_3_25 rep006 trilnormvex I373 34.1394 36.738 18.8997 43.9274
D750_3_25 rep006 trilnormvex I374 24.5159 31.2542 12.9367 37.8084
D750_3_25 rep006 trilnormvex I375 27.678 33.8071 15.6825 37.8094
D750_3_25 rep006 trilnormvex I376 50.4876 52.3671 45.5472 56.8324
D750_3_25 rep006 trilnormvex I377 29.4012 34.2924 17.3272 37.819
D750_3_25 rep006 trilnormvex I378 36.9194 39.7652 33.2448 46.8314
D750_3_25 rep006 trilnormvex I379 37.7525 40.1559 36.1569 46.8324
D750_3_25 rep006 trilnormvex I380 48.4994 55.8463 38.1623 55.6899
D750_3_25 rep006 trilnormvex I381 49.3001 56.1588 38.6598 56.8467
D750_3_25 rep006 trilnormvex I382 19.1029 31.9001 8.5202 41.0793
D750_3_25 rep006 trilnormvex I383 30.3805 39.9622 22.9366 47.4331
D750_3_25 rep006 trilnormvex I384 49.3613 43.3497 35.1005 52.5631
D750_3_25 rep006 trilnormvex I385 45.652 50.8301 39.1055 58.4991
D750_3_25 rep006 trilnormvex I386 61.6859 56.7319 46.574 63.0846
D750_3_25 rep006 trilnormvex I387 20.3348 32.1146 20.2675 46.8324
D750_3_25 rep006 trilnormvex I388 45.3481 54.4075 40.1166 63.1931
D750_3_25 rep006 trilnormvex I389 6.01774 22.3016 -5.938 33.1323
D750_3_25 rep006 trilnormvex I390 7.82306 23.7017 -1.9957 33.1333
D750_3_25 rep006 trilnormvex I391 12.4051 24.5071 0.4825 33.476
D750_3_25 rep006 trilnormvex I392 21.6276 31.2253 1.8689 38.1069
D750_3_25 rep006 trilnormvex I393 28.1728 28.6846 5.5449 38.9156
D750_3_25 rep006 trilnormvex I394 34.5067 39.5378 28.0896 46.8324
D750_3_25 rep006 trilnormvex I395 11.5025 27.3817 7.2259 34.7884
D750_3_25 rep006 trilnormvex I396 25.2687 30.634 22.8839 42.2751
D750_3_25 rep006 trilnormvex I397 30.0194 43.5774 26.5812 44.1295
D750_3_25 rep006 trilnormvex I398 19.7451 28.5154 10.7984 34.9137
D750_3_25 rep006 trilnormvex I399 21.1379 29.0801 19.7729 39.8697
D750_3_25 rep006 trilnormvex I400 45.8366 46.2827 36.4178 46.8318
D750_3_25 rep006 trilnormvex I401 22.3051 29.3061 24.2629 41.0387
D750_3_25 rep006 trilnormvex I402 23.1196 31.6268 28.0658 46.8324
D750_3_25 rep006 trilnormvex I403 26.9229 33.1761 28.8983 43.6278
D750_3_25 rep006 trilnormvex I404 35.4035 53.9824 41.6333 56.8324
D750_3_25 rep006 trilnormvex I405 30.3097 33.6408 29.3065 43.7479
D750_3_25 rep006 trilnormvex I406 30.5888 33.736 29.8083 43.749
D750_3_25 rep006 trilnormvex I407 31.5488 34.7079 29.8093 43.75
D750_3_25 rep006 trilnormvex I408 38.6802 41.0252 31.4639 56.8324
D750_3_25 rep006 trilnormvex I409 29.9449 34.6498 10.8421 36.1785
D750_3_25 rep006 trilnormvex I410 9.26731 14.325 -42.6619 16.8453
D750_3_25 rep006 trilnormvex I411 10.4709 14.4197 -26.1 24.2173
D750_3_25 rep006 trilnormvex I412 13.2075 24.9527 -1.491 35.9876
D750_3_25 rep006 trilnormvex I413 16.2592 25.0893 9.9263 46.8285
D750_3_25 rep006 trilnormvex I414 17.6167 26.7861 14.5358 46.8303
D750_3_25 rep006 trilnormvex I415 19.4311 27.2223 14.546 50.3222
D750_3_25 rep006 trilnormvex I416 34.8182 38.4913 20.6555 51.6598
D750_3_25 rep006 trilnormvex I417 28.986 42.199 29.6528 46.8314
D750_3_25 rep006 trilnormvex I418 33.97 45.2065 41.3734 46.8324
D750_3_25 rep006 trilnormvex I419 33.7082 43.4557 32.8279 56.8304
D750_3_25 rep006 trilnormvex I420 50.258 55.5735 47.5604 56.8314
D750_3_25 rep006 trilnormvex I421 50.6423 55.6953 52.7452 56.8324
D750_3_25 rep006 trilnormvex I422 18.3979 26.2814 4.3797 35.9886
D750_3_25 rep006 trilnormvex I423 22.5175 29.2147 6.0093 39.8967
D750_3_25 rep006 trilnormvex I424 24.6729 29.749 7.9087 41.2417
D750_3_25 rep006 trilnormvex I425 28.8131 33.8346 21.802 42.7529
D750_3_25 rep006 trilnormvex I426 29.7937 33.9216 23.5874 42.9534
D750_3_25 rep006 trilnormvex I427 40.6762 37.8863 35.1031 46.8324
D750_3_25 rep006 trilnormvex I428 29.238 34.2108 23.6896 44.1326
D750_3_25 rep006 trilnormvex I429 48.8783 50.641 51.1441 65.1377
D750_3_25 rep006 trilnormvex I430 23.4948 29.292 7.2105 41.8326
D750_3_25 rep006 trilnormvex I431 35.5082 40.9172 18.3819 41.9667
D750_3_25 rep006 trilnormvex I432 54.0076 54.2347 48.2187 56.8324
D750_3_25 rep006 trilnormvex I433 18.0179 25.5715 -22.7153 26.9797
D750_3_25 rep006 trilnormvex I434 24.1913 26.6226 -13.1865 33.532
D750_3_25 rep006 trilnormvex I435 37.0324 40.3874 14.6261 45.9495
D750_3_25 rep006 trilnormvex I436 41.9319 42.4294 24.8063 51.1344
D750_3_25 rep007 trilnormcave I1 0 -20.459 -23.415 -2.2413
D750_3_25 rep007 trilnormcave I155 58.6129 58.0489 55.1024 66.4735
D750_3_25 rep007 trilnormcave I404 54.7283 53.6961 44.0617 56.2194
D750_3_25 rep007 trilnormcave I437 16.7406 11.9622 -5.0183 29.4364
D750_3_25 rep007 trilnormcave I438 22.5175 19.4468 8.1605 31.6533
D750_3_25 rep007 trilnormcave I439 23.1196 19.628 10.8072 31.7544
D750_3_25 rep007 trilnormcave I440 29.4012 31.8922 16.1288 32.7391
D750_3_25 rep007 trilnormcave I441 3.61064 -17.2612 -21.581 -2.2403
D750_3_25 rep007 trilnormcave I442 6.01774 -13.0099 -18.0666 -2.1905
D750_3_25 rep007 trilnormcave I443 12.4051 6.6558 -15.5435 7.5539
D750_3_25 rep007 trilnormcave I444 15.1879 12.8086 -1.6722 17.4347
D750_3_25 rep007 trilnormcave I445 26.3306 22.7736 11.0341 34.4113
D750_3_25 rep007 trilnormcave I446 30.166 28.28 20.5212 36.1891
D750_3_25 rep007 trilnormcave I447 47.4148 46.5278 41.0826 51.8247
D750_3_25 rep007 trilnormcave I448 31.6085 29.1564 24.9023 46.8324
D750_3_25 rep007 trilnormcave I449 19.7451 11.0024 -15.5425 14.9433
D750_3_25 rep007 trilnormcave I450 10.4709 -3.277 -8.8555 1.7472
D750_3_25 rep007 trilnormcave I451 11.5025 -0.8876 -7.7971 3.5122
D750_3_25 rep007 trilnormcave I452 19.1029 14.2002 2.888 21.2511
D750_3_25 rep007 trilnormcave I453 25.1243 30.6443 15.9302 43.3361
D750_3_25 rep007 trilnormcave I454 37.1988 35.9478 21.6148 44.0693
D750_3_25 rep007 trilnormcave I455 29.071 23.7165 4.3877 24.5046
D750_3_25 rep007 trilnormcave I456 29.155 24.4534 4.3887 24.5737
D750_3_25 rep007 trilnormcave I457 35.7801 32.3978 15.3252 39.2642
D750_3_25 rep007 trilnormcave I458 43.5219 45.0646 38.9994 46.8324
D750_3_25 rep007 trilnormcave I459 13.9296 2.3044 -4.7739 9.8636
D750_3_25 rep007 trilnormcave I460 19.4311 8.9643 2.7252 14.7808
D750_3_25 rep007 trilnormcave I461 21.6276 9.6927 3.8019 15.2762
D750_3_25 rep007 trilnormcave I462 28.0765 26.7684 19.1143 33.8017
D750_3_25 rep007 trilnormcave I463 35.9449 32.0262 24.8468 44.3095
D750_3_25 rep007 trilnormcave I464 27.4702 22.1094 11.3479 29.0509
D750_3_25 rep007 trilnormcave I465 32.8604 29.3809 15.7867 36.7652
D750_3_25 rep007 trilnormcave I466 43.7909 42.9048 41.6119 46.8324
D750_3_25 rep007 trilnormcave I467 24.0233 15.9091 8.7393 29.469
D750_3_25 rep007 trilnormcave I468 46.2551 40.8405 35.7721 51.0136
D750_3_25 rep007 trilnormcave I469 50.2759 44.1491 40.7159 52.8747
D750_3_25 rep007 trilnormcave I470 53.3836 48.87 48.6346 54.6874
D750_3_25 rep007 trilnormcave I471 56.1844 55.6978 55.4944 56.8324
D750_3_25 rep007 trilnormcave I472 18.0179 7.9633 -3.0228 24.4012
D750_3_25 rep007 trilnormcave I473 21.8606 12.5355 3.2991 24.9892
D750_3_25 rep007 trilnormcave I474 54.786 54.8582 52.0573 56.8324
D750_3_25 rep007 trilnormcave I475 24.977 18.8994 9.0015 28.6304
D750_3_25 rep007 trilnormcave I476 28.9001 28.1159 14.7661 33.1749
D750_3_25 rep007 trilnormcave I477 18.3979 6.6554 0.5781 11.4452
D750_3_25 rep007 trilnormcave I478 18.759 6.8035 1.2195 14.0008
D750_3_25 rep007 trilnormcave I479 20.046 7.341 1.3404 19.2752
D750_3_25 rep007 trilnormcave I480 46.8334 29.5376 18.4928 42.3542
D750_3_25 rep007 trilnormcave I481 23.3096 7.966 3.6189 21.9743
D750_3_25 rep007 trilnormcave I482 23.6753 9.6704 10.3481 34.0642
D750_3_25 rep007 trilnormcave I483 26.5734 31.5296 22.4533 36.9146
D750_3_25 rep007 trilnormcave I484 33.2967 40.8649 35.8667 43.5953
D750_3_25 rep007 trilnormcave I485 33.6636 41.0779 38.2214 46.3812
D750_3_25 rep007 trilnormcave I486 35.0062 40.9986 36.268 46.8324
D750_3_25 rep007 trilnormcave I487 32.5018 41.0553 34.7799 46.8324
D750_3_25 rep007 trilnormcave I488 20.6126 9.9251 2.4578 17.2186
D750_3_25 rep007 trilnormcave I489 21.1379 10.4684 2.6936 24.4401
D750_3_25 rep007 trilnormcave I490 26.2061 12.2292 4.229 24.5981
D750_3_25 rep007 trilnormcave I491 31.1167 23.0483 14.1981 37.3144
D750_3_25 rep007 trilnormcave I492 31.8424 29.9291 19.1738 43.1301
D750_3_25 rep007 trilnormcave I493 39.9088 37.8104 26.0171 50.1762
D750_3_25 rep007 trilnormcave I494 13.2075 -7.8599 -16.8581 -0.8446
D750_3_25 rep007 trilnormcave I495 14.5861 -6.4956 -16.8571 0.6959
D750_3_25 rep007 trilnormcave I496 16.2592 -4.1165 -16.7128 10.5719
D750_3_25 rep007 trilnormcave I497 28.6358 26.5226 6.3412 28.2387
D750_3_25 rep007 trilnormcave I498 20.3348 4.6401 -2.5253 11.5496
D750_3_25 rep007 trilnormcave I499 21.3869 5.8023 -0.4665 18.6909
D750_3_25 rep007 trilnormcave I500 26.8082 8.4806 5.9305 29.7666
D750_3_25 rep007 trilnormcave I501 36.9761 22.3782 22.3505 40.6223
D750_3_25 rep007 trilnormcave I502 24.6729 14.1512 4.7389 25.5159
D750_3_25 rep007 trilnormcave I503 28.1728 20.1803 8.8756 35.175
D750_3_25 rep007 trilnormcave I504 15.7434 -6.4251 -14.9302 12.6818
D750_3_25 rep007 trilnormcave I505 17.6167 -3.8498 -11.6111 15.9945
D750_3_25 rep007 trilnormcave I506 32.8103 13.6808 10.24 32.399
D750_3_25 rep007 trilnormcave I507 35.6793 13.879 11.2803 40.0425
D750_3_25 rep007 trilnorm I1 0 -1.5553 -36.1695 -1.0521
D750_3_25 rep007 trilnorm I155 58.6129 58.6188 41.8991 60.6861
D750_3_25 rep007 trilnorm I404 54.7283 54.4732 54.9557 56.8324
D750_3_25 rep007 trilnorm I437 16.7406 16.2061 -25.9752 15.7201
D750_3_25 rep007 trilnorm I438 22.5175 21.5571 -8.1202 26.0515
D750_3_25 rep007 trilnorm I439 23.1196 21.7012 -0.7433 29.0929
D750_3_25 rep007 trilnorm I440 29.4012 29.6552 12.434 41.4018
D750_3_25 rep007 trilnorm I441 3.61064 1.7891 -21.6274 5.1312
D750_3_25 rep007 trilnorm I442 6.01774 4.4698 -9.4323 8.4995
D750_3_25 rep007 trilnorm I443 12.4051 10.5216 0.3007 23.2048
D750_3_25 rep007 trilnorm I444 15.1879 15.4673 7.5068 27.9866
D750_3_25 rep007 trilnorm I445 26.3306 27.5753 16.5669 44.2866
D750_3_25 rep007 trilnorm I446 30.166 31.2426 23.7188 42.4195
D750_3_25 rep007 trilnorm I447 47.4148 53.7036 51.5936 56.8324
D750_3_25 rep007 trilnorm I448 31.6085 33.9255 24.2209 46.8324
D750_3_25 rep007 trilnorm I449 19.7451 20.0603 5.0733 39.256
D750_3_25 rep007 trilnorm I450 10.4709 6.2941 -4.4529 11.3096
D750_3_25 rep007 trilnorm I451 11.5025 7.7533 -1.9627 15.714
D750_3_25 rep007 trilnorm I452 19.1029 20.489 6.497 31.8727
D750_3_25 rep007 trilnorm I453 25.1243 23.9248 11.1514 47.9283
D750_3_25 rep007 trilnorm I454 37.1988 37.4123 30.1877 49.8995
D750_3_25 rep007 trilnorm I455 29.071 36.3042 26.0738 42.3751
D750_3_25 rep007 trilnorm I456 29.155 36.9106 26.8994 46.8304
D750_3_25 rep007 trilnorm I457 35.7801 45.0383 28.5674 46.8314
D750_3_25 rep007 trilnorm I458 43.5219 46.2541 34.2834 46.8324
D750_3_25 rep007 trilnorm I459 13.9296 13.2309 -1.1749 17.5037
D750_3_25 rep007 trilnorm I460 19.4311 17.7863 6.6156 22.9206
D750_3_25 rep007 trilnorm I461 21.6276 25.4885 14.4465 29.5111
D750_3_25 rep007 trilnorm I462 28.0765 26.7103 17.2425 35.3529
D750_3_25 rep007 trilnorm I463 35.9449 33.8674 20.5167 48.2226
D750_3_25 rep007 trilnorm I464 27.4702 27.4793 19.3282 34.6343
D750_3_25 rep007 trilnorm I465 32.8604 38.2655 31.3708 44.6586
D750_3_25 rep007 trilnorm I466 43.7909 40.0408 34.9042 46.0334
D750_3_25 rep007 trilnorm I467 24.0233 26.3415 10.0986 31.728
D750_3_25 rep007 trilnorm I468 46.2551 47.01 40.194 54.464
D750_3_25 rep007 trilnorm I469 50.2759 49.152 41.3127 54.465
D750_3_25 rep007 trilnorm I470 53.3836 52.9113 49.7349 56.4659
