scenario rep k nodeName trueNodeAge estNodeAge
scenario3 rep013 3 I45 48.2767 63.743
scenario3 rep013 3 I46 56.6923 67.2885
scenario3 rep013 3 I47 76.9586 104.6229
scenario3 rep013 3 I48 79.3105 118.3823
scenario3 rep013 3 I49 52.3546 70.0825
scenario3 rep013 3 I5 9.33696 10.0805
scenario3 rep013 3 I50 58.469 106.0281
scenario3 rep013 3 I51 83.0134 118.3146
scenario3 rep013 3 I52 83.4521 118.3908
scenario3 rep013 3 I53 83.7694 118.479
scenario3 rep013 3 I54 87.5096 118.7665
scenario3 rep013 3 I55 26.0402 42.7748
scenario3 rep013 3 I56 26.8496 42.9005
scenario3 rep013 3 I57 28.4881 43.0803
scenario3 rep013 3 I58 45.7523 96.9344
scenario3 rep013 3 I59 89.2963 111.5447
scenario3 rep013 3 I6 33.1967 111.719
scenario3 rep013 3 I60 31.2313 43.7592
scenario3 rep013 3 I61 31.807 43.9477
scenario3 rep013 3 I62 34.9944 44.3881
scenario3 rep013 3 I63 32.6694 44.6898
scenario3 rep013 3 I64 33.8687 45.0948
scenario3 rep013 3 I65 41.6289 92.893
scenario3 rep013 3 I66 44.4088 96.8904
scenario3 rep013 3 I67 55.5269 109.9102
scenario3 rep013 3 I68 33.642 44.1842
scenario3 rep013 3 I69 33.6432 44.4222
scenario3 rep013 3 I7 6.9627 8.4681
scenario3 rep013 3 I70 39.5374 97.1388
scenario3 rep013 3 I71 41.25 97.2225
scenario3 rep013 3 I72 35.6755 44.6569
scenario3 rep013 3 I73 36.3187 44.7459
scenario3 rep013 3 I74 37.3101 44.827
scenario3 rep013 3 I8 7.23236 8.5026
scenario3 rep013 3 I9 16.9771 80.6471
scenario3 rep014 3 I0 0 -7.931
scenario3 rep014 3 I1 1.89772 -7.8559
scenario3 rep014 3 I10 24.4452 46.3018
scenario3 rep014 3 I11 8.33087 3.2218
scenario3 rep014 3 I12 52.2788 25.6457
scenario3 rep014 3 I13 8.5159 8.4626
scenario3 rep014 3 I14 36.5605 37.6408
scenario3 rep014 3 I15 9.61193 13.4232
scenario3 rep014 3 I16 18.552 63.4864
scenario3 rep014 3 I17 64.4724 117.0391
scenario3 rep014 3 I18 7.12688 -4.4334
scenario3 rep014 3 I19 12.9639 -4.3934
scenario3 rep014 3 I2 45.1116 26.5996
scenario3 rep014 3 I20 16.3031 -0.1544
scenario3 rep014 3 I21 24.8599 4.7056
scenario3 rep014 3 I22 30.0471 15.123
scenario3 rep014 3 I23 32.4873 17.5406
scenario3 rep014 3 I24 31.6844 16.3478
scenario3 rep014 3 I25 33.9221 18.5572
scenario3 rep014 3 I26 37.7111 36.5737
scenario3 rep014 3 I27 39.3061 70.0165
scenario3 rep014 3 I28 49.2904 99.9679
scenario3 rep014 3 I29 54.541 76.6355
scenario3 rep014 3 I3 53.1728 26.6793
scenario3 rep014 3 I30 8.64398 2.3692
scenario3 rep014 3 I31 18.7662 27.2575
scenario3 rep014 3 I32 20.3792 27.345
scenario3 rep014 3 I33 39.6276 48.3068
scenario3 rep014 3 I34 15.3699 25.7599
scenario3 rep014 3 I35 16.5318 29.4936
scenario3 rep014 3 I36 17.1885 26.3653
scenario3 rep014 3 I37 18.0794 26.6591
scenario3 rep014 3 I38 24.2807 28.471
scenario3 rep014 3 I39 25.3912 28.8058
scenario3 rep014 3 I4 4.29313 -5.1359
scenario3 rep014 3 I40 26.2688 41.7651
scenario3 rep014 3 I41 27.3794 42.3522
scenario3 rep014 3 I42 33.9127 44.0512
scenario3 rep014 3 I43 41.7203 46.5995
scenario3 rep014 3 I44 43.2265 57.3641
scenario3 rep014 3 I45 48.2767 69.4777
scenario3 rep014 3 I46 56.6923 100.0649
scenario3 rep014 3 I47 76.9586 101.28
scenario3 rep014 3 I48 79.3105 102.8299
scenario3 rep014 3 I49 52.3546 69.8209
scenario3 rep014 3 I5 9.33696 1.3937
scenario3 rep014 3 I50 58.469 89.0851
scenario3 rep014 3 I51 83.0134 121.8997
scenario3 rep014 3 I52 83.4521 122.1571
scenario3 rep014 3 I53 83.7694 122.2241
scenario3 rep014 3 I54 87.5096 131.2454
scenario3 rep014 3 I55 26.0402 29.0375
scenario3 rep014 3 I56 26.8496 29.3713
scenario3 rep014 3 I57 28.4881 29.4444
scenario3 rep014 3 I58 45.7523 92.8664
scenario3 rep014 3 I59 89.2963 112.2629
scenario3 rep014 3 I6 33.1967 43.709
scenario3 rep014 3 I60 31.2313 42.2988
scenario3 rep014 3 I61 31.807 50.8999
scenario3 rep014 3 I62 34.9944 50.9009
scenario3 rep014 3 I63 32.6694 60.795
scenario3 rep014 3 I64 33.8687 80.6277
scenario3 rep014 3 I65 41.6289 88.9103
scenario3 rep014 3 I66 44.4088 88.9858
scenario3 rep014 3 I67 55.5269 95.0989
scenario3 rep014 3 I68 33.642 44.0118
scenario3 rep014 3 I69 33.6432 44.0843
scenario3 rep014 3 I7 6.9627 -4.5785
scenario3 rep014 3 I70 39.5374 82.4506
scenario3 rep014 3 I71 41.25 86.5583
scenario3 rep014 3 I72 35.6755 44.117
scenario3 rep014 3 I73 36.3187 44.2385
scenario3 rep014 3 I74 37.3101 44.2551
scenario3 rep014 3 I8 7.23236 -1.4147
scenario3 rep014 3 I9 16.9771 26.4534
scenario3 rep015 3 I0 0 -53.0311
scenario3 rep015 3 I1 1.89772 -52.8816
scenario3 rep015 3 I10 24.4452 26.4517
scenario3 rep015 3 I11 8.33087 -47.5129
scenario3 rep015 3 I12 52.2788 74.0205
scenario3 rep015 3 I13 8.5159 -46.9659
scenario3 rep015 3 I14 36.5605 38.7026
scenario3 rep015 3 I15 9.61193 11.2085
scenario3 rep015 3 I16 18.552 26.9521
scenario3 rep015 3 I17 64.4724 76.1996
scenario3 rep015 3 I18 7.12688 -50.822
scenario3 rep015 3 I19 12.9639 -47.6614
scenario3 rep015 3 I2 45.1116 35.6163
scenario3 rep015 3 I20 16.3031 -47.5969
scenario3 rep015 3 I21 24.8599 -42.9367
scenario3 rep015 3 I22 30.0471 -41.4589
scenario3 rep015 3 I23 32.4873 -40.0671
scenario3 rep015 3 I24 31.6844 36.0842
scenario3 rep015 3 I25 33.9221 36.153
scenario3 rep015 3 I26 37.7111 38.9246
scenario3 rep015 3 I27 39.3061 39.0611
scenario3 rep015 3 I28 49.2904 45.0301
scenario3 rep015 3 I29 54.541 50.3605
scenario3 rep015 3 I3 53.1728 56.5067
scenario3 rep015 3 I30 8.64398 -12.8914
scenario3 rep015 3 I31 18.7662 58.6928
scenario3 rep015 3 I32 20.3792 73.1425
scenario3 rep015 3 I33 39.6276 81.0087
scenario3 rep015 3 I34 15.3699 23.5756
scenario3 rep015 3 I35 16.5318 25.6411
scenario3 rep015 3 I36 17.1885 37.5301
scenario3 rep015 3 I37 18.0794 37.6137
scenario3 rep015 3 I38 24.2807 37.8105
scenario3 rep015 3 I39 25.3912 38.5418
scenario3 rep015 3 I4 4.29313 -51.9096
scenario3 rep015 3 I40 26.2688 40.1629
scenario3 rep015 3 I41 27.3794 40.3015
scenario3 rep015 3 I42 33.9127 43.5607
scenario3 rep015 3 I43 41.7203 45.9466
scenario3 rep015 3 I44 43.2265 46.0637
scenario3 rep015 3 I45 48.2767 50.0564
scenario3 rep015 3 I46 56.6923 63.5723
scenario3 rep015 3 I47 76.9586 125.6525
scenario3 rep015 3 I48 79.3105 125.8141
scenario3 rep015 3 I49 52.3546 70.2934
scenario3 rep015 3 I5 9.33696 -51.7223
scenario3 rep015 3 I50 58.469 88.2482
scenario3 rep015 3 I51 83.0134 105.7609
scenario3 rep015 3 I52 83.4521 109.0127
scenario3 rep015 3 I53 83.7694 109.3451
scenario3 rep015 3 I54 87.5096 127.3328
scenario3 rep015 3 I55 26.0402 38.9785
scenario3 rep015 3 I56 26.8496 39.3301
scenario3 rep015 3 I57 28.4881 46.2253
scenario3 rep015 3 I58 45.7523 59.0945
scenario3 rep015 3 I59 89.2963 114.4855
scenario3 rep015 3 I6 33.1967 21.4082
scenario3 rep015 3 I60 31.2313 41.5697
scenario3 rep015 3 I61 31.807 47.8091
scenario3 rep015 3 I62 34.9944 49.196
scenario3 rep015 3 I63 32.6694 55.2935
scenario3 rep015 3 I64 33.8687 74.6568
scenario3 rep015 3 I65 41.6289 89.9482
scenario3 rep015 3 I66 44.4088 90.081
scenario3 rep015 3 I67 55.5269 91.6358
scenario3 rep015 3 I68 33.642 41.7064
scenario3 rep015 3 I69 33.6432 41.7777
scenario3 rep015 3 I7 6.9627 -51.2236
scenario3 rep015 3 I70 39.5374 62.2281
scenario3 rep015 3 I71 41.25 64.5575
scenario3 rep015 3 I72 35.6755 43.3957
scenario3 rep015 3 I73 36.3187 43.8681
scenario3 rep015 3 I74 37.3101 43.8691
scenario3 rep015 3 I8 7.23236 -50.4968
scenario3 rep015 3 I9 16.9771 17.1747
scenario3 rep016 3 I0 0 1.9404
scenario3 rep016 3 I1 1.89772 2.386
scenario3 rep016 3 I10 24.4452 17.2593
scenario3 rep016 3 I11 8.33087 9.6619
scenario3 rep016 3 I12 52.2788 57.699
scenario3 rep016 3 I13 8.5159 9.8219
scenario3 rep016 3 I14 36.5605 36.7777
scenario3 rep016 3 I15 9.61193 13.3472
scenario3 rep016 3 I16 18.552 13.4538
scenario3 rep016 3 I17 64.4724 59.8961
scenario3 rep016 3 I18 7.12688 3.0061
scenario3 rep016 3 I19 12.9639 4.8749
scenario3 rep016 3 I2 45.1116 52.8421
scenario3 rep016 3 I20 16.3031 5.3931
scenario3 rep016 3 I21 24.8599 5.4184
scenario3 rep016 3 I22 30.0471 5.9651
scenario3 rep016 3 I23 32.4873 14.6189
scenario3 rep016 3 I24 31.6844 11.7576
scenario3 rep016 3 I25 33.9221 13.0225
scenario3 rep016 3 I26 37.7111 16.4407
scenario3 rep016 3 I27 39.3061 22.1132
scenario3 rep016 3 I28 49.2904 27.5675
scenario3 rep016 3 I29 54.541 35.2153
scenario3 rep016 3 I3 53.1728 71.3889
scenario3 rep016 3 I30 8.64398 3.1025
scenario3 rep016 3 I31 18.7662 43.1859
scenario3 rep016 3 I32 20.3792 43.3074
scenario3 rep016 3 I33 39.6276 66.8539
scenario3 rep016 3 I34 15.3699 14.7455
scenario3 rep016 3 I35 16.5318 20.4615
scenario3 rep016 3 I36 17.1885 15.1643
scenario3 rep016 3 I37 18.0794 15.3629
scenario3 rep016 3 I38 24.2807 20.5737
scenario3 rep016 3 I39 25.3912 20.7085
scenario3 rep016 3 I4 4.29313 2.4685
scenario3 rep016 3 I40 26.2688 34.5334
scenario3 rep016 3 I41 27.3794 46.7721
scenario3 rep016 3 I42 33.9127 48.615
scenario3 rep016 3 I43 41.7203 50.9988
scenario3 rep016 3 I44 43.2265 51.1398
scenario3 rep016 3 I45 48.2767 66.492
scenario3 rep016 3 I46 56.6923 81.3335
scenario3 rep016 3 I47 76.9586 130.4528
scenario3 rep016 3 I48 79.3105 130.9983
scenario3 rep016 3 I49 52.3546 67.7532
scenario3 rep016 3 I5 9.33696 4.5368
scenario3 rep016 3 I50 58.469 77.5366
scenario3 rep016 3 I51 83.0134 110.3794
scenario3 rep016 3 I52 83.4521 110.485
scenario3 rep016 3 I53 83.7694 110.5858
scenario3 rep016 3 I54 87.5096 111.0485
scenario3 rep016 3 I55 26.0402 21.3953
scenario3 rep016 3 I56 26.8496 21.4504
scenario3 rep016 3 I57 28.4881 27.9709
scenario3 rep016 3 I58 45.7523 93.7483
scenario3 rep016 3 I59 89.2963 99.4232
scenario3 rep016 3 I6 33.1967 27.8798
scenario3 rep016 3 I60 31.2313 22.2205
scenario3 rep016 3 I61 31.807 23.9187
scenario3 rep016 3 I62 34.9944 25.981
scenario3 rep016 3 I63 32.6694 26.3994
scenario3 rep016 3 I64 33.8687 29.639
scenario3 rep016 3 I65 41.6289 40.5775
scenario3 rep016 3 I66 44.4088 46.171
scenario3 rep016 3 I67 55.5269 61.1926
scenario3 rep016 3 I68 33.642 22.3603
scenario3 rep016 3 I69 33.6432 22.4504
scenario3 rep016 3 I7 6.9627 3.0051
scenario3 rep016 3 I70 39.5374 22.5405
scenario3 rep016 3 I71 41.25 22.6543
scenario3 rep016 3 I72 35.6755 22.7753
scenario3 rep016 3 I73 36.3187 22.8825
scenario3 rep016 3 I74 37.3101 22.9998
scenario3 rep016 3 I8 7.23236 9.4846
scenario3 rep016 3 I9 16.9771 15.6983
scenario3 rep017 3 I0 0 2.5808
scenario3 rep017 3 I1 1.89772 3.1813
scenario3 rep017 3 I10 24.4452 56.8755
scenario3 rep017 3 I11 8.33087 4.9589
scenario3 rep017 3 I12 52.2788 93.6752
scenario3 rep017 3 I13 8.5159 5.1354
scenario3 rep017 3 I14 36.5605 36.129
scenario3 rep017 3 I15 9.61193 7.5979
scenario3 rep017 3 I16 18.552 31.2874
scenario3 rep017 3 I17 64.4724 62.808
scenario3 rep017 3 I18 7.12688 4.6857
scenario3 rep017 3 I19 12.9639 7.817
scenario3 rep017 3 I2 45.1116 46.1695
scenario3 rep017 3 I20 16.3031 11.6774
scenario3 rep017 3 I21 24.8599 20.7589
scenario3 rep017 3 I22 30.0471 22.1995
scenario3 rep017 3 I23 32.4873 24.9996
scenario3 rep017 3 I24 31.6844 22.2369
scenario3 rep017 3 I25 33.9221 23.6667
scenario3 rep017 3 I26 37.7111 25.3527
scenario3 rep017 3 I27 39.3061 28.332
scenario3 rep017 3 I28 49.2904 41.2875
scenario3 rep017 3 I29 54.541 41.4745
scenario3 rep017 3 I3 53.1728 51.4272
scenario3 rep017 3 I30 8.64398 5.0463
scenario3 rep017 3 I31 18.7662 15.8947
scenario3 rep017 3 I32 20.3792 16.0583
scenario3 rep017 3 I33 39.6276 42.8497
scenario3 rep017 3 I34 15.3699 17.1842
scenario3 rep017 3 I35 16.5318 21.1607
scenario3 rep017 3 I36 17.1885 18.7372
scenario3 rep017 3 I37 18.0794 25.797
scenario3 rep017 3 I38 24.2807 31.1336
scenario3 rep017 3 I39 25.3912 33.4456
scenario3 rep017 3 I4 4.29313 3.2877
scenario3 rep017 3 I40 26.2688 33.6619
scenario3 rep017 3 I41 27.3794 35.3584
scenario3 rep017 3 I42 33.9127 36.118
scenario3 rep017 3 I43 41.7203 37.2426
scenario3 rep017 3 I44 43.2265 37.5418
scenario3 rep017 3 I45 48.2767 38.3854
scenario3 rep017 3 I46 56.6923 39.923
scenario3 rep017 3 I47 76.9586 40.1465
scenario3 rep017 3 I48 79.3105 43.9443
scenario3 rep017 3 I49 52.3546 43.5756
scenario3 rep017 3 I5 9.33696 6.9371
scenario3 rep017 3 I50 58.469 56.5475
scenario3 rep017 3 I51 83.0134 89.4088
scenario3 rep017 3 I52 83.4521 89.5406
scenario3 rep017 3 I53 83.7694 89.7739
scenario3 rep017 3 I54 87.5096 89.8635
scenario3 rep017 3 I55 26.0402 33.6196
scenario3 rep017 3 I56 26.8496 33.7601
scenario3 rep017 3 I57 28.4881 51.964
scenario3 rep017 3 I58 45.7523 70.7371
scenario3 rep017 3 I59 89.2963 103.0493
scenario3 rep017 3 I6 33.1967 55.7336
scenario3 rep017 3 I60 31.2313 36.2968
scenario3 rep017 3 I61 31.807 45.6188
scenario3 rep017 3 I62 34.9944 45.7661
scenario3 rep017 3 I63 32.6694 55.7465
scenario3 rep017 3 I64 33.8687 58.891
scenario3 rep017 3 I65 41.6289 73.5613
scenario3 rep017 3 I66 44.4088 85.6497
scenario3 rep017 3 I67 55.5269 107.7581
scenario3 rep017 3 I68 33.642 36.7578
scenario3 rep017 3 I69 33.6432 37.3819
scenario3 rep017 3 I7 6.9627 4.6277
scenario3 rep017 3 I70 39.5374 37.6465
scenario3 rep017 3 I71 41.25 38.0503
scenario3 rep017 3 I72 35.6755 38.1931
scenario3 rep017 3 I73 36.3187 38.3172
scenario3 rep017 3 I74 37.3101 40.8101
scenario3 rep017 3 I8 7.23236 4.8009
scenario3 rep017 3 I9 16.9771 40.9365
scenario3 rep018 3 I0 0 6.3267
scenario3 rep018 3 I1 1.89772 6.4455
scenario3 rep018 3 I10 24.4452 48.4564
scenario3 rep018 3 I11 8.33087 13.4971
scenario3 rep018 3 I12 52.2788 36.2913
scenario3 rep018 3 I13 8.5159 13.4981
scenario3 rep018 3 I14 36.5605 35.6164
scenario3 rep018 3 I15 9.61193 13.4991
scenario3 rep018 3 I16 18.552 19.6399
scenario3 rep018 3 I17 64.4724 68.5592
scenario3 rep018 3 I18 7.12688 11.9667
scenario3 rep018 3 I19 12.9639 15.3479
scenario3 rep018 3 I2 45.1116 23.7704
scenario3 rep018 3 I20 16.3031 26.4026
scenario3 rep018 3 I21 24.8599 33.9199
scenario3 rep018 3 I22 30.0471 39.1993
scenario3 rep018 3 I23 32.4873 42.2111
scenario3 rep018 3 I24 31.6844 39.3095
scenario3 rep018 3 I25 33.9221 41.3522
scenario3 rep018 3 I26 37.7111 43.313
scenario3 rep018 3 I27 39.3061 43.4559
scenario3 rep018 3 I28 49.2904 68.3474
scenario3 rep018 3 I29 54.541 46.5218
scenario3 rep018 3 I3 53.1728 47.786
scenario3 rep018 3 I30 8.64398 12.3759
scenario3 rep018 3 I31 18.7662 22.629
scenario3 rep018 3 I32 20.3792 22.8818
scenario3 rep018 3 I33 39.6276 77.8749
scenario3 rep018 3 I34 15.3699 13.6247
scenario3 rep018 3 I35 16.5318 13.8758
scenario3 rep018 3 I36 17.1885 25.2153
scenario3 rep018 3 I37 18.0794 41.6765
scenario3 rep018 3 I38 24.2807 42.4421
scenario3 rep018 3 I39 25.3912 42.734
scenario3 rep018 3 I4 4.29313 9.495
scenario3 rep018 3 I40 26.2688 42.8153
scenario3 rep018 3 I41 27.3794 45.2043
scenario3 rep018 3 I42 33.9127 51.6166
scenario3 rep018 3 I43 41.7203 52.6031
scenario3 rep018 3 I44 43.2265 66.179
scenario3 rep018 3 I45 48.2767 66.7816
scenario3 rep018 3 I46 56.6923 92.0439
scenario3 rep018 3 I47 76.9586 96.4905
scenario3 rep018 3 I48 79.3105 97.1021
scenario3 rep018 3 I49 52.3546 66.9433
scenario3 rep018 3 I5 9.33696 10.4093
scenario3 rep018 3 I50 58.469 94.5646
scenario3 rep018 3 I51 83.0134 99.9485
scenario3 rep018 3 I52 83.4521 100.0931
scenario3 rep018 3 I53 83.7694 107.6059
scenario3 rep018 3 I54 87.5096 108.3071
scenario3 rep018 3 I55 26.0402 42.8438
scenario3 rep018 3 I56 26.8496 43.2296
scenario3 rep018 3 I57 28.4881 45.0187
scenario3 rep018 3 I58 45.7523 52.7827
scenario3 rep018 3 I59 89.2963 98.2595
scenario3 rep018 3 I6 33.1967 21.2858
scenario3 rep018 3 I60 31.2313 44.5052
scenario3 rep018 3 I61 31.807 49.7043
scenario3 rep018 3 I62 34.9944 51.5149
scenario3 rep018 3 I63 32.6694 53.9701
scenario3 rep018 3 I64 33.8687 56.6752
scenario3 rep018 3 I65 41.6289 85.7308
scenario3 rep018 3 I66 44.4088 85.816
scenario3 rep018 3 I67 55.5269 104.1609
scenario3 rep018 3 I68 33.642 44.5699
scenario3 rep018 3 I69 33.6432 44.5709
scenario3 rep018 3 I7 6.9627 11.8392
scenario3 rep018 3 I70 39.5374 59.253
scenario3 rep018 3 I71 41.25 92.4206
scenario3 rep018 3 I72 35.6755 44.5719
scenario3 rep018 3 I73 36.3187 44.5759
scenario3 rep018 3 I74 37.3101 44.5769
scenario3 rep018 3 I8 7.23236 12.6882
scenario3 rep018 3 I9 16.9771 14.2321
scenario3 rep019 3 I0 0 -9.8887
scenario3 rep019 3 I1 1.89772 -9.796
scenario3 rep019 3 I10 24.4452 62.7309
scenario3 rep019 3 I11 8.33087 -2.4328
scenario3 rep019 3 I12 52.2788 84.2261
scenario3 rep019 3 I13 8.5159 -2.2992
scenario3 rep019 3 I14 36.5605 35.3007
scenario3 rep019 3 I15 9.61193 -1.7498
scenario3 rep019 3 I16 18.552 -0.5671
scenario3 rep019 3 I17 64.4724 55.09
scenario3 rep019 3 I18 7.12688 -8.7778
scenario3 rep019 3 I19 12.9639 -4.1591
scenario3 rep019 3 I2 45.1116 72.6232
scenario3 rep019 3 I20 16.3031 4.1956
scenario3 rep019 3 I21 24.8599 15.3246
scenario3 rep019 3 I22 30.0471 19.7022
scenario3 rep019 3 I23 32.4873 19.8112
scenario3 rep019 3 I24 31.6844 19.8872
scenario3 rep019 3 I25 33.9221 26.0754
scenario3 rep019 3 I26 37.7111 32.7407
scenario3 rep019 3 I27 39.3061 33.0647
scenario3 rep019 3 I28 49.2904 103.0447
scenario3 rep019 3 I29 54.541 69.6738
scenario3 rep019 3 I3 53.1728 74.0611
scenario3 rep019 3 I30 8.64398 -8.5947
scenario3 rep019 3 I31 18.7662 53.2883
scenario3 rep019 3 I32 20.3792 79.1819
scenario3 rep019 3 I33 39.6276 86.2588
scenario3 rep019 3 I34 15.3699 21.5457
scenario3 rep019 3 I35 16.5318 28.2474
scenario3 rep019 3 I36 17.1885 23.8271
scenario3 rep019 3 I37 18.0794 26.5354
scenario3 rep019 3 I38 24.2807 39.9225
scenario3 rep019 3 I39 25.3912 40.6191
scenario3 rep019 3 I4 4.29313 -9.1648
scenario3 rep019 3 I40 26.2688 41.3442
scenario3 rep019 3 I41 27.3794 41.4733
scenario3 rep019 3 I42 33.9127 47.4949
scenario3 rep019 3 I43 41.7203 48.2943
scenario3 rep019 3 I44 43.2265 48.7209
scenario3 rep019 3 I45 48.2767 59.6451
scenario3 rep019 3 I46 56.6923 61.252
scenario3 rep019 3 I47 76.9586 87.8739
scenario3 rep019 3 I48 79.3105 88.1309
scenario3 rep019 3 I49 52.3546 59.8042
scenario3 rep019 3 I5 9.33696 -9.0511
scenario3 rep019 3 I50 58.469 66.7813
scenario3 rep019 3 I51 83.0134 102.1444
scenario3 rep019 3 I52 83.4521 102.2677
scenario3 rep019 3 I53 83.7694 104.1051
scenario3 rep019 3 I54 87.5096 104.3221
scenario3 rep019 3 I55 26.0402 40.8343
scenario3 rep019 3 I56 26.8496 41.3753
scenario3 rep019 3 I57 28.4881 44.7997
scenario3 rep019 3 I58 45.7523 81.9486
scenario3 rep019 3 I59 89.2963 128.725
scenario3 rep019 3 I6 33.1967 16.6316
scenario3 rep019 3 I60 31.2313 41.6698
scenario3 rep019 3 I61 31.807 46.5821
scenario3 rep019 3 I62 34.9944 47.1987
scenario3 rep019 3 I63 32.6694 60.2447
scenario3 rep019 3 I64 33.8687 60.4078
scenario3 rep019 3 I65 41.6289 86.727
scenario3 rep019 3 I66 44.4088 86.8733
scenario3 rep019 3 I67 55.5269 91.1178
scenario3 rep019 3 I68 33.642 42.8715
scenario3 rep019 3 I69 33.6432 42.9602
scenario3 rep019 3 I7 6.9627 -8.8777
scenario3 rep019 3 I70 39.5374 46.9279
scenario3 rep019 3 I71 41.25 47.0628
scenario3 rep019 3 I72 35.6755 43.0562
scenario3 rep019 3 I73 36.3187 43.4124
scenario3 rep019 3 I74 37.3101 44.3619
scenario3 rep019 3 I8 7.23236 -8.7446
scenario3 rep019 3 I9 16.9771 60.7187
scenario3 rep020 3 I0 0 0.8162
scenario3 rep020 3 I1 1.89772 1.1407
scenario3 rep020 3 I10 24.4452 75.2571
scenario3 rep020 3 I11 8.33087 5.0047
scenario3 rep020 3 I12 52.2788 112.8252
scenario3 rep020 3 I13 8.5159 5.0534
scenario3 rep020 3 I14 36.5605 36.5066
scenario3 rep020 3 I15 9.61193 6.0722
scenario3 rep020 3 I16 18.552 6.1685
scenario3 rep020 3 I17 64.4724 83.6897
scenario3 rep020 3 I18 7.12688 9.6162
scenario3 rep020 3 I19 12.9639 13.2334
scenario3 rep020 3 I2 45.1116 64.0302
scenario3 rep020 3 I20 16.3031 20.7918
scenario3 rep020 3 I21 24.8599 24.0327
scenario3 rep020 3 I22 30.0471 28.5605
scenario3 rep020 3 I23 32.4873 29.096
scenario3 rep020 3 I24 31.6844 28.6312
scenario3 rep020 3 I25 33.9221 31.4549
scenario3 rep020 3 I26 37.7111 33.9228
scenario3 rep020 3 I27 39.3061 41.8399
scenario3 rep020 3 I28 49.2904 52.7448
scenario3 rep020 3 I29 54.541 63.208
scenario3 rep020 3 I3 53.1728 75.8375
scenario3 rep020 3 I30 8.64398 11.2397
scenario3 rep020 3 I31 18.7662 14.9309
scenario3 rep020 3 I32 20.3792 16.0395
scenario3 rep020 3 I33 39.6276 20.0196
scenario3 rep020 3 I34 15.3699 23.5512
scenario3 rep020 3 I35 16.5318 23.6587
scenario3 rep020 3 I36 17.1885 24.3472
scenario3 rep020 3 I37 18.0794 33.9053
scenario3 rep020 3 I38 24.2807 34.5661
scenario3 rep020 3 I39 25.3912 34.7841
scenario3 rep020 3 I4 4.29313 4.3224
scenario3 rep020 3 I40 26.2688 34.8839
scenario3 rep020 3 I41 27.3794 35.0357
scenario3 rep020 3 I42 33.9127 35.1523
scenario3 rep020 3 I43 41.7203 38.4751
scenario3 rep020 3 I44 43.2265 39.4789
scenario3 rep020 3 I45 48.2767 58.7748
scenario3 rep020 3 I46 56.6923 78.1852
scenario3 rep020 3 I47 76.9586 115.3818
scenario3 rep020 3 I48 79.3105 115.5185
scenario3 rep020 3 I49 52.3546 68.8004
scenario3 rep020 3 I5 9.33696 10.4427
scenario3 rep020 3 I50 58.469 87.3397
scenario3 rep020 3 I51 83.0134 117.5697
scenario3 rep020 3 I52 83.4521 117.7429
scenario3 rep020 3 I53 83.7694 126.9878
scenario3 rep020 3 I54 87.5096 127.0674
scenario3 rep020 3 I55 26.0402 34.8679
scenario3 rep020 3 I56 26.8496 35.2038
scenario3 rep020 3 I57 28.4881 35.9414
scenario3 rep020 3 I58 45.7523 41.4684
scenario3 rep020 3 I59 89.2963 102.0998
scenario3 rep020 3 I6 33.1967 18.7435
scenario3 rep020 3 I60 31.2313 36.0221
scenario3 rep020 3 I61 31.807 36.4149
scenario3 rep020 3 I62 34.9944 37.8
scenario3 rep020 3 I63 32.6694 36.7676
scenario3 rep020 3 I64 33.8687 37.0291
scenario3 rep020 3 I65 41.6289 37.7821
scenario3 rep020 3 I66 44.4088 37.884
scenario3 rep020 3 I67 55.5269 43.3299
scenario3 rep020 3 I68 33.642 37.019
scenario3 rep020 3 I69 33.6432 37.1793
scenario3 rep020 3 I7 6.9627 4.6978
scenario3 rep020 3 I70 39.5374 58.6538
scenario3 rep020 3 I71 41.25 75.5055
scenario3 rep020 3 I72 35.6755 37.9729
scenario3 rep020 3 I73 36.3187 38.0485
scenario3 rep020 3 I74 37.3101 40.053
scenario3 rep020 3 I8 7.23236 4.9266
scenario3 rep020 3 I9 16.9771 75.1384
scenario4 rep001 3 I0 0 -2.948
scenario4 rep001 3 I1 1.89772 -1.3483
scenario4 rep001 3 I10 24.4452 85.6897
scenario4 rep001 3 I11 8.33087 -0.4237
scenario4 rep001 3 I12 52.2788 103.5772
scenario4 rep001 3 I13 8.5159 -0.3094
scenario4 rep001 3 I14 36.5605 38.6761
scenario4 rep001 3 I15 9.61193 -0.185
scenario4 rep001 3 I16 18.552 2.2255
scenario4 rep001 3 I17 64.4724 14.034
scenario4 rep001 3 I18 7.12688 -0.5749
scenario4 rep001 3 I19 12.9639 0.0085
scenario4 rep001 3 I2 45.1116 70.6793
scenario4 rep001 3 I20 16.3031 2.0175
scenario4 rep001 3 I21 24.8599 11.5603
scenario4 rep001 3 I22 30.0471 23.274
scenario4 rep001 3 I23 32.4873 25.6819
scenario4 rep001 3 I24 31.6844 23.3808
scenario4 rep001 3 I25 33.9221 27.6956
scenario4 rep001 3 I26 37.7111 27.8192
scenario4 rep001 3 I27 39.3061 30.116
scenario4 rep001 3 I28 49.2904 36.2946
scenario4 rep001 3 I29 54.541 58.3747
scenario4 rep001 3 I3 53.1728 77.8674
scenario4 rep001 3 I30 8.64398 -0.4536
