clockModel rep method brName estLength trueLength
scenario1 rep063 BEAST_strict Lilium 180.1275 108.316
scenario1 rep063 BEAST_strict Liquidambar 68.1238 94.2475
scenario1 rep063 BEAST_strict Liriodendron 96.3514 87.7211
scenario1 rep063 BEAST_strict Lonicera 24.6698 52.4904
scenario1 rep063 BEAST_strict Magnolia 96.3514 87.7211
scenario1 rep063 BEAST_strict Mauldinia 3.2834 2.33954
scenario1 rep063 BEAST_strict Meliosma 112.3243 123.468
scenario1 rep063 BEAST_strict Morus 95.2804 103.681
scenario1 rep063 BEAST_strict Musa 151.7736 90.7097
scenario1 rep063 BEAST_strict Myrtales 2.5799 17.7056
scenario1 rep063 BEAST_strict Nelumbo 107.5513 107.3
scenario1 rep063 BEAST_strict Nerium 44.2938 63.0414
scenario1 rep063 BEAST_strict Nicotiana 25.1579 60.6895
scenario1 rep063 BEAST_strict Nuphar 112.8782 86.8275
scenario1 rep063 BEAST_strict Nymphaea 112.8782 86.8273
scenario1 rep063 BEAST_strict Orontium 113.5857 113.5
scenario1 rep063 BEAST_strict Oryza 141.2922 85.4591
scenario1 rep063 BEAST_strict Oxalis 74.5545 98.75
scenario1 rep063 BEAST_strict Pachysandra 117.0398 121.921
scenario1 rep063 BEAST_strict Pandanus 180.8682 107.513
scenario1 rep063 BEAST_strict Papaver 102.9848 119.621
scenario1 rep063 BEAST_strict Paracryphia 24.6698 52.4904
scenario1 rep063 BEAST_strict Parnassia 74.5545 98.7501
scenario1 rep063 BEAST_strict Pelargonium 90.0088 105.006
scenario1 rep063 BEAST_strict Persea 101.4528 101.1
scenario1 rep063 BEAST_strict Picramnia 92.9918 106.131
scenario1 rep063 BEAST_strict Piper 130.5346 75.5275
scenario1 rep063 BEAST_strict Pisum 95.6216 104.325
scenario1 rep063 BEAST_strict Platanus 107.5513 107.3
scenario1 rep063 BEAST_strict Populus 79.2778 100.463
scenario1 rep063 BEAST_strict Pterostemon 10.3445 50.7034
scenario1 rep063 BEAST_strict Sapindopsis 4.773 16.1682
scenario1 rep063 BEAST_strict Saururus 130.5346 75.5275
scenario1 rep063 BEAST_strict Schisandra 63.0966 106.803
scenario1 rep063 BEAST_strict Serenoa 87.163 87.0001
scenario1 rep063 BEAST_strict Sparganium 61.0242 61.0683
scenario1 rep063 BEAST_strict Spathiphyllum 113.5857 113.5
scenario1 rep063 BEAST_strict Spinacia 102.3702 106.087
scenario1 rep063 BEAST_strict Tapiscia 68.6217 95.5911
scenario1 rep063 BEAST_strict Terminalia 87.4289 87.3001
scenario1 rep063 BEAST_strict Tricolpites 64.9484 4.85603
scenario1 rep063 BEAST_strict Trimenia 126.496 126.5
scenario1 rep063 BEAST_strict Trithuria 126.7045 126.5
scenario1 rep063 BEAST_strict Trochodendron 118.1336 122.811
scenario1 rep063 BEAST_strict Typha 61.0242 61.0685
scenario1 rep063 BEAST_strict Typhaceae 80.268 24.3907
scenario1 rep063 BEAST_strict Virginianthus 71.627 24.1841
scenario1 rep063 BEAST_strict Vitis 77.6714 111.512
scenario1 rep063 BEAST_strict Walkerpollis 51.3459 3.88808
scenario1 rep063 BEAST_strict Ximenia 105.4137 113.731
scenario1 rep064 BEAST_rcla Acer 78.5129 98.3711
scenario1 rep064 BEAST_rcla Acorus 124.9885 127.036
scenario1 rep064 BEAST_rcla Amborella 170.0107 140
scenario1 rep064 BEAST_rcla Anacostia 2.8155 4.16305
scenario1 rep064 BEAST_rcla Antirrhinum 63.1676 60.6895
scenario1 rep064 BEAST_rcla Apostasia 105.2584 106.078
scenario1 rep064 BEAST_rcla Aquifoliaceae 15.0541 21.1453
scenario1 rep064 BEAST_rcla Araceae 8.4667 10.197
scenario1 rep064 BEAST_rcla Archaefructus 7.9289 11.6023
scenario1 rep064 BEAST_rcla Arecales 10.1014 15.2889
scenario1 rep064 BEAST_rcla Asarum 121.7223 121.448
scenario1 rep064 BEAST_rcla Ascarina 111.1138 115.555
scenario1 rep064 BEAST_rcla Atherosperma 105.9528 103.44
scenario1 rep064 BEAST_rcla Aucuba 79.0637 83.3077
scenario1 rep064 BEAST_rcla Austrobaileya 129.3168 130.663
scenario1 rep064 BEAST_rcla Berberidopsis 111.0394 112.621
scenario1 rep064 BEAST_rcla Brasenia 119.4508 94.8882
scenario1 rep064 BEAST_rcla Brunia 47.6844 56.548
scenario1 rep064 BEAST_rcla Bulnesia 104.5223 106.358
scenario1 rep064 BEAST_rcla Calamus 86.9841 86.9999
scenario1 rep064 BEAST_rcla Calycanthus 107.5234 107.3
scenario1 rep064 BEAST_rcla Canella 126.4498 126.5
scenario1 rep064 BEAST_rcla Carya 94.9408 95.1
scenario1 rep064 BEAST_rcla Ceratophyllum 129.8099 131.356
scenario1 rep064 BEAST_rcla Chloranthus 111.1138 115.555
scenario1 rep064 BEAST_rcla Cleome 56.25 84.4731
scenario1 rep064 BEAST_rcla Cocculus 61.6418 100.372
scenario1 rep064 BEAST_rcla Coptis 61.6418 100.372
scenario1 rep064 BEAST_rcla Cornales 10.2911 10.9797
scenario1 rep064 BEAST_rcla Cornus 87.4499 87.2999
scenario1 rep064 BEAST_rcla Crossosoma 99.3808 107.331
scenario1 rep064 BEAST_rcla Cucumis 99.3778 102.69
scenario1 rep064 BEAST_rcla Daucus 44.2175 56.2306
scenario1 rep064 BEAST_rcla Dillenia 115.8905 113.96
scenario1 rep064 BEAST_rcla Dioscorea 98.2383 107.513
scenario1 rep064 BEAST_rcla Drimys 126.4498 126.5
scenario1 rep064 BEAST_rcla Eichhornia 65.0616 90.7097
scenario1 rep064 BEAST_rcla Endressinia 15.7935 16.1691
scenario1 rep064 BEAST_rcla Enkianthus 87.9108 96.7737
scenario1 rep064 BEAST_rcla Escallonia 51.409 56.9866
scenario1 rep064 BEAST_rcla Eucalyptus 87.5323 87.3
scenario1 rep064 BEAST_rcla Eupomatia 115.4763 115.5
scenario1 rep064 BEAST_rcla Euptelea 97.0373 121.234
scenario1 rep064 BEAST_rcla Fagales 4.4371 7.58994
scenario1 rep064 BEAST_rcla Fagus 94.9408 95.0999
scenario1 rep064 BEAST_rcla Gossypium 56.25 84.4734
scenario1 rep064 BEAST_rcla Grubbia 87.4499 87.3
scenario1 rep064 BEAST_rcla Gunnera 117.7321 115.719
scenario1 rep064 BEAST_rcla Hedycarya 101.4644 101.1
scenario1 rep064 BEAST_rcla Hedyosmum 125.6239 123.023
scenario1 rep064 BEAST_rcla Helianthus 72.1616 81.531
scenario1 rep064 BEAST_rcla Helwingia 66.5153 66.5
scenario1 rep064 BEAST_rcla I1 35.5237 1.89771
scenario1 rep064 BEAST_rcla I10 14.5101 7.46815
scenario1 rep064 BEAST_rcla I11 0.8644 1.09851
scenario1 rep064 BEAST_rcla I12 19.8682 27.779
scenario1 rep064 BEAST_rcla I13 0.8711 0.185028
scenario1 rep064 BEAST_rcla I14 1.5705 3.86045
scenario1 rep064 BEAST_rcla I15 1.1487 1.09603
scenario1 rep064 BEAST_rcla I16 7.5278 8.94009
scenario1 rep064 BEAST_rcla I17 5.1885 45.9205
scenario1 rep064 BEAST_rcla I18 0.96 0.164182
scenario1 rep064 BEAST_rcla I19 7.0819 5.83703
scenario1 rep064 BEAST_rcla I2 7.1073 31.6116
scenario1 rep064 BEAST_rcla I20 3.0063 3.33915
scenario1 rep064 BEAST_rcla I21 1.9023 8.5569
scenario1 rep064 BEAST_rcla I22 11.4064 5.18713
scenario1 rep064 BEAST_rcla I23 10.4352 2.44022
scenario1 rep064 BEAST_rcla I24 1.7296 1.63732
scenario1 rep064 BEAST_rcla I25 1.6855 2.23768
scenario1 rep064 BEAST_rcla I26 8.173 3.78906
scenario1 rep064 BEAST_rcla I27 2.7127 1.59502
scenario1 rep064 BEAST_rcla I28 29.3111 9.98418
scenario1 rep064 BEAST_rcla I29 10.9515 15.2348
scenario1 rep064 BEAST_rcla I3 28.4404 8.06111
scenario1 rep064 BEAST_rcla I30 2.2605 1.5171
scenario1 rep064 BEAST_rcla I31 29.5112 5.26619
scenario1 rep064 BEAST_rcla I32 2.321 1.61306
scenario1 rep064 BEAST_rcla I33 33.0745 19.2484
scenario1 rep064 BEAST_rcla I34 4.8385 1.86989
scenario1 rep064 BEAST_rcla I35 3.9042 1.16187
scenario1 rep064 BEAST_rcla I36 1.3198 1.81861
scenario1 rep064 BEAST_rcla I37 0.9715 0.890909
scenario1 rep064 BEAST_rcla I38 1.6867 6.20129
scenario1 rep064 BEAST_rcla I39 0.9211 1.1105
scenario1 rep064 BEAST_rcla I4 0.7661 2.39542
scenario1 rep064 BEAST_rcla I40 3.908 0.877635
scenario1 rep064 BEAST_rcla I41 1.8637 1.11055
scenario1 rep064 BEAST_rcla I42 6.3844 6.5333
scenario1 rep064 BEAST_rcla I43 6.914 7.8076
scenario1 rep064 BEAST_rcla I44 9.8302 1.50626
scenario1 rep064 BEAST_rcla I45 2.2 5.05022
scenario1 rep064 BEAST_rcla I46 6.6471 8.41561
scenario1 rep064 BEAST_rcla I47 10.1033 20.2663
scenario1 rep064 BEAST_rcla I48 5.7928 2.35183
scenario1 rep064 BEAST_rcla I49 4.1415 4.07786
scenario1 rep064 BEAST_rcla I5 4.4041 5.04383
scenario1 rep064 BEAST_rcla I50 9.4078 6.11437
scenario1 rep064 BEAST_rcla I51 20.7526 24.5444
scenario1 rep064 BEAST_rcla I52 3.7246 0.438631
scenario1 rep064 BEAST_rcla I53 3.4669 0.317339
scenario1 rep064 BEAST_rcla I54 5.8062 3.74023
scenario1 rep064 BEAST_rcla I55 0.9205 0.649031
scenario1 rep064 BEAST_rcla I56 0.8873 0.809405
scenario1 rep064 BEAST_rcla I57 1.8491 1.6385
scenario1 rep064 BEAST_rcla I58 39.2508 17.2643
scenario1 rep064 BEAST_rcla I59 11.6279 43.5441
scenario1 rep064 BEAST_rcla I6 34.7449 19.6967
scenario1 rep064 BEAST_rcla I60 8.1273 4.38172
scenario1 rep064 BEAST_rcla I61 1.8826 0.575665
scenario1 rep064 BEAST_rcla I62 7.8131 3.18741
scenario1 rep064 BEAST_rcla I63 5.6125 0.862363
scenario1 rep064 BEAST_rcla I64 3.0624 1.1993
scenario1 rep064 BEAST_rcla I65 17.8055 7.76023
scenario1 rep064 BEAST_rcla I66 4.286 2.77986
scenario1 rep064 BEAST_rcla I67 17.977 11.1181
scenario1 rep064 BEAST_rcla I68 2.3537 2.41062
scenario1 rep064 BEAST_rcla I69 1.295 0.00128
scenario1 rep064 BEAST_rcla I7 0.6904 2.66957
scenario1 rep064 BEAST_rcla I70 8.9716 5.89418
scenario1 rep064 BEAST_rcla I71 2.146 1.71254
scenario1 rep064 BEAST_rcla I72 1.3816 2.03222
scenario1 rep064 BEAST_rcla I73 1.6156 0.643278
scenario1 rep064 BEAST_rcla I74 0.8522 0.991321
scenario1 rep064 BEAST_rcla I8 0.8962 0.269661
scenario1 rep064 BEAST_rcla I9 6.5103 9.74474
scenario1 rep064 BEAST_rcla Ilex 66.5153 66.5
scenario1 rep064 BEAST_rcla Illicium 91.7564 106.803
scenario1 rep064 BEAST_rcla Itea 62.2755 50.7034
scenario1 rep064 BEAST_rcla Japonolirion 120.08 115.14
scenario1 rep064 BEAST_rcla Lilium 106.9439 108.316
scenario1 rep064 BEAST_rcla Liquidambar 73.9034 94.2475
scenario1 rep064 BEAST_rcla Liriodendron 95.608 87.7211
scenario1 rep064 BEAST_rcla Lonicera 38.4113 52.4904
scenario1 rep064 BEAST_rcla Magnolia 95.608 87.7211
scenario1 rep064 BEAST_rcla Mauldinia 4.4885 2.33954
scenario1 rep064 BEAST_rcla Meliosma 117.8059 123.468
scenario1 rep064 BEAST_rcla Morus 100.2301 103.681
scenario1 rep064 BEAST_rcla Musa 65.0616 90.7097
scenario1 rep064 BEAST_rcla Myrtales 9.648 17.7056
scenario1 rep064 BEAST_rcla Nelumbo 107.4816 107.3
scenario1 rep064 BEAST_rcla Nerium 68.9604 63.0414
scenario1 rep064 BEAST_rcla Nicotiana 63.1676 60.6895
scenario1 rep064 BEAST_rcla Nuphar 91.0104 86.8275
scenario1 rep064 BEAST_rcla Nymphaea 91.0104 86.8273
scenario1 rep064 BEAST_rcla Orontium 113.5155 113.5
scenario1 rep064 BEAST_rcla Oryza 83.4212 85.4591
scenario1 rep064 BEAST_rcla Oxalis 92.1097 98.75
scenario1 rep064 BEAST_rcla Pachysandra 119.4188 121.921
scenario1 rep064 BEAST_rcla Pandanus 98.2383 107.513
scenario1 rep064 BEAST_rcla Papaver 94.7163 119.621
scenario1 rep064 BEAST_rcla Paracryphia 38.4113 52.4904
scenario1 rep064 BEAST_rcla Parnassia 92.1097 98.7501
scenario1 rep064 BEAST_rcla Pelargonium 97.1802 105.006
scenario1 rep064 BEAST_rcla Persea 101.4644 101.1
scenario1 rep064 BEAST_rcla Picramnia 96.3184 106.131
scenario1 rep064 BEAST_rcla Piper 116.5337 75.5275
scenario1 rep064 BEAST_rcla Pisum 101.8456 104.325
scenario1 rep064 BEAST_rcla Platanus 107.4816 107.3
scenario1 rep064 BEAST_rcla Populus 94.2557 100.463
scenario1 rep064 BEAST_rcla Pterostemon 62.2755 50.7034
scenario1 rep064 BEAST_rcla Sapindopsis 10.3242 16.1682
scenario1 rep064 BEAST_rcla Saururus 116.5337 75.5275
scenario1 rep064 BEAST_rcla Schisandra 91.7564 106.803
scenario1 rep064 BEAST_rcla Serenoa 86.9841 87.0001
scenario1 rep064 BEAST_rcla Sparganium 60.9896 61.0683
scenario1 rep064 BEAST_rcla Spathiphyllum 113.5155 113.5
scenario1 rep064 BEAST_rcla Spinacia 104.655 106.087
scenario1 rep064 BEAST_rcla Tapiscia 74.2269 95.5911
scenario1 rep064 BEAST_rcla Terminalia 87.5323 87.3001
scenario1 rep064 BEAST_rcla Tricolpites 3.2614 4.85603
scenario1 rep064 BEAST_rcla Trimenia 126.5013 126.5
scenario1 rep064 BEAST_rcla Trithuria 126.5581 126.5
scenario1 rep064 BEAST_rcla Trochodendron 120.3903 122.811
scenario1 rep064 BEAST_rcla Typha 60.9896 61.0685
scenario1 rep064 BEAST_rcla Typhaceae 22.4315 24.3907
scenario1 rep064 BEAST_rcla Virginianthus 22.8754 24.1841
scenario1 rep064 BEAST_rcla Vitis 113.1542 111.512
scenario1 rep064 BEAST_rcla Walkerpollis 2.8003 3.88808
scenario1 rep064 BEAST_rcla Ximenia 112.9031 113.731
scenario1 rep064 BEAST_lognorm Acer 65.1347 98.3711
scenario1 rep064 BEAST_lognorm Acorus 143.5916 127.036
scenario1 rep064 BEAST_lognorm Amborella 200.4227 140
scenario1 rep064 BEAST_lognorm Anacostia 11.9697 4.16305
scenario1 rep064 BEAST_lognorm Antirrhinum 41.1643 60.6895
scenario1 rep064 BEAST_lognorm Apostasia 109.3185 106.078
scenario1 rep064 BEAST_lognorm Aquifoliaceae 15.438 21.1453
scenario1 rep064 BEAST_lognorm Araceae 22.3666 10.197
scenario1 rep064 BEAST_lognorm Archaefructus 38.4403 11.6023
scenario1 rep064 BEAST_lognorm Arecales 14.2141 15.2889
scenario1 rep064 BEAST_lognorm Asarum 105.8426 121.448
scenario1 rep064 BEAST_lognorm Ascarina 85.2141 115.555
scenario1 rep064 BEAST_lognorm Atherosperma 105.6638 103.44
scenario1 rep064 BEAST_lognorm Aucuba 74.2819 83.3077
scenario1 rep064 BEAST_lognorm Austrobaileya 138.4701 130.663
scenario1 rep064 BEAST_lognorm Berberidopsis 110.013 112.621
scenario1 rep064 BEAST_lognorm Brasenia 80.9911 94.8882
scenario1 rep064 BEAST_lognorm Brunia 41.0079 56.548
scenario1 rep064 BEAST_lognorm Bulnesia 106.8592 106.358
scenario1 rep064 BEAST_lognorm Calamus 86.997 86.9999
scenario1 rep064 BEAST_lognorm Calycanthus 107.513 107.3
scenario1 rep064 BEAST_lognorm Canella 126.4939 126.5
scenario1 rep064 BEAST_lognorm Carya 94.9716 95.1
scenario1 rep064 BEAST_lognorm Ceratophyllum 141.4244 131.356
scenario1 rep064 BEAST_lognorm Chloranthus 85.2141 115.555
scenario1 rep064 BEAST_lognorm Cleome 37.6852 84.4731
scenario1 rep064 BEAST_lognorm Cocculus 42.5502 100.372
scenario1 rep064 BEAST_lognorm Coptis 42.5502 100.372
scenario1 rep064 BEAST_lognorm Cornales 9.8907 10.9797
scenario1 rep064 BEAST_lognorm Cornus 87.4786 87.2999
scenario1 rep064 BEAST_lognorm Crossosoma 93.7051 107.331
scenario1 rep064 BEAST_lognorm Cucumis 99.4058 102.69
scenario1 rep064 BEAST_lognorm Daucus 36.7857 56.2306
scenario1 rep064 BEAST_lognorm Dillenia 115.8455 113.96
scenario1 rep064 BEAST_lognorm Dioscorea 81.2336 107.513
scenario1 rep064 BEAST_lognorm Drimys 126.4939 126.5
scenario1 rep064 BEAST_lognorm Eichhornia 67.1398 90.7097
scenario1 rep064 BEAST_lognorm Endressinia 34.0852 16.1691
scenario1 rep064 BEAST_lognorm Enkianthus 92.7212 96.7737
scenario1 rep064 BEAST_lognorm Escallonia 46.6731 56.9866
scenario1 rep064 BEAST_lognorm Eucalyptus 87.4974 87.3
scenario1 rep064 BEAST_lognorm Eupomatia 115.4978 115.5
scenario1 rep064 BEAST_lognorm Euptelea 84.0234 121.234
scenario1 rep064 BEAST_lognorm Fagales 4.4342 7.58994
scenario1 rep064 BEAST_lognorm Fagus 94.9716 95.0999
scenario1 rep064 BEAST_lognorm Gossypium 37.6852 84.4734
scenario1 rep064 BEAST_lognorm Grubbia 87.4786 87.3
scenario1 rep064 BEAST_lognorm Gunnera 118.2513 115.719
scenario1 rep064 BEAST_lognorm Hedycarya 101.4826 101.1
scenario1 rep064 BEAST_lognorm Hedyosmum 119.4903 123.023
scenario1 rep064 BEAST_lognorm Helianthus 67.624 81.531
scenario1 rep064 BEAST_lognorm Helwingia 66.4923 66.5
scenario1 rep064 BEAST_lognorm I1 35.4692 1.89771
scenario1 rep064 BEAST_lognorm I10 34.2762 7.46815
scenario1 rep064 BEAST_lognorm I11 3.3872 1.09851
scenario1 rep064 BEAST_lognorm I12 37.5688 27.779
scenario1 rep064 BEAST_lognorm I13 4.3692 0.185028
scenario1 rep064 BEAST_lognorm I14 1.8492 3.86045
scenario1 rep064 BEAST_lognorm I15 5.2624 1.09603
scenario1 rep064 BEAST_lognorm I16 34.1088 8.94009
scenario1 rep064 BEAST_lognorm I17 26.9615 45.9205
scenario1 rep064 BEAST_lognorm I18 3.2709 0.164182
scenario1 rep064 BEAST_lognorm I19 10.1537 5.83703
scenario1 rep064 BEAST_lognorm I2 45.522 31.6116
scenario1 rep064 BEAST_lognorm I20 7.724 3.33915
scenario1 rep064 BEAST_lognorm I21 6.5237 8.5569
scenario1 rep064 BEAST_lognorm I22 13.9509 5.18713
scenario1 rep064 BEAST_lognorm I23 34.1594 2.44022
scenario1 rep064 BEAST_lognorm I24 3.1581 1.63732
scenario1 rep064 BEAST_lognorm I25 2.9164 2.23768
scenario1 rep064 BEAST_lognorm I26 8.1075 3.78906
scenario1 rep064 BEAST_lognorm I27 4.2093 1.59502
scenario1 rep064 BEAST_lognorm I28 29.8619 9.98418
scenario1 rep064 BEAST_lognorm I29 16.1087 15.2348
scenario1 rep064 BEAST_lognorm I3 30.7069 8.06111
scenario1 rep064 BEAST_lognorm I30 12.321 1.5171
scenario1 rep064 BEAST_lognorm I31 42.5208 5.26619
scenario1 rep064 BEAST_lognorm I32 8.2934 1.61306
scenario1 rep064 BEAST_lognorm I33 33.1799 19.2484
scenario1 rep064 BEAST_lognorm I34 3.5037 1.86989
scenario1 rep064 BEAST_lognorm I35 5.171 1.16187
scenario1 rep064 BEAST_lognorm I36 1.5443 1.81861
scenario1 rep064 BEAST_lognorm I37 1.3201 0.890909
scenario1 rep064 BEAST_lognorm I38 1.9249 6.20129
scenario1 rep064 BEAST_lognorm I39 1.1492 1.1105
scenario1 rep064 BEAST_lognorm I4 4.8594 2.39542
scenario1 rep064 BEAST_lognorm I40 4.4496 0.877635
scenario1 rep064 BEAST_lognorm I41 2.6395 1.11055
scenario1 rep064 BEAST_lognorm I42 6.1472 6.5333
scenario1 rep064 BEAST_lognorm I43 6.4966 7.8076
scenario1 rep064 BEAST_lognorm I44 4.6481 1.50626
scenario1 rep064 BEAST_lognorm I45 3.9281 5.05022
scenario1 rep064 BEAST_lognorm I46 14.5112 8.41561
scenario1 rep064 BEAST_lognorm I47 19.7594 20.2663
scenario1 rep064 BEAST_lognorm I48 13.3583 2.35183
scenario1 rep064 BEAST_lognorm I49 6.8628 4.07786
scenario1 rep064 BEAST_lognorm I5 21.6239 5.04383
scenario1 rep064 BEAST_lognorm I50 14.3063 6.11437
scenario1 rep064 BEAST_lognorm I51 20.9509 24.5444
scenario1 rep064 BEAST_lognorm I52 5.6652 0.438631
scenario1 rep064 BEAST_lognorm I53 4.2222 0.317339
scenario1 rep064 BEAST_lognorm I54 8.2633 3.74023
scenario1 rep064 BEAST_lognorm I55 1.2566 0.649031
scenario1 rep064 BEAST_lognorm I56 1.2494 0.809405
scenario1 rep064 BEAST_lognorm I57 7.9025 1.6385
scenario1 rep064 BEAST_lognorm I58 48.4445 17.2643
scenario1 rep064 BEAST_lognorm I59 20.5242 43.5441
scenario1 rep064 BEAST_lognorm I6 45.1964 19.6967
scenario1 rep064 BEAST_lognorm I60 4.7211 4.38172
scenario1 rep064 BEAST_lognorm I61 4.1717 0.575665
scenario1 rep064 BEAST_lognorm I62 10.4104 3.18741
scenario1 rep064 BEAST_lognorm I63 11.9982 0.862363
scenario1 rep064 BEAST_lognorm I64 5.9562 1.1993
scenario1 rep064 BEAST_lognorm I65 22.6142 7.76023
scenario1 rep064 BEAST_lognorm I66 8.9648 2.77986
scenario1 rep064 BEAST_lognorm I67 18.4847 11.1181
scenario1 rep064 BEAST_lognorm I68 3.0158 2.41062
scenario1 rep064 BEAST_lognorm I69 1.8001 0.00128
scenario1 rep064 BEAST_lognorm I7 3.0778 2.66957
scenario1 rep064 BEAST_lognorm I70 24.4471 5.89418
scenario1 rep064 BEAST_lognorm I71 9.1778 1.71254
scenario1 rep064 BEAST_lognorm I72 1.9673 2.03222
scenario1 rep064 BEAST_lognorm I73 2.2338 0.643278
scenario1 rep064 BEAST_lognorm I74 1.4521 0.991321
scenario1 rep064 BEAST_lognorm I8 4.0461 0.269661
scenario1 rep064 BEAST_lognorm I9 33.4798 9.74474
scenario1 rep064 BEAST_lognorm Ilex 66.4923 66.5
scenario1 rep064 BEAST_lognorm Illicium 81.304 106.803
scenario1 rep064 BEAST_lognorm Itea 37.725 50.7034
scenario1 rep064 BEAST_lognorm Japonolirion 129.3439 115.14
scenario1 rep064 BEAST_lognorm Lilium 112.2349 108.316
scenario1 rep064 BEAST_lognorm Liquidambar 58.2491 94.2475
scenario1 rep064 BEAST_lognorm Liriodendron 77.929 87.7211
scenario1 rep064 BEAST_lognorm Lonicera 28.5224 52.4904
scenario1 rep064 BEAST_lognorm Magnolia 77.929 87.7211
scenario1 rep064 BEAST_lognorm Mauldinia 4.1812 2.33954
scenario1 rep064 BEAST_lognorm Meliosma 117.8696 123.468
scenario1 rep064 BEAST_lognorm Morus 100.858 103.681
scenario1 rep064 BEAST_lognorm Musa 67.1398 90.7097
scenario1 rep064 BEAST_lognorm Myrtales 7.7954 17.7056
scenario1 rep064 BEAST_lognorm Nelumbo 107.4962 107.3
scenario1 rep064 BEAST_lognorm Nerium 54.5225 63.0414
scenario1 rep064 BEAST_lognorm Nicotiana 41.1643 60.6895
scenario1 rep064 BEAST_lognorm Nuphar 50.2843 86.8275
scenario1 rep064 BEAST_lognorm Nymphaea 50.2843 86.8273
scenario1 rep064 BEAST_lognorm Orontium 113.501 113.5
scenario1 rep064 BEAST_lognorm Oryza 80.8931 85.4591
scenario1 rep064 BEAST_lognorm Oxalis 71.4341 98.75
scenario1 rep064 BEAST_lognorm Pachysandra 120.1762 121.921
scenario1 rep064 BEAST_lognorm Pandanus 81.2336 107.513
scenario1 rep064 BEAST_lognorm Papaver 75.73 119.621
scenario1 rep064 BEAST_lognorm Paracryphia 28.5224 52.4904
scenario1 rep064 BEAST_lognorm Parnassia 71.4341 98.7501
scenario1 rep064 BEAST_lognorm Pelargonium 95.2929 105.006
scenario1 rep064 BEAST_lognorm Persea 101.4826 101.1
scenario1 rep064 BEAST_lognorm Picramnia 87.7489 106.131
scenario1 rep064 BEAST_lognorm Piper 78.8811 75.5275
scenario1 rep064 BEAST_lognorm Pisum 103.0918 104.325
scenario1 rep064 BEAST_lognorm Platanus 107.4962 107.3
scenario1 rep064 BEAST_lognorm Populus 80.6119 100.463
scenario1 rep064 BEAST_lognorm Pterostemon 37.725 50.7034
scenario1 rep064 BEAST_lognorm Sapindopsis 10.3733 16.1682
scenario1 rep064 BEAST_lognorm Saururus 78.8811 75.5275
scenario1 rep064 BEAST_lognorm Schisandra 81.304 106.803
scenario1 rep064 BEAST_lognorm Serenoa 86.997 87.0001
scenario1 rep064 BEAST_lognorm Sparganium 61.0028 61.0683
scenario1 rep064 BEAST_lognorm Spathiphyllum 113.501 113.5
scenario1 rep064 BEAST_lognorm Spinacia 103.8659 106.087
scenario1 rep064 BEAST_lognorm Tapiscia 56.1699 95.5911
scenario1 rep064 BEAST_lognorm Terminalia 87.4974 87.3001
scenario1 rep064 BEAST_lognorm Tricolpites 14.8802 4.85603
scenario1 rep064 BEAST_lognorm Trimenia 126.5004 126.5
scenario1 rep064 BEAST_lognorm Trithuria 126.5132 126.5
scenario1 rep064 BEAST_lognorm Trochodendron 121.4963 122.811
scenario1 rep064 BEAST_lognorm Typha 61.0028 61.0685
scenario1 rep064 BEAST_lognorm Typhaceae 19.8903 24.3907
scenario1 rep064 BEAST_lognorm Virginianthus 37.7008 24.1841
scenario1 rep064 BEAST_lognorm Vitis 106.6936 111.512
scenario1 rep064 BEAST_lognorm Walkerpollis 13.4574 3.88808
scenario1 rep064 BEAST_lognorm Ximenia 112.6525 113.731
scenario1 rep064 BEAST_strict Acer 43.6368 98.3711
scenario1 rep064 BEAST_strict Acorus 161.3707 127.036
scenario1 rep064 BEAST_strict Amborella 167.497 140
scenario1 rep064 BEAST_strict Anacostia 3.9327 4.16305
scenario1 rep064 BEAST_strict Antirrhinum 39.0938 60.6895
scenario1 rep064 BEAST_strict Apostasia 139.173 106.078
scenario1 rep064 BEAST_strict Aquifoliaceae 2.294 21.1453
scenario1 rep064 BEAST_strict Araceae 43.0966 10.197
scenario1 rep064 BEAST_strict Archaefructus 39.7437 11.6023
scenario1 rep064 BEAST_strict Arecales 49.33 15.2889
scenario1 rep064 BEAST_strict Asarum 157.714 121.448
scenario1 rep064 BEAST_strict Ascarina 52.2277 115.555
scenario1 rep064 BEAST_strict Atherosperma 104.0507 103.44
scenario1 rep064 BEAST_strict Aucuba 52.0981 83.3077
scenario1 rep064 BEAST_strict Austrobaileya 130.3931 130.663
scenario1 rep064 BEAST_strict Berberidopsis 97.0862 112.621
scenario1 rep064 BEAST_strict Brasenia 123.4494 94.8882
scenario1 rep064 BEAST_strict Brunia 46.0564 56.548
scenario1 rep064 BEAST_strict Bulnesia 98.4522 106.358
scenario1 rep064 BEAST_strict Calamus 87.1457 86.9999
scenario1 rep064 BEAST_strict Calycanthus 107.4275 107.3
scenario1 rep064 BEAST_strict Canella 126.5774 126.5
scenario1 rep064 BEAST_strict Carya 94.8405 95.1
scenario1 rep064 BEAST_strict Ceratophyllum 160.4495 131.356
scenario1 rep064 BEAST_strict Chloranthus 52.2277 115.555
scenario1 rep064 BEAST_strict Cleome 34.1793 84.4731
scenario1 rep064 BEAST_strict Cocculus 44.3715 100.372
scenario1 rep064 BEAST_strict Coptis 44.3715 100.372
scenario1 rep064 BEAST_strict Cornales 2.0116 10.9797
scenario1 rep064 BEAST_strict Cornus 87.3249 87.2999
