clockModel rep method brName estLength trueLength
scenario1 rep009 BEAST_strict Lonicera 24.076 52.4904
scenario1 rep009 BEAST_strict Magnolia 74.3807 87.7211
scenario1 rep009 BEAST_strict Mauldinia 1.3944 2.33954
scenario1 rep009 BEAST_strict Meliosma 118.6973 123.468
scenario1 rep009 BEAST_strict Morus 96.0895 103.681
scenario1 rep009 BEAST_strict Musa 164.6624 90.7097
scenario1 rep009 BEAST_strict Myrtales 5.4514 17.7056
scenario1 rep009 BEAST_strict Nelumbo 107.4827 107.3
scenario1 rep009 BEAST_strict Nerium 35.1007 63.0414
scenario1 rep009 BEAST_strict Nicotiana 31.1602 60.6895
scenario1 rep009 BEAST_strict Nuphar 81.484 86.8275
scenario1 rep009 BEAST_strict Nymphaea 81.484 86.8273
scenario1 rep009 BEAST_strict Orontium 113.6164 113.5
scenario1 rep009 BEAST_strict Oryza 127.531 85.4591
scenario1 rep009 BEAST_strict Oxalis 72.4545 98.75
scenario1 rep009 BEAST_strict Pachysandra 115.9903 121.921
scenario1 rep009 BEAST_strict Pandanus 174.8277 107.513
scenario1 rep009 BEAST_strict Papaver 86.5867 119.621
scenario1 rep009 BEAST_strict Paracryphia 24.076 52.4904
scenario1 rep009 BEAST_strict Parnassia 72.4545 98.7501
scenario1 rep009 BEAST_strict Pelargonium 92.9041 105.006
scenario1 rep009 BEAST_strict Persea 101.4636 101.1
scenario1 rep009 BEAST_strict Picramnia 72.5291 106.131
scenario1 rep009 BEAST_strict Piper 83.1438 75.5275
scenario1 rep009 BEAST_strict Pisum 97.1549 104.325
scenario1 rep009 BEAST_strict Platanus 107.4827 107.3
scenario1 rep009 BEAST_strict Populus 97.2333 100.463
scenario1 rep009 BEAST_strict Pterostemon 52.3135 50.7034
scenario1 rep009 BEAST_strict Sapindopsis 11.2147 16.1682
scenario1 rep009 BEAST_strict Saururus 83.1438 75.5275
scenario1 rep009 BEAST_strict Schisandra 33.3532 106.803
scenario1 rep009 BEAST_strict Serenoa 87.1303 87.0001
scenario1 rep009 BEAST_strict Sparganium 60.9366 61.0683
scenario1 rep009 BEAST_strict Spathiphyllum 113.6164 113.5
scenario1 rep009 BEAST_strict Spinacia 96.9846 106.087
scenario1 rep009 BEAST_strict Tapiscia 65.0853 95.5911
scenario1 rep009 BEAST_strict Terminalia 87.4527 87.3001
scenario1 rep009 BEAST_strict Tricolpites 41.1868 4.85603
scenario1 rep009 BEAST_strict Trimenia 126.4767 126.5
scenario1 rep009 BEAST_strict Trithuria 126.7106 126.5
scenario1 rep009 BEAST_strict Trochodendron 118.6685 122.811
scenario1 rep009 BEAST_strict Typha 60.9366 61.0685
scenario1 rep009 BEAST_strict Typhaceae 66.5944 24.3907
scenario1 rep009 BEAST_strict Virginianthus 47.7941 24.1841
scenario1 rep009 BEAST_strict Vitis 96.5043 111.512
scenario1 rep009 BEAST_strict Walkerpollis 27.3874 3.88808
scenario1 rep009 BEAST_strict Ximenia 100.9744 113.731
scenario1 rep010 BEAST_rcla Acer 92.6467 98.3711
scenario1 rep010 BEAST_rcla Acorus 134.8972 127.036
scenario1 rep010 BEAST_rcla Amborella 177.4492 140
scenario1 rep010 BEAST_rcla Anacostia 3.1943 4.16305
scenario1 rep010 BEAST_rcla Antirrhinum 52.7675 60.6895
scenario1 rep010 BEAST_rcla Apostasia 111.1388 106.078
scenario1 rep010 BEAST_rcla Aquifoliaceae 6.7823 21.1453
scenario1 rep010 BEAST_rcla Araceae 20.6565 10.197
scenario1 rep010 BEAST_rcla Archaefructus 24.4442 11.6023
scenario1 rep010 BEAST_rcla Arecales 15.7791 15.2889
scenario1 rep010 BEAST_rcla Asarum 128.1773 121.448
scenario1 rep010 BEAST_rcla Ascarina 84.735 115.555
scenario1 rep010 BEAST_rcla Atherosperma 103.6841 103.44
scenario1 rep010 BEAST_rcla Aucuba 66.7634 83.3077
scenario1 rep010 BEAST_rcla Austrobaileya 129.7077 130.663
scenario1 rep010 BEAST_rcla Berberidopsis 104.5257 112.621
scenario1 rep010 BEAST_rcla Brasenia 112.4653 94.8882
scenario1 rep010 BEAST_rcla Brunia 46.6827 56.548
scenario1 rep010 BEAST_rcla Bulnesia 102.6655 106.358
scenario1 rep010 BEAST_rcla Calamus 86.9129 86.9999
scenario1 rep010 BEAST_rcla Calycanthus 107.4671 107.3
scenario1 rep010 BEAST_rcla Canella 126.4893 126.5
scenario1 rep010 BEAST_rcla Carya 94.9419 95.1
scenario1 rep010 BEAST_rcla Ceratophyllum 141.7125 131.356
scenario1 rep010 BEAST_rcla Chloranthus 84.735 115.555
scenario1 rep010 BEAST_rcla Cleome 71.8732 84.4731
scenario1 rep010 BEAST_rcla Cocculus 100.504 100.372
scenario1 rep010 BEAST_rcla Coptis 100.504 100.372
scenario1 rep010 BEAST_rcla Cornales 7.4422 10.9797
scenario1 rep010 BEAST_rcla Cornus 87.5286 87.2999
scenario1 rep010 BEAST_rcla Crossosoma 99.0068 107.331
scenario1 rep010 BEAST_rcla Cucumis 96.2555 102.69
scenario1 rep010 BEAST_rcla Daucus 44.7454 56.2306
scenario1 rep010 BEAST_rcla Dillenia 109.3948 113.96
scenario1 rep010 BEAST_rcla Dioscorea 88.3908 107.513
scenario1 rep010 BEAST_rcla Drimys 126.4893 126.5
scenario1 rep010 BEAST_rcla Eichhornia 71.1849 90.7097
scenario1 rep010 BEAST_rcla Endressinia 23.8453 16.1691
scenario1 rep010 BEAST_rcla Enkianthus 92.5543 96.7737
scenario1 rep010 BEAST_rcla Escallonia 48.2812 56.9866
scenario1 rep010 BEAST_rcla Eucalyptus 87.5038 87.3
scenario1 rep010 BEAST_rcla Eupomatia 115.4968 115.5
scenario1 rep010 BEAST_rcla Euptelea 112.4235 121.234
scenario1 rep010 BEAST_rcla Fagales 1.3136 7.58994
scenario1 rep010 BEAST_rcla Fagus 94.9419 95.0999
scenario1 rep010 BEAST_rcla Gossypium 71.8732 84.4734
scenario1 rep010 BEAST_rcla Grubbia 87.5286 87.3
scenario1 rep010 BEAST_rcla Gunnera 111.4105 115.719
scenario1 rep010 BEAST_rcla Hedycarya 101.5208 101.1
scenario1 rep010 BEAST_rcla Hedyosmum 103.1213 123.023
scenario1 rep010 BEAST_rcla Helianthus 60.5387 81.531
scenario1 rep010 BEAST_rcla Helwingia 66.4535 66.5
scenario1 rep010 BEAST_rcla I1 26.4611 1.89771
scenario1 rep010 BEAST_rcla I10 18.3863 7.46815
scenario1 rep010 BEAST_rcla I11 3.8561 1.09851
scenario1 rep010 BEAST_rcla I12 79.2189 27.779
scenario1 rep010 BEAST_rcla I13 2.7155 0.185028
scenario1 rep010 BEAST_rcla I14 3.783 3.86045
scenario1 rep010 BEAST_rcla I15 4.7655 1.09603
scenario1 rep010 BEAST_rcla I16 3.6838 8.94009
scenario1 rep010 BEAST_rcla I17 80.5853 45.9205
scenario1 rep010 BEAST_rcla I18 1.466 0.164182
scenario1 rep010 BEAST_rcla I19 9.5525 5.83703
scenario1 rep010 BEAST_rcla I2 14.0785 31.6116
scenario1 rep010 BEAST_rcla I20 0.7301 3.33915
scenario1 rep010 BEAST_rcla I21 7.3656 8.5569
scenario1 rep010 BEAST_rcla I22 10.1315 5.18713
scenario1 rep010 BEAST_rcla I23 28.2792 2.44022
scenario1 rep010 BEAST_rcla I24 3.0163 1.63732
scenario1 rep010 BEAST_rcla I25 2.515 2.23768
scenario1 rep010 BEAST_rcla I26 8.4468 3.78906
scenario1 rep010 BEAST_rcla I27 9.6412 1.59502
scenario1 rep010 BEAST_rcla I28 21.8658 9.98418
scenario1 rep010 BEAST_rcla I29 4.3096 15.2348
scenario1 rep010 BEAST_rcla I3 4.0225 8.06111
scenario1 rep010 BEAST_rcla I30 2.7371 1.5171
scenario1 rep010 BEAST_rcla I31 14.1093 5.26619
scenario1 rep010 BEAST_rcla I32 5.5366 1.61306
scenario1 rep010 BEAST_rcla I33 6.383 19.2484
scenario1 rep010 BEAST_rcla I34 2.401 1.86989
scenario1 rep010 BEAST_rcla I35 7.0685 1.16187
scenario1 rep010 BEAST_rcla I36 2.7221 1.81861
scenario1 rep010 BEAST_rcla I37 2.0252 0.890909
scenario1 rep010 BEAST_rcla I38 7.9741 6.20129
scenario1 rep010 BEAST_rcla I39 0.9212 1.1105
scenario1 rep010 BEAST_rcla I4 3.7959 2.39542
scenario1 rep010 BEAST_rcla I40 2.5839 0.877635
scenario1 rep010 BEAST_rcla I41 3.3796 1.11055
scenario1 rep010 BEAST_rcla I42 6.6397 6.5333
scenario1 rep010 BEAST_rcla I43 2.9152 7.8076
scenario1 rep010 BEAST_rcla I44 2.4165 1.50626
scenario1 rep010 BEAST_rcla I45 16.6559 5.05022
scenario1 rep010 BEAST_rcla I46 9.1351 8.41561
scenario1 rep010 BEAST_rcla I47 5.1651 20.2663
scenario1 rep010 BEAST_rcla I48 8.8307 2.35183
scenario1 rep010 BEAST_rcla I49 2.6627 4.07786
scenario1 rep010 BEAST_rcla I5 17.4846 5.04383
scenario1 rep010 BEAST_rcla I50 12.6971 6.11437
scenario1 rep010 BEAST_rcla I51 12.2575 24.5444
scenario1 rep010 BEAST_rcla I52 1.5985 0.438631
scenario1 rep010 BEAST_rcla I53 1.9373 0.317339
scenario1 rep010 BEAST_rcla I54 3.381 3.74023
scenario1 rep010 BEAST_rcla I55 1.0944 0.649031
scenario1 rep010 BEAST_rcla I56 2.7714 0.809405
scenario1 rep010 BEAST_rcla I57 6.3027 1.6385
scenario1 rep010 BEAST_rcla I58 26.1875 17.2643
scenario1 rep010 BEAST_rcla I59 47.9967 43.5441
scenario1 rep010 BEAST_rcla I6 5.1185 19.6967
scenario1 rep010 BEAST_rcla I60 1.2796 4.38172
scenario1 rep010 BEAST_rcla I61 2.5682 0.575665
scenario1 rep010 BEAST_rcla I62 3.7419 3.18741
scenario1 rep010 BEAST_rcla I63 3.7687 0.862363
scenario1 rep010 BEAST_rcla I64 2.84 1.1993
scenario1 rep010 BEAST_rcla I65 3.5201 7.76023
scenario1 rep010 BEAST_rcla I66 3.394 2.77986
scenario1 rep010 BEAST_rcla I67 17.3796 11.1181
scenario1 rep010 BEAST_rcla I68 2.6783 2.41062
scenario1 rep010 BEAST_rcla I69 1.2606 0.00128
scenario1 rep010 BEAST_rcla I7 1.2766 2.66957
scenario1 rep010 BEAST_rcla I70 11.4967 5.89418
scenario1 rep010 BEAST_rcla I71 13.2706 1.71254
scenario1 rep010 BEAST_rcla I72 2.5127 2.03222
scenario1 rep010 BEAST_rcla I73 1.3581 0.643278
scenario1 rep010 BEAST_rcla I74 1.2786 0.991321
scenario1 rep010 BEAST_rcla I8 2.7175 0.269661
scenario1 rep010 BEAST_rcla I9 40.0769 9.74474
scenario1 rep010 BEAST_rcla Ilex 66.4535 66.5
scenario1 rep010 BEAST_rcla Illicium 121.3948 106.803
scenario1 rep010 BEAST_rcla Itea 26.1365 50.7034
scenario1 rep010 BEAST_rcla Japonolirion 126.8015 115.14
scenario1 rep010 BEAST_rcla Lilium 113.6538 108.316
scenario1 rep010 BEAST_rcla Liquidambar 74.1333 94.2475
scenario1 rep010 BEAST_rcla Liriodendron 36.278 87.7211
scenario1 rep010 BEAST_rcla Lonicera 41.3645 52.4904
scenario1 rep010 BEAST_rcla Magnolia 36.278 87.7211
scenario1 rep010 BEAST_rcla Mauldinia 2.1633 2.33954
scenario1 rep010 BEAST_rcla Meliosma 117.0634 123.468
scenario1 rep010 BEAST_rcla Morus 97.5341 103.681
scenario1 rep010 BEAST_rcla Musa 71.1849 90.7097
scenario1 rep010 BEAST_rcla Myrtales 11.5298 17.7056
scenario1 rep010 BEAST_rcla Nelumbo 107.5147 107.3
scenario1 rep010 BEAST_rcla Nerium 61.5983 63.0414
scenario1 rep010 BEAST_rcla Nicotiana 52.7675 60.6895
scenario1 rep010 BEAST_rcla Nuphar 108.4428 86.8275
scenario1 rep010 BEAST_rcla Nymphaea 108.4428 86.8273
scenario1 rep010 BEAST_rcla Orontium 113.5106 113.5
scenario1 rep010 BEAST_rcla Oryza 88.7411 85.4591
scenario1 rep010 BEAST_rcla Oxalis 76.6377 98.75
scenario1 rep010 BEAST_rcla Pachysandra 119.3845 121.921
scenario1 rep010 BEAST_rcla Pandanus 88.3908 107.513
scenario1 rep010 BEAST_rcla Papaver 106.887 119.621
scenario1 rep010 BEAST_rcla Paracryphia 41.3645 52.4904
scenario1 rep010 BEAST_rcla Parnassia 76.6377 98.7501
scenario1 rep010 BEAST_rcla Pelargonium 99.0336 105.006
scenario1 rep010 BEAST_rcla Persea 101.5208 101.1
scenario1 rep010 BEAST_rcla Picramnia 96.1668 106.131
scenario1 rep010 BEAST_rcla Piper 47.592 75.5275
scenario1 rep010 BEAST_rcla Pisum 98.8922 104.325
scenario1 rep010 BEAST_rcla Platanus 107.5147 107.3
scenario1 rep010 BEAST_rcla Populus 89.9083 100.463
scenario1 rep010 BEAST_rcla Pterostemon 26.1365 50.7034
scenario1 rep010 BEAST_rcla Sapindopsis 9.5487 16.1682
scenario1 rep010 BEAST_rcla Saururus 47.592 75.5275
scenario1 rep010 BEAST_rcla Schisandra 121.3948 106.803
scenario1 rep010 BEAST_rcla Serenoa 86.9129 87.0001
scenario1 rep010 BEAST_rcla Sparganium 61.0152 61.0683
scenario1 rep010 BEAST_rcla Spathiphyllum 113.5106 113.5
scenario1 rep010 BEAST_rcla Spinacia 97.886 106.087
scenario1 rep010 BEAST_rcla Tapiscia 89.2528 95.5911
scenario1 rep010 BEAST_rcla Terminalia 87.5038 87.3001
scenario1 rep010 BEAST_rcla Tricolpites 15.1797 4.85603
scenario1 rep010 BEAST_rcla Trimenia 126.5134 126.5
scenario1 rep010 BEAST_rcla Trithuria 126.5439 126.5
scenario1 rep010 BEAST_rcla Trochodendron 121.4098 122.811
scenario1 rep010 BEAST_rcla Typha 61.0152 61.0685
scenario1 rep010 BEAST_rcla Typhaceae 27.726 24.3907
scenario1 rep010 BEAST_rcla Virginianthus 29.1595 24.1841
scenario1 rep010 BEAST_rcla Vitis 100.3208 111.512
scenario1 rep010 BEAST_rcla Walkerpollis 5.3717 3.88808
scenario1 rep010 BEAST_rcla Ximenia 107.9053 113.731
scenario1 rep010 BEAST_lognorm Acer 74.2477 98.3711
scenario1 rep010 BEAST_lognorm Acorus 168.4389 127.036
scenario1 rep010 BEAST_lognorm Amborella 246.8071 140
scenario1 rep010 BEAST_lognorm Anacostia 20.8563 4.16305
scenario1 rep010 BEAST_lognorm Antirrhinum 38.8215 60.6895
scenario1 rep010 BEAST_lognorm Apostasia 123.055 106.078
scenario1 rep010 BEAST_lognorm Aquifoliaceae 8.4296 21.1453
scenario1 rep010 BEAST_lognorm Araceae 51.6512 10.197
scenario1 rep010 BEAST_lognorm Archaefructus 83.1208 11.6023
scenario1 rep010 BEAST_lognorm Arecales 23.4826 15.2889
scenario1 rep010 BEAST_lognorm Asarum 128.6706 121.448
scenario1 rep010 BEAST_lognorm Ascarina 82.4354 115.555
scenario1 rep010 BEAST_lognorm Atherosperma 104.0786 103.44
scenario1 rep010 BEAST_lognorm Aucuba 64.1818 83.3077
scenario1 rep010 BEAST_lognorm Austrobaileya 147.3559 130.663
scenario1 rep010 BEAST_lognorm Berberidopsis 103.784 112.621
scenario1 rep010 BEAST_lognorm Brasenia 89.7736 94.8882
scenario1 rep010 BEAST_lognorm Brunia 39.7711 56.548
scenario1 rep010 BEAST_lognorm Bulnesia 103.5783 106.358
scenario1 rep010 BEAST_lognorm Calamus 86.9904 86.9999
scenario1 rep010 BEAST_lognorm Calycanthus 107.5058 107.3
scenario1 rep010 BEAST_lognorm Canella 126.5076 126.5
scenario1 rep010 BEAST_lognorm Carya 94.9665 95.1
scenario1 rep010 BEAST_lognorm Ceratophyllum 170.264 131.356
scenario1 rep010 BEAST_lognorm Chloranthus 82.4354 115.555
scenario1 rep010 BEAST_lognorm Cleome 43.7348 84.4731
scenario1 rep010 BEAST_lognorm Cocculus 64.9461 100.372
scenario1 rep010 BEAST_lognorm Coptis 64.9461 100.372
scenario1 rep010 BEAST_lognorm Cornales 6.2461 10.9797
scenario1 rep010 BEAST_lognorm Cornus 87.491 87.2999
scenario1 rep010 BEAST_lognorm Crossosoma 90.848 107.331
scenario1 rep010 BEAST_lognorm Cucumis 96.4185 102.69
scenario1 rep010 BEAST_lognorm Daucus 35.9358 56.2306
scenario1 rep010 BEAST_lognorm Dillenia 110.62 113.96
scenario1 rep010 BEAST_lognorm Dioscorea 85.2461 107.513
scenario1 rep010 BEAST_lognorm Drimys 126.5076 126.5
scenario1 rep010 BEAST_lognorm Eichhornia 61.5901 90.7097
scenario1 rep010 BEAST_lognorm Endressinia 45.1289 16.1691
scenario1 rep010 BEAST_lognorm Enkianthus 90.0543 96.7737
scenario1 rep010 BEAST_lognorm Escallonia 43.6346 56.9866
scenario1 rep010 BEAST_lognorm Eucalyptus 87.5004 87.3
scenario1 rep010 BEAST_lognorm Eupomatia 115.508 115.5
scenario1 rep010 BEAST_lognorm Euptelea 87.8324 121.234
scenario1 rep010 BEAST_lognorm Fagales 1.452 7.58994
scenario1 rep010 BEAST_lognorm Fagus 94.9665 95.0999
scenario1 rep010 BEAST_lognorm Gossypium 43.7348 84.4734
scenario1 rep010 BEAST_lognorm Grubbia 87.491 87.3
scenario1 rep010 BEAST_lognorm Gunnera 113.7129 115.719
scenario1 rep010 BEAST_lognorm Hedycarya 101.4957 101.1
scenario1 rep010 BEAST_lognorm Hedyosmum 110.3937 123.023
scenario1 rep010 BEAST_lognorm Helianthus 58.2662 81.531
scenario1 rep010 BEAST_lognorm Helwingia 66.4866 66.5
scenario1 rep010 BEAST_lognorm I1 37.1836 1.89771
scenario1 rep010 BEAST_lognorm I10 27.9583 7.46815
scenario1 rep010 BEAST_lognorm I11 13.1761 1.09851
scenario1 rep010 BEAST_lognorm I12 52.3691 27.779
scenario1 rep010 BEAST_lognorm I13 6.9045 0.185028
scenario1 rep010 BEAST_lognorm I14 3.4272 3.86045
scenario1 rep010 BEAST_lognorm I15 13.2851 1.09603
scenario1 rep010 BEAST_lognorm I16 11.7768 8.94009
scenario1 rep010 BEAST_lognorm I17 56.7312 45.9205
scenario1 rep010 BEAST_lognorm I18 2.9563 0.164182
scenario1 rep010 BEAST_lognorm I19 14.1918 5.83703
scenario1 rep010 BEAST_lognorm I2 36.7291 31.6116
scenario1 rep010 BEAST_lognorm I20 3.2792 3.33915
scenario1 rep010 BEAST_lognorm I21 13.2571 8.5569
scenario1 rep010 BEAST_lognorm I22 15.0123 5.18713
scenario1 rep010 BEAST_lognorm I23 51.6442 2.44022
scenario1 rep010 BEAST_lognorm I24 7.4526 1.63732
scenario1 rep010 BEAST_lognorm I25 6.3828 2.23768
scenario1 rep010 BEAST_lognorm I26 12.5819 3.78906
scenario1 rep010 BEAST_lognorm I27 13.7954 1.59502
scenario1 rep010 BEAST_lognorm I28 35.0875 9.98418
scenario1 rep010 BEAST_lognorm I29 9.3852 15.2348
scenario1 rep010 BEAST_lognorm I3 14.7049 8.06111
scenario1 rep010 BEAST_lognorm I30 12.3668 1.5171
scenario1 rep010 BEAST_lognorm I31 38.6898 5.26619
scenario1 rep010 BEAST_lognorm I32 10.1899 1.61306
scenario1 rep010 BEAST_lognorm I33 12.6963 19.2484
scenario1 rep010 BEAST_lognorm I34 2.5505 1.86989
scenario1 rep010 BEAST_lognorm I35 7.3294 1.16187
scenario1 rep010 BEAST_lognorm I36 2.908 1.81861
scenario1 rep010 BEAST_lognorm I37 2.153 0.890909
scenario1 rep010 BEAST_lognorm I38 5.1978 6.20129
scenario1 rep010 BEAST_lognorm I39 1.3968 1.1105
scenario1 rep010 BEAST_lognorm I4 20.1901 2.39542
scenario1 rep010 BEAST_lognorm I40 3.6667 0.877635
scenario1 rep010 BEAST_lognorm I41 4.8654 1.11055
scenario1 rep010 BEAST_lognorm I42 6.2772 6.5333
scenario1 rep010 BEAST_lognorm I43 3.7697 7.8076
scenario1 rep010 BEAST_lognorm I44 3.6827 1.50626
scenario1 rep010 BEAST_lognorm I45 10.7881 5.05022
scenario1 rep010 BEAST_lognorm I46 15.0845 8.41561
scenario1 rep010 BEAST_lognorm I47 10.3815 20.2663
scenario1 rep010 BEAST_lognorm I48 14.9789 2.35183
scenario1 rep010 BEAST_lognorm I49 4.3502 4.07786
scenario1 rep010 BEAST_lognorm I5 42.0775 5.04383
scenario1 rep010 BEAST_lognorm I50 16.6499 6.11437
scenario1 rep010 BEAST_lognorm I51 14.6317 24.5444
scenario1 rep010 BEAST_lognorm I52 3.8634 0.438631
scenario1 rep010 BEAST_lognorm I53 3.8354 0.317339
scenario1 rep010 BEAST_lognorm I54 6.7777 3.74023
scenario1 rep010 BEAST_lognorm I55 1.6961 0.649031
scenario1 rep010 BEAST_lognorm I56 2.7968 0.809405
scenario1 rep010 BEAST_lognorm I57 7.5499 1.6385
scenario1 rep010 BEAST_lognorm I58 18.8763 17.2643
scenario1 rep010 BEAST_lognorm I59 45.0884 43.5441
scenario1 rep010 BEAST_lognorm I6 27.8104 19.6967
scenario1 rep010 BEAST_lognorm I60 1.5959 4.38172
scenario1 rep010 BEAST_lognorm I61 3.9496 0.575665
scenario1 rep010 BEAST_lognorm I62 5.2803 3.18741
scenario1 rep010 BEAST_lognorm I63 11.4297 0.862363
scenario1 rep010 BEAST_lognorm I64 8.8085 1.1993
scenario1 rep010 BEAST_lognorm I65 7.7918 7.76023
scenario1 rep010 BEAST_lognorm I66 7.4268 2.77986
scenario1 rep010 BEAST_lognorm I67 23.0862 11.1181
scenario1 rep010 BEAST_lognorm I68 2.649 2.41062
scenario1 rep010 BEAST_lognorm I69 1.5241 0.00128
scenario1 rep010 BEAST_lognorm I7 3.8463 2.66957
scenario1 rep010 BEAST_lognorm I70 15.8718 5.89418
scenario1 rep010 BEAST_lognorm I71 18.8157 1.71254
scenario1 rep010 BEAST_lognorm I72 2.5618 2.03222
scenario1 rep010 BEAST_lognorm I73 1.5907 0.643278
scenario1 rep010 BEAST_lognorm I74 1.4832 0.991321
scenario1 rep010 BEAST_lognorm I8 11.774 0.269661
scenario1 rep010 BEAST_lognorm I9 63.4194 9.74474
scenario1 rep010 BEAST_lognorm Ilex 66.4866 66.5
scenario1 rep010 BEAST_lognorm Illicium 98.6891 106.803
scenario1 rep010 BEAST_lognorm Itea 36.3087 50.7034
scenario1 rep010 BEAST_lognorm Japonolirion 151.9026 115.14
scenario1 rep010 BEAST_lognorm Lilium 129.4377 108.316
scenario1 rep010 BEAST_lognorm Liquidambar 81.3971 94.2475
scenario1 rep010 BEAST_lognorm Liriodendron 63.1389 87.7211
scenario1 rep010 BEAST_lognorm Lonicera 29.1581 52.4904
scenario1 rep010 BEAST_lognorm Magnolia 63.1389 87.7211
scenario1 rep010 BEAST_lognorm Mauldinia 2.5828 2.33954
scenario1 rep010 BEAST_lognorm Meliosma 116.6423 123.468
scenario1 rep010 BEAST_lognorm Morus 97.9017 103.681
scenario1 rep010 BEAST_lognorm Musa 61.5901 90.7097
scenario1 rep010 BEAST_lognorm Myrtales 9.4971 17.7056
scenario1 rep010 BEAST_lognorm Nelumbo 107.503 107.3
scenario1 rep010 BEAST_lognorm Nerium 53.8003 63.0414
scenario1 rep010 BEAST_lognorm Nicotiana 38.8215 60.6895
scenario1 rep010 BEAST_lognorm Nuphar 75.0687 86.8275
scenario1 rep010 BEAST_lognorm Nymphaea 75.0687 86.8273
scenario1 rep010 BEAST_lognorm Orontium 113.5085 113.5
scenario1 rep010 BEAST_lognorm Oryza 87.2925 85.4591
scenario1 rep010 BEAST_lognorm Oxalis 67.3667 98.75
scenario1 rep010 BEAST_lognorm Pachysandra 118.9107 121.921
scenario1 rep010 BEAST_lognorm Pandanus 85.2461 107.513
scenario1 rep010 BEAST_lognorm Papaver 77.6424 119.621
scenario1 rep010 BEAST_lognorm Paracryphia 29.1581 52.4904
scenario1 rep010 BEAST_lognorm Parnassia 67.3667 98.7501
scenario1 rep010 BEAST_lognorm Pelargonium 96.9975 105.006
scenario1 rep010 BEAST_lognorm Persea 101.4957 101.1
scenario1 rep010 BEAST_lognorm Picramnia 82.0395 106.131
scenario1 rep010 BEAST_lognorm Piper 71.9394 75.5275
scenario1 rep010 BEAST_lognorm Pisum 99.4924 104.325
scenario1 rep010 BEAST_lognorm Platanus 107.503 107.3
scenario1 rep010 BEAST_lognorm Populus 86.1823 100.463
scenario1 rep010 BEAST_lognorm Pterostemon 36.3087 50.7034
scenario1 rep010 BEAST_lognorm Sapindopsis 9.1393 16.1682
scenario1 rep010 BEAST_lognorm Saururus 71.9394 75.5275
scenario1 rep010 BEAST_lognorm Schisandra 98.6891 106.803
scenario1 rep010 BEAST_lognorm Serenoa 86.9904 87.0001
scenario1 rep010 BEAST_lognorm Sparganium 60.9839 61.0683
scenario1 rep010 BEAST_lognorm Spathiphyllum 113.5085 113.5
scenario1 rep010 BEAST_lognorm Spinacia 97.5068 106.087
scenario1 rep010 BEAST_lognorm Tapiscia 66.8209 95.5911
scenario1 rep010 BEAST_lognorm Terminalia 87.5004 87.3001
scenario1 rep010 BEAST_lognorm Tricolpites 43.7418 4.85603
scenario1 rep010 BEAST_lognorm Trimenia 126.4995 126.5
scenario1 rep010 BEAST_lognorm Trithuria 126.5027 126.5
scenario1 rep010 BEAST_lognorm Trochodendron 121.0637 122.811
scenario1 rep010 BEAST_lognorm Typha 60.9839 61.0685
scenario1 rep010 BEAST_lognorm Typhaceae 26.3085 24.3907
scenario1 rep010 BEAST_lognorm Virginianthus 46.2266 24.1841
scenario1 rep010 BEAST_lognorm Vitis 100.2734 111.512
scenario1 rep010 BEAST_lognorm Walkerpollis 13.9398 3.88808
scenario1 rep010 BEAST_lognorm Ximenia 108.6494 113.731
scenario1 rep010 BEAST_strict Acer 48.7535 98.3711
scenario1 rep010 BEAST_strict Acorus 161.976 127.036
scenario1 rep010 BEAST_strict Amborella 177.7741 140
scenario1 rep010 BEAST_strict Anacostia 5.8314 4.16305
scenario1 rep010 BEAST_strict Antirrhinum 43.2893 60.6895
scenario1 rep010 BEAST_strict Apostasia 134.3178 106.078
scenario1 rep010 BEAST_strict Aquifoliaceae 2.221 21.1453
scenario1 rep010 BEAST_strict Araceae 47.6433 10.197
scenario1 rep010 BEAST_strict Archaefructus 49.3589 11.6023
scenario1 rep010 BEAST_strict Arecales 39.7293 15.2889
scenario1 rep010 BEAST_strict Asarum 137.8805 121.448
scenario1 rep010 BEAST_strict Ascarina 91.7801 115.555
scenario1 rep010 BEAST_strict Atherosperma 103.6459 103.44
scenario1 rep010 BEAST_strict Aucuba 54.9591 83.3077
scenario1 rep010 BEAST_strict Austrobaileya 132.3581 130.663
scenario1 rep010 BEAST_strict Berberidopsis 94.2217 112.621
scenario1 rep010 BEAST_strict Brasenia 117.6656 94.8882
scenario1 rep010 BEAST_strict Brunia 36.2287 56.548
scenario1 rep010 BEAST_strict Bulnesia 96.8361 106.358
scenario1 rep010 BEAST_strict Calamus 87.0104 86.9999
scenario1 rep010 BEAST_strict Calycanthus 107.4604 107.3
scenario1 rep010 BEAST_strict Canella 126.5051 126.5
scenario1 rep010 BEAST_strict Carya 94.7479 95.1
scenario1 rep010 BEAST_strict Ceratophyllum 137.6686 131.356
scenario1 rep010 BEAST_strict Chloranthus 91.7801 115.555
scenario1 rep010 BEAST_strict Cleome 36.0891 84.4731
scenario1 rep010 BEAST_strict Cocculus 55.4598 100.372
scenario1 rep010 BEAST_strict Coptis 55.4598 100.372
scenario1 rep010 BEAST_strict Cornales 1.0975 10.9797
scenario1 rep010 BEAST_strict Cornus 87.4282 87.2999
scenario1 rep010 BEAST_strict Crossosoma 56.1643 107.331
scenario1 rep010 BEAST_strict Cucumis 95.045 102.69
scenario1 rep010 BEAST_strict Daucus 35.2445 56.2306
