scenario method rep error
scenario3 wLogDate rep100 1.474098827998095
scenario3 MD-Cat rep100 0.6787052816342494
scenario4 wLogDate rep001 0.9324180962708495
scenario4 MD-Cat rep001 0.7720102087461022
scenario4 wLogDate rep002 1.8132718074328487
scenario4 MD-Cat rep002 0.7573711641733972
scenario4 wLogDate rep003 1.752070978404577
scenario4 MD-Cat rep003 0.7748008539077602
scenario4 wLogDate rep004 1.1160560887908253
scenario4 MD-Cat rep004 0.6045833650107842
scenario4 wLogDate rep005 1.799575133910794
scenario4 MD-Cat rep005 0.6778965221180061
scenario4 wLogDate rep006 1.7031177460584601
scenario4 MD-Cat rep006 0.8223587177793537
scenario4 wLogDate rep007 2.0048919550914577
scenario4 MD-Cat rep007 0.7466836926912378
scenario4 wLogDate rep008 1.6496852981897638
scenario4 MD-Cat rep008 0.8040589378531422
scenario4 wLogDate rep009 1.613207802435667
scenario4 MD-Cat rep009 0.681831608666271
scenario4 wLogDate rep010 1.705117823052017
scenario4 MD-Cat rep010 0.9388408356600941
scenario4 wLogDate rep011 1.0195074332503071
scenario4 MD-Cat rep011 0.8209287225416511
scenario4 wLogDate rep012 1.6902649902414024
scenario4 MD-Cat rep012 0.7066430734017393
scenario4 wLogDate rep013 1.8179831001219418
scenario4 MD-Cat rep013 0.8283219694572554
scenario4 wLogDate rep014 1.7014510197125217
scenario4 MD-Cat rep014 0.9567577438279028
scenario4 wLogDate rep015 1.066965521766848
scenario4 MD-Cat rep015 0.7365692111353607
scenario4 wLogDate rep016 2.039940115890378
scenario4 MD-Cat rep016 0.7627011134886977
scenario4 wLogDate rep017 1.4709455903673991
scenario4 MD-Cat rep017 0.6951741950909692
scenario4 wLogDate rep018 2.14479228810559
scenario4 MD-Cat rep018 0.7421068474754728
scenario4 wLogDate rep019 1.7959974372607492
scenario4 MD-Cat rep019 0.7956955585808619
scenario4 wLogDate rep020 1.375767344599863
scenario4 MD-Cat rep020 0.7535707915642129
scenario4 wLogDate rep021 1.6834042397305817
scenario4 MD-Cat rep021 0.7973864313163086
scenario4 wLogDate rep022 1.8709030310627819
scenario4 MD-Cat rep022 0.6966123043501888
scenario4 wLogDate rep023 1.6074073257168748
scenario4 MD-Cat rep023 0.8504807655528309
scenario4 wLogDate rep024 1.5383130453846947
scenario4 MD-Cat rep024 0.6230562662174631
scenario4 wLogDate rep025 0.8502931746566048
scenario4 MD-Cat rep025 0.6656675866725846
scenario4 wLogDate rep026 1.4382254006702497
scenario4 MD-Cat rep026 0.6888412888074072
scenario4 wLogDate rep027 1.285589368783114
scenario4 MD-Cat rep027 0.8949779014654463
scenario4 wLogDate rep028 0.6755209806312685
scenario4 MD-Cat rep028 0.6076993533256086
scenario4 wLogDate rep029 2.2507603489869434
scenario4 MD-Cat rep029 0.7753913229952233
scenario4 wLogDate rep030 1.4887932572742995
scenario4 MD-Cat rep030 0.7384007126974573
scenario4 wLogDate rep031 0.9104467781111295
scenario4 MD-Cat rep031 0.6827867171451214
scenario4 wLogDate rep032 1.512518217282673
scenario4 MD-Cat rep032 0.8674398174425221
scenario4 wLogDate rep033 1.3374734913034978
scenario4 MD-Cat rep033 0.8142066427367971
scenario4 wLogDate rep034 2.059882019232257
scenario4 MD-Cat rep034 0.820288473477845
scenario4 wLogDate rep035 1.1217570699416457
scenario4 MD-Cat rep035 0.6843150055542759
scenario4 wLogDate rep036 1.754033601092467
scenario4 MD-Cat rep036 0.5972581716882808
scenario4 wLogDate rep037 1.4106873712519716
scenario4 MD-Cat rep037 0.6481754197251333
scenario4 wLogDate rep038 1.848174670960732
scenario4 MD-Cat rep038 0.7665325836918926
scenario4 wLogDate rep039 2.26582239897112
scenario4 MD-Cat rep039 0.8043997637240468
scenario4 wLogDate rep040 1.2416434423582718
scenario4 MD-Cat rep040 0.8418156795833633
scenario4 wLogDate rep041 0.9940797367021178
scenario4 MD-Cat rep041 0.8379126117616815
scenario4 wLogDate rep042 1.3596010779414425
scenario4 MD-Cat rep042 0.6574166182079979
scenario4 wLogDate rep043 1.0802885557624375
scenario4 MD-Cat rep043 0.8233789126274665
scenario4 wLogDate rep044 0.8537561308718178
scenario4 MD-Cat rep044 0.9541789683740792
scenario4 wLogDate rep045 1.1283069157636545
scenario4 MD-Cat rep045 0.5803674643796689
scenario4 wLogDate rep046 0.9623661022733093
scenario4 MD-Cat rep046 0.6118962012207413
scenario4 wLogDate rep047 1.9820032465874309
scenario4 MD-Cat rep047 0.8478753649052331
scenario4 wLogDate rep048 1.6051598392362214
scenario4 MD-Cat rep048 0.8345772197004065
scenario4 wLogDate rep049 1.728590031038884
scenario4 MD-Cat rep049 0.901712440682351
scenario4 wLogDate rep050 1.9749980133463163
scenario4 MD-Cat rep050 0.6478713947237272
scenario4 wLogDate rep051 1.1798258633530614
scenario4 MD-Cat rep051 0.7771777236553213
scenario4 wLogDate rep052 1.332274989118151
scenario4 MD-Cat rep052 0.8071686737877382
scenario4 wLogDate rep053 1.3406100477574217
scenario4 MD-Cat rep053 0.5729123885368945
scenario4 wLogDate rep054 1.5727432673842963
scenario4 MD-Cat rep054 0.8541512029212089
scenario4 wLogDate rep055 1.1981280161089578
scenario4 MD-Cat rep055 0.7205179641604391
scenario4 wLogDate rep056 2.122524533650764
scenario4 MD-Cat rep056 0.8236546235096546
scenario4 wLogDate rep057 0.9125924907783005
scenario4 MD-Cat rep057 0.7089666568049913
scenario4 wLogDate rep058 1.3583440305284036
scenario4 MD-Cat rep058 0.7091504527743834
scenario4 wLogDate rep059 0.7262109471026996
scenario4 MD-Cat rep059 0.7195784099558437
scenario4 wLogDate rep060 1.3720284896134634
scenario4 MD-Cat rep060 0.5940524798603626
scenario4 wLogDate rep061 1.3624645756685716
scenario4 MD-Cat rep061 0.7640328600657367
scenario4 wLogDate rep062 1.2218391898950054
scenario4 MD-Cat rep062 0.8808272371136662
scenario4 wLogDate rep063 1.8836310586227527
scenario4 MD-Cat rep063 0.9255517826267807
scenario4 wLogDate rep064 1.0867892139739639
scenario4 MD-Cat rep064 0.7064514649972364
scenario4 wLogDate rep065 1.2320791388442545
scenario4 MD-Cat rep065 0.6203635659950106
scenario4 wLogDate rep066 1.8135900335258588
scenario4 MD-Cat rep066 0.7139551695164846
scenario4 wLogDate rep067 1.130945165117161
scenario4 MD-Cat rep067 0.6904740096901025
scenario4 wLogDate rep068 0.6456454319844637
scenario4 MD-Cat rep068 0.6194099735637533
scenario4 wLogDate rep069 1.1187275179304947
scenario4 MD-Cat rep069 0.784618114817602
scenario4 wLogDate rep070 1.3558841455657524
scenario4 MD-Cat rep070 0.640550945733889
scenario4 wLogDate rep071 0.8292988080015462
scenario4 MD-Cat rep071 0.7578349706804113
scenario4 wLogDate rep072 2.1681796205676447
scenario4 MD-Cat rep072 0.6743486679066847
scenario4 wLogDate rep073 1.3920090275821435
scenario4 MD-Cat rep073 0.780111773662691
scenario4 wLogDate rep074 1.0728084259311164
scenario4 MD-Cat rep074 0.6831555162229656
scenario4 wLogDate rep075 1.3662078025756517
scenario4 MD-Cat rep075 0.714202721511593
scenario4 wLogDate rep076 1.6021727300622275
scenario4 MD-Cat rep076 0.8048995727643145
scenario4 wLogDate rep077 1.1339878813415565
scenario4 MD-Cat rep077 0.7350054576571861
scenario4 wLogDate rep078 2.1089632674638072
scenario4 MD-Cat rep078 0.6632280215919011
scenario4 wLogDate rep079 1.7241532466549272
scenario4 MD-Cat rep079 0.7487139853206057
scenario4 wLogDate rep080 1.6358735227202852
scenario4 MD-Cat rep080 0.7783083664249861
scenario4 wLogDate rep081 1.4896915948800935
scenario4 MD-Cat rep081 0.9173134130296893
scenario4 wLogDate rep082 2.061866252559914
scenario4 MD-Cat rep082 0.7443186667972032
scenario4 wLogDate rep083 1.9738064777320048
scenario4 MD-Cat rep083 0.7931605097637258
scenario4 wLogDate rep084 2.061212535084515
scenario4 MD-Cat rep084 0.7220422464203501
scenario4 wLogDate rep085 1.5473242641859866
scenario4 MD-Cat rep085 0.8485121480700355
scenario4 wLogDate rep086 1.3041766911861639
scenario4 MD-Cat rep086 0.7867105477444633
scenario4 wLogDate rep087 1.4372330678437861
scenario4 MD-Cat rep087 0.7656669770660066
scenario4 wLogDate rep088 1.339169804162704
scenario4 MD-Cat rep088 0.6089381196217541
scenario4 wLogDate rep089 1.8577790112949673
scenario4 MD-Cat rep089 0.7373638654481125
scenario4 wLogDate rep090 2.0456244829692136
scenario4 MD-Cat rep090 0.7903294894242643
scenario4 wLogDate rep091 1.082655347950442
scenario4 MD-Cat rep091 0.6371931175150808
scenario4 wLogDate rep092 1.8130150555446536
scenario4 MD-Cat rep092 0.8013386843566273
scenario4 wLogDate rep093 2.1208168764227135
scenario4 MD-Cat rep093 0.6842168924834415
scenario4 wLogDate rep094 1.9938690781541495
scenario4 MD-Cat rep094 0.769353952446852
scenario4 wLogDate rep095 1.4811692104883425
scenario4 MD-Cat rep095 0.5972803229756012
scenario4 wLogDate rep096 1.826741221646973
scenario4 MD-Cat rep096 0.7335299455752686
scenario4 wLogDate rep097 1.5359225716266875
scenario4 MD-Cat rep097 0.6860595600362006
scenario4 wLogDate rep098 1.4067582841409143
scenario4 MD-Cat rep098 0.8149478844714995
scenario4 wLogDate rep099 1.905146324144368
scenario4 MD-Cat rep099 0.6490150649932233
scenario4 wLogDate rep100 1.9711748962804956
scenario4 MD-Cat rep100 0.6857719388038139
scenario5 wLogDate rep001 2.0090145064285045
scenario5 MD-Cat rep001 0.6977237538391986
scenario5 wLogDate rep002 0.6637734085715636
scenario5 MD-Cat rep002 0.7267840738307274
scenario5 wLogDate rep003 1.0512150440291026
scenario5 MD-Cat rep003 0.7801742531881007
scenario5 wLogDate rep004 1.7472295507297777
scenario5 MD-Cat rep004 0.9111651996799223
scenario5 wLogDate rep005 0.7274111416091958
scenario5 MD-Cat rep005 0.655333583691346
scenario5 wLogDate rep006 1.05110318274625
scenario5 MD-Cat rep006 0.6498813299482075
scenario5 wLogDate rep007 1.0894418586646448
scenario5 MD-Cat rep007 0.6752442736328137
scenario5 wLogDate rep008 1.046762324894381
scenario5 MD-Cat rep008 0.6825930768784382
scenario5 wLogDate rep009 1.542903370992349
scenario5 MD-Cat rep009 0.6613435547600339
scenario5 wLogDate rep010 1.569936972133881
scenario5 MD-Cat rep010 0.5797829134293138
scenario5 wLogDate rep011 1.6249172146200477
scenario5 MD-Cat rep011 0.7385640271715805
scenario5 wLogDate rep012 1.8136692912339047
scenario5 MD-Cat rep012 0.92112797189562
scenario5 wLogDate rep013 1.5202081119582573
scenario5 MD-Cat rep013 0.6867927968905655
scenario5 wLogDate rep014 2.098657833924136
scenario5 MD-Cat rep014 1.02261146190329
scenario5 wLogDate rep015 1.671465063156473
scenario5 MD-Cat rep015 0.6945031598537296
scenario5 wLogDate rep016 0.8341379217108416
scenario5 MD-Cat rep016 0.7079774651067721
scenario5 wLogDate rep017 1.5479193372619022
scenario5 MD-Cat rep017 0.7681628119226884
scenario5 wLogDate rep018 0.7484410038237924
scenario5 MD-Cat rep018 0.7037484080833627
scenario5 wLogDate rep019 1.6550794563671278
scenario5 MD-Cat rep019 0.7658653045178303
scenario5 wLogDate rep020 1.4614098477020085
scenario5 MD-Cat rep020 0.8746263602747069
scenario5 wLogDate rep021 1.8294274883101835
scenario5 MD-Cat rep021 0.6938478177054069
scenario5 wLogDate rep022 1.7954231309947328
scenario5 MD-Cat rep022 0.8302408790212078
scenario5 wLogDate rep023 1.0698691399758096
scenario5 MD-Cat rep023 0.7957511944663337
scenario5 wLogDate rep024 1.388337985254568
scenario5 MD-Cat rep024 0.8738839494414168
scenario5 wLogDate rep025 1.5552689485965856
scenario5 MD-Cat rep025 0.8642279442127889
scenario5 wLogDate rep026 1.0431211669352147
scenario5 MD-Cat rep026 0.6896934357607144
scenario5 wLogDate rep027 2.0290235978834548
scenario5 MD-Cat rep027 0.6862123391890168
scenario5 wLogDate rep028 0.8453774002028075
scenario5 MD-Cat rep028 0.7503676928393149
scenario5 wLogDate rep029 1.2367172456532878
scenario5 MD-Cat rep029 0.733272764566213
scenario5 wLogDate rep030 1.697192287219114
scenario5 MD-Cat rep030 0.8558170876825442
scenario5 wLogDate rep031 1.3691899706569564
scenario5 MD-Cat rep031 0.7722016189663955
scenario5 wLogDate rep032 0.8047645366783095
scenario5 MD-Cat rep032 0.6168605753637356
scenario5 wLogDate rep033 1.8101780163392447
scenario5 MD-Cat rep033 0.6957291020230391
scenario5 wLogDate rep034 1.4198808727141823
scenario5 MD-Cat rep034 0.7176138335153639
scenario5 wLogDate rep035 0.755060650536193
scenario5 MD-Cat rep035 0.7255841260786339
scenario5 wLogDate rep036 2.022280512316329
scenario5 MD-Cat rep036 0.6382887584832649
scenario5 wLogDate rep037 0.8676987426650498
scenario5 MD-Cat rep037 0.7220928377081511
scenario5 wLogDate rep038 1.1943917132591284
scenario5 MD-Cat rep038 0.6746293877878715
scenario5 wLogDate rep039 1.543285064578227
scenario5 MD-Cat rep039 0.9158419061906274
scenario5 wLogDate rep040 0.6808435037282284
scenario5 MD-Cat rep040 0.6600656602748887
scenario5 wLogDate rep041 1.5577666298438686
scenario5 MD-Cat rep041 0.7110489506749075
scenario5 wLogDate rep042 1.414640099942223
scenario5 MD-Cat rep042 0.7265461828188584
scenario5 wLogDate rep043 1.6124342998835
scenario5 MD-Cat rep043 0.8272523769545399
scenario5 wLogDate rep044 1.2700616685549875
scenario5 MD-Cat rep044 0.6562751726144866
scenario5 wLogDate rep045 1.773838562193394
scenario5 MD-Cat rep045 0.7410322273706841
scenario5 wLogDate rep046 1.7040884671832386
scenario5 MD-Cat rep046 0.7078158901659168
scenario5 wLogDate rep047 1.1870930506602555
scenario5 MD-Cat rep047 0.5607847648817618
scenario5 wLogDate rep048 2.2169632281505502
scenario5 MD-Cat rep048 0.7092503911505504
scenario5 wLogDate rep049 0.7295910717049354
scenario5 MD-Cat rep049 0.6701130926291377
scenario5 wLogDate rep050 1.9505814288814756
scenario5 MD-Cat rep050 0.7516421654766672
scenario5 wLogDate rep051 1.879531761721122
scenario5 MD-Cat rep051 0.8832958397975225
scenario5 wLogDate rep052 2.2487711038877194
scenario5 MD-Cat rep052 0.6558065768447853
scenario5 wLogDate rep053 1.2952795998721618
scenario5 MD-Cat rep053 0.7631402478949605
scenario5 wLogDate rep054 1.842725308839356
scenario5 MD-Cat rep054 0.7080354355237063
scenario5 wLogDate rep055 1.808433539484915
scenario5 MD-Cat rep055 0.720185793385518
scenario5 wLogDate rep056 0.8276651855845634
scenario5 MD-Cat rep056 0.6986114561910475
scenario5 wLogDate rep057 1.377004379974762
scenario5 MD-Cat rep057 0.6084369629217238
scenario5 wLogDate rep058 1.3588506659887774
scenario5 MD-Cat rep058 0.6133849055845092
scenario5 wLogDate rep059 1.1046763351520679
scenario5 MD-Cat rep059 0.6272297884883882
scenario5 wLogDate rep060 2.0375211114219915
scenario5 MD-Cat rep060 0.730873684711785
scenario5 wLogDate rep061 0.8763653768848959
scenario5 MD-Cat rep061 0.9164460711179895
scenario5 wLogDate rep062 1.744171187804148
scenario5 MD-Cat rep062 0.8052920486972025
scenario5 wLogDate rep063 1.6642372306111588
scenario5 MD-Cat rep063 0.7446933132388451
scenario5 wLogDate rep064 1.7573569036711432
scenario5 MD-Cat rep064 0.7937291705147396
scenario5 wLogDate rep065 2.053387126330847
scenario5 MD-Cat rep065 1.1188215478116783
scenario5 wLogDate rep066 1.6259570160259353
scenario5 MD-Cat rep066 0.8402280135380659
scenario5 wLogDate rep067 1.4109808947075255
scenario5 MD-Cat rep067 0.8077721519123138
scenario5 wLogDate rep068 0.9984598499343994
scenario5 MD-Cat rep068 0.7868925149221567
scenario5 wLogDate rep069 2.444367117406284
scenario5 MD-Cat rep069 0.6968914056720886
scenario5 wLogDate rep070 1.9894891583924892
scenario5 MD-Cat rep070 0.6087875861864332
scenario5 wLogDate rep071 1.04329858989663
scenario5 MD-Cat rep071 0.6016045430314056
scenario5 wLogDate rep072 1.2965412583574367
scenario5 MD-Cat rep072 0.7498601351727389
scenario5 wLogDate rep073 1.6222113702535825
scenario5 MD-Cat rep073 0.7736623029877889
scenario5 wLogDate rep074 1.2207358878645167
scenario5 MD-Cat rep074 0.6828357625792236
scenario5 wLogDate rep075 1.2920379550631327
scenario5 MD-Cat rep075 0.7516021675725117
scenario5 wLogDate rep076 0.6864051188140096
scenario5 MD-Cat rep076 0.49168426417003974
scenario5 wLogDate rep077 1.4552666555309193
scenario5 MD-Cat rep077 0.649310024477032
scenario5 wLogDate rep078 1.9830936082975905
scenario5 MD-Cat rep078 0.8028862550073507
scenario5 wLogDate rep079 0.885471247945485
scenario5 MD-Cat rep079 0.6542564857169048
scenario5 wLogDate rep080 1.5922211579763887
scenario5 MD-Cat rep080 0.759241797142611
scenario5 wLogDate rep081 1.409395201137329
scenario5 MD-Cat rep081 0.8123750250571694
scenario5 wLogDate rep082 1.7785798986223997
scenario5 MD-Cat rep082 0.7578905073081589
scenario5 wLogDate rep083 1.0171682949470278
scenario5 MD-Cat rep083 0.8086830133504759
scenario5 wLogDate rep084 1.8074761214426722
scenario5 MD-Cat rep084 0.9534274617561671
scenario5 wLogDate rep085 0.8672207243641339
scenario5 MD-Cat rep085 0.7868063597358618
scenario5 wLogDate rep086 1.4561385872333463
scenario5 MD-Cat rep086 0.6454628046976593
scenario5 wLogDate rep087 1.5352804794484913
scenario5 MD-Cat rep087 0.6959376122828632
scenario5 wLogDate rep088 2.34526053979533
scenario5 MD-Cat rep088 0.8194699582842255
scenario5 wLogDate rep089 1.5865643756026917
scenario5 MD-Cat rep089 0.6853028377356903
scenario5 wLogDate rep090 1.5486362644251768
scenario5 MD-Cat rep090 0.7850736769572897
scenario5 wLogDate rep091 1.2661223710448228
scenario5 MD-Cat rep091 0.8810360462700356
scenario5 wLogDate rep092 1.6115364232963063
scenario5 MD-Cat rep092 0.6606756300073708
scenario5 wLogDate rep093 1.80540777350098
scenario5 MD-Cat rep093 0.5557078919923357
scenario5 wLogDate rep094 1.5286145887728528
scenario5 MD-Cat rep094 0.658218072945257
scenario5 wLogDate rep095 1.3216846683294006
scenario5 MD-Cat rep095 0.7590690746644169
scenario5 wLogDate rep096 1.9884796556729019
scenario5 MD-Cat rep096 0.9961069638688458
scenario5 wLogDate rep097 0.6582422177350958
scenario5 MD-Cat rep097 0.631878989006711
scenario5 wLogDate rep098 1.3253385598115046
scenario5 MD-Cat rep098 0.6630956307172469
scenario5 wLogDate rep099 1.5300600224463359
scenario5 MD-Cat rep099 0.6945340942209495
scenario5 wLogDate rep100 1.22047472439613
scenario5 MD-Cat rep100 0.8436432140761734
